residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,detector_family,classification,disposition,reason,context,context_sha256,source_sha256,status
ega2.residual.sha256.a44055d554cad05b4ee9f79f4522681ec477fcb84f133cf8b70598c2fba9b7c7,ega2.candidate.sha256.a44055d554cad05b4ee9f79f4522681ec477fcb84f133cf8b70598c2fba9b7c7,preamble.tex,86,32,2.2,bare_dotted,typography_layout_value,positive_residual,"numeric color, geometry, spacing, or macro-layout constant in the preamble",\def\shHom{\sh{H}\textup{\kern-2.2pt{\Fontauri\slshape om}}},298DC98D10CC04AF99E89D1D8D0C76E5BF2A589E3D3DD17DA9EB01CB677417C1,86684C38D113A1215B3F2FF93AB535F2076ECC09D5C8297685A679209DC5210C,adjudicated
ega2.residual.sha256.e046f54d90f2378dcb546123d84904b914efe5af654658eb10d20078d51e3627,ega2.candidate.sha256.e046f54d90f2378dcb546123d84904b914efe5af654658eb10d20078d51e3627,preamble.tex,87,33,2.2,bare_dotted,typography_layout_value,positive_residual,"numeric color, geometry, spacing, or macro-layout constant in the preamble",\def\shProj{\sh{P}\textup{\kern-2.2pt{\Fontauri\slshape roj}}},1E403BEDD80E4542D1AF7AE348DA04C62242C226C5D6576AF89FED1800DCE52F,86684C38D113A1215B3F2FF93AB535F2076ECC09D5C8297685A679209DC5210C,adjudicated
ega2.residual.sha256.289febe75e370b19ebe22a70f07c8f8a9e0995e81de0dd0af111616cb1658206,ega2.candidate.sha256.289febe75e370b19ebe22a70f07c8f8a9e0995e81de0dd0af111616cb1658206,preamble.tex,88,32,2.2,bare_dotted,typography_layout_value,positive_residual,"numeric color, geometry, spacing, or macro-layout constant in the preamble",\def\shExt{\sh{E}\textup{\kern-2.2pt{\Fontauri\slshape xt}}},2CDA35EEB3221E06193BA1E2DAD7F28CA0910B82A165BC0D05D7EF4AF07DB1A9,86684C38D113A1215B3F2FF93AB535F2076ECC09D5C8297685A679209DC5210C,adjudicated
ega2.residual.sha256.fcc6d10b47e599ac8d7733cc0f0bced8018112211cd5868ee89760c0ef0b2e2b,ega2.candidate.sha256.fcc6d10b47e599ac8d7733cc0f0bced8018112211cd5868ee89760c0ef0b2e2b,preamble.tex,89,32,2.2,bare_dotted,typography_layout_value,positive_residual,"numeric color, geometry, spacing, or macro-layout constant in the preamble",\def\shTor{\sh{T}\textup{\kern-2.2pt{\Fontauri\slshape or}}},2581D9335135EA4CA6040B2F1A29EEF4F7E889E28A528D4118FD5E3DFBBB28C6,86684C38D113A1215B3F2FF93AB535F2076ECC09D5C8297685A679209DC5210C,adjudicated
ega2.residual.sha256.a589c7805e668aa683eb3667bf06f6e6c3559657edc48a2d88de9dc09e13f355,ega2.candidate.sha256.a589c7805e668aa683eb3667bf06f6e6c3559657edc48a2d88de9dc09e13f355,preamble.tex,90,31,2.2,bare_dotted,typography_layout_value,positive_residual,"numeric color, geometry, spacing, or macro-layout constant in the preamble",\def\shGr{\sh{G}\textup{\kern-2.2pt{\Fontauri\slshape r}}},21A249BEEB4705D61846166EC19EF288BE55A51A002D758426917FBAA398EF90,86684C38D113A1215B3F2FF93AB535F2076ECC09D5C8297685A679209DC5210C,adjudicated
ega2.residual.sha256.0f4d2cc4414a5efa6300a9744b186b238392155abe08c53277b5666174d3b8be,ega2.candidate.sha256.0f4d2cc4414a5efa6300a9744b186b238392155abe08c53277b5666174d3b8be,preamble.tex,91,34,2.2,bare_dotted,typography_layout_value,positive_residual,"numeric color, geometry, spacing, or macro-layout constant in the preamble","\def\shDer{\sh{D}\,\textup{\kern-2.2pt{\Fontauri\slshape er}}}",DAE3AF1B838757A36AC05B557005353DA45A6F669D3E09289D1075F33F939C92,86684C38D113A1215B3F2FF93AB535F2076ECC09D5C8297685A679209DC5210C,adjudicated
ega2.residual.sha256.f31e267557ae9bbbf8a5651b998cdf6aace204b7f91b772edcf73a558dd7279c,ega2.candidate.sha256.f31e267557ae9bbbf8a5651b998cdf6aace204b7f91b772edcf73a558dd7279c,preamble.tex,92,35,2.2,bare_dotted,typography_layout_value,positive_residual,"numeric color, geometry, spacing, or macro-layout constant in the preamble","\def\shDiff{\sh{D}\,\textup{\kern-2.2pt{\Fontauri\slshape if{}f}}\,}",CF0C24E50930A9E1D3E9822B3F60365688E97078E162B410D9D56157A729EAE3,86684C38D113A1215B3F2FF93AB535F2076ECC09D5C8297685A679209DC5210C,adjudicated
ega2.residual.sha256.ea742945ac1c9d3d0e6e98c03a9b126b7176063b5c124a202ef09efeaebfbc63,ega2.candidate.sha256.ea742945ac1c9d3d0e6e98c03a9b126b7176063b5c124a202ef09efeaebfbc63,preamble.tex,93,36,2.2,bare_dotted,typography_layout_value,positive_residual,"numeric color, geometry, spacing, or macro-layout constant in the preamble","\def\shHomcont{\sh{H}\textup{\kern-2.2pt{\Fontauri\slshape om.\,cont}}}",DC079AAE831284159A4770A06CBC61345FA2B7BD888524A14BD31D36A5C1A5E0,86684C38D113A1215B3F2FF93AB535F2076ECC09D5C8297685A679209DC5210C,adjudicated
ega2.residual.sha256.de8a34cb6e0043c477fd13bdbfa5a5f51369ba3fd57a44689b0b5ead2965b141,ega2.candidate.sha256.de8a34cb6e0043c477fd13bdbfa5a5f51369ba3fd57a44689b0b5ead2965b141,preamble.tex,94,32,2.2,bare_dotted,typography_layout_value,positive_residual,"numeric color, geometry, spacing, or macro-layout constant in the preamble",\def\shAut{\sh{A}\textup{\kern-2.2pt{\Fontauri\slshape ut}}},214394FDD97F8A01DD0BC0ACAE54DA68294F7A23E1E9192666087941D4EE8960,86684C38D113A1215B3F2FF93AB535F2076ECC09D5C8297685A679209DC5210C,adjudicated
ega2.residual.sha256.5c983fa9c8dbddd69f9ba76df6e1e10f9f8e1d27cf2b45eb17c97ffbf3f3429a,ega2.candidate.sha256.5c983fa9c8dbddd69f9ba76df6e1e10f9f8e1d27cf2b45eb17c97ffbf3f3429a,ega2/ega2-1.tex,5,15,\textsection1,tex_section_locator,external_volume_reference,positive_residual,"locator belongs to EGA 0, I, or III and is unavailable in the standalone EGA II reader","in Chapter~I, \textsection1; they are therefore not essentially new and",B77BF677ECE5CD5C99E23D8112B3FD31BBA47BF4390C8DBEDBA1E1D6167A731F,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.9b4410430321a86b887400090d0027df523c1f5690f6fdaa59c267b757440228,ega2.candidate.sha256.9b4410430321a86b887400090d0027df523c1f5690f6fdaa59c267b757440228,ega2/ega2-1.tex,12,13,1.1.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[1.1.1],42E6F7AB7F216299FE8625FA059B647FC6831EFA0C1A0A95AE399D4F1DD69F18,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.e27a98a5667e8606db349fcb3198fcca5df573b765ea6eac5aa8a1535d862e75,ega2.candidate.sha256.e27a98a5667e8606db349fcb3198fcca5df573b765ea6eac5aa8a1535d862e75,ega2/ega2-1.tex,24,13,1.1.2,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[1.1.2],B244078EA1D8AB21014509A62585AEEA600B644BE26F2D479BF3419B71DBA394,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.838d7e0d00f8cc7b4eb5077a6ac9b2799485dcf33133a34be5693509903ff54a,ega2.candidate.sha256.838d7e0d00f8cc7b4eb5077a6ac9b2799485dcf33133a34be5693509903ff54a,ega2/ega2-1.tex,45,13,1.1.3,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[1.1.3],6FBFF931592B3FA2695A56B492E1187229F2D970CFFD514C0F133873FEFFBA72,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.c8160b7d69f6455e81a32177d6559bebce417cf11070912875c3c957bfe62bef,ega2.candidate.sha256.c8160b7d69f6455e81a32177d6559bebce417cf11070912875c3c957bfe62bef,ega2/ega2-1.tex,54,20,1.2.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{definition}[1.2.1],B006D1F7B2C58D50FC1E976FAC3A1896F47C4375606B30E96A2BE7C5FF2D4E1B,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.27d50daa56c3224feac9774d1e932ea8f84ee4fa48e1c848018d90d43aae8da1,ega2.candidate.sha256.27d50daa56c3224feac9774d1e932ea8f84ee4fa48e1c848018d90d43aae8da1,ega2/ega2-1.tex,60,17,1.2.2,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{example}[1.2.2],54D3B86AE2C82E4609A08FFFD7D41EFF40A7F3D749A62022349F4ED89CCD6AEF,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.c4771d2523eae4d7f4bf65f05095689d709ba63f3dd86da333a1b8813f757881,ega2.candidate.sha256.c4771d2523eae4d7f4bf65f05095689d709ba63f3dd86da333a1b8813f757881,ega2/ega2-1.tex,65,16,1.2.3,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{remark}[1.2.3],AA2F74B25123A7A52407A40101D6E9210938FA7FE3C023121008C9C3B607BD81,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.feffe102795ca90bac0dbe19ed33457dc5290267e8ba2e20a423e7660de10bde,ega2.candidate.sha256.feffe102795ca90bac0dbe19ed33457dc5290267e8ba2e20a423e7660de10bde,ega2/ega2-1.tex,74,21,1.2.4,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[1.2.4],BBE6C9276B1FB10F794ADD5B32A7BA1BCCDEA141F31B6BAF6CD37346C13E8D97,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.979a2bda7da064150a60d76861f240166828a1685dcce732d9bd2f610fa8abb8,ega2.candidate.sha256.979a2bda7da064150a60d76861f240166828a1685dcce732d9bd2f610fa8abb8,ega2/ega2-1.tex,83,21,1.2.5,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[1.2.5],E5A0DBA4CE4013F168E3060ACBABEC50E26F3D42A8B66749E5E0D1E4CCFDBEC8,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.63d1cfe7704615ec5a51614153163ba15aaa2857d19f1927905222265bf6a9eb,ega2.candidate.sha256.63d1cfe7704615ec5a51614153163ba15aaa2857d19f1927905222265bf6a9eb,ega2/ega2-1.tex,91,147,1.2.2.2,bare_dotted,external_volume_reference,positive_residual,"locator belongs to EGA 0, I, or III and is unavailable in the standalone EGA II reader","As the $D(g)$ for $g\in A$ form a basis for $S$, we reduce to the case where $U=D(g)$; but we then know that $f^{-1}(U)=D(\vphi(g))$ (\textbf{I},~1.2.2.2), hence the proposition.",31D8CCAF736CC7B1552DA0D4F071B067207738EE7EA56A638808D2EAF6C19E5D,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.16bb60e8ebec43afc86d6c8bf0c71d810441a4ec4d0cd964c7ec5ea728e4200c,ega2.candidate.sha256.16bb60e8ebec43afc86d6c8bf0c71d810441a4ec4d0cd964c7ec5ea728e4200c,ega2/ega2-1.tex,94,21,1.2.6,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[1.2.6],437813FDB24A9A1FC91A5AF1D2189C26CF6E1CA52EB84AD88440161B2C19BB76,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.50b6392f64074ff687f836126306a1df40d71fb4fdea1bf39190d7e14c27b5e0,ega2.candidate.sha256.50b6392f64074ff687f836126306a1df40d71fb4fdea1bf39190d7e14c27b5e0,ega2/ega2-1.tex,106,21,1.2.7,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[1.2.7],2CDD1A08E53FD75AA123419D77E41138AFF598EB6BEC02BE0D88E967FDE0284F,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.292ded2bb2ab2f5e1d022150f25105c9546eda3496177f30f04ec58d844035f1,ega2.candidate.sha256.292ded2bb2ab2f5e1d022150f25105c9546eda3496177f30f04ec58d844035f1,ega2/ega2-1.tex,142,19,1.2.8,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[1.2.8],D07947DEA9252DF15455633956DAC278D2962E6D325F43823AB6D9DC63C8F3FF,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.566b0fa5dec3c53290953c73941f4e0acc2c3e41241c29e491219824b6cd2f0a,ega2.candidate.sha256.566b0fa5dec3c53290953c73941f4e0acc2c3e41241c29e491219824b6cd2f0a,ega2/ega2-1.tex,155,21,1.3.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[1.3.1],B8903021CA04B6E549222A61DBC4054630FE2C9CF989B61083357BC0D2637487,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.88a0ca33a91cabf212d36bdde7235684fae9d61ba5f2e32ebf904326701b9785,ega2.candidate.sha256.88a0ca33a91cabf212d36bdde7235684fae9d61ba5f2e32ebf904326701b9785,ega2/ega2-1.tex,174,19,1.3.2,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[1.3.2],EC559F9A3C1373808DD97DCAAAE58FDE675FF94EE6569371F50590464DB594A0,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.6f9902fd5780beda5f44c44e3f762670f141c77aaca9745ddc36b91e42b28909,ega2.candidate.sha256.6f9902fd5780beda5f44c44e3f762670f141c77aaca9745ddc36b91e42b28909,ega2/ega2-1.tex,185,17,1.3.3,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{example}[1.3.3],8C84BDA10069C539A61C9D5EB43EAC8FD5F416771603FA29F9B9C16F3AE70BD5,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.f8ebbb92ba6835f8a038733e33af602e6815e5f4e8abf2f2f540e777b4bc871c,ega2.candidate.sha256.f8ebbb92ba6835f8a038733e33af602e6815e5f4e8abf2f2f540e777b4bc871c,ega2/ega2-1.tex,190,19,1.3.4,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[1.3.4],FC5A2B76507CC47D32B164DCFE0B96E384F1B37096DFC3E8785CC251A32C5BF2,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.3d80da05565837104a221c193660f7a62262a179a920832a0fc3c0e42baee289,ega2.candidate.sha256.3d80da05565837104a221c193660f7a62262a179a920832a0fc3c0e42baee289,ega2/ega2-1.tex,195,19,1.3.5,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[1.3.5],140D4D0814341E78CDBA1C58923D6606F0EE311C2E4F683ABD74BE1CB3E9DEC8,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.b64d5293f3bfb425d1c7a2af4df22b29a4975b637d887513f4ae39988194341c,ega2.candidate.sha256.b64d5293f3bfb425d1c7a2af4df22b29a4975b637d887513f4ae39988194341c,ega2/ega2-1.tex,205,13,1.3.6,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[1.3.6],D6AC7AD1C7F29A476C06613AD28CB9863B68BF9592F88026731E49540690CD50,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.556ea3ab8b5bca1fc447ec85c4697caf48c261e6cb193b8fd72d5c3c5f75471e,ega2.candidate.sha256.556ea3ab8b5bca1fc447ec85c4697caf48c261e6cb193b8fd72d5c3c5f75471e,ega2/ega2-1.tex,212,19,1.3.7,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[1.3.7],C6C19EB7AEA597D034F9CFA5142B56204944CE89415EA63AAB4E48ECDD52405E,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.2fb17a93ad6f6ad8587082b2b9bfbc202ad439c9654dfca9d8c08b9c08c83f04,ega2.candidate.sha256.2fb17a93ad6f6ad8587082b2b9bfbc202ad439c9654dfca9d8c08b9c08c83f04,ega2/ega2-1.tex,224,19,1.3.8,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[1.3.8],402CA8C6D700664B84BAD34288E9553D39DB9A8A267FD2B2EE26C8DFD4F999C9,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.9926b91425eeb1588d7f2927e591bf2cb4be50ef73a3191fbfb09dec5634a4a5,ega2.candidate.sha256.9926b91425eeb1588d7f2927e591bf2cb4be50ef73a3191fbfb09dec5634a4a5,ega2/ega2-1.tex,236,21,1.4.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[1.4.1],2A5A04A4A0074B65BA42712786B361EFBC8983B5BFDA531863703CB8C4A14FD7,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.819183827841037c4809f20c743703cfc3575cc9249585c56667d4c3b3b41de8,ega2.candidate.sha256.819183827841037c4809f20c743703cfc3575cc9249585c56667d4c3b3b41de8,ega2/ega2-1.tex,246,19,1.4.2,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[1.4.2],C04FBE32D522299541EE379A21673A4035A2F5D9487383D58A2B5E9DC10335A5,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.8dae8857b7ecd01aa527f614453af99caca0764869fbf5a0b02bece2a3fdc9e9,ega2.candidate.sha256.8dae8857b7ecd01aa527f614453af99caca0764869fbf5a0b02bece2a3fdc9e9,ega2/ega2-1.tex,251,21,1.4.3,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[1.4.3],D737F3C06A2BF2BD363F76CAA5DE5BB2F71D7A859B45B225752D3248C9E8DB35,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.f89be6e67573a0719db8aa2c495daa0a1b9c6c451d7714865b07eee086dd2f3a,ega2.candidate.sha256.f89be6e67573a0719db8aa2c495daa0a1b9c6c451d7714865b07eee086dd2f3a,ega2/ega2-1.tex,263,19,1.4.4,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[1.4.4],B0965A3CF07DF01A0FD7B9A0865DE76B74DAECB476CDC55B0D9A9165FA3A17E0,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.041499146da04b8b8228f04c312c4ab4ef59d19bee1839f38f8612002290fdff,ega2.candidate.sha256.041499146da04b8b8228f04c312c4ab4ef59d19bee1839f38f8612002290fdff,ega2/ega2-1.tex,272,19,1.4.5,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[1.4.5],8F2BB2CF8DDB2A886AD7BF3E9159E8F375529BF34EFA808733D25EEE4E37F5C6,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.residual.sha256.40ae46d97235310f75843332ecab1779e9922d4ff71913f36304a8ca24ec34e9,ega2.candidate.sha256.40ae46d97235310f75843332ecab1779e9922d4ff71913f36304a8ca24ec34e9,ega2/ega2-1.tex,284,21,1.4.6,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[1.4.6],3605F33C27280424C4248051CCDE21F8BF0BC8989D72985F0626CEC78D095717,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
