candidate_id,source_relpath,source_line,source_column,visible_text,detector_family,target_label,target_id,classification,disposition,reason,source_sha256,status
ega2.candidate.sha256.c8160b7d69f6455e81a32177d6559bebce417cf11070912875c3c957bfe62bef,ega2/ega2-1.tex,54,20,1.2.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.27d50daa56c3224feac9774d1e932ea8f84ee4fa48e1c848018d90d43aae8da1,ega2/ega2-1.tex,60,17,1.2.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.c4771d2523eae4d7f4bf65f05095689d709ba63f3dd86da333a1b8813f757881,ega2/ega2-1.tex,65,16,1.2.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.feffe102795ca90bac0dbe19ed33457dc5290267e8ba2e20a423e7660de10bde,ega2/ega2-1.tex,74,21,1.2.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.979a2bda7da064150a60d76861f240166828a1685dcce732d9bd2f610fa8abb8,ega2/ega2-1.tex,83,21,1.2.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.63d1cfe7704615ec5a51614153163ba15aaa2857d19f1927905222265bf6a9eb,ega2/ega2-1.tex,91,147,1.2.2.2,bare_dotted,,,external_volume_reference,positive_residual,"locator belongs to EGA 0, I, or III and is unavailable in the standalone EGA II reader",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.16bb60e8ebec43afc86d6c8bf0c71d810441a4ec4d0cd964c7ec5ea728e4200c,ega2/ega2-1.tex,94,21,1.2.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.50b6392f64074ff687f836126306a1df40d71fb4fdea1bf39190d7e14c27b5e0,ega2/ega2-1.tex,106,21,1.2.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.292ded2bb2ab2f5e1d022150f25105c9546eda3496177f30f04ec58d844035f1,ega2/ega2-1.tex,142,19,1.2.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.566b0fa5dec3c53290953c73941f4e0acc2c3e41241c29e491219824b6cd2f0a,ega2/ega2-1.tex,155,21,1.3.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.88a0ca33a91cabf212d36bdde7235684fae9d61ba5f2e32ebf904326701b9785,ega2/ega2-1.tex,174,19,1.3.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.6f9902fd5780beda5f44c44e3f762670f141c77aaca9745ddc36b91e42b28909,ega2/ega2-1.tex,185,17,1.3.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.f8ebbb92ba6835f8a038733e33af602e6815e5f4e8abf2f2f540e777b4bc871c,ega2/ega2-1.tex,190,19,1.3.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.3d80da05565837104a221c193660f7a62262a179a920832a0fc3c0e42baee289,ega2/ega2-1.tex,195,19,1.3.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.b64d5293f3bfb425d1c7a2af4df22b29a4975b637d887513f4ae39988194341c,ega2/ega2-1.tex,205,13,1.3.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.556ea3ab8b5bca1fc447ec85c4697caf48c261e6cb193b8fd72d5c3c5f75471e,ega2/ega2-1.tex,212,19,1.3.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.2fb17a93ad6f6ad8587082b2b9bfbc202ad439c9654dfca9d8c08b9c08c83f04,ega2/ega2-1.tex,224,19,1.3.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.9926b91425eeb1588d7f2927e591bf2cb4be50ef73a3191fbfb09dec5634a4a5,ega2/ega2-1.tex,236,21,1.4.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.819183827841037c4809f20c743703cfc3575cc9249585c56667d4c3b3b41de8,ega2/ega2-1.tex,246,19,1.4.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.8dae8857b7ecd01aa527f614453af99caca0764869fbf5a0b02bece2a3fdc9e9,ega2/ega2-1.tex,251,21,1.4.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.f89be6e67573a0719db8aa2c495daa0a1b9c6c451d7714865b07eee086dd2f3a,ega2/ega2-1.tex,263,19,1.4.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.041499146da04b8b8228f04c312c4ab4ef59d19bee1839f38f8612002290fdff,ega2/ega2-1.tex,272,19,1.4.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.40ae46d97235310f75843332ecab1779e9922d4ff71913f36304a8ca24ec34e9,ega2/ega2-1.tex,284,21,1.4.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.5a5024a32cd437d225f1ad84e6b4716450fa2167fa701a41d062523f3a2c97c2,ega2/ega2-1.tex,300,19,1.4.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.d8d5b9423921593dbe0472d07c43fc57373a1106ae01d6720914179f1a48dddc,ega2/ega2-1.tex,325,13,1.4.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.aa991c208d6450ed03f7a08543853d70d15b06fedbdbd5960b5f50c5f1613ffb,ega2/ega2-1.tex,343,16,1.4.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.f100b8fb2546f5bfd1bfe8cbf9416ccc62a463e5d084389667345ad9bd6465ac,ega2/ega2-1.tex,348,21,1.4.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.30f135e3df62aed838b20d1d4ea5f2f121c28c7173ae5c66e616c5274bf53033,ega2/ega2-1.tex,360,21,1.4.11,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.9da4b49d491168e47c67be67176c54e005bf8b3cb1534aa8f98514cff049187c,ega2/ega2-1.tex,374,21,1.5.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.80b9edcc01872eaa5acad0d3d17fe96153dae9c36805705427b8b6ad70f30dac,ega2/ega2-1.tex,385,19,1.5.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.6f5dc3f8b2816b5f5302591c00ac0d3c3f66ee651bd68d47615e754228510e2f,ega2/ega2-1.tex,417,16,1.5.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.810b968f526bb166479d2b900a3677a42f292ed195bceb3bb265be1ff1535f58,ega2/ega2-1.tex,423,173,5.4,prose_locator,subsection:II.5.4,ega2.c02.subsec.5-4,internal_reference,insert_link,unique EGA II section/subsection target in explicit local context,F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated_and_applied
ega2.candidate.sha256.2e9a370b085c7f4141008c1f16d1a865886fb13f0e02f2da9050b47e2cf25714,ega2/ega2-1.tex,426,19,1.5.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.f799b7f798173dc3373a7ae83e2223844a571c4a90f74ff79e0f3051badeecfa,ega2/ega2-1.tex,435,19,1.5.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.e3b5b1bcde7066df854b297157245072a069150ecb78c97cb56e82f42b26cb6f,ega2/ega2-1.tex,445,13,1.5.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.ab69a6dfc41006e6113c60279e41ea57f72474ea8eceaf305a7bcf2cdc3f2920,ega2/ega2-1.tex,471,13,1.5.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.8354968e61dbdc6031dec8b60ffef6d94098050e6edb3312c82fceecba9c2b42,ega2/ega2-1.tex,487,13,1.6.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.c57a0ec98c8ec74a59fb6650bfb0b2b98f9fc6065c6b61df195a5c296471915d,ega2/ega2-1.tex,493,21,1.6.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.ca030e76c1b90f0a2016250bf8ac9a219b7dcd6708532abc26c277cd3caa5955,ega2/ega2-1.tex,515,19,1.6.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.0002ced4d8d91e85a7ed191f3b2dabbe63c4c349604d24266d3c396fff4189b0,ega2/ega2-1.tex,520,21,1.6.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.c8b93dd75923495cbceb24ddc0b1f83f9b9b55f30787bdac398bb39c446e6c45,ega2/ega2-1.tex,535,13,1.7.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.26293353952e2a47c07478c345aa72b0af3b489c523769f71bc02134faedd03a,ega2/ega2-1.tex,550,13,1.7.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.0a4734c739cd087f9e583e53999714a1b94848a6456d9e414692392cdfe768c0,ega2/ega2-1.tex,559,13,1.7.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.e94d4f4e9dd80bf8090d6491d2793e30a152dd61b07391d1ad0c751c81457676,ega2/ega2-1.tex,572,13,1.7.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.91bd2a2a54f09c0099d9d5af76a6530d51f07ef709ee8b06e368f613ddbd1ce0,ega2/ega2-1.tex,588,13,1.7.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.cf78d67705b97d5bc42bdc5ad9785a7bd589b31c8a7738ac51a9d0a5968cea40,ega2/ega2-1.tex,598,21,1.7.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.10d1d63d78b4687cbdb639a59869f0663df57b0eaeadf5175b331793dde6a9d8,ega2/ega2-1.tex,607,19,1.7.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.13593484f5cfce2de0153b84cb7e0b24541f5ebf2014e0aa07415ed914fb2eda,ega2/ega2-1.tex,617,20,1.7.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.61a37874c5b82ed18f3e65e109e73f206f6bc5630811cd0b5e22c7a5a56a5510,ega2/ega2-1.tex,625,13,1.7.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.3b24bdc23ed92f938b48a30f004cf2a5da7a5bcba3a4f6711f70d8ed79fc3c59,ega2/ega2-1.tex,638,13,1.7.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.de8e88e40ac601e06d9541b43966d097e54eb35bfc86929109564c7ffc69f97e,ega2/ega2-1.tex,645,21,1.7.11,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.33af4e9c8256e5a1617ff5aaad3337fc38afa125561035b425bfb0d32fb233ef,ega2/ega2-1.tex,665,13,1.7.12,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.59b4b718b54cc9df62a389a891323ea0142ea0b31025cdb59e7892223f045049,ega2/ega2-1.tex,680,13,1.7.13,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.2600d868091639a999637dbe8d50bfa0f8ba91ce63d6f661012379ee501edf2d,ega2/ega2-1.tex,691,197,\textsection8,tex_section_locator,,,external_volume_reference,positive_residual,"locator belongs to EGA 0, I, or III and is unavailable in the standalone EGA II reader",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.f378fb273b2cae7371c2306a95c749fd5543d2b2e8c8739e2be7ac0947cd745e,ega2/ega2-1.tex,694,13,1.7.14,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.d31c2efe5f78080b162b4a95ce7592a266440277c46142f4d9dc1860f23c0f1b,ega2/ega2-1.tex,717,21,1.7.15,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",F713FC51936EFF33F3D6880562232C0D62F0BA91CC8BAA6FB8F92CA5174FBF9F,adjudicated
ega2.candidate.sha256.2fe6be5219d31d6eb4a4028eeae7f445f098afe7db964d09bdb489f603b38334,ega2/ega2-2.tex,7,18,2.1.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.fd127cadccf83723e36b21dd0fed2412e4086cd8380ca16ec21c0642e0d386e5,ega2/ega2-2.tex,30,13,2.1.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.26c3710ef21860238d01a9add0c68253ba2c78d67f5812d3b5f5964309c19d9a,ega2/ega2-2.tex,70,15,2.1.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.57c4f9219abf49b897e77fe258c8f38336ff12ee51bc25e8faf7ae7065e74897,ega2/ega2-2.tex,84,19,2.1.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.fd79a70aad40539da4bc50dcaf50d44e47d7c9a3e0a654aa4c215f76cc0a3221,ega2/ega2-2.tex,93,19,2.1.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.c6a52d9ff1f65de518f7d83b54602ccbabb800fc72f813b3ca20370ea77cbd72,ega2/ega2-2.tex,103,15,2.1.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.7ce936003a236403678181f4ac30292766637d0e74e0db529e638f3ac449ac21,ega2/ega2-2.tex,136,19,2.1.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.559214c3c8a86cafe2764488b925b747504530b1e7c67bca35b58a260094694f,ega2/ega2-2.tex,145,13,2.1.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.8362f8c1fba0f3b0bc8335e8dbe147c7a43e83d3cfce668d261b10cbfdf4694f,ega2/ega2-2.tex,154,21,2.1.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.6940cd38e05a68afd00bf1fe4b030e83c24a3ad4e487205b6ec63ab8c17a8e28,ega2/ega2-2.tex,186,13,2.1.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.candidate.sha256.8517a09838aed2249e3812a218d38ae297c6396c57ffe42765401c60b1997123,ega2/ega2-2.tex,196,13,2.1.11,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
