application_id,candidate_id,source_relpath,source_line,source_column,visible_text,original_tex,applied_tex,reference_form,target_label,target_id,resolution_basis,source_sha256,status
ega2.application.sha256.775708d4f95c91ad9905a975e48f82d18c5c8b600b41e8c5d837113e5f8f939c,ega2.candidate.sha256.775708d4f95c91ad9905a975e48f82d18c5c8b600b41e8c5d837113e5f8f939c,ega2/ega2-8.tex,1933,34,8.5.1.3,\sref{II.8.5.1.3},\eref{eq:2.8.5.1.3},local_equation_target_repair,eq:2.8.5.1.3,ega2.c02.eq.8-5-1-3,exact local equation label,E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,applied
ega2.application.sha256.d7c8cb89946ab95b7a44b2b86a459cdef5ebe198f3aa7da52f87823b3c4d859f,ega2.candidate.sha256.d7c8cb89946ab95b7a44b2b86a459cdef5ebe198f3aa7da52f87823b3c4d859f,ega2/ega2-8.tex,3091,96,3,3,\hyperref[section:II.3]{3},prose_locator,section:II.3,ega2.c02.sec.3,unique EGA II section/subsection target in explicit local context,E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,applied
ega2.application.sha256.2e2b25522daad0bda1ae16e3c66f4ae84d54a510276cc6fe79559d0f4c44a3fa,ega2.candidate.sha256.2e2b25522daad0bda1ae16e3c66f4ae84d54a510276cc6fe79559d0f4c44a3fa,ega2/ega2-indexes-and-contents.tex,14,34,1.1.1,1.1.1,\hyperref[II.1.1.1]{1.1.1},backmatter_index_locator,II.1.1.1,ega2.c02.statement.1-1-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.9c1baa767decf64078f3e4e2a061f8b256276b8a0aaad65f8fbcc5b0efbc17f6,ega2.candidate.sha256.9c1baa767decf64078f3e4e2a061f8b256276b8a0aaad65f8fbcc5b0efbc17f6,ega2/ega2-indexes-and-contents.tex,16,36,1.1.2,1.1.2,\hyperref[II.1.1.2]{1.1.2},backmatter_index_locator,II.1.1.2,ega2.c02.statement.1-1-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.856e2475c2b5af3efd6a91671e15476bc4f8b4edb0d4ff4cf3d14bf3e3eeee9d,ega2.candidate.sha256.856e2475c2b5af3efd6a91671e15476bc4f8b4edb0d4ff4cf3d14bf3e3eeee9d,ega2/ega2-indexes-and-contents.tex,18,51,1.3.1,1.3.1,\hyperref[II.1.3.1]{1.3.1},backmatter_index_locator,II.1.3.1,ega2.c02.prop.1-3-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.fe9093692a43bd69eeb0b3f3ef3b18779b03d2d17651c114624b93ceca964c3a,ega2.candidate.sha256.fe9093692a43bd69eeb0b3f3ef3b18779b03d2d17651c114624b93ceca964c3a,ega2/ega2-indexes-and-contents.tex,21,34,1.4.3,1.4.3,\hyperref[II.1.4.3]{1.4.3},backmatter_index_locator,II.1.4.3,ega2.c02.prop.1-4-3,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.c407368159353e86de1318951dcc4c38b8a2fe7678fa875f1b0c24b3c8e41eec,ega2.candidate.sha256.c407368159353e86de1318951dcc4c38b8a2fe7678fa875f1b0c24b3c8e41eec,ega2/ega2-indexes-and-contents.tex,23,56,1.7.1,1.7.1,\hyperref[II.1.7.1]{1.7.1},backmatter_index_locator,II.1.7.1,ega2.c02.statement.1-7-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.73d78a5859039a06c2fe47bdb42c9c1cfd38c6c19ccf147439e0ca3f3dc1cdac,ega2.candidate.sha256.73d78a5859039a06c2fe47bdb42c9c1cfd38c6c19ccf147439e0ca3f3dc1cdac,ega2/ega2-indexes-and-contents.tex,26,32,1.7.4,1.7.4,\hyperref[II.1.7.4]{1.7.4},backmatter_index_locator,II.1.7.4,ega2.c02.statement.1-7-4,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.6a3ce06f87f1c937aa362a01114cf08a68dc21b20fdff757b6e6832ee4317d32,ega2.candidate.sha256.6a3ce06f87f1c937aa362a01114cf08a68dc21b20fdff757b6e6832ee4317d32,ega2/ega2-indexes-and-contents.tex,28,65,1.7.8,1.7.8,\hyperref[II.1.7.8]{1.7.8},backmatter_index_locator,II.1.7.8,ega2.c02.def.1-7-8,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.47408a09f10e8e275eca4c9625ad68c8f52cd8a29c2fc74823970f1a12a650fe,ega2.candidate.sha256.47408a09f10e8e275eca4c9625ad68c8f52cd8a29c2fc74823970f1a12a650fe,ega2/ega2-indexes-and-contents.tex,31,47,2.1.1,2.1.1,\hyperref[II.2.1.1]{2.1.1},backmatter_index_locator,II.2.1.1,ega2.c02.sec.2-1-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.d84af176f3fd151411642bac81afc030bca0d64f9eb9d930f2c36ce0d7aea2c2,ega2.candidate.sha256.d84af176f3fd151411642bac81afc030bca0d64f9eb9d930f2c36ce0d7aea2c2,ega2/ega2-indexes-and-contents.tex,33,59,2.1.1,2.1.1,\hyperref[II.2.1.1]{2.1.1},backmatter_index_locator,II.2.1.1,ega2.c02.sec.2-1-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.59e885eaa98ab3cfa020d11b6d9771c41f4a379641b5f31448a4de63b192419b,ega2.candidate.sha256.59e885eaa98ab3cfa020d11b6d9771c41f4a379641b5f31448a4de63b192419b,ega2/ega2-indexes-and-contents.tex,35,62,2.1.2,2.1.2,\hyperref[II.2.1.2]{2.1.2},backmatter_index_locator,II.2.1.2,ega2.c02.statement.2-1-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.59f8c97a979237b0761c0b9a61ae03d2eee99f7e625be48fe77cc08fcd95cfa8,ega2.candidate.sha256.59f8c97a979237b0761c0b9a61ae03d2eee99f7e625be48fe77cc08fcd95cfa8,ega2/ega2-indexes-and-contents.tex,38,36,2.1.10,2.1.10,\hyperref[II.2.1.10]{2.1.10},backmatter_index_locator,II.2.1.10,ega2.c02.statement.2-1-10,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.e14921b3651d4e297e91edce2102571bf8219b18237281f2b6398a6d0bbd5c5d,ega2.candidate.sha256.e14921b3651d4e297e91edce2102571bf8219b18237281f2b6398a6d0bbd5c5d,ega2/ega2-indexes-and-contents.tex,40,57,2.2.1,2.2.1,\hyperref[II.2.2.1]{2.2.1},backmatter_index_locator,II.2.2.1,ega2.c02.statement.2-2-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.b0d63413ab3b3003a4c53f3a4dfdc48fc56fcbf9983b696b06dfba891bd4507e,ega2.candidate.sha256.b0d63413ab3b3003a4c53f3a4dfdc48fc56fcbf9983b696b06dfba891bd4507e,ega2/ega2-indexes-and-contents.tex,44,47,2.2.7,2.2.7,\hyperref[II.2.2.7]{2.2.7},backmatter_index_locator,II.2.2.7,ega2.c02.statement.2-2-7,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.f19a9cec7ce31b411dc877086bb5a38f955ee7c94b90fa201de974294701b0cc,ega2.candidate.sha256.f19a9cec7ce31b411dc877086bb5a38f955ee7c94b90fa201de974294701b0cc,ega2/ega2-indexes-and-contents.tex,46,33,2.3.1,2.3.1,\hyperref[II.2.3.1]{2.3.1},backmatter_index_locator,II.2.3.1,ega2.c02.statement.2-3-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.31069de8fb87a8f0b5dd92342a124aca7b8166aa189fb5dd3f6b294e0b806da0,ega2.candidate.sha256.31069de8fb87a8f0b5dd92342a124aca7b8166aa189fb5dd3f6b294e0b806da0,ega2/ega2-indexes-and-contents.tex,48,35,2.3.2,2.3.2,\hyperref[II.2.3.2]{2.3.2},backmatter_index_locator,II.2.3.2,ega2.c02.statement.2-3-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.d62641b6963a892b049fbeadba3d12a43c2441a0858a03aa5ea67f6aa7bb0701,ega2.candidate.sha256.d62641b6963a892b049fbeadba3d12a43c2441a0858a03aa5ea67f6aa7bb0701,ega2/ega2-indexes-and-contents.tex,50,35,2.3.3,2.3.3,\hyperref[II.2.3.3]{2.3.3},backmatter_index_locator,II.2.3.3,ega2.c02.statement.2-3-3,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.407b16c01af664c74cd0c029bc66d73c065ada110e55a96a4c1b0e4fe53afaee,ega2.candidate.sha256.407b16c01af664c74cd0c029bc66d73c065ada110e55a96a4c1b0e4fe53afaee,ega2/ega2-indexes-and-contents.tex,52,50,2.3.10,2.3.10,\hyperref[II.2.3.10]{2.3.10},backmatter_index_locator,II.2.3.10,ega2.c02.statement.2-3-10,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.12c143de457d8c54b2e214e01f06ac90c141c924387a93e78d356801c44e5b71,ega2.candidate.sha256.12c143de457d8c54b2e214e01f06ac90c141c924387a93e78d356801c44e5b71,ega2/ega2-indexes-and-contents.tex,54,43,2.5.2,2.5.2,\hyperref[II.2.5.2]{2.5.2},backmatter_index_locator,II.2.5.2,ega2.c02.prop.2-5-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.3229e2b69bdbd6faa6c16a8b563376dc211f100b697e24343834c8dc930c9a03,ega2.candidate.sha256.3229e2b69bdbd6faa6c16a8b563376dc211f100b697e24343834c8dc930c9a03,ega2/ega2-indexes-and-contents.tex,56,53,2.5.4,2.5.4,\hyperref[II.2.5.4]{2.5.4},backmatter_index_locator,II.2.5.4,ega2.c02.prop.2-5-4,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.97351bae5f9af625771b8736d6ff1374aa971428efb3a5d48bc71381888a19e9,ega2.candidate.sha256.97351bae5f9af625771b8736d6ff1374aa971428efb3a5d48bc71381888a19e9,ega2/ega2-indexes-and-contents.tex,59,48,2.5.10,2.5.10,\hyperref[II.2.5.10]{2.5.10},backmatter_index_locator,II.2.5.10,ega2.c02.statement.2-5-10,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.158686a9515a9f11e3bce9a83987e8a528fd44934bc615de796e8fee5768b08d,ega2.candidate.sha256.158686a9515a9f11e3bce9a83987e8a528fd44934bc615de796e8fee5768b08d,ega2/ega2-indexes-and-contents.tex,61,37,2.5.11,2.5.11,\hyperref[II.2.5.11]{2.5.11},backmatter_index_locator,II.2.5.11,ega2.c02.statement.2-5-11,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.767eaa31fa25dd1fb0d0b0d1c81b41e07abe6cdc6f2835a9d4a339d81a8a2208,ega2.candidate.sha256.767eaa31fa25dd1fb0d0b0d1c81b41e07abe6cdc6f2835a9d4a339d81a8a2208,ega2/ega2-indexes-and-contents.tex,63,33,2.5.12,2.5.12,\hyperref[II.2.5.12]{2.5.12},backmatter_index_locator,II.2.5.12,ega2.c02.statement.2-5-12,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.176d434c6030b212ad0787691533e25fa19abd36cc04149522fdab059878652c,ega2.candidate.sha256.176d434c6030b212ad0787691533e25fa19abd36cc04149522fdab059878652c,ega2/ega2-indexes-and-contents.tex,65,48,2.5.16,2.5.16,\hyperref[II.2.5.16]{2.5.16},backmatter_index_locator,II.2.5.16,ega2.c02.statement.2-5-16,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.df90694046605318d5e3f95d785a82ffcad8c16792aa249d631583917a4fb208,ega2.candidate.sha256.df90694046605318d5e3f95d785a82ffcad8c16792aa249d631583917a4fb208,ega2/ega2-indexes-and-contents.tex,68,16,2.6.1,2.6.1,\hyperref[II.2.6.1]{2.6.1},backmatter_index_locator,II.2.6.1,ega2.c02.statement.2-6-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.6704a616853daf4f31422c05954b6ece623e749625a8b8da92295a1fa458812e,ega2.candidate.sha256.6704a616853daf4f31422c05954b6ece623e749625a8b8da92295a1fa458812e,ega2/ega2-indexes-and-contents.tex,70,62,2.6.2,2.6.2,\hyperref[II.2.6.2]{2.6.2},backmatter_index_locator,II.2.6.2,ega2.c02.statement.2-6-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.0cc014fe9e932b0ef3e108d267f0ba58643f89506d7e63d7b37111cdc2f66bdc,ega2.candidate.sha256.0cc014fe9e932b0ef3e108d267f0ba58643f89506d7e63d7b37111cdc2f66bdc,ega2/ega2-indexes-and-contents.tex,72,51,2.6.4,2.6.4,\hyperref[II.2.6.4]{2.6.4},backmatter_index_locator,II.2.6.4,ega2.c02.statement.2-6-4,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.132a69bb3fefedadca862dec2c5bed0a6cbe4b9029d7ee950f72db17380b9fc3,ega2.candidate.sha256.132a69bb3fefedadca862dec2c5bed0a6cbe4b9029d7ee950f72db17380b9fc3,ega2/ega2-indexes-and-contents.tex,75,42,2.8.1,2.8.1,\hyperref[II.2.8.1]{2.8.1},backmatter_index_locator,II.2.8.1,ega2.c02.statement.2-8-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.64753a8a22e3f1b419a60c3614f302841891b5917490901125997c9cb10e3ae7,ega2.candidate.sha256.64753a8a22e3f1b419a60c3614f302841891b5917490901125997c9cb10e3ae7,ega2/ega2-indexes-and-contents.tex,77,58,2.8.2,2.8.2,\hyperref[II.2.8.2]{2.8.2},backmatter_index_locator,II.2.8.2,ega2.c02.prop.2-8-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.299d5e458419de20d7c517299cfc6f60b4e57fb54d5d261f001148ff71499b81,ega2.candidate.sha256.299d5e458419de20d7c517299cfc6f60b4e57fb54d5d261f001148ff71499b81,ega2/ega2-indexes-and-contents.tex,81,37,3.1.1,3.1.1,\hyperref[II.3.1.1]{3.1.1},backmatter_index_locator,II.3.1.1,ega2.c02.statement.3-1-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.f8a77869af49514057e3fa306b605bfbe51d48aea0ddba41a177cc2223944f16,ega2.candidate.sha256.f8a77869af49514057e3fa306b605bfbe51d48aea0ddba41a177cc2223944f16,ega2/ega2-indexes-and-contents.tex,84,22,3.1.3,3.1.3,\hyperref[II.3.1.3]{3.1.3},backmatter_index_locator,II.3.1.3,ega2.c02.statement.3-1-3,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.974086a3a885b3417220161e7462731eb979e7654db6e7bcc6fea666c1702a35,ega2.candidate.sha256.974086a3a885b3417220161e7462731eb979e7654db6e7bcc6fea666c1702a35,ega2/ega2-indexes-and-contents.tex,86,66,3.1.4,3.1.4,\hyperref[II.3.1.4]{3.1.4},backmatter_index_locator,II.3.1.4,ega2.c02.prop.3-1-4,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.fe386a8e00c559b87d76ca7fad749b48206a02cf67bec509e10d9d3f0e7d1ecf,ega2.candidate.sha256.fe386a8e00c559b87d76ca7fad749b48206a02cf67bec509e10d9d3f0e7d1ecf,ega2/ega2-indexes-and-contents.tex,88,59,3.2.2,3.2.2,\hyperref[II.3.2.2]{3.2.2},backmatter_index_locator,II.3.2.2,ega2.c02.prop.3-2-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.ee0712f566a0f93f10ee829ee6ec6a7d55c2cc10a001514f392092acc20a00d2,ega2.candidate.sha256.ee0712f566a0f93f10ee829ee6ec6a7d55c2cc10a001514f392092acc20a00d2,ega2/ega2-indexes-and-contents.tex,91,53,3.2.5,3.2.5,\hyperref[II.3.2.5]{3.2.5},backmatter_index_locator,II.3.2.5,ega2.c02.prop.3-2-5,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.fe670713c7fe854ee9ffcfa46b87f28e8f6cb84da68e4832f0361d0bb2f6dddc,ega2.candidate.sha256.fe670713c7fe854ee9ffcfa46b87f28e8f6cb84da68e4832f0361d0bb2f6dddc,ega2/ega2-indexes-and-contents.tex,93,42,3.2.6,3.2.6,\hyperref[II.3.2.6]{3.2.6},backmatter_index_locator,II.3.2.6,ega2.c02.prop.3-2-6,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.94a6fd0fc8e2dfb9b6b37d61b0747ec23789090e5cefd45565b585a05f8316a8,ega2.candidate.sha256.94a6fd0fc8e2dfb9b6b37d61b0747ec23789090e5cefd45565b585a05f8316a8,ega2/ega2-indexes-and-contents.tex,97,21,3.3.1,3.3.1,\hyperref[II.3.3.1]{3.3.1},backmatter_index_locator,II.3.3.1,ega2.c02.statement.3-3-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.a4af5e2cadce8009388482316fae200d7db0e747b952573cf61d9758d318e4aa,ega2.candidate.sha256.a4af5e2cadce8009388482316fae200d7db0e747b952573cf61d9758d318e4aa,ega2/ega2-indexes-and-contents.tex,99,62,3.3.2,3.3.2,\hyperref[II.3.3.2]{3.3.2},backmatter_index_locator,II.3.3.2,ega2.c02.statement.3-3-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.1767f524f3c5077146d6eeea03e391e07c0c434c336095f212809e24b735ca23,ega2.candidate.sha256.1767f524f3c5077146d6eeea03e391e07c0c434c336095f212809e24b735ca23,ega2/ega2-indexes-and-contents.tex,101,51,3.3.4,3.3.4,\hyperref[II.3.3.4]{3.3.4},backmatter_index_locator,II.3.3.4,ega2.c02.statement.3-3-4,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.2df23034ee1dce5e694fa7b95b35b8966493b8b274c0a7b2c01e0c410bf72eb7,ega2.candidate.sha256.2df23034ee1dce5e694fa7b95b35b8966493b8b274c0a7b2c01e0c410bf72eb7,ega2/ega2-indexes-and-contents.tex,104,57,3.5.1,3.5.1,\hyperref[II.3.5.1]{3.5.1},backmatter_index_locator,II.3.5.1,ega2.c02.statement.3-5-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.2d5e7057f2ac2a076b37a1cf911efd754382034f7eceee475e88e7b228946b82,ega2.candidate.sha256.2d5e7057f2ac2a076b37a1cf911efd754382034f7eceee475e88e7b228946b82,ega2/ega2-indexes-and-contents.tex,107,37,3.5.6,3.5.6,\hyperref[II.3.5.6]{3.5.6},backmatter_index_locator,II.3.5.6,ega2.c02.statement.3-5-6,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
