edge_id,pdf_page,annotation_index,rectangle,visible_text,reference_form,scope,target_id,source_relpath,source_line,source_column,candidate_id,application_id,origin_class,resolution_basis,compiled_status
ega2.edge.sha256.0475bbeae81f50cfe656544a9a999634b3a614f4a1370157e6c7a2d838251ce0,1,33,"512.03700,204.57100,522.00000,211.41500",62,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-4-5,build/reference_source_clean_external_nonlinks_r9/ega2.toc,34,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.3effd62504b3d75a561f60bbad35e44c8c53b698a7d9c54957fa75d935a669ea,1,34,"512.03800,192.01800,522.00000,198.86200",66,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-4-6,build/reference_source_clean_external_nonlinks_r9/ega2.toc,35,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.74b027ea89d5953df1058107df5c66b57605095236a8d30348ad94b196204fc4,1,35,"512.03700,166.91200,522.00000,173.75600",70,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.section-5,build/reference_source_clean_external_nonlinks_r9/ega2.toc,36,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.eb00314e39ef88a9eeb23623ba92662473ecaf0bf4115a0c38b04f54bc1df1ad,1,36,"512.03800,154.35900,522.00000,161.20300",70,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-5-1,build/reference_source_clean_external_nonlinks_r9/ega2.toc,37,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.05473b747a661c484e64627ad2b59c20834fb3527893cfb84b6b5b01f4e739d0,1,37,"512.03800,141.80600,522.00000,148.65000",72,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-5-2,build/reference_source_clean_external_nonlinks_r9/ega2.toc,38,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.75ab4e2ac6418ee3db8991df22e51fdbf752c7c12b1127f4d4bdd566c9b97916,1,38,"512.03800,129.25300,522.00000,136.09700",74,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-5-3,build/reference_source_clean_external_nonlinks_r9/ega2.toc,39,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.f01224383cad6d3f803936d040ed31c7b3d1d6b593e1a6cf74ed76d8d6532bc6,1,39,"512.03800,116.70000,522.00000,123.54400",75,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-5-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,40,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.ef405bd328a301ed52219c1c5a707fb28c8039fe89e6c002d2d7140697ef000f,1,40,"512.03800,104.14700,522.00000,110.99100",77,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-5-5,build/reference_source_clean_external_nonlinks_r9/ega2.toc,41,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.d968a0f8ddcd590ba7edb3c60de45c4a241498a6d6e77ad2566147bd0e2b34e5,1,41,"512.03700,91.59400,522.00000,98.43800",80,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-5-6,build/reference_source_clean_external_nonlinks_r9/ega2.toc,42,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.92dc2392dd8f63983fc6f950a5a799e42b0b45574515418e7d369c545f904260,1,42,"512.03800,79.04100,522.00000,85.88500",82,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.section-6,build/reference_source_clean_external_nonlinks_r9/ega2.toc,43,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.6da7dcec59f6d4737a7113c735c48884a844d06e020a5de4e81d92f7a769c8cc,1,43,"512.03800,66.48800,522.00000,73.33200",82,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-6-1,build/reference_source_clean_external_nonlinks_r9/ega2.toc,44,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.a516f0d55ff97f031bebf73014071155fbf26048c3a3623f4d2fea972398ed58,1,44,"512.03800,53.93500,522.00000,60.78000",86,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-6-2,build/reference_source_clean_external_nonlinks_r9/ega2.toc,45,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.35bfd500d0a6d0143d70cf8ee18cb3be2cbf59121e74059836a314ebf9a0836b,2,0,"512.03800,727.97300,522.00000,734.81700",88,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-6-3,build/reference_source_clean_external_nonlinks_r9/ega2.toc,46,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.471e975218b122fa85d5ac1d4bf951fd2ce45c6b2c01310ecb46cc1189677d7d,2,1,"512.03800,715.42000,522.00000,722.26400",91,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-6-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,47,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.116eb88f9d3d6212b3ef3a614f5440fd25f5dfb2346d8d6147abfa6524b75ff3,2,2,"512.03800,702.86700,522.00000,709.71100",94,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-6-5,build/reference_source_clean_external_nonlinks_r9/ega2.toc,48,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.dcd4c91b4a8f77a5793d8bc60177fc508d8a638971e993ed7ce9cac4ce3ce292,2,3,"512.03800,690.31400,522.00000,697.15800",98,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-6-6,build/reference_source_clean_external_nonlinks_r9/ega2.toc,49,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.a45fb75e403b761e09639a00a658effe93bb50a6385faa8f71c68e0b97db869f,2,4,"507.05600,677.76100,522.00000,684.60500",102,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-6-7,build/reference_source_clean_external_nonlinks_r9/ega2.toc,50,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.ce4cceba8b968e76adcb2b1f41303d193299e67e02ad62004e3b9d17923ac350,2,5,"507.05600,665.20800,522.00000,672.05200",103,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.section-7,build/reference_source_clean_external_nonlinks_r9/ega2.toc,51,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.4b822f24863bcded4a2c7141fd67e1f6aa4c7b486af1f617f7515529e3926eba,2,6,"507.05600,652.65500,522.00000,659.49900",104,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-7-1,build/reference_source_clean_external_nonlinks_r9/ega2.toc,52,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.1c82b79d12a3dee3120a8f9e34f098a7d3f44fe2979669044390c4a1c7ec4c05,2,7,"507.05600,640.10200,522.00000,646.94600",106,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-7-2,build/reference_source_clean_external_nonlinks_r9/ega2.toc,53,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.d7336e065947fee48ec7156dae015f142b83432ef67ad077318555f6d1396a0a,2,8,"507.05600,627.54900,522.00000,634.39300",107,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-7-3,build/reference_source_clean_external_nonlinks_r9/ega2.toc,54,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.667a6310ca11feb411291a3c01663b345190d091a6eea522e55239ec9262bd46,2,9,"507.05600,614.99600,522.00000,621.84000",111,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-7-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,55,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.3582d026cc713c61769be3836ccfc6e88c5452bf3c93df88c8ce0b730b1a286b,2,10,"507.05600,602.44300,522.00000,609.28700",114,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.section-8,build/reference_source_clean_external_nonlinks_r9/ega2.toc,56,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.4cd81c810e5b5dba2d4d4677ac2b0f9b8d9222bfdc852d86bf1da1787a0a43b2,2,11,"507.05600,589.89000,522.00000,596.73400",114,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-1,build/reference_source_clean_external_nonlinks_r9/ega2.toc,57,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.b9928100747fc60a0d7c202378e617ff4778900e0afa2db0f97ce9053230d080,2,12,"507.05600,577.33700,522.00000,584.18100",117,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-2,build/reference_source_clean_external_nonlinks_r9/ega2.toc,58,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.be0ef2284a64ad3671fb889812db3095572187ebc6917c324b87e3128d843484,2,13,"507.05600,564.78400,522.00000,571.62800",122,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-3,build/reference_source_clean_external_nonlinks_r9/ega2.toc,59,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.304001eaaaa8f60fca3e1511009cbcb7eb625cda4b6fb12c7153ae68166060dd,2,14,"507.05600,552.23100,522.00000,559.07500",126,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,60,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.55b4f67f9f1fc48a65fb0f44f9866f62a997b3813e2329dbe8d3f1e2299ae75e,2,15,"507.05600,539.67800,522.00000,546.52200",127,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-5,build/reference_source_clean_external_nonlinks_r9/ega2.toc,61,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.b95ab008f8c7b48ac1a146cff01d62f0531fa1c3835050dc7e04231decad608c,2,16,"507.05600,527.12500,522.00000,533.96900",129,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-6,build/reference_source_clean_external_nonlinks_r9/ega2.toc,62,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.35efa36e1b396dd3d60f5b5d26e72973500512cbd1a95208da4cfb115128d8a6,2,17,"507.05600,514.57200,522.00000,521.41600",130,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-7,build/reference_source_clean_external_nonlinks_r9/ega2.toc,63,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.401c68a567c23aa8b620c79ea0973479ebbfaacd6fecf8c2565160ad53934eec,2,18,"507.05600,502.01900,522.00000,508.86400",133,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-8,build/reference_source_clean_external_nonlinks_r9/ega2.toc,64,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.aee662ef722860c62d722124bdda825446f1a41a1874e76783480950a63b2c3c,2,19,"507.05600,489.46600,522.00000,496.31100",137,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-9,build/reference_source_clean_external_nonlinks_r9/ega2.toc,65,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.2ad45d2479a18fd2bcfbe1303aeb0159620e3ed29796e708e9136e4ac834869c,2,20,"507.05600,476.91300,522.00000,483.75800",138,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-8-10,build/reference_source_clean_external_nonlinks_r9/ega2.toc,66,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
