term_id,source_term,chosen_form_latin,chosen_form_cyrillic,concept,concept_norm,source_pointers,record_count,reason_class,status,f10_flag_original,f10_flag_current,route,route_key,c2_priority,trap_concept,witness_E,witness_W,witness_S,witness_I,witness_X,candidate_W_add,candidate_S_add,D1_effective_branches_certified,D1_effective_branches_candidate,KL_to_balanced_certified,KL_to_balanced_candidate,support_mass_certified,support_mass_candidate,adverse_mass,gap_mass,source_weight,concept_link_weight,candidate_form_weight,support_path_weight_certified,support_path_weight_candidate,adverse_path_weight,gap_path_weight,automaton_accept_support_certified_pct,automaton_accept_support_candidate_pct,west_status,south_status,support_west_count,support_south_count,competitor_west_count,competitor_south_count,ws_forms_top,ws_source_files_count,candidate_source,writeback_status,routeB_kwic_rows,recommended_action,operational_weight_band,automaton_path
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,,abstraktna teorija idealov,абстрактна теорија идеалов,,,noether_paper18_terms.json,1,international;source_fidelity,unstated,F10-0,F10-0,,,False,False,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.099,1.099,1.55,1.55,0.0,0.65,0.45,0.2,0.9,0.0476,0.0476,0.0022,0.794,5.64,5.64,no_ws_data,no_ws_data,0,0,0,0,,0,,none,0,REVIEW_OR_CONTEXT_CHECK,C_gap_or_missing_witness,START -> SOURCE[0.45] -> CONCEPT[0.20] -> FORM[0.90] -> SUPPORT/EVIDENCE[0.048] | ADVERSE[0.002] | GAP[0.794]
ISV-adjunktion--adjunkcija,,adjunkcija,адјункција,,,noether_paper06_section01_terms.json; noether_paper06_section04_terms.json; noether_paper09_introduction_terms.json,3,pan_slavic_native;international,unstated,F10-0,F10-0,,,False,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.099,1.099,2.05,2.05,0.0,0.65,0.45,0.2,0.95,0.059,0.059,0.0024,0.794,6.9,6.9,no_ws_data,no_ws_data,0,0,0,0,,0,,none,0,REVIEW_OR_CONTEXT_CHECK,C_gap_or_missing_witness,START -> SOURCE[0.45] -> CONCEPT[0.20] -> FORM[0.95] -> SUPPORT/EVIDENCE[0.059] | ADVERSE[0.002] | GAP[0.794]
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,Adjunktion der u_{\mu\nu},prisojedinjenje u_{\mu\nu},присојединјенье u_{\mu\nu},adjunction,adjunction,noether_paper24_section02_terms.json,1,pan_slavic_native,unstated,F10-1,F10-1,C_concept_linked_shelf_plausible,adjunction,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.099,1.099,1.0,1.0,0.0,0.5,0.9,0.35,0.7,0.096,0.096,0.0424,0.734,11.0,11.0,no_ws_data,no_ws_data,0,0,0,0,,0,,none,0,MISSING_WITNESS_BACKFILL,C_gap_or_missing_witness,START -> SOURCE[0.90] -> CONCEPT[0.35] -> FORM[0.70] -> SUPPORT/EVIDENCE[0.096] | ADVERSE[0.042] | GAP[0.734]
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,,prisojedinjenje neopreděljenyh u_{mu nu},присојединјенье неопредельеных u_{mu nu},adjunction,adjunction,noether_paper22_terms.json,1,unstated,unstated,F10-1,F10-1,C_concept_linked_shelf_plausible,adjunction,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.099,1.099,1.0,1.0,0.0,0.5,0.45,0.35,0.52,0.0356,0.0356,0.0158,0.617,5.33,5.33,no_ws_data,no_ws_data,0,0,0,0,,0,,none,0,MISSING_WITNESS_BACKFILL,C_gap_or_missing_witness,START -> SOURCE[0.45] -> CONCEPT[0.35] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.036] | ADVERSE[0.016] | GAP[0.617]
ISV-affektlose_gleichungen--jednačenja_bez_afekt,,"jednačenja ""bez afekta""","једначеньа ""без афекта""",equation,equation,noether_paper05_terms.json,1,source_fidelity,unstated,F10-1,F10-1,A_probe_covered_concept,equation,True,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.099,1.099,1.0,1.0,0.0,0.5,0.45,0.65,0.65,0.0828,0.0828,0.0366,0.563,12.13,12.13,no_ws_data,no_ws_data,0,0,0,0,[]:2,0,,none,0,MISSING_WITNESS_BACKFILL,C_gap_or_missing_witness,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.65] -> SUPPORT/EVIDENCE[0.083] | ADVERSE[0.037] | GAP[0.563]
ISV-algebraic_gebilde--algebraično_obrazova,,algebraično obrazovanje,алгебраично образованье,algebr,algebr,noether_paper22_terms.json,1,unstated,unstated,F10-1,F10-1,B_intl_stem_probeable,algebr,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.099,1.099,1.0,1.0,0.0,0.5,0.45,0.45,0.52,0.0458,0.0458,0.0203,0.599,6.89,6.89,no_ws_data,no_ws_data,0,0,0,0,,0,routeB_kwic_probe,none,20,MISSING_WITNESS_BACKFILL,C_gap_or_missing_witness,START -> SOURCE[0.45] -> CONCEPT[0.45] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.046] | ADVERSE[0.020] | GAP[0.599]
ISV-algebraisch-abgeschlossener_algebraische--algebraično_zatvorje,,algebraično zatvorjeno polje / algebraično razširiteljno polje,алгебраично затворјено полье / алгебраично разширительно полье,,,noether_paper22_terms.json,1,unstated,unstated,F10-0,F10-0,,,False,False,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.828,2.828,0.059,0.059,2.7,2.7,0.0,0.65,0.45,0.2,0.67,0.0474,0.0474,0.0017,0.794,5.62,5.62,no_ws_data,no_ws_data,0,0,0,0,,0,,none,0,ACCEPTABLE_LOW_PRIORITY,C_gap_or_missing_witness,START -> SOURCE[0.45] -> CONCEPT[0.20] -> FORM[0.67] -> SUPPORT/EVIDENCE[0.047] | ADVERSE[0.002] | GAP[0.794]
ISV-algebraisch-ganz_rational-ganz--algebraično-cěly_rac,,algebraično-cěly / racionalno-cěly,алгебраично-целы / рационално-целы,field,field,noether_paper09_introduction_terms.json,1,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,field,True,False,2.0,0.0,0.0,0.0,0.0,0.65,0.65,1.0,2.569,1.099,0.155,1.0,2.105,1.0,0.35,0.45,0.65,0.52,0.0662,0.1064,0.1521,0.413,10.49,15.85,support_plus_competitor,support_plus_competitor,78,2090,2054,138,"cognate of ISV form:1084; cs těleso:581; pl ciało(field):360; cs/sk (ascii):86; sl obseg:52; bg pole:17; [[""těles"", 581], [""ciał"", 360], [""teles"", 86], [""pole"", 39]]:1; [[""polj"", 1008], [""obseg"", 52], [""поле"", 34], [""pole"", 20]]:1",21,routeA_policy,hold_for_variant_policy_support_and_competitor_channel,0,P1_REVIEW_ADVERSE_OR_COMPETITOR,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.106] | ADVERSE[0.152] | GAP[0.413]
ISV-algebraisch-ganz_und_ganzzahlig_in_bezug--algebraično_cěla_i_c,,algebraično cěla i celočislena vzhodno k,алгебраично цела и целочислена взходно к,field,field,noether_paper06_section15_terms.json,1,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,field,True,False,2.0,0.0,0.0,0.0,0.0,0.65,0.65,1.0,2.569,1.099,0.155,1.0,2.105,1.0,0.35,0.45,0.65,0.52,0.0662,0.1064,0.1521,0.413,10.49,15.85,support_plus_competitor,support_plus_competitor,78,2090,2054,138,"cognate of ISV form:1084; cs těleso:581; pl ciało(field):360; cs/sk (ascii):86; sl obseg:52; bg pole:17; [[""těles"", 581], [""ciał"", 360], [""teles"", 86], [""pole"", 39]]:1; [[""polj"", 1008], [""obseg"", 52], [""поле"", 34], [""pole"", 20]]:1",21,routeA_policy,hold_for_variant_policy_support_and_competitor_channel,0,P1_REVIEW_ADVERSE_OR_COMPETITOR,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.106] | ADVERSE[0.152] | GAP[0.413]
ISV-algebraisch-ganze_abgeschlossenheit--algebraično-cěla_zat,,algebraično-cěla zatvorenost,алгебраично-цела затвореност,field,field,noether_paper09_introduction_terms.json,1,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,field,True,False,2.0,0.0,0.0,0.0,0.0,0.65,0.65,1.0,2.569,1.099,0.155,1.0,2.105,1.0,0.35,0.45,0.65,0.52,0.0662,0.1064,0.1521,0.413,10.49,15.85,support_plus_competitor,support_plus_competitor,78,2090,2054,138,"cognate of ISV form:1084; cs těleso:581; pl ciało(field):360; cs/sk (ascii):86; sl obseg:52; bg pole:17; [[""těles"", 581], [""ciał"", 360], [""teles"", 86], [""pole"", 39]]:1; [[""polj"", 1008], [""obseg"", 52], [""поле"", 34], [""pole"", 20]]:1",21,routeA_policy,hold_for_variant_policy_support_and_competitor_channel,0,P1_REVIEW_ADVERSE_OR_COMPETITOR,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.106] | ADVERSE[0.152] | GAP[0.413]
ISV-algebraisch-ganzzahlige_polynome--algebraično-celočisl,,algebraično-celočislene polinomy,алгебраично-целочислене полиномы,field,field,noether_paper06_section15_terms.json,1,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,field,True,False,2.0,1.0,1.0,0.0,0.0,0.65,0.65,2.828,2.987,0.059,0.004,2.7,3.805,1.0,0.35,0.45,0.65,0.52,0.1196,0.1348,0.1521,0.413,17.47,19.26,support_plus_competitor,support_plus_competitor,78,2090,2054,138,"cognate of ISV form:1084; cs těleso:581; pl ciało(field):360; cs/sk (ascii):86; sl obseg:52; bg pole:17; [[""těles"", 581], [""ciał"", 360], [""teles"", 86], [""pole"", 39]]:1; [[""polj"", 1008], [""obseg"", 52], [""поле"", 34], [""pole"", 20]]:1",21,routeA_policy,hold_for_variant_policy_support_and_competitor_channel,0,P1_REVIEW_ADVERSE_OR_COMPETITOR,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.135] | ADVERSE[0.152] | GAP[0.413]
ISV-algebraisch_abgeschlossener_körper--algebraično_zamknjen,,algebraično zamknjeno polje,алгебраично замкньено полье,,,noether_paper20_terms.json,1,pan_slavic_native,unstated,F10-0,F10-0,,,False,False,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.586,2.586,0.148,0.148,3.2,3.2,0.0,0.65,0.45,0.2,0.85,0.0642,0.0642,0.0021,0.794,7.46,7.46,no_ws_data,no_ws_data,0,0,0,0,,0,,none,0,ACCEPTABLE_LOW_PRIORITY,C_gap_or_missing_witness,START -> SOURCE[0.45] -> CONCEPT[0.20] -> FORM[0.85] -> SUPPORT/EVIDENCE[0.064] | ADVERSE[0.002] | GAP[0.794]
ISV-algebraisch_unabhängig--algebraično_nezavisn,,algebraično nezavisne,алгебраично независне,field,field,noether_paper06_section06_terms.json,1,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,field,True,False,2.0,0.0,0.0,0.0,0.0,0.65,0.65,1.0,2.569,1.099,0.155,1.0,2.105,1.0,0.35,0.45,0.65,0.52,0.0662,0.1064,0.1521,0.413,10.49,15.85,support_plus_competitor,support_plus_competitor,78,2090,2054,138,"cognate of ISV form:1084; cs těleso:581; pl ciało(field):360; cs/sk (ascii):86; sl obseg:52; bg pole:17; [[""těles"", 581], [""ciał"", 360], [""teles"", 86], [""pole"", 39]]:1; [[""polj"", 1008], [""obseg"", 52], [""поле"", 34], [""pole"", 20]]:1",21,routeA_policy,hold_for_variant_policy_support_and_competitor_channel,0,P1_REVIEW_ADVERSE_OR_COMPETITOR,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.106] | ADVERSE[0.152] | GAP[0.413]
ISV-algebraisch_unabhängig_abhängig--algebraično_nezavisn,,algebraično nezavisne / zavisne,алгебраично независне / зависне,field,field,noether_paper06_section01_terms.json,1,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,field,True,False,2.0,0.0,0.0,0.0,0.0,0.65,0.65,1.0,2.569,1.099,0.155,1.0,2.105,1.0,0.35,0.45,0.65,0.52,0.0662,0.1064,0.1521,0.413,10.49,15.85,support_plus_competitor,support_plus_competitor,78,2090,2054,138,"cognate of ISV form:1084; cs těleso:581; pl ciało(field):360; cs/sk (ascii):86; sl obseg:52; bg pole:17; [[""těles"", 581], [""ciał"", 360], [""teles"", 86], [""pole"", 39]]:1; [[""polj"", 1008], [""obseg"", 52], [""поле"", 34], [""pole"", 20]]:1",21,routeA_policy,hold_for_variant_policy_support_and_competitor_channel,0,P1_REVIEW_ADVERSE_OR_COMPETITOR,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.106] | ADVERSE[0.152] | GAP[0.413]
ISV-algebraisch_unabhängige_funktionen--algebraično_nezavisn,,algebraično nezavisne funkcije,алгебраично независне функције,field,field,noether_paper06_section04_terms.json,1,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,field,True,False,2.0,0.0,0.0,0.0,0.0,0.65,0.65,1.0,2.569,1.099,0.155,1.0,2.105,1.0,0.35,0.45,0.65,0.52,0.0662,0.1064,0.1521,0.413,10.49,15.85,support_plus_competitor,support_plus_competitor,78,2090,2054,138,"cognate of ISV form:1084; cs těleso:581; pl ciało(field):360; cs/sk (ascii):86; sl obseg:52; bg pole:17; [[""těles"", 581], [""ciał"", 360], [""teles"", 86], [""pole"", 39]]:1; [[""polj"", 1008], [""obseg"", 52], [""поле"", 34], [""pole"", 20]]:1",21,routeA_policy,hold_for_variant_policy_support_and_competitor_channel,0,P1_REVIEW_ADVERSE_OR_COMPETITOR,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.106] | ADVERSE[0.152] | GAP[0.413]
ISV-algebraische_basis_rationale_basis--algebraična_baza_rac,,algebraična baza / racionalna baza,алгебраична база / рационална база,basis,basis,noether_paper09_introduction_terms.json,1,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,basis,True,False,2.0,1.0,1.0,0.0,0.0,0.65,0.65,2.828,2.987,0.059,0.004,2.7,3.805,0.0,0.35,0.45,0.65,0.52,0.1196,0.1348,0.0293,0.413,21.28,23.36,support_only,support_only,690,132,0,0,"cognate of ISV form:411; [[""baz"", 253], [""báz"", 92]]:1; [[""baz"", 65], [""базис"", 1]]:1",15,routeA_policy,candidate_F10_writeback_after_Noether_source_row_check,0,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.135] | ADVERSE[0.029] | GAP[0.413]
ISV-algebraische_erweiterung--algebraično_razširen,,algebraično razširenje,алгебраично разширенье,basis,basis,noether_paper06_section06_terms.json,1,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,basis,True,False,2.0,0.0,0.0,0.0,0.0,0.65,0.65,1.0,2.569,1.099,0.155,1.0,2.105,0.0,0.35,0.45,0.65,0.52,0.0662,0.1064,0.0293,0.413,13.02,19.39,support_only,support_only,690,132,0,0,"cognate of ISV form:411; [[""baz"", 253], [""báz"", 92]]:1; [[""baz"", 65], [""базис"", 1]]:1",15,routeA_policy,candidate_F10_writeback_after_Noether_source_row_check,0,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.106] | ADVERSE[0.029] | GAP[0.413]
ISV-algebraischer_rang--algebraičny_rang,,algebraičny rang,алгебраичны ранг,field,field,noether_paper06_section01_terms.json; noether_paper06_section04_terms.json,2,unstated,unstated,F10-1,F10-1,A_probe_covered_concept,field,True,False,2.0,0.0,0.0,0.0,0.0,0.65,0.65,1.0,2.569,1.099,0.155,1.0,2.105,1.0,0.35,0.45,0.65,0.52,0.0662,0.1064,0.1521,0.413,10.49,15.85,support_plus_competitor,support_plus_competitor,78,2090,2054,138,"cognate of ISV form:1084; cs těleso:581; pl ciało(field):360; cs/sk (ascii):86; sl obseg:52; bg pole:17; [[""těles"", 581], [""ciał"", 360], [""teles"", 86], [""pole"", 39]]:1; [[""polj"", 1008], [""obseg"", 52], [""поле"", 34], [""pole"", 20]]:1",21,routeA_policy,hold_for_variant_policy_support_and_competitor_channel,0,P1_REVIEW_ADVERSE_OR_COMPETITOR,C_partial,START -> SOURCE[0.45] -> CONCEPT[0.65] -> FORM[0.52] -> SUPPORT/EVIDENCE[0.106] | ADVERSE[0.152] | GAP[0.413]
ISV-algebraischer_rang_restklassenkörper--algebraičny_rang_pol,algebraischer Rang / Restklassenkörper,algebraičny rang / polje ostatkovyh klasov,алгебраичны ранг / полье остатковых класов,algebra,algebra,noether_paper24_section04_terms.json,1,unstated,unstated,F10-0,F10-0,,,False,False,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.828,2.828,0.059,0.059,2.7,2.7,0.0,0.15,0.9,0.85,0.67,0.403,0.403,0.0141,0.204,64.88,64.88,no_ws_data,no_ws_data,0,0,0,0,,0,,none,0,ACCEPTABLE_LOW_PRIORITY,C_partial,START -> SOURCE[0.90] -> CONCEPT[0.85] -> FORM[0.67] -> SUPPORT/EVIDENCE[0.403] | ADVERSE[0.014] | GAP[0.204]
ISV-algebraischer_zahlkörper--algebraično_čislovo_,algebraischer Zahlkörper,algebraično čislovo polje,алгебраично числово полье,algebra,algebra,noether_paper24_section04_terms.json,1,source_fidelity,unstated,F10-0,F10-0,,,False,False,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.828,2.828,0.059,0.059,2.7,2.7,0.0,0.15,0.9,0.85,0.8,0.4812,0.4812,0.0168,0.204,68.54,68.54,no_ws_data,no_ws_data,0,0,0,0,,0,,none,0,ACCEPTABLE_LOW_PRIORITY,C_partial,START -> SOURCE[0.90] -> CONCEPT[0.85] -> FORM[0.80] -> SUPPORT/EVIDENCE[0.481] | ADVERSE[0.017] | GAP[0.204]
