term_id,from_state,to_state,transition_type,semiring,weight,evidence
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,1.0,support_plus_competitor / support_plus_competitor; flag=F10-1; trap=False
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.19261,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.95,pan_slavic_native;international
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.06898,REVIEW_OR_CONTEXT_CHECK
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.35,multiplier domain
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,C_concept_linked_shelf_plausible
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.10333,MISSING_WITNESS_BACKFILL
ISV-absolutes_primideal--absolutny_prosty_ide,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-absolutes_primideal--absolutny_prosty_ide,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,ideal
ISV-absolutes_primideal--absolutny_prosty_ide,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-absolutes_primideal--absolutny_prosty_ide,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-absolutes_primideal--absolutny_prosty_ide,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-absolutes_primideal--absolutny_prosty_ide,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-absolutes_primideal--absolutny_prosty_ide,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-absolutes_primideal--absolutny_prosty_ide,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-absolutes_primideal--absolutny_prosty_ide,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-absolutes_primideal--absolutny_prosty_ide,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-absolutes_primideal--absolutny_prosty_ide,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-absolutes_primideal--absolutny_prosty_ide,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-absolutes_primideal--absolutny_prosty_ide,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.27262,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.9,international;source_fidelity
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.0564,REVIEW_OR_CONTEXT_CHECK
ISV-adjunktion--adjunkcija,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-adjunktion--adjunkcija,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-adjunktion--adjunkcija,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.95,pan_slavic_native;international
ISV-adjunktion--adjunkcija,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-adjunktion--adjunkcija,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-adjunktion--adjunkcija,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-adjunktion--adjunkcija,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-adjunktion--adjunkcija,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-adjunktion--adjunkcija,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-adjunktion--adjunkcija,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-adjunktion--adjunkcija,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.06898,REVIEW_OR_CONTEXT_CHECK
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.35,adjunction
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.7,pan_slavic_native
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,C_concept_linked_shelf_plausible
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.11001,MISSING_WITNESS_BACKFILL
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.35,adjunction
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,C_concept_linked_shelf_plausible
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.05333,MISSING_WITNESS_BACKFILL
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,equation
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,A_probe_covered_concept
ISV-affektlose_gleichungen--jednačenja_bez_afekt,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.12128,MISSING_WITNESS_BACKFILL
ISV-algebraic_gebilde--algebraično_obrazova,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-algebraic_gebilde--algebraično_obrazova,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.45,algebr
ISV-algebraic_gebilde--algebraično_obrazova,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-algebraic_gebilde--algebraično_obrazova,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-algebraic_gebilde--algebraično_obrazova,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-algebraic_gebilde--algebraično_obrazova,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-algebraic_gebilde--algebraično_obrazova,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-algebraic_gebilde--algebraično_obrazova,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-algebraic_gebilde--algebraično_obrazova,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-algebraic_gebilde--algebraično_obrazova,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,B_intl_stem_probeable
ISV-algebraic_gebilde--algebraično_obrazova,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.06891,MISSING_WITNESS_BACKFILL
ISV-algebraisch-abgeschlossener_algebraische--algebraično_zatvorje,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-algebraisch-abgeschlossener_algebraische--algebraično_zatvorje,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-algebraisch-abgeschlossener_algebraische--algebraično_zatvorje,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.67,unstated
