"Lane","Path","RelativePath","Extension","Bytes","LastWriteUtc","SHA256"
"noether-cjk-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\SOURCE_WITNESS_212DFB_CARRY_FORWARD.csv","noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\SOURCE_WITNESS_212DFB_CARRY_FORWARD.csv",".csv","31923","2026-07-06T07:24:03.2618240Z","3BD4411C92D9F8B24C0D5135C72EE755A4EFA09BC783F519F770ECD1C8D7F92B"
"noether-cjk-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\FABLE_SOURCE_USE_ADVERSE_212DFB_CARRY_FORWARD.csv","noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\FABLE_SOURCE_USE_ADVERSE_212DFB_CARRY_FORWARD.csv",".csv","9603","2026-07-06T07:24:03.2441049Z","7B90B08372F28699631227AE592A63AC9BDED98254DD0AE03CF037A8EF926C7E"
"noether-cjk-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\REVIEW_OR_RECOVERY_212DFB_CARRY_FORWARD.csv","noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\REVIEW_OR_RECOVERY_212DFB_CARRY_FORWARD.csv",".csv","23179","2026-07-06T07:24:03.2431045Z","42AA26E477A922D1DDB26D3FCBC25D091ED457A0518EFF96CEE53F3BA0831AFD"
"noether-cjk-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\SCOPED_DRAFT_READY_212DFB_CARRY_FORWARD.csv","noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\SCOPED_DRAFT_READY_212DFB_CARRY_FORWARD.csv",".csv","39756","2026-07-06T07:24:03.2411036Z","820C5DA2DBCEE319FB3722E5FCB8D9082B297D1CA1F0284F758E80B2C298C275"
"noether-cjk-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\SOURCE_GATED_INTERLINEAR_212DFB_CARRY_FORWARD.csv","noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\SOURCE_GATED_INTERLINEAR_212DFB_CARRY_FORWARD.csv",".csv","26646","2026-07-06T07:24:03.2391035Z","F3DDDF9F63E56329ED118AE73A503DD8763DE5BED8160DB7CA4B20C9460772F7"
"noether-cjk-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\SOURCE_USE_DECISIONS_212DFB.csv","noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\SOURCE_USE_DECISIONS_212DFB.csv",".csv","1841","2026-07-06T07:24:03.2254681Z","BE354B23EBB60CEE8FCDABCA050C999D950B76EF9715953560AE0DD4A405682E"
"noether-cjk-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\BRANCH_212DFB_CJK_RELATED_TEXT_HITS.csv","noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\BRANCH_212DFB_CJK_RELATED_TEXT_HITS.csv",".csv","3055","2026-07-06T07:24:03.2244674Z","D31640AC1D8FDE5A6E5D71FDD06DDFA586D1DBD9FD6C13399A43ED57B908D0DC"
"noether-cjk-source-evidence-draft-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\BRANCH_212DFB_CHANGED_FILES_READ.csv","noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706\BRANCH_212DFB_CHANGED_FILES_READ.csv",".csv","21726","2026-07-06T07:24:03.2214653Z","E27FD9AECB750D5DFF408A53EC600563D8752C91605AED139D16B6C0B140DF55"
"noether-non-slavic-core-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\SHA256SUMS.txt","noether-non-slavic-core-lane\outputs\SHA256SUMS.txt",".txt","23658","2026-07-06T07:23:36.5041491Z","0C61C146365DF03947C4985362B12688DADF366989AB098BDCEBE1074EC7A7F7"
"noether-non-slavic-core-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\MANIFEST.csv","noether-non-slavic-core-lane\outputs\MANIFEST.csv",".csv","24396","2026-07-06T07:23:36.5031442Z","946EB9DD43DAF09F15CFC14D41C3ED2CD8278CC2222591CDD9082849900CA544"
"noether-non-slavic-core-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_WHOLE_CORPUS_212DFB1_RECOVERY_20260706\MANIFEST.csv","noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_WHOLE_CORPUS_212DFB1_RECOVERY_20260706\MANIFEST.csv",".csv","945","2026-07-06T07:23:36.2786667Z","1A1049C931E36E91408C4D1D87965553F554083465C3E7A9C2DD14D07070446E"
"noether-non-slavic-core-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_WHOLE_CORPUS_212DFB1_RECOVERY_20260706\SHA256SUMS.txt","noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_WHOLE_CORPUS_212DFB1_RECOVERY_20260706\SHA256SUMS.txt",".txt","889","2026-07-06T07:23:36.2786667Z","9E3EB5078F1C810CC63C209BA4306F2921596C0DC4B06969325209F9E4CBDACF"
"noether-non-slavic-core-lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","noether-non-slavic-core-lane\outputs\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md",".md","680395","2026-07-06T07:23:22.4305744Z","FC480F4D7C834834ED4B6A2F39D4228CCD70F527ADA5EA3D53E11C34E4DA1E09"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\SHA256SUMS.txt","noether-r7-malay-sea-pacific\outputs\SHA256SUMS.txt",".txt","88707","2026-07-06T07:22:37.9538546Z","566AE171563C6C156F02506161D7372C7E58B10353CBAD236E2A5CDF697738FA"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\MANIFEST.csv","noether-r7-malay-sea-pacific\outputs\MANIFEST.csv",".csv","107067","2026-07-06T07:22:37.2999798Z","9CF9AF64687E3CFD9300432425A0C5CBC22AE20D964B960AA00844BB648D172C"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706\SHA256SUMS.txt","noether-r7-malay-sea-pacific\outputs\R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706\SHA256SUMS.txt",".txt","2457","2026-07-06T07:22:36.7517668Z","EEF558383374A7CC03AFE6F60F3570F737F5310BFA5AA6796402399C02664E82"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706\MANIFEST.csv","noether-r7-malay-sea-pacific\outputs\R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706\MANIFEST.csv",".csv","4949","2026-07-06T07:22:36.5998640Z","E178CFDA57C6651B425BEA974DBF24DB7405753213688DAF24611AD2FF4AD76B"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\SESSION_LOGBOOK_20260705.md","noether-r7-malay-sea-pacific\outputs\SESSION_LOGBOOK_20260705.md",".md","32464","2026-07-06T07:22:36.0806281Z","FD1E0AE3345D6C004FA7AE5B73B41C68A3B66BBC48524357CF2014B51652E7E1"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706\SIBLING_SYSTEMERROR_WAKE_212DFB_20260706.csv","noether-r7-malay-sea-pacific\outputs\R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706\SIBLING_SYSTEMERROR_WAKE_212DFB_20260706.csv",".csv","363","2026-07-06T07:22:35.9797801Z","2AB7B224E24AB974EA3F4527BC6C626BC2D60D8DFB762758ADD488329CA5FDDA"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\SHA256SUMS.txt","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\SHA256SUMS.txt",".txt","1312","2026-07-06T07:22:27.3749147Z","CE1BBB0E9C2C31B96D3B6A974EA137200C9C1FC0A0C6A50014CA353BF601EC96"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\MANIFEST.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\MANIFEST.csv",".csv","2074","2026-07-06T07:22:27.1954664Z","31F9A2427DB25EEAC72DA53571980DD90FD221C287C845F03AE51A4F6815B634"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\README.md","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\README.md",".md","1975","2026-07-06T07:22:26.9928699Z","627E0A12339509D3321E8978205B0DEE767AAD84F2286494ABC13E89221B5508"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\PACKAGE_VALIDATION.json","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\PACKAGE_VALIDATION.json",".json","1018","2026-07-06T07:22:26.9902974Z","90C929D5F94F6068E0267A7F8EE25F62AAEA2C2BDBE664D792036FD513D90DCE"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\B3_UPLOADER_READY_SUMMARY.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\B3_UPLOADER_READY_SUMMARY.csv",".csv","815","2026-07-06T07:22:26.9418285Z","5DA377BD741B4D798687AE7FEAB10436666BF15E6BCA466385E6274F894CA795"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_BLOCKERS_GAPS_NEXT_ACTIONS.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_BLOCKERS_GAPS_NEXT_ACTIONS.csv",".csv","3419","2026-07-06T07:22:26.9398178Z","B6797BD7020D432CE3B9055D37E6458347509EC52D99581F49A6DF6D825A48F7"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_DO_NOT_USE_GATE_BOUNDARY_MATRIX.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_DO_NOT_USE_GATE_BOUNDARY_MATRIX.csv",".csv","1305","2026-07-06T07:22:26.9379212Z","EE4337F1E2019537E882C664974135F5944DE438059AA9AEB8A1DAE5BE3486BD"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_GATE_ROLLUP.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_GATE_ROLLUP.csv",".csv","3439","2026-07-06T07:22:26.9367985Z","54B97D64FB8395A46DBDC2C382D0CB91C32200A67CE9ADF8EFEA01E4D139ED2F"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_SOURCE_USE_LABEL_ROWS.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_SOURCE_USE_LABEL_ROWS.csv",".csv","87842","2026-07-06T07:22:26.8743235Z","989D8376553056815D03DC7783C700E19F27DE98CCB6FC0184825737C3A3BC61"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv",".csv","3404","2026-07-06T07:22:26.8683945Z","CA938D877D95BBF363A1F63AB79DDB8BF30E168C2FC57300AAD0CCD30B840917"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv",".csv","176828","2026-07-06T07:22:26.8663870Z","3A9284B3DC0638FF765A0627AA140E74F805FB6A7398CA46F02C1A0C7A02D354"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_SOURCE_WITNESS_RECOVERY_ROWS.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\R3_212DF_SOURCE_WITNESS_RECOVERY_ROWS.csv",".csv","18843","2026-07-06T07:22:26.8603685Z","33C88B3A080F7EEE0266618B7083102878638401105883730994ADFF6774A632"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\BRANCH_DELTA_C7FB_TO_212DF_RELEVANT.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\BRANCH_DELTA_C7FB_TO_212DF_RELEVANT.csv",".csv","5919","2026-07-06T07:22:26.8570654Z","9C10B0F71F632E0E9943A0DA979A0BFF0533594CAA7723EA0A6979CDAD3FF653"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\BRANCH_212DF_R3_RELEVANT_TREE.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706\R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z\BRANCH_212DF_R3_RELEVANT_TREE.csv",".csv","1512460","2026-07-06T07:22:26.8526914Z","5578951A73CB1E131C3DFA8D624A55D4DB4D93343BF1334D45D96DA4D07B819A"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\transfer\R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706_CURRENT_PACKAGE.sha256","noether-r2-pan-turkic-hard-blockers\outputs\transfer\R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706_CURRENT_PACKAGE.sha256",".sha256","153","2026-07-06T07:22:24.4442466Z","C4C607014A1BB4F2B2D5028D7158CC15FF1CCFE5A9F2CC387BED4354D1241A85"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\transfer\R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706_TRANSFER_SUMMARY.csv","noether-r2-pan-turkic-hard-blockers\outputs\transfer\R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706_TRANSFER_SUMMARY.csv",".csv","795","2026-07-06T07:22:24.4404907Z","42701948E9F85D008736EB7ADD26CE8F10C34259B85ECACB61201538B8094BD3"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\transfer\R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706_CURRENT_PACKAGE.zip","noether-r2-pan-turkic-hard-blockers\outputs\transfer\R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706_CURRENT_PACKAGE.zip",".zip","51190","2026-07-06T07:22:24.3589151Z","1915EA0C36384DA65CAC6EB3866B6D7700FD97D84D1402944ACA162C4F64892E"
"noether-r2-pan-turkic-hard-blockers","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706\SHA256SUMS.txt","noether-r2-pan-turkic-hard-blockers\outputs\R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706\SHA256SUMS.txt",".txt","3191","2026-07-06T07:22:20.3547553Z","CC47A0C655EC2B8F352039026756041E7E8E1ED7427520123C072019E33A7F1B"
