"Label","Thread","Root","Path","RelativePath","Extension","Bytes","LastWriteUtc","SHA256"
"R3 source-backed payload","019f2b1b-443f-7d12-94b2-234a0710581e","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z\SHA256SUMS.txt","SHA256SUMS.txt",".txt","1280","2026-07-06T04:48:27.6857473Z","9FE071178775EABB269CF4D19F5DF5003C5FEB89B0CC3ABF19415CABEAB55A6B"
"R3 source-backed payload","019f2b1b-443f-7d12-94b2-234a0710581e","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z\SOURCE_BODY_MANIFEST_ROWS.csv","SOURCE_BODY_MANIFEST_ROWS.csv",".csv","201509","2026-07-06T04:48:27.3252598Z","4CA80EFC2CAAA4ABD5BB822BAFD19436A1142C5FE6014B666D4FEBF940E54428"
"R3 source-backed payload","019f2b1b-443f-7d12-94b2-234a0710581e","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z\SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv","SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv",".csv","191532","2026-07-06T04:48:27.3823540Z","0348DE433264DFB93C5DEFB71D01E6A86747BFAE92A0F6CAEBB085EA8D4D56CC"
"R3 source-backed payload","019f2b1b-443f-7d12-94b2-234a0710581e","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706\R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z\SOURCE_USE_LABEL_ROWS.csv","SOURCE_USE_LABEL_ROWS.csv",".csv","87842","2026-07-06T04:48:27.3745877Z","989D8376553056815D03DC7783C700E19F27DE98CCB6FC0184825737C3A3BC61"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\B3_UPLOADER_READY_SUMMARY_212DFB.csv","B3_UPLOADER_READY_SUMMARY_212DFB.csv",".csv","759","2026-07-06T07:14:10.4769521Z","B4944FBF65A3DA513CEF1FED4B57A5C6AA5664BDF7FE476BD4296DADE0ED4141"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\BLOCKERS_GAPS_NEXT_ACTIONS_RELEVANT_212DFB.csv","BLOCKERS_GAPS_NEXT_ACTIONS_RELEVANT_212DFB.csv",".csv","2279","2026-07-06T07:14:10.4651605Z","559D2520D6F1588DBF89F44CAA7A4F04DDA85B7B83F85A04C11C21E7992C0BCC"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\BRANCH_212DFB_R3_PACKET_FILE_LEDGER.csv","BRANCH_212DFB_R3_PACKET_FILE_LEDGER.csv",".csv","6381","2026-07-06T07:14:10.4541253Z","60E394B2100A51B28E255E3E700BD34E9C8B13D40D060967DD09B14832F0FC8B"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\BRANCH_SOURCE_WITNESS_BOUNDARY_ROWS_212DFB.csv","BRANCH_SOURCE_WITNESS_BOUNDARY_ROWS_212DFB.csv",".csv","14362","2026-07-06T07:14:10.4711891Z","70524DE07399689ED30447B0BCA26C1E8DC5BE2C114F22A62E14D5E28BBDB46E"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\FA_IR_PRS_AF_SOURCE_GATED_PRETRANSLATION_212DFB.csv","FA_IR_PRS_AF_SOURCE_GATED_PRETRANSLATION_212DFB.csv",".csv","89736","2026-07-06T07:14:10.4631525Z","57656D5A49D814D8E6F8DA04DEE032F5ECC19DC5354D529DBCA66F775E579100"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\FABLE_SOURCE_USE_ADVERSE_LEDGER_212DFB.csv","FABLE_SOURCE_USE_ADVERSE_LEDGER_212DFB.csv",".csv","5402","2026-07-06T07:14:10.4691780Z","60F78B96E49693DCDF7D996E9A0B0268908950449EF57C9A159E57B6D7B37B73"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\LANGUAGE_GATE_COUNTS_212DFB_R3_PRETRANSLATION.csv","LANGUAGE_GATE_COUNTS_212DFB_R3_PRETRANSLATION.csv",".csv","357","2026-07-06T07:14:10.4561293Z","038B0C4651E6087F70DD9BE65240CF5B6FC77EF6845F39AB9C1E4222869909DC"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\LOCAL_SOURCE_BODY_COUNTS_BY_SUBLANE_212DFB.csv","LOCAL_SOURCE_BODY_COUNTS_BY_SUBLANE_212DFB.csv",".csv","1830","2026-07-06T07:14:10.4752057Z","EAB44B592EBFA8DE27B5B4B8F431D98B3C8279671E4B14129EF75911BE20B73F"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\LOCAL_SOURCE_BODY_PRESENCE_FA_PRS_TG_212DFB.csv","LOCAL_SOURCE_BODY_PRESENCE_FA_PRS_TG_212DFB.csv",".csv","45237","2026-07-06T07:14:10.4731965Z","AA6ECD76A3A6CA37AED715A1A9280941127C364F7DB6DF51824EFAC45C821D0F"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\MANIFEST.csv","MANIFEST.csv",".csv","3648","2026-07-06T07:17:37.9289125Z","4BBD25A9B49820A7855B9F128326E2B6839BE60BA84610948CC95BB3779E7D50"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\MUTUAL_WAKE_AND_B3_ROUTE_DISPATCH_212DFB_20260706.csv","MUTUAL_WAKE_AND_B3_ROUTE_DISPATCH_212DFB_20260706.csv",".csv","3514","2026-07-06T07:17:37.8493994Z","74704DB7A50C3A2B9D60A13C19CF13D3E29C95DC68F39C9458CAA93542B71605"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\README.md","README.md",".md","1203","2026-07-06T07:14:10.4809716Z","EECDC42CAD649EAB790E984CAB3F6FD0463A2779E2CCEF81CB58989634B0A3B8"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\SHA256_VERIFICATION_20260706.csv","SHA256_VERIFICATION_20260706.csv",".csv","2339","2026-07-06T07:17:37.9367705Z","B804EF50DF812C62DA5279544E0601781CF6CB1756D2717333E2FC72CC6A34ED"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\SHA256SUMS.txt","SHA256SUMS.txt",".txt","1426","2026-07-06T07:17:37.9309139Z","9CF9443BB4A686932ADC66F994E96D763872252F35F5699E5C0FA6E7994954FD"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\SUMMARY_COUNTS_212DFB_R3_CURRENT_HEAD_20260706.csv","SUMMARY_COUNTS_212DFB_R3_CURRENT_HEAD_20260706.csv",".csv","412","2026-07-06T07:14:10.4541253Z","B7D94CAD918A38723543D156A5F0061CD37A91FA4787AF90E2C3358D8817A621"
"Persianate/Tajik 212df continuation","019f2b3d-6628-7243-ba7a-429e022f974b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706\TG_CYRL_TJ_DISCOVERY_ONLY_ROWS_212DFB.csv","TG_CYRL_TJ_DISCOVERY_ONLY_ROWS_212DFB.csv",".csv","2923","2026-07-06T07:14:10.4631525Z","CC28E7C8325014865C314FFFF6F0C04E57D198600844435B0DAA4A8BB3500E50"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.csv","B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.csv",".csv","294162","2026-07-06T04:50:29.0175701Z","49951FF51A2434EEBF8484A07CC980A7FCCD312CD834DFC156485838C4C17330"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.json","B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.json",".json","423991","2026-07-06T04:50:29.0272511Z","B495A035C75A0BD092A4B617F52A3995FAD1D00499ADB26F8617CD45E34670B4"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\B3_UPLOADER_READY_SUMMARY_C7FB.md","B3_UPLOADER_READY_SUMMARY_C7FB.md",".md","712","2026-07-06T04:50:29.0413069Z","F42AEBA268C5587275B41A626CA9F16FC82A5614DCDE198DF64D660942BC0712"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.csv","BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.csv",".csv","75932","2026-07-06T04:50:28.9356878Z","F635E50D8C2D35A6CD4E1B120B349423D1F9B61697896863ADCA44948A9DA560"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.json","BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.json",".json","102804","2026-07-06T04:50:28.9422144Z","AE4A90C162B33E6AE8B74D4B6CA31EB0AA7AC515C00BA6FAF4390B3EBC8B238D"
