"Path","Bytes","LastWriteUtc","SHA256"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_96325DDA_R6_AUTHORITY_INTEGRATION_UPLOAD_AUDIT_20260706.md","1898","2026-07-06T04:22:50.9347424Z","96737408704A279CDECC52D755B6728AB604165DB39E4150011D9AB3A16D0217"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_96325DDA_R6_AUTHORITY_INTEGRATION_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","17027","2026-07-06T04:22:50.9307428Z","DBDE661E7671642D639EA9F53EA92D0A9628F3101AFE225A8C563C01F9FC8A1E"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_3E89_AUTHORITY_R3_INTEGRATION_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","18979","2026-07-06T04:17:11.2580168Z","16598E17945561E3A67280620C8C41F51FE9D584BA866D30DD44B5BE76DF057E"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_3E89_AUTHORITY_R3_INTEGRATION_UPLOAD_AUDIT_20260706.md","2478","2026-07-06T04:17:10.8733692Z","214F3BEF9497621B21EEA43B69EB82200B2C11D50274010802FB20C0D11AC30C"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_3E89_AUTHORITY_R3_INTEGRATION_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","58082","2026-07-06T04:17:10.8733692Z","5C45724CB6AD710822E8D7CA52A3A7F4BD3A5B8518876E7F2D2F468412ECE572"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_8F7_R3_R6_INCREMENT_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","5799","2026-07-06T04:07:52.8004532Z","4CD7B696BC986757CD0C0664E8AD86E1D24945266A019D40B61D640353CD5B61"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_8F7_R3_R6_INCREMENT_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","17854","2026-07-06T04:07:52.7668518Z","F90090E6AAFA89BA005E6B4562217B61765E5AC8CA4074001484E7D3AE91F651"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_8F7_R3_R6_INCREMENT_UPLOAD_AUDIT_20260706.md","2160","2026-07-06T04:07:52.7668518Z","8F93738940FA92810BBFCD7971510886AAB175762972524085604C0F3957F040"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_R3_R9_R6_CONTINUATION_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","11671","2026-07-06T03:38:39.7743088Z","928484743C556F2F9555FC93294F53D50C203A4ACB8E7F31349E08A3742DFD38"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_R3_R9_R6_CONTINUATION_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","18722","2026-07-06T03:38:39.7070788Z","03EB0BEBFF0237CD5A8144A8DC18FA4A5548F1FD44267B6DB0EA1F0580C5DA35"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R9_WHOLE_CORPUS_33B23_CONTINUATION_20260706\SHA256SUMS.txt","1871","2026-07-06T03:37:52.3483307Z","E9EE6881F5220352BAD5B62C7EB77A256EBBD6A03F2E30467F04A9692EFC3B54"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R9_WHOLE_CORPUS_33B23_CONTINUATION_20260706\MANIFEST.csv","3301","2026-07-06T03:37:52.3471493Z","A26419429EE8A1FFFD03E725CB8439C1E684F025DCAABEE891888F22A67A5237"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R9_WHOLE_CORPUS_33B23_CONTINUATION_20260706\README.md","2590","2026-07-06T03:34:01.1915062Z","4D25BC965EAD28BF9911589C456706154B3A910D80E61339D8DFD02DDE00EE4C"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R9_WHOLE_CORPUS_33B23_CONTINUATION_20260706\SUMMARY_COUNTS_20260706.csv","1695","2026-07-06T03:34:01.1895061Z","E170BE77FD807CC6BCCC4959868D71776DD537301271D4BAFF296D4B8806D065"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R9_WHOLE_CORPUS_33B23_CONTINUATION_20260706\R9_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_UPDATE_20260706.csv","33228","2026-07-06T03:34:01.1875049Z","2CADECE2AD8E42753964778C22DDB39B668745A8BA683D07574BE6649FBAC63E"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R9_WHOLE_CORPUS_33B23_CONTINUATION_20260706\R9_SOURCE_BACKED_SCOPE_PRETRANSLATION_EXPANSION_SUMMARY_20260706.csv","1152","2026-07-06T03:34:01.1834930Z","2757F5061FB6CAF5BA591EFF587C81A5F7B3E73A4C7386923F83963FEE0C7A93"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R9_WHOLE_CORPUS_33B23_CONTINUATION_20260706\R9_SOURCE_BACKED_SCOPE_PRETRANSLATION_EXPANSION_20260706.csv","117035","2026-07-06T03:34:01.1814863Z","FFDA280C33E09AD10E4CCE827069FEB41AAA8E311CB59F12B413CA55E088F67C"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_R3_R9_R6_CONTINUATION_QUEUE_AUDIT_20260706.md","2868","2026-07-06T03:32:27.5023776Z","A74AC0DB8ABEDC1DF1C717F9AC5A2B19239C2153C0D7E4841788B90B0417BB42"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706.md","2042","2026-07-06T03:29:01.0295558Z","29F662FEF2F5E2949AEE2676E65D9DACE23BCB00837C556CCA5B7E8FAD40AEEB"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706\SHA256SUMS.txt","2390","2026-07-06T03:29:01.0268811Z","3E09ECC126500303D38D63375DE4CCF7622700224B096C4708A75D743423A494"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706\MANIFEST.json","15774","2026-07-06T03:29:01.0248763Z","FC956D1AF3DA8832947F6F7F214D4BE7AF632C2684EC07D00A83EBDB597D3409"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706\MANIFEST.csv","12014","2026-07-06T03:29:00.9676400Z","EE27E0E990B93AFB5BD97AD4EA02B9FFD7D983F0194111CBE87439D6AC59081D"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706\logs\LOGBOOK_EXCERPT_20260706.md","827","2026-07-06T03:29:00.5872244Z","52F8029184A49E6316DC95DCCA57EE1490ABD642788226F5513DFBAA4830C4B4"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\snapshots\R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706\README.md","1731","2026-07-06T03:29:00.5852136Z","71076BD7C2777EAC6296376AAD1B709F09EE5C23BCFCE2C8AD0C310A59EECEB8"
