comparison_id,evidence_class,authority_role,unit_id,object_type,source_locator,source_tex_lines,original_printed_pages,physical_source_pdf_pages,target_locator,parent_id,cross_references,critical_controls,decision,result,status,confidence,adverse_or_choice,rejected_alternative,record_revision,continuation_cursor
SGA2-VIII-Q12-CMP-011,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-P,P definition,French lines2607-2609 and physical77,2607-2609,88,77,equation1.4,SGA2-VIII-Q12,SGA2-VIII-Q12-LPRIME;SGA2-VIII-Q12-BOUND,P-bullet equals Hom-bullet L-prime-bullet comma CA-bullet,preserve bullets prime argument order source CA and equation1.4 label,pass,production_formula_structure_comparison_passed_self_review_pending,high,candidate changes CA-bullet to C-sub-A-bullet,use subscripted C notation,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-012,equation_numbering,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12,equation sequence,French lines2600-2609 and physical77,2600-2609,87,77,three numbered displays,SGA2-VIII-Q12,SGA2-VIII-Q12-Q;SGA2-VIII-Q12-LPRIME;SGA2-VIII-Q12-P,labels1.2 then1.3 then1.4,preserve exact order with no inserted numbered display,pass,production_equation_numbering_comparison_passed_self_review_pending,high,none,renumber or omit a label,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-013,comparison_delta,comparison_only_not_authority,SGA2-VIII-Q12-CAND,candidate formulas and notation,jcreinhold lines171-195,2597-2609,87,77,comparison audit,SGA2-VIII-Q12,SGA2-VIII-Q12-RES;SGA2-VIII-Q12-Q;SGA2-VIII-Q12-SS;SGA2-VIII-Q12-P,candidate L-minus-q agrees but C-sub-A and flat F or code typography differ,retain L-minus-q only after direct-source confirmation and reject candidate notation as authority,pass_as_comparison_only,comparison_delta_recorded_self_review_pending,high,beneficial locator plus adverse notation,treat candidate Markdown as authority,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-014,page_locator,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-PAGE,printed physical running mapping,French lines2597-2611 and physical77,2597-2611,87-88,77,authority box and boundary,SGA2-VIII-Q12,SGA2-VIII-Q12-BOUND,included body printed87 then marker88 inside excluded line2611 while physical77 and running69 stay fixed,preserve three coordinate systems and assign page88 only to boundary evidence,pass,production_page_mapping_comparison_passed_self_review_pending,high,printed marker88 occurs on same physical page but outside included body,call included body printed87-88 or call physical77 printed77,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-015,source_boundary,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-BOUND,unit boundary,French lines2609-2611 and physical77,2609-2611,87-88,77,target close and cursor,SGA2-VIII-Q12,OUTBOUND:SGA2-VIII-Q15,equation1.4 ends on printed87 line2609 blank2610 continuation begins on printed87 and marker88 occurs later inside line2611,exclude all continuation and retain cursor2611,pass,production_boundary_comparison_passed_self_review_pending,high,none,include line2611 or report cursor2610,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-016,target_accessibility,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-Q,delimiter extraction,first target PDF extraction versus visible equation1.2,2600,87,77,equation1.2 nested Hom,SGA2-VIII-Q12,SGA2-VIII-Q12-QA,first extensible-delimiter build rendered correctly but extracted a forbidden control character,use ordinary TeX parentheses with no mathematical change,pass_after_accessibility_normalization,self_accessibility_formula_QA_passed_independent_review_pending,high,visible formula unchanged and searchable text improved,retain extensible delimiters despite degraded extraction,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-017,self_gate_full_unit,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-QA,formula numbering page build render extraction and boundary closure,French lines2597-2611 direct PDF physical77 and final target artifacts,2597-2611,87-88,77,complete bounded target and exact continuation cursor,SGA2-VIII-Q12,SGA2-VIII-Q12-Q;SGA2-VIII-Q12-LPRIME;SGA2-VIII-Q12-P;SGA2-VIII-Q12-PAGE;SGA2-VIII-Q12-BOUND,corrected L-minus-q nested Hom source CA labels1.2-1.4 underlined F one-page build embedded fonts zero nonstandard controls normal U+000C page break and cursor2611,close self gate while retaining independent-review requirement,pass_self_gate_independent_review_pending,self_build_render_source_visual_QA_passed_independent_review_pending,high,ordinary parentheses improve extraction with no visible mathematical change,claim independent seal or cumulative completion,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-018,target_pdf_anchor_quality,corrected_french_tex_plus_target_quality_control,SGA2-VIII-Q12-ANCHOR,equation counter labels and PDF destinations,French line2597 setcounter and equations1.2-1.4,2597-2609,87,77,target TeX auxiliary labels and independent build log,SGA2-VIII-Q12,SGA2-VIII-Q12-Q;SGA2-VIII-Q12-LPRIME;SGA2-VIII-Q12-P;SGA2-VIII-Q12-QA,visible labels1.2-1.4 and unique equation.2 equation.3 equation.4 destinations,replace manual tags with source-matching automatic counters,pass_after_nonmathematical_anchor_repair,closed_independent_nonmathematical_repair,high,printed formulas and labels unchanged,retain duplicate equation.1 hyperlink destinations,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-019,independent_full_unit_seal,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-QA,formula symbol notation numbering page build render extraction boundary and anchor closure,French lines2597-2609 plus boundary check through2611 direct PDF physical77 and independent renders,2597-2609,87,77,final bounded target and exact continuation cursor,SGA2-VIII-Q12,SGA2-VIII-Q12-A;SGA2-VIII-Q12-RES;SGA2-VIII-Q12-Q;SGA2-VIII-Q12-SS;SGA2-VIII-Q12-LPRIME;SGA2-VIII-Q12-P;SGA2-VIII-Q12-PAGE;SGA2-VIII-Q12-BOUND;SGA2-VIII-Q12-ANCHOR,A-degree conditions injective map nested Hom L-minus-q CA underlined F labels1.2-1.4 included printed87 coordinate unique anchors and cursor2611 before marker88,seal bounded unit after independent review and clean final gates,pass_independently_source_reviewed_bounded_seal,sealed_independently_source_reviewed_bounded_unit,high,nonmathematical anchor repair plus corrected printed-page envelope,claim cumulative Expose or whole-volume completion,3,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-020,page_locator_correction,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-PAGE,included_body_vs_boundary_marker,French lines2597-2611 and physical77,2597-2611,87-88,77,authority box source renders and cursor,SGA2-VIII-Q12,SGA2-VIII-Q12-BOUND;SGA2-VIII-Q12-QA,lines2597-2609 lie wholly on printed87 and printed88 starts only inside excluded line2611,correct bounded authority envelope to printed87 while retaining 88 as excluded-boundary evidence,pass_independent_locator_correction,closed_independent_page_locator_correction,high,prior bounded envelope overincluded printed88,retain 87-88 as included unit scope,2,French source line2611 after blank line2610
