support_row_id,row_type,language_lane,english_concept,source_status,split_lane_row_id,draft_target_rendering,term_alternatives_json,rendering_confidence,target_source_witness_ids,source_context_note,formula_neighboring_usage_note,interlinear_or_scaffold_note,split_lane_usage_scope_note,reviewer_question_or_next_gate,native_review_status,canonical_approval_status,promotion_status,gap_or_boundary_note,non_claim_boundary
CJK-SUFF-TRANS-20260705-011,covered_draft_support,japanese,quotient ring,source_baseline_sufficient_for_draft_support,term-ja-0038,商環,[],strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.","Use near R/I, residue-class rings, and quotient constructions; do not treat localization-adjacent quotient-ring evidence as localization closure.","quotient ring | Japanese: 商環 | formula-neighbor: Use near R/I, residue-class rings, and quotient constructions; do not treat localization-adjacent quotient-ring evidence as localization closure.","Check ring/ideal context, especially whether quotient, principal, prime, or maximal status is attached to the ideal or ring. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '商環' is natural for 'quotient ring' in Japanese within ring_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-012,covered_draft_support,japanese,basis theorem,source_baseline_sufficient_for_draft_support,term-ja-0002,基底定理,"[""ヒルベルトの基底定理 when Hilbert context is explicit""]",needs_context_check,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.",Use generic basis-theorem wording unless Hilbert context is explicit.,basis theorem | Japanese: 基底定理 | formula-neighbor: Use generic basis-theorem wording unless Hilbert context is explicit.,Check commutative-algebra convention and whether a named theorem is Hilbert-specific. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound. Confidence is deliberately limited; request a native/domain reviewer decision.,"Context-note review request: Please confirm whether '基底定理' is natural for 'basis theorem' in Japanese within commutative_algebra, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-013,covered_draft_support,japanese,finite-dimensional,source_baseline_sufficient_for_draft_support,term-ja-0007,有限次元,[],strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.",Use near vector-space/dimension and algebra-dimension statements.,finite-dimensional | Japanese: 有限次元 | formula-neighbor: Use near vector-space/dimension and algebra-dimension statements.,Check whether finiteness is an adjective on a module/ring/vector space or a named condition. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.,"Context-note review request: Please confirm whether '有限次元' is natural for 'finite-dimensional' in Japanese within finiteness, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-014,covered_draft_support,japanese,finitely generated,source_baseline_sufficient_for_draft_support,term-ja-0008,有限生成,[],strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.",Use near finite generation of algebras/modules/rings; do not promote to Noetherian unless the source states the Noetherian property.,finitely generated | Japanese: 有限生成 | formula-neighbor: Use near finite generation of algebras/modules/rings; do not promote to Noetherian unless the source states the Noetherian property.,Check whether finiteness is an adjective on a module/ring/vector space or a named condition. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.,"Context-note review request: Please confirm whether '有限生成' is natural for 'finitely generated' in Japanese within finiteness, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-015,covered_draft_support,simplified_chinese,abstract algebra,source_baseline_sufficient_for_draft_support,term-zh-hans-0005,抽象代数,[],strong_source_backed,CJK-FIND-20260705-005; CJK-FIND-20260705-006; CJK-FIND-20260705-007; CJK-FIND-20260705-008; CJK-FIND-20260705-009; CJK-FIND-20260705-010; CJK-FIND-20260705-011,"Simplified Chinese baseline is sufficient for foundational algebra draft support: Chinese TeX/source repositories cover linear algebra, abstract algebra, group/ring theory, and advanced/higher algebra with manifest-only upload policy.","Use as a subject/register label, not as a claim that a German abstract-algebra corpus row is closed.","abstract algebra | Simplified Chinese: 抽象代数 | formula-neighbor: Use as a subject/register label, not as a claim that a German abstract-algebra corpus row is closed.",Check course-title/course-scope register rather than theorem text register. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.,"Context-note review request: Please confirm whether '抽象代数' is natural for 'abstract algebra' in Simplified Chinese within course_scope, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-016,covered_draft_support,simplified_chinese,ring,source_baseline_sufficient_for_draft_support,term-zh-hans-0001,环,[],strong_source_backed,CJK-FIND-20260705-005; CJK-FIND-20260705-006; CJK-FIND-20260705-007; CJK-FIND-20260705-008; CJK-FIND-20260705-009; CJK-FIND-20260705-010; CJK-FIND-20260705-011,"Simplified Chinese baseline is sufficient for foundational algebra draft support: Chinese TeX/source repositories cover linear algebra, abstract algebra, group/ring theory, and advanced/higher algebra with manifest-only upload policy.","Use next to R, S, ideals, quotient notation R/I, and homomorphisms; keep CJK term glued to inline math without inserted spaces.","ring | Simplified Chinese: 环 | formula-neighbor: Use next to R, S, ideals, quotient notation R/I, and homomorphisms; keep CJK term glued to inline math without inserted spaces.",Check basic algebra register and whether a one-character CJK term needs spacing or disambiguation near formulas. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.,"Context-note review request: Please confirm whether '环' is natural for 'ring' in Simplified Chinese within algebra_core, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-017,covered_draft_support,simplified_chinese,commutative ring,source_baseline_sufficient_for_draft_support,term-zh-hans-0030,交换环,"[""可交换环""]",strong_source_backed,CJK-FIND-20260705-005; CJK-FIND-20260705-006; CJK-FIND-20260705-007; CJK-FIND-20260705-008; CJK-FIND-20260705-009; CJK-FIND-20260705-010; CJK-FIND-20260705-011,"Simplified Chinese baseline is sufficient for foundational algebra draft support: Chinese TeX/source repositories cover linear algebra, abstract algebra, group/ring theory, and advanced/higher algebra with manifest-only upload policy.",Use near commutativity assumptions and ring notation R; avoid over-reading field or algebra contexts as ring-context closure.,commutative ring | Simplified Chinese: 交换环 | formula-neighbor: Use near commutativity assumptions and ring notation R; avoid over-reading field or algebra contexts as ring-context closure.,"Check ring/ideal context, especially whether quotient, principal, prime, or maximal status is attached to the ideal or ring. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '交换环' is natural for 'commutative ring' in Simplified Chinese within ring_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-018,covered_draft_support,simplified_chinese,field,source_baseline_sufficient_for_draft_support,term-zh-hans-0007,域,"[""体 appears in some contexts; 域 is the safer field-theory default""]",strong_source_backed,CJK-FIND-20260705-005; CJK-FIND-20260705-006; CJK-FIND-20260705-007; CJK-FIND-20260705-008; CJK-FIND-20260705-009; CJK-FIND-20260705-010; CJK-FIND-20260705-011,"Simplified Chinese baseline is sufficient for foundational algebra draft support: Chinese TeX/source repositories cover linear algebra, abstract algebra, group/ring theory, and advanced/higher algebra with manifest-only upload policy.","Use near K, L/K, coefficient fields, quotient fields, and extension notation.","field | Simplified Chinese: 域 | formula-neighbor: Use near K, L/K, coefficient fields, quotient fields, and extension notation.",Check field vs division-ring context and avoid overgeneralizing a course-register term. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.,"Context-note review request: Please confirm whether '域' is natural for 'field' in Simplified Chinese within field_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-019,covered_draft_support,simplified_chinese,module,source_baseline_sufficient_for_draft_support,term-zh-hans-0014,模,[],strong_source_backed_but_single_character,CJK-FIND-20260705-005; CJK-FIND-20260705-006; CJK-FIND-20260705-007; CJK-FIND-20260705-008; CJK-FIND-20260705-009; CJK-FIND-20260705-010; CJK-FIND-20260705-011,"Simplified Chinese baseline is sufficient for foundational algebra draft support: Chinese TeX/source repositories cover linear algebra, abstract algebra, group/ring theory, and advanced/higher algebra with manifest-only upload policy.","Use near M, N, submodule and quotient-module notation; keep tensor-product rows separate unless exact tensor evidence appears.","module | Simplified Chinese: 模 | formula-neighbor: Use near M, N, submodule and quotient-module notation; keep tensor-product rows separate unless exact tensor evidence appears.","Check module-theory usage near definitions, quotient/submodule constructions, tensor products, and morphisms. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound. Because this row is manual/source-review, the draft note is a triage aid rather than a resolution.","Manual-source review request: Please confirm whether '模' is natural for 'module' in Simplified Chinese within module_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-020,covered_draft_support,simplified_chinese,ideal,source_baseline_sufficient_for_draft_support,term-zh-hans-0033,理想,[],strong_source_backed,CJK-FIND-20260705-005; CJK-FIND-20260705-006; CJK-FIND-20260705-007; CJK-FIND-20260705-008; CJK-FIND-20260705-009; CJK-FIND-20260705-010; CJK-FIND-20260705-011,"Simplified Chinese baseline is sufficient for foundational algebra draft support: Chinese TeX/source repositories cover linear algebra, abstract algebra, group/ring theory, and advanced/higher algebra with manifest-only upload policy.","Use near \mathfrak a, \mathfrak b, quotient rings, colon ideals, and primary/prime/maximal ideal contexts.","ideal | Simplified Chinese: 理想 | formula-neighbor: Use near \mathfrak a, \mathfrak b, quotient rings, colon ideals, and primary/prime/maximal ideal contexts.","Check ring/ideal context, especially whether quotient, principal, prime, or maximal status is attached to the ideal or ring. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '理想' is natural for 'ideal' in Simplified Chinese within ring_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
