row_id,base_head,requested_head,observed_head,status,branch_path,bytes,sha256,lane,artifact_role,branch_read_status,required_action,claim_boundary
CURRENT_HEAD_FILE_0011,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_SOURCE_BODY_SOURCE_WITNESS_STATUS_REFRESH.csv,,,R3 Arabic/Persianate linear algebra,source-body/source-witness/source-use,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: carry source-use/source-witness rows into body-backed queue and keep provenance labels.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0012,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_SOURCE_GATED_DRAFT_PRETRANSLATION_REFRESH.csv,,,R3 Arabic/Persianate linear algebra,source-gated-draft-pretranslation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: route source-gated generated-draft/non-canonical pretranslation rows to owner; do not treat as review.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0013,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/README.md,,,R3 Arabic/Persianate linear algebra,readme-logbook-state,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: record branch-visible route evidence and keep no-claim boundary.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0014,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/SHA256SUMS.txt,,,R3 Arabic/Persianate linear algebra,manifest-sha-validation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: verify hashes and route to B3 package handoff.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0015,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/B3_UPLOADER_READY_SUMMARY.csv,,,R3 Arabic/Persianate linear algebra,b3-uploader-transfer,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: record branch-visible route evidence and keep no-claim boundary.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0016,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/MANIFEST.csv,,,R3 Arabic/Persianate linear algebra,manifest-sha-validation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: verify hashes and route to B3 package handoff.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0017,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/PACKAGE_VALIDATION.json,,,R3 Arabic/Persianate linear algebra,manifest-sha-validation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: verify hashes and route to B3 package handoff.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0018,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_BLOCKERS_RECOVERY_ROWS.csv,,,R3 Arabic/Persianate linear algebra,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0019,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_BRANCH_VISIBLE_INTEGRATION_PATHS.csv,,,R3 Arabic/Persianate linear algebra,branch-delta-compare,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: record branch-visible route evidence and keep no-claim boundary.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0020,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_DELTA_FROM_A2C52A42.csv,,,R3 Arabic/Persianate linear algebra,branch-delta-compare,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: record branch-visible route evidence and keep no-claim boundary.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0021,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv,,,R3 Arabic/Persianate linear algebra,fable-source-use-adverse,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: apply Fable/source-use/adverse/do-not-use ledger before wording choices.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0022,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_LANGUAGE_BOUNDARY_GUARDS.csv,,,R3 Arabic/Persianate linear algebra,branch-delta-compare,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: record branch-visible route evidence and keep no-claim boundary.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0023,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_RELEVANT_R3_ARABIC_PERSIANATE_DELTA.csv,,,R3 Arabic/Persianate linear algebra,branch-delta-compare,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: record branch-visible route evidence and keep no-claim boundary.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0024,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_SOURCE_BODY_SOURCE_WITNESS_STATUS_REFRESH.csv,,,R3 Arabic/Persianate linear algebra,source-body/source-witness/source-use,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: carry source-use/source-witness rows into body-backed queue and keep provenance labels.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0025,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_SOURCE_GATED_DRAFT_PRETRANSLATION_REFRESH.csv,,,R3 Arabic/Persianate linear algebra,source-gated-draft-pretranslation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: route source-gated generated-draft/non-canonical pretranslation rows to owner; do not treat as review.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0026,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/README.md,,,R3 Arabic/Persianate linear algebra,readme-logbook-state,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: record branch-visible route evidence and keep no-claim boundary.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0027,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/SHA256SUMS.txt,,,R3 Arabic/Persianate linear algebra,manifest-sha-validation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: verify hashes and route to B3 package handoff.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0028,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1A1110E_R6_A2C52A42_LIVE_RECOVERY_BATCH_AUDIT_20260706.md,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0029,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1A1110E_R6_A2C52A42_LIVE_RECOVERY_BATCH_MANIFEST_20260706.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0030,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1A1110E_R6_A2C52A42_LIVE_RECOVERY_BATCH_SHA256SUMS_20260706.txt,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0031,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_3AD5B7A_R3_AD3E3AA_DRIFT_FOLLOWUP_BATCH_AUDIT_20260706.md,,,R3 Arabic/Persianate linear algebra,b3-uploader-transfer,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: record branch-visible route evidence and keep no-claim boundary.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0032,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_3AD5B7A_R3_AD3E3AA_DRIFT_FOLLOWUP_BATCH_MANIFEST_20260706.csv,,,R3 Arabic/Persianate linear algebra,manifest-sha-validation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: verify hashes and route to B3 package handoff.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0033,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_3AD5B7A_R3_AD3E3AA_DRIFT_FOLLOWUP_BATCH_SHA256SUMS_20260706.txt,,,R3 Arabic/Persianate linear algebra,manifest-sha-validation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: verify hashes and route to B3 package handoff.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0034,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AD3E3AA_R3_A2C52A42_BRANCH_DELTA_BATCH_AUDIT_20260706.md,,,R3 Arabic/Persianate linear algebra,b3-uploader-transfer,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: record branch-visible route evidence and keep no-claim boundary.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0035,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AD3E3AA_R3_A2C52A42_BRANCH_DELTA_BATCH_MANIFEST_20260706.csv,,,R3 Arabic/Persianate linear algebra,manifest-sha-validation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: verify hashes and route to B3 package handoff.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0036,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AD3E3AA_R3_A2C52A42_BRANCH_DELTA_BATCH_SHA256SUMS_20260706.txt,,,R3 Arabic/Persianate linear algebra,manifest-sha-validation,branch-path-route-only; content hashing skipped for current-head correction,R3 Arabic/Persianate linear algebra: verify hashes and route to B3 package handoff.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0037,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/MANIFEST.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
