"paper","printed_page","witness_name","exists_at_producer_audit","bytes","publication_disposition"
"P15","145","P15_source_p145_canvas_00000151_GDZ_PPN252457811_1919_full.jpg","true","1272438","manifest_only_local_witness_not_redistributed"
"P15","146","P15_source_p146_canvas_00000152_GDZ_PPN252457811_1919_full.jpg","true","1475387","manifest_only_local_witness_not_redistributed"
"P15","147","P15_source_p147_canvas_00000153_GDZ_PPN252457811_1919_full.jpg","true","1078515","manifest_only_local_witness_not_redistributed"
"P15","148","P15_source_p148_canvas_00000154_GDZ_PPN252457811_1919_full.jpg","true","1213144","manifest_only_local_witness_not_redistributed"
"P15","149","P15_source_p149_canvas_00000155_GDZ_PPN252457811_1919_full.jpg","true","1067405","manifest_only_local_witness_not_redistributed"
"P15","150","P15_source_p150_canvas_00000156_GDZ_PPN252457811_1919_full.jpg","true","1533971","manifest_only_local_witness_not_redistributed"
"P15","151","P15_source_p151_canvas_00000157_GDZ_PPN252457811_1919_full.jpg","true","1278379","manifest_only_local_witness_not_redistributed"
"P15","152","P15_source_p152_canvas_00000158_GDZ_PPN252457811_1919_full.jpg","true","1377737","manifest_only_local_witness_not_redistributed"
"P15","153","P15_source_p153_canvas_00000159_GDZ_PPN252457811_1919_full.jpg","true","901700","manifest_only_local_witness_not_redistributed"
"P15","154","P15_source_p154_canvas_00000160_GDZ_PPN252457811_1919_full.jpg","true","1425633","manifest_only_local_witness_not_redistributed"
"P15","155","P15_source_p155_canvas_00000161_GDZ_PPN252457811_1919_full.jpg","true","1204561","manifest_only_local_witness_not_redistributed"
"P15","156","P15_source_p156_canvas_00000162_GDZ_PPN252457811_1919_full.jpg","true","843035","manifest_only_local_witness_not_redistributed"
