"category","item_id","status","source_url","local_path","sha256","bytes","last_write","topic_or_scope","evidence_note","non_claim_boundary"
"field_coverage_all_rows","source_author_or_owner","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","topic_tags","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","evidence_tier","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","source_type","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","source_url","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","local_path","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","license_or_access_signal","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","sha256_or_other_hash","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","source_language","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","is_target_language_witness","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","is_source_level_tex_or_archive","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","is_pdf_docx_or_text_fallback","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","gap_or_blocker_note","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_all_rows","non_claim_boundary","all_present","","","","","","required shared witness table field","missing=0; present=61; total=61","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","source_url","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","local_path","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","sha256_or_other_hash","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","license_or_access_signal","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","topic_tags","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","source_language","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","source_type","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","evidence_tier","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","non_claim_boundary","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_non_gap_rows","upload_policy","all_present","","","","","","required source/provenance field on non-gap rows","missing=0; present=53; total=53","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_gap_rows","gap_or_blocker_note","all_present","","","","","","required explicit blocker/gap field","missing=0; present=8; total=8","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_gap_rows","evidence_tier","all_present","","","","","","required explicit blocker/gap field","missing=0; present=8; total=8","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_gap_rows","non_claim_boundary","all_present","","","","","","required explicit blocker/gap field","missing=0; present=8; total=8","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_gap_rows","topic_tags","all_present","","","","","","required explicit blocker/gap field","missing=0; present=8; total=8","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_gap_rows","target_language_or_access_target","all_present","","","","","","required explicit blocker/gap field","missing=0; present=8; total=8","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"field_coverage_gap_rows","source_title","all_present","","","","","","required explicit blocker/gap field","missing=0; present=8; total=8","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"local_file_hash_audit","non_gap_rows","all_existing_paths_hash_match","","","","","","local provenance file/hash check","non_gap_rows=53; grouped_status=False, not_applicable_gap_or_no_local_file=8; True, match=53; path_or_hash_failures=0","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"target_language_witness_audit","non_target_rows","non_target_rows_explicitly_labeled","","","","","","target-language witness flag audit","target_language_true=52; non_target_or_gap_false=9; non_target_ids=SCW-TT-003; EHR-TT-NR-001; EHR-TT-PR-001; EHR-KY-NR-001; EHR-KY-PR-001; EHR-TK-NR-001; EHR-TK-PR-001; EHR-UG-NR-001; EHR-UG-PR-001","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
