"current_live_head","prior_frontier","prior_branch_subject","carried_from_packet","row_set","prior_recorded_frontier","verified_branch_subject","previous_local_head","observed_head","artifact_path","language","bcp47","hard_row","source_id","source_url","term","review_decision","reason","next_gate","source_use_label","exact_closure_found","blocker_preserved","boundary"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_NONUZBEK_HARD_ROW_SOURCE_RETRY_20260629T210000Z.json","Kazakh","","PDF-ONLY-LEAD-NOT-DOWNLOADED","","","""Нётер сақина"" ""қазақ"" / ""полиномдар сақинасы"" ""қазақ""","recorded_not_downloaded","Dictionary/noise/PDF-heavy search results around Noetherian and polynomial-ring wording","source-body acquisition only if allowed by source-use policy; no closure","pdf-only lead/gap row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_NONUZBEK_HARD_ROW_SOURCE_RETRY_20260629T210000Z.json","Kyrgyz","","PDF-ONLY-LEAD-NOT-DOWNLOADED","","","""инвариант"" ""алгебра"" ""кыргыз""","recorded_not_downloaded","Kyrgyz standards/course-material PDF leads and document-hosted hits","source-body acquisition only if allowed by source-use policy; no closure","pdf-only lead/gap row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_TURKMEN_TATAR_KYRGYZ_HARD_ROW_DISCOVERY_20260629T223000Z.json","Kyrgyz","","PDF-ONLY-LEAD-NOT-DOWNLOADED","","","""шакек"" ""идеал"" ""кыргыз"" алгебра","recorded_not_downloaded","Kyrgyz PDF-only terminology and journal hits around сол идеал / полином","source-body acquisition only if allowed by source-use policy; no closure","pdf-only lead/gap row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_HARD_ROW_REVIEW_GATE_20260629T220000Z.json","Kyrgyz","","SUPPORTING-CONTEXT","kyrgyz_scribd_math_terms_dictionary_html","https://www.scribd.com/document/673285911/Matematikalyk-terminderdin-kyrgyzcha-oruscha-sozdugu-bizdin-kg","","no_hard_row_hit_no_promotion","Captured/attempted source did not yield a hard-row term row.","continue exact source-row/reviewer-return recovery; no promotion","rejected/no-hit recovery row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_AZ_TK_TT_BA_UG_HARD_ROW_RETRY_20260629T213000Z.json","Tatar","","PDF-ONLY-LEAD-NOT-DOWNLOADED","","","""Математикадан русча-татарча аңлатмалы сүзлек""","recorded_not_downloaded","KPFU/Tatar Academy bibliographic PDF leads for the Russian-Tatar mathematical explanatory dictionary","source-body acquisition only if allowed by source-use policy; no closure","pdf-only lead/gap row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_TURKMEN_TATAR_KYRGYZ_HARD_ROW_DISCOVERY_20260629T223000Z.json","Tatar","","PDF-ONLY-LEAD-NOT-DOWNLOADED","","","""Нётер"" ""боҗра"" татар","recorded_not_downloaded","Weak translation and PDF/dictionary-result noise around Noetherian ring","source-body acquisition only if allowed by source-use policy; no closure","pdf-only lead/gap row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_HARD_ROW_REVIEW_GATE_20260629T220000Z.json","Tatar","","SUPPORTING-CONTEXT","tatar_opentran_algebra_weak_html","https://opentran.net/tt/%D0%B3%D0%BC%D0%BE%D0%BD%D0%B3-%D1%82%D0%B0%D1%82%D0%B0%D1%80/algebra.html","","failed_or_blocked_no_promotion","http_403","continue exact source-row/reviewer-return recovery; no promotion","rejected/no-hit recovery row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_AZ_TK_TT_BA_UG_HARD_ROW_RETRY_20260629T213000Z.json","Turkmen","","PDF-ONLY-LEAD-NOT-DOWNLOADED","","","""faktor topar"" matematika Türkmen","recorded_not_downloaded","Turkmen algebra book appears through dynamic HTML/PDF hosts; PDF file variants not downloaded","source-body acquisition only if allowed by source-use policy; no closure","pdf-only lead/gap row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_TURKMEN_TATAR_KYRGYZ_HARD_ROW_DISCOVERY_20260629T223000Z.json","Turkmen","","PDF-ONLY-LEAD-NOT-DOWNLOADED","","","""faktor-topar"" Türkmen algebra","recorded_not_downloaded","Scribd/search-index-visible algebra book snippets; PDF file not downloaded","source-body acquisition only if allowed by source-use policy; no closure","pdf-only lead/gap row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_HARD_ROW_REVIEW_GATE_20260629T220000Z.json","Turkmen","","SUPPORTING-CONTEXT","turkmen_scribd_komekow_algebra_dynamic_html","https://www.scribd.com/document/868629110/Komekow-B-Algebra-2010-TDU","","no_hard_row_hit_no_promotion","Captured source did not yield a hard-row term row.","continue exact source-row/reviewer-return recovery; no promotion","rejected/no-hit recovery row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_AZ_TK_TT_BA_UG_HARD_ROW_RETRY_20260629T213000Z.json","Uyghur","","PDF-ONLY-LEAD-NOT-DOWNLOADED","","","""ئىنۋارىئانت"" ""نەزەرىيە"" ئۇيغۇر ماتېماتىكا","recorded_not_downloaded","Uyghur PDF/magazine/wordlist leads recorded separately from math-dictionary HTML","source-body acquisition only if allowed by source-use policy; no closure","pdf-only lead/gap row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_HARD_ROW_REVIEW_GATE_20260629T220000Z.json","Uzbek","","L-NOETHERIAN-RING","uzbek_mathnet_browser_review","https://mathnet.uz/View/index/3006?objectType=6&objectValue=3006","Гильберт-Нагат; Гильбертнинг 14-муаммоси","related_context_rejected_for_noetherian_ring_promotion","Hilbert/Nagata context does not supply a Noetherian-ring term.","continue exact source-row/reviewer-return recovery; no promotion","rejected/no-hit recovery row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"08bc3426baf1b3387b737905d8fd346c685836f8","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","R2_58898A84_PROMPT_A3_SOURCE_RETURN_CROSSWALK_20260706","active-recovery-search","2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","Preserve bytes for post-08BC recovery batch","58898a8429447e440e75d225d7e84fe527911c1f","58898a8429447e440e75d225d7e84fe527911c1f","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R2_PAN_TURKIC_HARD_ROW_REVIEW_GATE_20260629T220000Z.json","Uzbek","","L-POLYNOMIAL-RING","uzbek_mathnet_browser_review","https://mathnet.uz/View/index/3006?objectType=6&objectValue=3006","дифференциал кўпҳадлар дифференциал ҳалқаси","related_context_rejected_for_polynomial_ring_promotion","Differential-polynomial/ring wording is useful context but not a direct polynomial-ring authority row.","continue exact source-row/reviewer-return recovery; no promotion","rejected/no-hit recovery row","False","True","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
