gap_type,lane,artifact_path,artifact_sha256,row_index,row_identifier,target_language_or_access_target,source_title,source_url,blank_required_fields,missing_required_columns,present_columns,owner_action,non_claim_boundary
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,5,ar_wikipedia_vector_space_raw,Controlled Arabic / Arabic RTL,Arabic Wikipedia: فضاء متجهي,https://ar.wikipedia.org/wiki/%D9%81%D8%B6%D8%A7%D8%A1_%D9%85%D8%AA%D8%AC%D9%87%D9%8A,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,6,ar_wikipedia_frank_grosshans_raw,Controlled Arabic / Arabic RTL,Arabic Wikipedia: Frank Grosshans / invariant theory mention,https://ar.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D9%83_%D8%AC%D8%B1%D9%88%D8%B4%D8%A7%D9%86%D8%B3,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,7,fa_github_sirejeff_repo_metadata,"Persian/Farsi (Iran), fa_IR",GitHub repository metadata: SireJeff/linear-algebra-3blue1brown-notes,https://github.com/SireJeff/linear-algebra-3blue1brown-notes,is_pdf_docx_or_text_fallback,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,8,fa_github_sirejeff_persian_main_tex,"Persian/Farsi (Iran), fa_IR",SireJeff Persian linear algebra main.tex,https://github.com/SireJeff/linear-algebra-3blue1brown-notes/blob/master/persian_notes/main.tex,is_pdf_docx_or_text_fallback,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,9,fa_github_sirejeff_source_zip,"Persian/Farsi (Iran), fa_IR",SireJeff Persian/English linear algebra source archive zipball,https://github.com/SireJeff/linear-algebra-3blue1brown-notes,is_pdf_docx_or_text_fallback,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,10,fa_wikipedia_invariant_theory_raw,"Persian/Farsi (Iran), fa_IR",Persian Wikipedia: نظریه ناوردا,https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%DB%8C%D9%87_%D9%86%D8%A7%D9%88%D8%B1%D8%AF%D8%A7,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,11,fa_wikipedia_linear_algebra_raw,"Persian/Farsi (Iran), fa_IR",Persian Wikipedia: جبر خطی,https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%DB%8C,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,12,fa_wikipedia_spectral_graph_theory_raw,"Persian/Farsi (Iran), fa_IR",Persian Wikipedia: نظریه طیفی گراف‌ها,https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%DB%8C%D9%87_%D8%B7%DB%8C%D9%81%DB%8C_%DA%AF%D8%B1%D8%A7%D9%81%E2%80%8C%D9%87%D8%A7,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,13,fa_pdf_iut_matrix_linear_algebra_course_plan,"Persian/Farsi (Iran), fa_IR",IUT course plan: مبانی ماتریس‌ها و جبر خطی,https://people.iut.ac.ir/sites/default/files/users/aetemad/course_files/mbny_mtrys.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,14,fa_pdf_ui_bool_family_invariant_theory_mention,"Persian/Farsi (Iran), fa_IR",Persian PDF article mentioning theory of invariants in Boole history,https://math-sci.ui.ac.ir/article_26970_d91f274c8ded18d3f891fcd35d104c22.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,15,tg_wikipedia_linear_algebra_raw,"Tajik Cyrillic, tg_Cyrl_TJ",Tajik Wikipedia: Алгебраи хаттӣ,https://tg.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%D0%B8_%D1%85%D0%B0%D1%82%D1%82%D3%A3,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,16,tg_wikipedia_linear_dependence_raw,"Tajik Cyrillic, tg_Cyrl_TJ",Tajik Wikipedia: Вобастагии хаттӣ,https://tg.wikipedia.org/wiki/%D0%92%D0%BE%D0%B1%D0%B0%D1%81%D1%82%D0%B0%D0%B3%D0%B8%D0%B8_%D1%85%D0%B0%D1%82%D1%82%D3%A3,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,17,dari_knu_opac_linear_algebra_record,"Dari/Afghan Persian, prs_AF",Khatam Al-Nabieen University library OPAC record for جبر خطی / Hoffman,https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,19,dari_knu_software_engineering_curriculum_linear_algebra,"Dari/Afghan Persian, prs_AF",KNU software engineering curriculum PDF with linear algebra syllabus,https://old.knu.edu.af/wp-content/uploads/2023/12/%D9%86%D8%B6%D8%A7%D8%A8-%D8%AF%D8%B1%D8%B3%DB%8C-%D8%AF%DB%8C%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D9%86%D8%AA-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%86%D8%B1%D9%85%E2%80%8C%D8%A7%D9%81%D8%B2%D8%A7%D8%B1.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,23,,Controlled Arabic / Arabic RTL,Arabic RTL source witness AR-SRC-ALG-001: algebra; ring; field; ideal; group; polynomial; representation,https://uomustansiriyah.edu.iq/media/attachments/192/192_2019_10_20%2108_53_36_PM.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,24,,Controlled Arabic / Arabic RTL,Arabic RTL source witness AR-SRC-RING-002: ring theory; ideals,https://uomustansiriyah.edu.iq/media/lectures/12/12_2019_05_29%2101_03_09_PM.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,25,,Controlled Arabic / Arabic RTL,Arabic RTL source witness AR-SRC-RF-003: rings; fields; ideals; polynomial rings,https://www.mu.edu.sa/sites/default/files/content/2017/06/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%82%D9%88%D9%84.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,26,,Controlled Arabic / Arabic RTL,Arabic RTL source witness AR-SRC-RF-004: rings; fields; algebra course rows,https://www.mu.edu.sa/sites/default/files/content/2016/04/21.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,27,,Controlled Arabic / Arabic RTL,Arabic RTL source witness AR-SRC-RF-005: rings; fields,https://www.syriamath.net/files/library/2015/03/1159987895.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,28,,Controlled Arabic / Arabic RTL,Arabic RTL source witness AR-SRC-COURSE-006: algebra; rings; fields; modules; groups,https://edu.qu.edu.iq/wp-content/uploads/sites/14/2025/09/%D9%88%D8%B5%D9%81-%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A7%D9%84%D8%A7%D9%83%D8%A7%D8%AF%D9%8A%D9%85%D9%8A-%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A7%D8%AA-%D8%B9%D8%B1%D8%A8%D9%8A-%D9%86%D9%87%D8%A7%D8%A6%D9%8A-2025-2026.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
