"row_id","language_group","language","status","source_rank","source_id","title","topic_tags","source_level","format_provenance","url","license_signal","local_pdf_path","local_pdf_sha256","local_pdf_bytes","local_text_path","local_text_sha256","local_text_bytes","terms_evidenced","authority_boundary","next_action"
"blocked_montenegrin_math_algebra_source","South Slavic","Montenegrin","local_fulltext_witness","primary_local_reference_plus_official_ects_control","montenegrin_ucg_finite_fields_and_ects_controls","Teorija kodiranja i konacna polja, UCG/PMF Podgorica 2017","Montenegrin/UCG algebra; finite fields; rings; polynomial rings; Galois; coding theory","University of Montenegro specialist thesis PDF plus extracted text, with UCG ECTS HTML control; no TeX/source package","UCG/PMF Podgorica full PDF cached locally on 2026-07-04; UCG ECTS program HTML cached for broader Algebra/Linear Algebra course controls","https://vladimirbozovic.net/univerzitet/bozovic/wp-content/uploads/2018/09/Teorija-kodiranja-i-kona%C4%8Dna-polja-v2.pdf ; https://www.ucg.ac.me/SP_ECTS.php?oz_del=7&sif_del=1&sif_mat=2","public web PDF/HTML; reuse license not established; no license clearance claimed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\cnr_ucg_teorija_kodiranja_i_konacna_polja_2017.pdf","F175D3BB5B754207A4F55112A4869323501AA8654F937AC9007480B8BF8ED906","441572","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\cnr_ucg_teorija_kodiranja_i_konacna_polja_2017.pdftotext.txt ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\cnr_ucg_ects_matematika_i_racunarske_nauke_2017.html","C1A8AA0297872771F3B5D831CD94CAAADF8A2821009C3E09703A8B515B7A1F68 ; 353DAD478A952DD60F876852539A0E8D776B2533CCB2B9B3B44DA5D9CAFE76EE","85782 ; 475935","konacna polja; polje; prsten; komutativni prsten; prsten polinoma; Galois; UCG ECTS: grupoid, polugrupa, monoid, grupa, prsten, tijelo, polje, ideals/factor-rings","Montenegrin/UCG source-canon witness; BCS-shared forms are not native review and do not authorize Croatian/Serbian inference without review gate","seek UCG algebra textbook/source package if needed; otherwise preserve PDF/HTML hash evidence and route term changes through accepted-correction gate"
"mathref_serbian_belgrade_algebra_i_lecture9","South Slavic","Serbian","local_fulltext_witness","primary_local_reference","serbian_belgrade_algebra_i_lecture9","Algebra I predavanja 9","rings; fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://poincare.matf.bg.ac.rs/~zoran.petrovic/Algebra%28I%29-predavanja_9.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\serbian_belgrade_algebra_i_lecture9.pdf","D9387411DF94C801D4452D15E7FCF17293B692BA29338449D138D6CA304AADE1","153129","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\serbian_belgrade_algebra_i_lecture9.txt","E46326B08B3CB17A69482E90BBF09C1CAAB2DE4037D4F9F2662331834FB9D93B","32450","prsten; polje; komutativ; grupa","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_slovenian_komutativna_algebra_noetherian","South Slavic","Slovenian","local_fulltext_witness","primary_local_reference","slovenian_komutativna_algebra_noetherian","Komutativna algebra 2004/05: zakljucne naloge","Noetherian/Hilbert basis; rings; fields/Galois; modules; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://users.fmf.uni-lj.si/kosir/poucevanje/0405/komalg-dnzak.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\slovenian_komutativna_algebra_noetherian.pdf","E954B49C9DD9BC572094B865178F8AD95C117E787C7020D3A2B00AD87772DE53","99227","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\slovenian_komutativna_algebra_noetherian.txt","B0DBF4638CC5F8543F955B903E304B3E3C5FB6D2F27ED8CBC56D39596945A4AF","6098","noetherski kolobar; noetherski modul; ideal; kolobar; obseg","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_slovenian_uvod_v_algebro","South Slavic","Slovenian","local_fulltext_witness","primary_local_reference","slovenian_uvod_v_algebro","Uvod v algebro","rings; fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://users.fmf.uni-lj.si/bresar/documents/UvodVAlgebro2018.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\slovenian_uvod_v_algebro.pdf","7AA2535DF2CD7E8F30E78D01715974D37C25D39D5CAA0456151DE813C13D6821","1267170","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\slovenian_uvod_v_algebro.txt","91655EC9EA8A0F5694DF81794ED2EB16C196C1CECA189F8ADC3A887894DD1B72","557511","kolobar; polje; algebra; homomorfizem; ideal","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_czech_cuni_algebra_2021","West Slavic","Czech","local_fulltext_witness","primary_local_reference","czech_cuni_algebra_2021","Ucebni text Algebra 2020/21","rings; fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://karlin.mff.cuni.cz/~kala/2021alg/algebra21.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\czech_cuni_algebra_2021.pdf","0737A40AD7C560CA8988BBD5D85762DFFB4791E67CCA0BA4F3CA8A2F4EBE65CE","2641741","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_cuni_algebra_2021.txt","98AB0434150979DFAA640CA2A642B25FEB9D03BD733867F27ECBBD98090154B1","381549","okruh; teleso; komutativni; podteles; rozsireni teles","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_czech_cuni_noncommutative_body_thesis","West Slavic","Czech","local_fulltext_witness","primary_local_reference","czech_cuni_noncommutative_body_thesis","Czech thesis reference using nekomutativni teleso","fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1","local text contains possible license/copyright/ISBN signal; inspect source before reuse: Univerzita Karlova v Praze má právo na uzavření licenční smlouvy o užití této práce","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\czech_cuni_noncommutative_body_thesis.pdf","DDC68FA8BCFE15C190EF8D5A78B4B56920FFEFF8D8486A8E54A02A5E864F504F","391722","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_cuni_noncommutative_body_thesis.txt","9581A7657881B2AC10E7FC862A1BA2EF8F19D801964BD7C7307C4FE7127B348B","46527","nekomutativni teleso; jednoducha; algebra; izomorfismus","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_czech_cuni_representation_idempotents","West Slavic","Czech","local_fulltext_witness","primary_local_reference","czech_cuni_representation_idempotents","Vyznacne prvky grupovych okruhu","fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://dspace.cuni.cz/bitstream/handle/20.500.11956/127526/120389931.pdf?sequence=1","local text contains possible license/copyright/ISBN signal; inspect source before reuse: že Univerzita Karlova má právo na uzavření licenční smlouvy o užití této práce / New York, 1977. ISBN 978-0-471-02272-5.","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\czech_cuni_representation_idempotents.pdf","E5A089E19940503C1B3CB418A3045F0AA1B649E3D1810F3E798BD7982324C0EB","911997","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_cuni_representation_idempotents.txt","5AD9CC505438D174A3B23BF84E5CD812C224B43151C09FE5C96B0763625F8851","114174","primitivni idempotent; leve idealy; jednoduchy; rozklad; reprezentace","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_czech_cuni_telesa_pole_note","West Slavic","Czech","local_fulltext_witness","primary_local_reference","czech_cuni_telesa_pole_note","Telesa, pole terminology note","rings; fields/Galois","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://www.karlin.mff.cuni.cz/~becvar/LA-dotaz3.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\czech_cuni_telesa_pole_note.pdf","D4F68D359C2B50DADF954CABA682C4B66CE49E7E3D24294F3F3B2951675D6E8B","54193","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_cuni_telesa_pole_note.txt","1E3B04AD05B666B17FA0EED595268E783A533F7C2E0B26EDA7717C5CD61DDE31","7499","nekomutativni teleso; komutativni teleso; pole; okruh","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_czech_karlin_commutative_rings_fields","West Slavic","Czech","local_fulltext_witness","primary_local_reference","czech_karlin_commutative_rings_fields","Komutativni okruhy: Teorie teles a jeji aplikace","Noetherian/Hilbert basis; rings; fields/Galois; modules; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://www.karlin.mff.cuni.cz/~ruzicka/komalg/telesa.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\czech_karlin_commutative_rings_fields.pdf","0F139BE9D0FD542F9A72ADFDCF698C7643036CDA19377C14B0C01F5F50799DF9","481280","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_karlin_commutative_rings_fields.txt","F38BCC4639F876F49D0544E0A93D6FE940F9A76A55E1B892DD03BA8A10899AF0","67784","noetherovsky okruh; modul; Hilbertova o bazi; teleso; ideal","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_czech_karlin_galois_splitting_field","West Slavic","Czech","local_fulltext_witness","primary_local_reference","czech_karlin_galois_splitting_field","Algebra 2: Rozkladove teleso","fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://www.karlin.mff.cuni.cz/~stovicek/dl/19-20-ls/algebra2_04052020.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\czech_karlin_galois_splitting_field.pdf","44E8DCB249CDB5D6B084BAD33F1141367C0FD92A14745092594DA6228BE4577C","146172","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_karlin_galois_splitting_field.txt","63838C135F4AC6C6F1CE779469FCA3C4A3C37FDDADF8197DE1BB2ECEC5A0AD21","7996","rozkladove teleso; existuje; jednoznacne; teleso; isomorfismus","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_polish_impan_algebra_lecture3","West Slavic","Polish","local_fulltext_witness","primary_local_reference","polish_impan_algebra_lecture3","Algebra z geometria: pierscienie, ciala i homomorfizmy","rings; fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://www.impan.pl/~pmh/teach/algebra/lectures/lecture3.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_impan_algebra_lecture3.pdf","36859CBC3EEDC4003A84CF21174FD2F339AA53157AB4708A262CB799B2B34DA2","131333","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_impan_algebra_lecture3.txt","2C8D15E14E196533F8E0790325A4F1923FF5B54824EA87C8A44AD046CACDB684","6777","pierscieni; cial; homomorfizmem; grup","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_polish_mimuw_algebra2_galois","West Slavic","Polish","local_fulltext_witness","primary_local_reference","polish_mimuw_algebra2_galois","Algebra 2","fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://www.mimuw.edu.pl/~aboj/algebra2/algebra_2.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_mimuw_algebra2_galois.pdf","D4E871500B4A874E0485EBE8CF29A7DAA2ABB12777C3DC4B55C129CD093D95F6","218544","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_mimuw_algebra2_galois.txt","0853EC4137047BD878E7D345ADEB69CFBD31F0EA8DE6D21ED1A910A8BF70C6CD","78994","cialo rozkladu; teoria Galois; izomorfizm; rozszerzenie; grupa Galois","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_polish_mimuw_left_ideals_idempotents","West Slavic","Polish","local_fulltext_witness","primary_local_reference","polish_mimuw_left_ideals_idempotents","Polgrupa klas sprzezonosci idealow lewostronnych algebry lacznej","groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://mimuw.edu.pl/~amecel/prezentacja_Mecel.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_mimuw_left_ideals_idempotents.pdf","392464B73274B97C2B0C751608AB256EBAC7BCA2BF9C6F86772BE2CD08E1CE9F","602833","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_mimuw_left_ideals_idempotents.txt","44764FFAED205328E1D2F39FA5E841827160B77D1243818F80322797F3F58C4A","10635","ideal lewostronny; idempotent; algebry lacznej; sprzezonosci; klas","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_polish_mimuw_noncommutative_body","West Slavic","Polish","local_fulltext_witness","primary_local_reference","polish_mimuw_noncommutative_body","MIMUW forms notes with nieprzemienne cialo kwaternionow","fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://www.mimuw.edu.pl/~torunczy/GAL/09-10/Sem2/VII.KW.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_mimuw_noncommutative_body.pdf","97BC4806785E5A0EFCD0139ABFA9FA1A895CD8BB0447675882034B64A1853989","611659","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_mimuw_noncommutative_body.txt","0A9E5A16E340C45D1A23738411FEDC7DA5FC1C3DED2570C0C55901D7550B8B00","166898","nieprzemienne cialo; kwaternionow; algebra","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_polish_uj_algebra1_noetherian","West Slavic","Polish","local_fulltext_witness","primary_local_reference","polish_uj_algebra1_noetherian","Algebra I","Noetherian/Hilbert basis; fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://slawomir-cynk.u.matinf.uj.edu.pl/images/videos/AlgebraI.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_uj_algebra1_noetherian.pdf","557F3561FF48F81DD9BBEF9C7D8876EFE4D7AF216DD4161582F6EEA0D8E3DF33","446897","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_uj_algebra1_noetherian.txt","363A8B44A515A75608B3919711DBA6DDC8F9BD0399703F0EC26A249F501C6129","180927","twierdzenie Hilberta o bazie; cialo rozkladu; rozszerzenie cial; izomorfizmem cial; ideal","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_polish_uwr_algebra2_rings","West Slavic","Polish","local_fulltext_witness","primary_local_reference","polish_uwr_algebra2_rings","Algebra II: Pierscienie","rings; fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://ii.uni.wroc.pl/~kosciels/algebra/pliki/alg2-03.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_uwr_algebra2_rings.pdf","C6D562F5511D46E7CB0A4A9E0C8E6684B4295CBEDB7C17A9694112B214BC98B9","226473","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_uwr_algebra2_rings.txt","BB93F562BE2E953DA47A70BCCBBF351524019E333ACDC86CB20790D425F94F79","74048","pierscieniem; grupa przemienna; cial; ideal","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_slovak_abstraktna_algebra","West Slavic","Slovak","local_fulltext_witness","primary_local_reference","slovak_abstraktna_algebra","Abstraktna algebra ucebnica","rings; fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf","local text contains possible license/copyright/ISBN signal; inspect source before reuse: Licencia a právo na použitie / Celý dokument je k dispozícii zdarma pod licenciou Creative Commons BY-NC-SA [1].","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\slovak_abstraktna_algebra.pdf","28F59C88C8DA82BB67B66B326767FF845A36999E72C5B92A19FDBD240FF7C6C4","858508","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\slovak_abstraktna_algebra.txt","E60307948BFE8233B6FC163FD54229224072D7B24ECEB5EB3895E89D941CB4CF","199320","okruh; teleso; komutativny; grupa","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
