function_id,surface_form,function,construction_status,first_controlled_use,controlled_use_tranches,usage_check,spanish_comparators,french_comparators,exact_spanish_carrier,exact_french_carrier,dominance_diagnostic,supporting_rationale,adverse_evidence,human_observations,native_validation,promotion_effect,review_status
F017,de,"source, possession and analytic compound preposition",active_test_rule,R823_HG_T001:T-001,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,de,de,True,True,both_exact,Stable analytic compound marker across the test terminology.,Exact Spanish/French carrier and semantically overloaded.,0,False,none,human_and_multibranch_review_required
F018,in,"location, domain and state preposition",active_test_rule,R823_HG_T001:T-004,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,en,dans|en,False,False,no_exact_dominant_carrier,Latin/Italian/Catalan-compatible form rotates away from a single dominant standard.,Semantic range is provisional; French and Spanish distribute en/dans differently.,0,False,none,human_and_multibranch_review_required
F019,con,instrument or accompaniment preposition,active_test_rule,R823_HG_T001:T-004,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,con,avec,True,False,spanish_exact,Transparent Western/Italian form with fixed analytic use.,Exact Spanish carrier; Romanian and French diverge.,0,False,none,human_and_multibranch_review_required
F020,per,"cause, means and agent preposition",active_test_rule,R823_HG_T001:T-007,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,por|para,par|pour,False,False,no_exact_dominant_carrier,Catalan/Italian-shaped form prevents Spanish por/para or French par/pour alternation.,Collapses several semantic relations and needs clause-level checking.,0,False,none,human_and_multibranch_review_required
F021,a,goal or self-map boundary preposition,active_test_rule,R823_HG_T001:T-014,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,a,à|au,True,False,spanish_exact,One short goal marker is used in explicit domain-to-codomain phrases.,Exact Spanish carrier; French diacritic and Romanian/Italian distribution differ.,0,False,none,human_and_multibranch_review_required
F022,pro,purpose marker,active_test_operator_unreviewed,R823_HG_T005:T-059,R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,para,pour,False,False,no_exact_dominant_carrier,Distinct form prevents a Spanish/French purpose-preposition pivot.,Learned/Interlingua-looking form with no cohort evidence.,0,False,none,human_and_multibranch_review_required
F023,sur,mapped-onto relation,active_test_operator_high_risk,R823_HG_T001:T-018,R823_HG_T001;R823_HG_T008,surface_sequence_found_in_target_tex,sobre|en,sur,False,True,french_exact,Kept only where the clause map and displayed arrow jointly constrain the map relation.,Exact French carrier and possible false surjectivity reading; candidate for replacement.,0,False,none,human_and_multibranch_review_required
F024,iste,attributive demonstrative,active_test_rule,R823_HG_T001:T-004,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,este|esta,ce|cet|cette,False,False,no_exact_dominant_carrier,Invariant learned form avoids Spanish gender agreement. T008 confirms the invariant surface after repairing the rejected plural istes.,Latin/Interlingua appearance and no native-neutral status. Number-inflected istes is explicitly rejected by the live T008 contract.,0,False,none,human_and_multibranch_review_required
F025,isto,clausal demonstrative,active_test_rule,R823_HG_T001:T-007,R823_HG_T001;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T008,surface_sequence_found_in_target_tex,esto,cela|ceci,False,False,no_exact_dominant_carrier,Separates propositional reference from attributive iste.,Portuguese-weighted and potentially opaque elsewhere.,0,False,none,human_and_multibranch_review_required
F026,illo,invariant anaphoric pronoun,active_test_operator_high_risk,R823_HG_T003:editorial-note,R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,ello|lo,il|cela,False,False,no_exact_dominant_carrier,Avoids gendered antecedent agreement in long mathematical clauses.,Interlingua-specific dependency and likely false parse; explicit review queue item.,0,False,none,human_and_multibranch_review_required
F027,cata,distributive universal,active_test_operator_unreviewed,R823_HG_T001:T-021,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,cada,chaque,False,False,no_exact_dominant_carrier,One invariant distributor supports equation-indexed quantification.,Constructed spelling and no human evidence.,0,False,none,human_and_multibranch_review_required
F028,tote,universal quantifier,active_test_operator_unreviewed,R823_HG_T002:T-027,R823_HG_T002;R823_HG_T005;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,todo|toda|todos|todas,tout|toute|tous|toutes,False,False,no_exact_dominant_carrier,Invariant form avoids gender and number paradigms.,French-adjacent and artificial for all standards.,0,False,none,human_and_multibranch_review_required
F029,nulle,negative quantifier,active_test_operator_unreviewed,R823_HG_T001:limits-note,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,ningun|ninguna,nul|nulle|aucun,False,True,french_exact,Fixed form gives explicit negative scope without gender alternation.,Exact French feminine carrier and high-register/constructed elsewhere.,0,False,none,human_and_multibranch_review_required
F030,de novo,iteration or recurrence operator,active_test_operator_unreviewed,R823_HG_T006:T-060,R823_HG_T006,surface_sequence_found_in_target_tex,de nuevo,de nouveau,False,False,no_exact_dominant_carrier,Shared learned components avoid copying either full dominant phrase.,Still transparent calquing; register and processing untested.,0,False,none,human_and_multibranch_review_required
F031,in prime loco,ordered proof-stage marker,active_test_operator_unreviewed,R823_HG_T006:T-063,R823_HG_T006,surface_sequence_found_in_target_tex,en primer lugar,en premier lieu,False,False,no_exact_dominant_carrier,Explicit learned ordinal phrase marks proof structure.,Long and artificial; Latinism risk.,0,False,none,human_and_multibranch_review_required
F032,in secunde loco,ordered proof-stage marker,active_test_operator_unreviewed,R823_HG_T006:T-064,R823_HG_T006,surface_sequence_found_in_target_tex,en segundo lugar,en second lieu,False,False,no_exact_dominant_carrier,Pairs transparently with in prime loco.,Long and artificial; ordinal morphology unvalidated.,0,False,none,human_and_multibranch_review_required
F033,in ultra,additive discourse operator,active_test_operator_unreviewed,R823_HG_T003:T-034,R823_HG_T003,surface_sequence_found_in_target_tex,ademas,en outre,False,False,no_exact_dominant_carrier,A fixed learned operator avoids alternating Spanish and French connectors.,Latinism and possible processing cost.,0,False,none,human_and_multibranch_review_required
F034,per causa del,explicit causal phrase with de-plus-article contraction,active_test_operator_unreviewed,R823_HG_T004:T-042,R823_HG_T004,surface_sequence_found_in_target_tex,a causa del|por,a cause de|parce que,False,False,no_exact_dominant_carrier,Analytic phrase keeps causal scope visible and records the contraction actually used in the tranche.,Long and partly calqued; the contraction is Spanish/Italian-shaped and exact cross-family acceptability is unknown.,0,False,none,human_and_multibranch_review_required
F035,per exemplo,example-introduction operator,active_test_operator_unreviewed,R823_HG_T001:T-008,R823_HG_T001,surface_sequence_found_in_target_tex,por ejemplo,par exemple,False,False,no_exact_dominant_carrier,Hybrid shared-root form avoids either complete dominant carrier.,May look like malformed Spanish/French; no human evidence.,0,False,none,human_and_multibranch_review_required
F036,non solmente ... ma etiam,not-only-but-also construction,active_test_rule,R823_HG_T001:T-008,R823_HG_T001,surface_sequence_found_in_target_tex,no solamente ... sino tambien,non seulement ... mais aussi,False,False,no_exact_dominant_carrier,Fixed three-part scope replaces source-language alternation and keeps both focus particles visible.,Highly learned and artificial; long-distance scope needs clause mapping.,0,False,none,human_and_multibranch_review_required
F037,si e solmente si,biconditional operator,active_test_rule,R823_HG_T006:T-062,R823_HG_T006;R823_HG_T007,surface_sequence_found_in_target_tex,si y solo si,si et seulement si,False,False,no_exact_dominant_carrier,A fixed phrase plus the displayed biconditional arrow prevents one-way weakening.,Close to both dominant standards and not human-tested.,0,False,none,human_and_multibranch_review_required
F038,relative a,coordinate/basis relation marker,active_test_operator_unreviewed,R823_HG_T003:T-032,R823_HG_T003,surface_sequence_found_in_target_tex,respecto de|relativo a,relativement a|dans la base,False,False,no_exact_dominant_carrier,Keeps the relation explicit and stable across basis-change statements.,Could be read adjectivally; dominant standards lexicalize this relation differently.,0,False,none,human_and_multibranch_review_required
F039,ubi,local definitional locator,active_test_operator_high_risk,R823_HG_T006:T-062A,R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,donde,ou|où,False,False,no_exact_dominant_carrier,Short learned marker introduces a tightly local symbol definition.,Latinism and likely unfamiliar; replace if cohort evidence is adverse.,0,False,none,human_and_multibranch_review_required
F040,nos,first-person plural proof agent,active_test_operator_high_risk,R823_HG_T006:T-061,R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,nos|nosotros,nous,True,False,spanish_exact,Makes the constructive proof agent explicit where impersonal se would obscure deliberate steps.,Exact Spanish clitic carrier and a new person contrast not covered by a full paradigm.,0,False,none,human_and_multibranch_review_required
F041,ora,proof-transition marker,active_test_operator_unreviewed,R823_HG_T004:T-047,R823_HG_T004,surface_sequence_found_in_target_tex,ahora,maintenant,False,False,no_exact_dominant_carrier,Italian-shaped short transition avoids the old alora collision.,May be read temporally and is not cross-family neutral.,0,False,none,human_and_multibranch_review_required
F042,del,contraction of de plus invariant le,active_test_rule_high_risk,R823_HG_T001:T-008,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,del,du|des|de la,True,False,spanish_exact,Records the contraction already present in the test prose instead of leaving it as undeclared morphology.,Exact Spanish and Italian carrier; it undermines strict article invariance unless contraction behavior is separately learned.,0,False,none,human_and_multibranch_review_required
F043,al,contraction of a plus invariant le,active_test_rule_high_risk,R823_HG_T001:T-011+T-012,R823_HG_T001;R823_HG_T002;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,al,au|a la|à la,True,False,spanish_exact,Records the contraction already present in map and correspondence phrases.,Exact Spanish and Italian carrier; French uses a different contraction and the profile has no wider contraction paradigm.,0,False,none,human_and_multibranch_review_required
F044,su,invariant possessive determiner,active_test_rule,R823_HG_T001:T-009,R823_HG_T001;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007,surface_sequence_found_in_target_tex,su|sus,son|sa|ses,True,False,spanish_exact,One possessive form suppresses gender and number agreement in the test layer.,Exact Spanish singular carrier; antecedent number and possessor number can be ambiguous.,0,False,none,human_and_multibranch_review_required
F045,lor,invariant anaphoric possessive,active_test_operator_high_risk,R823_HG_T004:T-045,R823_HG_T004;R823_HG_T006,surface_sequence_found_in_target_tex,su|sus,leur|leurs,False,False,no_exact_dominant_carrier,Separates a discourse-anaphoric possessor from su in formula commentary.,French-adjacent and not declared by the original base grammar; its division of labor with su needs human review.,0,False,none,human_and_multibranch_review_required
F046,toto,clausal or pronominal universal,active_test_operator_high_risk,R823_HG_T006:T-066,R823_HG_T006,surface_sequence_found_in_target_tex,todo,tout,False,False,no_exact_dominant_carrier,Records the actually used pronominal counterpart to attributive tote.,Introduces a tote/toto morphological contrast absent from the original invariant-quantifier rule.,0,False,none,human_and_multibranch_review_required
F047,ni,negative additive coordination,active_test_operator_unreviewed,R823_HG_T005:editorial-note,R823_HG_T005;R823_HG_T006;R823_HG_T007,surface_sequence_found_in_target_tex,ni,ni,True,True,both_exact,Keeps paired exclusions visible in controlled semantic commentary and in the Chapter-II motivation.,An exact Spanish/French carrier and therefore a dominance risk; the construction remains provisional.,0,False,none,human_and_multibranch_review_required
F048,como,comparison or predicative-role marker,active_test_operator_unreviewed,R823_HG_T001:T-014,R823_HG_T001;R823_HG_T003;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,como,comme,True,False,spanish_exact,"Marks citation, comparison and definitional roles without adding gender agreement.",Exact Spanish carrier; its causal and comparative readings require local clause control.,0,False,none,human_and_multibranch_review_required
F049,usque nunc,bounded temporal back-reference,active_test_operator_unreviewed,R823_HG_T007:T-069,R823_HG_T007,surface_sequence_found_in_target_tex,hasta ahora,jusqu'ici,False,False,no_exact_dominant_carrier,Makes the back-reference to the preceding representation theory explicit.,Learned hybrid and potentially opaque; neither dominant standard uses the exact sequence.,0,False,none,human_and_multibranch_review_required
F050,a prime passo,first construction-stage operator,active_test_operator_unreviewed,R823_HG_T007:T-072,R823_HG_T007,surface_sequence_found_in_target_tex,en un primer paso,dans un premier temps,False,False,no_exact_dominant_carrier,Separates the initial formal-set definition from the later multiplication rule.,Artificial analytic phrase with no human processing evidence.,0,False,none,human_and_multibranch_review_required
F051,ambe,dual universal quantifier,active_test_operator_unreviewed,R823_HG_T007:editorial-note,R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,ambos,les deux,False,False,no_exact_dominant_carrier,States that both printed left factors retain the same source index.,Italian/learned-looking form; not an exact dominant-standard carrier and unvalidated.,0,False,none,human_and_multibranch_review_required
F052,mesme,anaphoric identity/emphasis marker,active_test_operator_unreviewed,R823_HG_T001:T-015,R823_HG_T001;R823_HG_T002;R823_HG_T004;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,mismo,même,False,False,no_exact_dominant_carrier,Marks referential identity and prevents the later source-faithful repeated factor from being mistaken for an accidental omission. T008 retains mesme for referential identity while scalar mesmo receives a separate entry.,French-adjacent spelling and an undeclared agreement contrast outside this fixed use. Mesmo is not licensed as an agreement variant or free allomorph.,0,False,none,human_and_multibranch_review_required
F053,plus forte,comparative-strength phrase,active_test_operator_unreviewed,R823_HG_T007:editorial-note,R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,más fuerte,plus forte,False,True,french_exact,Marks that commutative-field status is a stronger final condition than the initial center condition.,Exact French feminine carrier and not morphologically generalized.,0,False,none,human_and_multibranch_review_required
F054,ja,prior-state/already adverb,active_test_operator_unreviewed,R823_HG_T007:T-074,R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,ya,déjà,False,False,no_exact_dominant_carrier,Marks that multiplication of the basis elements was defined before scalar extension.,Very short and vulnerable to cross-language spelling mismatch; no cohort evidence.,0,False,none,human_and_multibranch_review_required
F055,quasi,approximation or evidential qualifier,active_test_operator_unreviewed,R823_HG_T007:T-071,R823_HG_T007,surface_sequence_found_in_target_tex,casi,quasi,False,True,french_exact,Preserves Noether's qualification that the omitted proof is nearly self-evident.,Exact formal French carrier; register and pragmatic force vary across branches.,0,False,none,human_and_multibranch_review_required
F056,segun,source-attribution preposition,active_test_operator_unreviewed,R823_HG_T008:T-080,R823_HG_T008,surface_sequence_found_in_target_tex,según|de acuerdo con,selon|d'après,False,False,no_exact_dominant_carrier,Introduces the exact M. Z. section locator without turning it into a proof premise.,Portuguese/Galician-adjacent and one accent away from Spanish; the form has no human access evidence.,0,False,none,human_and_multibranch_review_required
F057,aqui,local discourse-anchor adverb,active_test_operator_unreviewed,R823_HG_T008:T-083,R823_HG_T008,surface_sequence_found_in_target_tex,aquí,ici,False,False,no_exact_dominant_carrier,Anchors the local definition of t to the immediately displayed quotient rank.,Exact in Portuguese/Galician and accent-adjacent to Spanish; discourse processing is untested.,0,False,none,human_and_multibranch_review_required
F058,al maxime,upper-bound operator,active_test_operator_unreviewed,R823_HG_T008:T-083,R823_HG_T008,surface_sequence_found_in_target_tex,como máximo|a lo sumo,au plus|tout au plus,False,False,no_exact_dominant_carrier,Marks the non-strict upper bound t less than or equal to n in prose beside the formulaic variables.,An analytic constructed sequence rather than a native-neutral pan-Romance form.,0,False,none,human_and_multibranch_review_required
F059,il existe,existential clause operator,active_test_operator_unreviewed,R823_HG_T008:T-085,R823_HG_T008,surface_sequence_found_in_target_tex,existe|hay,il existe,False,True,french_exact,Introduces the exact cardinality assertion for the t homomorphisms.,Exact French carrier and therefore an explicit French-dominance risk.,0,False,none,human_and_multibranch_review_required
F060,pois,causal-sequential connector,active_test_operator_unreviewed,R823_HG_T008:editorial-note,R823_HG_T008,surface_sequence_found_in_target_tex,pues|puesto que|después,puisque|puis,False,False,no_exact_dominant_carrier,Makes the algebraic-closure step follow the finite-degree-field decomposition in the source audit.,Portuguese/Galician-shaped and semantically spans causal and sequential uses; fixed here to the stated inference.,0,False,none,human_and_multibranch_review_required
F061,ante,temporal-before preposition,active_test_operator_unreviewed,R823_HG_T003:editorial-note,R823_HG_T003;R823_HG_T008,surface_sequence_found_in_target_tex,antes de,avant,False,False,no_exact_dominant_carrier,"Marks temporal deferral: T003 postpones modernization until historical review, and T008 keeps section-7 map types out of section 6.",Spanish ante has broader literary and spatial readings; this registry permits only the temporal-before reading.,0,False,none,human_and_multibranch_review_required
F062,solmente,restrictive focus particle,active_test_operator_unreviewed,R823_HG_T001:T-016,R823_HG_T001;R823_HG_T005;R823_HG_T006;R823_HG_T007;R823_HG_T008,surface_sequence_found_in_target_tex,solamente|solo,seulement|uniquement,False,False,no_exact_dominant_carrier,Scopes a restriction over one constituent; its paired use inside non solmente ... ma etiam remains separately registered.,Close to both dominant standards and potentially confused with the longer biconditional and not-only constructions.,0,False,none,human_and_multibranch_review_required
F063,mesmo,scalar emphasis particle (even/just),active_test_operator_unreviewed,R823_HG_T008:T-080,R823_HG_T008,surface_sequence_found_in_target_tex,incluso|aun|hasta,même,False,False,no_exact_dominant_carrier,"In il suffice mesmo, adds scalar emphasis to the permitted restriction without expressing referential identity.",Portuguese/Galician form; it is not an agreement variant or free allomorph of controlled mesme.,0,False,none,human_and_multibranch_review_required
