"file_path","bytes","sha256","media_type","role","scope","authority_basis","public_caveat","supersession"
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_CSV_ARTIFACT_VALIDATION_I_8.txt","2530","F1A6D375F38EF4EF2E53DAC7B177511023449E449680F8649C35697A2571696F","text/plain","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_INDEX_RESTORATION_DEBT.csv","3432","9AE70AD9881A3EA831FC34F51EE9831E6DE765D1F3AA09470AC6C1ED71013D83","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_MACHINE_VALIDATION_I_8.txt","576","A310882113DD3A0DE788E43D999E0987EF85682246B6B45BF1D9C2EC8D94E09A","text/plain","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I4_DIFFICULTY_FAILURE_REVISION.jsonl","31360","DE203D7E77A0220825EAC043DB2D59D7FE8F5104EE9D59138F299DD37B9768B6","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I4_EVIDENCE_GRAPH.jsonl","14984","74DABF496068F38BBD45C26940F733B9A4C4BC75A6CDA52DEF35A4FD5CD73266","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I5_DIFFICULTY_FAILURE_REVISION.jsonl","18185","25A938B1CA04C4F4DF7B567030898144054262A11CDBEEA8FCA2D18C90E5F67F","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I5_EVIDENCE_GRAPH.jsonl","15607","829BEF38B4BDD32C3ACF16DC3BEA9B53C8044F9EEB4A75727FFD04EB7E5F03D0","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I6_DIFFICULTY_FAILURE_REVISION.jsonl","6209","0085EA8B8A058E5B072ACB6A88353B9DADAE6D1423126456A8B722EEF9F2CE33","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I6_EVIDENCE_GRAPH.jsonl","8513","91E3EAF27D19212F52FEF8A3E0A81C550973588AC5845551B85E91B113D197DC","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I7_DIFFICULTY_FAILURE_REVISION.jsonl","53549","531132604338670BF1EBFB57E982F7142EBB4C83BAB8D422F1CFA186BD578DB7","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I7_EVIDENCE_GRAPH.jsonl","27690","819F6CFA1B8E200F6118E83D6A3E5EBBB61D59F21A2E9E42DFB37FA85FD5B5AF","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I8_DIFFICULTY_FAILURE_REVISION.jsonl","28229","5708795988B038EEFC0FA478314CEC738914ACA33104D185C2F0C0D0CB727938","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_I8_EVIDENCE_GRAPH.jsonl","12860","35866EEF4552BF5E17AF8E9758646ABDDC34A59FA82F82ABB69A34CE8FE954FF","application/x-ndjson","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_MACHINE_LEDGER_SCHEMA_v5.json","7651","84E03175E3F579EE08FFD0A91057F2DFC37CE239FDADD5E07797EA3176F71B6C","application/json","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_NORMALIZATION_DELTA_I_8.csv","2574","D2240F136C517DA3EA4D185B1DE7A208816BC10BE01CC000FC26DAD152C24456","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SGA1_NORMALIZATION_DELTA.csv","15719","6F1A20CAFF3F5845BE60A960336A886B481AA0C623D90E8FC97D3787EC496B6C","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_COMPARISON_I_0_1.csv","2818","875CAB55C8D335DF721EE7B3C3D8615A16E74DBC616C2F4294CE0FA134681791","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_COMPARISON_I_2.csv","1580","EEEF31C2BA1756EB4B7DAF8B026BC8741010E20ED83F2CD751E3A02BDC92C479","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_COMPARISON_I_3.csv","2526","8C41FB9ED91CC98B923D220312A99BEF2F57F6573586AD59D5BFE45143E5E0E4","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_COMPARISON_I_4.csv","2666","6E5A87ECF4B4EF6DDED8DEA0F5F25AC70A2BF357438FCA59148FCB49084F5923","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_COMPARISON_I_5.csv","7349","38A7865A1CF00396E7F6C6132D919129C93F53D9ECE00A238BB06568EE05BD86","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_COMPARISON_I_6.csv","4406","5A18A4D6334B83FDFE94BD49427BD83918BD61DE0CB8A3405515571B252BB229","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_COMPARISON_I_7.csv","9929","445E5B1A2B7644DF1A4D2EC053EE59E312526990116D32703F786885EEB16B22","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_COMPARISON_I_8.csv","6034","EEF8716C10B82F0A989042F1402FA78270FCD02F5B60C4B71C3B7CA615051C92","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_FORMULA_AND_STRUCTURE_CHECK_I_0_1.csv","1989","D9398F0E33C96D73913E882E412FBD8C70C5E21711DF70A3747F659D979DF3F5","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_FORMULA_AND_STRUCTURE_CHECK_I_2.csv","1366","7939CE11BD9BE324C42206C27C4019C8E115C5C96E98A42CAC17011DAFCFE60C","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
"evidence/predecessor_i8_r4_machine_controls/PUBLIC_SOURCE_FORMULA_AND_STRUCTURE_CHECK_I_3.csv","2460","D728AE97CFD188702DFA51426D43352DB8702C515F0C7C48809B143C37E5817C","text/csv","byte-preserved historical I.8 r4 machine-audit control","SGA1 Expose I opening through Proposition I.9.1; French lines 556-1703; line 1704 excluded.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls are comparison-only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination.","If archive-reviewed and published, supersedes opening-through-I.8 r4 as current bounded SGA1 surface; all predecessors remain preserved."
