expose,relative_path,old_sha256,new_bytes,new_sha256,reader_bytes,reader_sha256,reader_apparatus_removals
IX,ix/components/03_expose_IX_sections_4_5.tex,B2B3AF25A0A4734F113062CC97D73942D871C19CD41B7C49E9501A6E030E7771,50230,50CD2FF64AA6546855CBD8E5E4E02A752EC17CA654B9DF16E8618518D9E9913E,49666,FE1BDC4799DA25CBF31213A2D6E0B4099053AC8B64484EC1E6F61529F2756A16,4
IX,ix/components/04_expose_IX_sections_6_7.tex,728EA174E07F0BB32381A92BDC3167D2AEC9539DD59A48DFA9BB615CAD4E156F,29098,03D8A0257BE3974ADB583485361C89AA7F884C83D51513BE065FAF353327DE5E,29008,30E08647A291B33403C43E4D1D6DCA6852EA7CC8E35690A81CFCE943D6B2A98D,1
IX,ix/components/05_expose_IX_section_8_and_bibliography.tex,A68D5E2A5DAD4A2E3C00B7A3110196B303BDAAC1507BC463D559367CE6BDCF70,9316,A68D5E2A5DAD4A2E3C00B7A3110196B303BDAAC1507BC463D559367CE6BDCF70,9316,A68D5E2A5DAD4A2E3C00B7A3110196B303BDAAC1507BC463D559367CE6BDCF70,0
XI,xi/components/01_expose_XI_opening_through_remark_1_5.tex,C83ABD50D7FBBCD5B42F8054C99FE73F82C6BDF1837E50287CBADB6F62B3546E,12948,FD70221078EDB7539723EDC9F58BF280EC70EDC9DB219D4FD1756FBF6B3F7CC9,12742,C83ABD50D7FBBCD5B42F8054C99FE73F82C6BDF1837E50287CBADB6F62B3546E,2
XI,xi/components/02_expose_XI_remark_1_6.tex,D5767353657FEE6F9CA007AC39CB85AA105B1868EB31DFCF56BFF784DEE920AA,3314,9B35750FC76CE8872D68AD33014DD4BF35E086AF744865CD8E8C5CB49E319309,3314,9B35750FC76CE8872D68AD33014DD4BF35E086AF744865CD8E8C5CB49E319309,0
XI,xi/components/03_expose_XI_remarks_1_7_1_8.tex,FA5C775BFE928333FBB719A8D657B8E1007DB9BCE37EB52DF58F284880F6046B,3578,8228F936DE49850B4B433866C9B76B2C84FAE5CEB7C921A7527FC80179125E77,3411,657E9783E67D620E176CF533C4A951A0FED5964C570461EAF97129C1F8828621,1
XI,xi/components/04_expose_XI_proposition_1_9_through_corollary_1_11.tex,D892BAB8302BBC5A6A23231B906A4906F349FC2B89F6634DDC1DEF15FD035C2C,6104,BEF390F1B675E691C500447D163E38FC032308D37A9487FB65E692DB6780E133,5805,12125D71AB5FB9FA19921187A7A18C3F2F5470495C77873675A0720A6D5E632C,1
XI,xi/components/05_expose_XI_section_2.tex,4B142E80F31BC0056A7B628B5E4850E680483426B379FC7234F126B9D1946F7E,9825,4B142E80F31BC0056A7B628B5E4850E680483426B379FC7234F126B9D1946F7E,9825,4B142E80F31BC0056A7B628B5E4850E680483426B379FC7234F126B9D1946F7E,0
XI,xi/components/06_expose_XI_section_3_opening_through_remark_3_6.tex,711EEFBFC66492D6C14AC973832EF3B43859F111DF6CB1706153482AD889D89A,16059,BE372FA5CD21735BA48D4EB46CEEB42C0762301AD5829F2FADC79D1C2E02B859,15522,D3E0C56F1625AC1438316BF0D55BC652F7A45F0BE45152AF770D82B8A527770F,3
XI,xi/components/07_expose_XI_proposition_3_7_through_corollary_3_11.tex,FD36575E8726BAB5E5857F8D3A61777FBCFF6A1D59DD0967A16D979512411A18,17417,FD36575E8726BAB5E5857F8D3A61777FBCFF6A1D59DD0967A16D979512411A18,17417,FD36575E8726BAB5E5857F8D3A61777FBCFF6A1D59DD0967A16D979512411A18,0
XI,xi/components/08_expose_XI_proposition_3_12_and_remark_3_13.tex,41B2F28F5246B0B423356D9830CF885E4108591EDF69B70AB2B2567D9F19AE23,9219,2044495082BA483C21BD77DB92C71450FE095490DDA02A77F71F6EE24C947FF8,8837,BB5E397B21D7C086E5537DBAE37394352CDBD55040143D4559997F8949DB7D4F,2
XI,xi/components/09_expose_XI_section_4.tex,519D4CCEFCCA2A373494745F1025B3AF487C603BE1A5CF62E94277E162BB99AA,23074,B36B651CA75E4E448DF072752C1266A46FF5178836051F590220CE239B2C043D,22163,86F86C7DB7E273E349A7726EB9768678E274A27E4675A6D4F876E59EB56380FF,4
XI,xi/components/10_expose_XI_section_5.tex,3F8E9A2BC03B3513E9B2D06D93813685DEE9182D2B9EC286D2F8A63C68FCD2BC,19554,3F8E9A2BC03B3513E9B2D06D93813685DEE9182D2B9EC286D2F8A63C68FCD2BC,19554,3F8E9A2BC03B3513E9B2D06D93813685DEE9182D2B9EC286D2F8A63C68FCD2BC,0
XI,xi/components/11_expose_XI_section_6_through_end.tex,6005A146A9A44D57D75661AB30FBFE1448A5083370E911D6470886F75BDE6361,24287,258C86CAEE01590A71C364B5A90DCE28A1ED82466DFD4C391AAC3133767A9C9E,23650,96BD553B0C958BBB34A306E429F4CBFA7FB028524C02541B9624BF4BFB9B59B2,4
XV,xv/tex/components/00_expose_XV_title_and_introduction.tex,338A2F2B1E29B1707D64084244CEB6AD490E7F2BA7194618F14F1699B740F7E9,1722,338A2F2B1E29B1707D64084244CEB6AD490E7F2BA7194618F14F1699B740F7E9,1722,338A2F2B1E29B1707D64084244CEB6AD490E7F2BA7194618F14F1699B740F7E9,0
XV,xv/tex/components/01_expose_XV_section1_opening.tex,C16FDCA8372CF07B5E685F5F068E37A5C4CA3AF19BCDE111FA634A72A9D9C56F,5586,F8F57290BEF247589A08454F35BDF81A138B9ABD717833B27D49F670705220DC,5586,F8F57290BEF247589A08454F35BDF81A138B9ABD717833B27D49F670705220DC,0
XV,xv/tex/components/02_expose_XV_section1_remainder_and_section2.tex,8841504ABA986150B9B0564D15E7A3D511CCE529BFCC936253A90C5AD50942F9,33603,4E56752BD11957D651ACBD233D9E9F05B40CAE38D63D7C759E7DD8052462FCC8,33603,4E56752BD11957D651ACBD233D9E9F05B40CAE38D63D7C759E7DD8052462FCC8,0
XV,xv/tex/components/03_expose_XV_section3.tex,9EB0AD1ED949292B556C781DC2A6C8D7B23D580F4169DF64AD1770941B9775A4,40410,2CBC2C0BD4F5AEB2BED01D03AEFD822719C9A890328AAEC567E39381E6848754,40285,A362DAB6002DDBA22E4B13DA330D273FF042787AA2346A41BC33E673A3771BF0,1
XV,xv/tex/components/04_expose_XV_section4.tex,06B22F26EB75F9D3826F9A56AEFE0E9697897A2C91247F1F0E3AE61FD6005459,17121,9F62B34A052CE226014DCBEA316D68781274AA366BEC348BEC9D7CC8B1C81C18,17121,9F62B34A052CE226014DCBEA316D68781274AA366BEC348BEC9D7CC8B1C81C18,0
XV,xv/tex/components/05_expose_XV_section5.tex,073A53EBB87A9077220486F57080D1E0BC4D42A91DE3B0470F592B058B8E04C3,18241,073A53EBB87A9077220486F57080D1E0BC4D42A91DE3B0470F592B058B8E04C3,18241,073A53EBB87A9077220486F57080D1E0BC4D42A91DE3B0470F592B058B8E04C3,0
XV,xv/tex/components/06_expose_XV_section6.tex,B7EA9E2260C94F4E10D7080B506EF9EB1CFC23E15AEDA75795988958F0B7431F,42986,B7EA9E2260C94F4E10D7080B506EF9EB1CFC23E15AEDA75795988958F0B7431F,42986,B7EA9E2260C94F4E10D7080B506EF9EB1CFC23E15AEDA75795988958F0B7431F,0
XV,xv/tex/components/07_expose_XV_section7.tex,6DEFDDDFF8A091DCF0A6039CEA4592DE455111773D5D8D041546D69B9F790D24,19267,6DEFDDDFF8A091DCF0A6039CEA4592DE455111773D5D8D041546D69B9F790D24,19267,6DEFDDDFF8A091DCF0A6039CEA4592DE455111773D5D8D041546D69B9F790D24,0
XV,xv/tex/components/08_expose_XV_section8_through_theorem8_9.tex,0C6B1F4D6D8317F8B3AF2E665D3F7260C8E60BF8469843C99903D53E79701A1A,19225,0C6B1F4D6D8317F8B3AF2E665D3F7260C8E60BF8469843C99903D53E79701A1A,19225,0C6B1F4D6D8317F8B3AF2E665D3F7260C8E60BF8469843C99903D53E79701A1A,0
XV,xv/tex/components/09_expose_XV_section8_remainder_and_end.tex,3F6124E86A1F96ADF8B3B6F6EDA0428864BF9C3DAD2615FD9E421BB55FEE7863,22550,C91B73A19F311E1717FA3E267CB429EB230032BE407AFD4E6F53998575D67811,22350,0B5F4CD0AFC1D8655E48B6918E0D4A6F85D8FA3D76D140E4ABAA0E572CEFBC3B,1
