"language","bcp47","branch","english_concept","target_rendering_source_title","source_url","source_body","source_status","has_math_markup","formula_neighboring_usage_note","term_alternatives_or_register_note","interlinear_scaffold_note","non_claim_boundary"
"Uzbek","uz","Karluk","Mathematics","Matematika","https://uz.wikipedia.org/wiki/Matematika","bodies/uz/wikitext-20260629T101500Z/Mathematics__Matematika.wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Algebra","Algebra","https://uz.wikipedia.org/wiki/Algebra","bodies/uz/wikitext-20260629T101500Z/Algebra__Algebra.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Linear algebra","Chiziqli algebra","https://uz.wikipedia.org/wiki/Chiziqli_algebra","bodies/uz/wikitext-20260629T101500Z/Linear algebra__Chiziqli algebra.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Matrix (mathematics)","Matritsa matematikada","https://uz.wikipedia.org/wiki/Matritsa_matematikada","bodies/uz/wikitext-20260629T101500Z/Matrix (mathematics)__Matritsa matematikada.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Polynomial","Koʻphad","https://uz.wikipedia.org/wiki/Ko%CA%BBphad","bodies/uz/wikitext-20260629T101500Z/Polynomial__Koʻphad.wiki","source-title/body witness only","False","Polynomial-title/context witness; no formula markup detected in this source body; not a polynomial-ring closure.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Equation","Tenglama","https://uz.wikipedia.org/wiki/Tenglama","bodies/uz/wikitext-20260629T101500Z/Equation__Tenglama.wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Function (mathematics)","Funksiya (matematika)","https://uz.wikipedia.org/wiki/Funksiya_(matematika)","bodies/uz/wikitext-20260629T101500Z/Function (mathematics)__Funksiya (matematika).wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Set (mathematics)","Toʻplam (matematika)","https://uz.wikipedia.org/wiki/To%CA%BBplam_(matematika)","bodies/uz/wikitext-20260629T101500Z/Set (mathematics)__Toʻplam (matematika).wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Differential equation","Differensial tenglama","https://uz.wikipedia.org/wiki/Differensial_tenglama","bodies/uz/wikitext-20260629T101500Z/Differential equation__Differensial tenglama.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Probability","Ehtimollik","https://uz.wikipedia.org/wiki/Ehtimollik","bodies/uz/wikitext-20260629T101500Z/Probability__Ehtimollik.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Uzbek","uz","Karluk","Statistics","Statistika","https://uz.wikipedia.org/wiki/Statistika","bodies/uz/wikitext-20260629T101500Z/Statistics__Statistika.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Uzbek source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Mathematics","Математика","https://kk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0","bodies/kk/wikitext-20260629T101500Z/Mathematics__Математика.wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Algebra","Алгебра","https://kk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/kk/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Linear algebra","Сызықтық алгебра","https://kk.wikipedia.org/wiki/%D0%A1%D1%8B%D0%B7%D1%8B%D2%9B%D1%82%D1%8B%D2%9B_%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/kk/wikitext-20260629T101500Z/Linear algebra__Сызықтық алгебра.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Ideal (ring theory)","Идеал (математикада)","https://kk.wikipedia.org/wiki/%D0%98%D0%B4%D0%B5%D0%B0%D0%BB_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%B4%D0%B0)","bodies/kk/wikitext-20260629T101500Z/Ideal (ring theory)__Идеал (математикада).wiki","source-title/body witness only","False","Ring-theory ideal-title/context witness; no formula markup detected in this source body; useful for algebra neighborhood only.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Matrix (mathematics)","Матрица (математика)","https://kk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D1%80%D0%B8%D1%86%D0%B0_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","bodies/kk/wikitext-20260629T101500Z/Matrix (mathematics)__Матрица (математика).wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Polynomial","Көпмүшелік","https://kk.wikipedia.org/wiki/%D0%9A%D3%A9%D0%BF%D0%BC%D2%AF%D1%88%D0%B5%D0%BB%D1%96%D0%BA","bodies/kk/wikitext-20260629T101500Z/Polynomial__Көпмүшелік.wiki","source-title/body witness only","True","Polynomial-title/context witness; source body contains math markup; formula-neighboring review still required; not a polynomial-ring closure.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Equation","Теңдеу","https://kk.wikipedia.org/wiki/%D0%A2%D0%B5%D2%A3%D0%B4%D0%B5%D1%83","bodies/kk/wikitext-20260629T101500Z/Equation__Теңдеу.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Function (mathematics)","Функция (математика)","https://kk.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","bodies/kk/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Set (mathematics)","Бөлік","https://kk.wikipedia.org/wiki/%D0%91%D3%A9%D0%BB%D1%96%D0%BA","bodies/kk/wikitext-20260629T101500Z/Set (mathematics)__Бөлік.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Differential equation","Дифференциалдық теңдеу","https://kk.wikipedia.org/wiki/%D0%94%D0%B8%D1%84%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BB%D0%B4%D1%8B%D2%9B_%D1%82%D0%B5%D2%A3%D0%B4%D0%B5%D1%83","bodies/kk/wikitext-20260629T101500Z/Differential equation__Дифференциалдық теңдеу.wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Probability","Ықтималдық","https://kk.wikipedia.org/wiki/%D0%AB%D2%9B%D1%82%D0%B8%D0%BC%D0%B0%D0%BB%D0%B4%D1%8B%D2%9B","bodies/kk/wikitext-20260629T101500Z/Probability__Ықтималдық.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kazakh","kk","Kipchak","Statistics","Статистика","https://kk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0","bodies/kk/wikitext-20260629T101500Z/Statistics__Статистика.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kazakh source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Kyrgyz","ky","Kipchak","Algebra","Алгебра","https://ky.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/ky/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Kyrgyz source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkmen","tk","Oghuz","Mathematics","Matematika","https://tk.wikipedia.org/wiki/Matematika","bodies/tk/wikitext-20260629T101500Z/Mathematics__Matematika.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Turkmen source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkmen","tk","Oghuz","Algebra","Algebra","https://tk.wikipedia.org/wiki/Algebra","bodies/tk/wikitext-20260629T101500Z/Algebra__Algebra.wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Turkmen source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkmen","tk","Oghuz","Equation","Deňleme","https://tk.wikipedia.org/wiki/De%C5%88leme","bodies/tk/wikitext-20260629T101500Z/Equation__Deňleme.wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Turkmen source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkmen","tk","Oghuz","Differential equation","Differensial deňlemeler","https://tk.wikipedia.org/wiki/Differensial_de%C5%88lemeler","bodies/tk/wikitext-20260629T101500Z/Differential equation__Differensial deňlemeler.wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Turkmen source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkmen","tk","Oghuz","Statistics","Statistika","https://tk.wikipedia.org/wiki/Statistika","bodies/tk/wikitext-20260629T101500Z/Statistics__Statistika.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Turkmen source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Tatar","tt","Kipchak","Mathematics","Математика","https://tt.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0","bodies/tt/wikitext-20260629T101500Z/Mathematics__Математика.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Tatar source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Tatar","tt","Kipchak","Algebra","Алгебра","https://tt.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/tt/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","source-title/body witness only","False","Mathematical article-title/context witness; no formula markup detected in this source body.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Tatar source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Tatar","tt","Kipchak","Equation","Тигезләмә","https://tt.wikipedia.org/wiki/%D0%A2%D0%B8%D0%B3%D0%B5%D0%B7%D0%BB%D3%99%D0%BC%D3%99","bodies/tt/wikitext-20260629T101500Z/Equation__Тигезләмә.wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Tatar source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Tatar","tt","Kipchak","Function (mathematics)","Функция (математика)","https://tt.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","bodies/tt/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Tatar source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Tatar","tt","Kipchak","Probability","Ихтималлык","https://tt.wikipedia.org/wiki/%D0%98%D1%85%D1%82%D0%B8%D0%BC%D0%B0%D0%BB%D0%BB%D1%8B%D0%BA","bodies/tt/wikitext-20260629T101500Z/Probability__Ихтималлык.wiki","source-title/body witness only","True","Mathematical article-title/context witness; source body contains math markup; formula-neighboring review still required.","No accepted terminology claim; source title is a witness form for later review only.","generated-draft/non-canonical scaffold candidate from Tatar source title; keep in branch-weight evidence, not as bridge or term promotion.","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
