"language","bcp47","english_concept","local_title","status","source_url","package_relative_path","sha256","hard_row_effect","note"
"Kazakh","kk","Algebra","Алгебра","included_source_body","https://kk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/kk/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","3697bbb35238c411fb77aec41c40b7c514bf057dd7c09798a31ceac639400661","supports algebra context; adjacent source-canon witness","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Linear algebra","Сызықтық алгебра","included_source_body","https://kk.wikipedia.org/wiki/%D0%A1%D1%8B%D0%B7%D1%8B%D2%9B%D1%82%D1%8B%D2%9B_%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/kk/wikitext-20260629T101500Z/Linear algebra__Сызықтық алгебра.wiki","ce3e48104214dd1b76641b93a3ad1213890b90ac5078900340adf5119eeeecce","supports algebra context; adjacent source-canon witness","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Group theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Group_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Group theory'."
"Kazakh","kk","Ring (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ring_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ring (mathematics)'."
"Kazakh","kk","Field (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Field_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Field (mathematics)'."
"Kazakh","kk","Ideal (ring theory)","Идеал (математикада)","included_source_body","https://kk.wikipedia.org/wiki/%D0%98%D0%B4%D0%B5%D0%B0%D0%BB_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%B4%D0%B0)","bodies/kk/wikitext-20260629T101500Z/Ideal (ring theory)__Идеал (математикада).wiki","8901a218eccb9b7d99c2e21664c947102bc16af97e8b2d5af075219188acc189","supports ideal/ring-theory context; does not close Noetherian-ring or polynomial-ring hard row by itself","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Invariant theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Invariant_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Invariant theory'."
"Kazakh","kk","Matrix (mathematics)","Матрица (математика)","included_source_body","https://kk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D1%80%D0%B8%D1%86%D0%B0_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","bodies/kk/wikitext-20260629T101500Z/Matrix (mathematics)__Матрица (математика).wiki","3bc851a3031865db14542f4066e349669b22587add933aa3da9673fbe7220048","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Polynomial","Көпмүшелік","included_source_body","https://kk.wikipedia.org/wiki/%D0%9A%D3%A9%D0%BF%D0%BC%D2%AF%D1%88%D0%B5%D0%BB%D1%96%D0%BA","bodies/kk/wikitext-20260629T101500Z/Polynomial__Көпмүшелік.wiki","66d76aee0a335b6c7f038da40f08175306dd06438e13dcd676c087db0574c2e3","supports polynomial terminology/context; does not close polynomial-ring hard row by itself","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Equation","Теңдеу","included_source_body","https://kk.wikipedia.org/wiki/%D0%A2%D0%B5%D2%A3%D0%B4%D0%B5%D1%83","bodies/kk/wikitext-20260629T101500Z/Equation__Теңдеу.wiki","24ffb483c53ab888b681ca05932a1bd3d7821e59101d1efef01dd539ea8a457e","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Function (mathematics)","Функция (математика)","included_source_body","https://kk.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","bodies/kk/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","0958e3d15dac337a83e116cf73c28303f4e10c86bb97f5525523ff369cc74786","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Set (mathematics)","Бөлік","included_source_body","https://kk.wikipedia.org/wiki/%D0%91%D3%A9%D0%BB%D1%96%D0%BA","bodies/kk/wikitext-20260629T101500Z/Set (mathematics)__Бөлік.wiki","9609376202f6e9e2f72ad27dcc326b78c53c39e7130c4bf7d3431170370a6d55","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Differential equation","Дифференциалдық теңдеу","included_source_body","https://kk.wikipedia.org/wiki/%D0%94%D0%B8%D1%84%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BB%D0%B4%D1%8B%D2%9B_%D1%82%D0%B5%D2%A3%D0%B4%D0%B5%D1%83","bodies/kk/wikitext-20260629T101500Z/Differential equation__Дифференциалдық теңдеу.wiki","78ca4331ed7b2211f1ee6492a6fd881bbf025b15f827148cdb773811ac62619d","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Probability","Ықтималдық","included_source_body","https://kk.wikipedia.org/wiki/%D0%AB%D2%9B%D1%82%D0%B8%D0%BC%D0%B0%D0%BB%D0%B4%D1%8B%D2%9B","bodies/kk/wikitext-20260629T101500Z/Probability__Ықтималдық.wiki","f3813415bd91a269ba8e8911d5fac44ab36c3f0aa20f78f838e4cb6a189a01ae","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kazakh","kk","Statistics","Статистика","included_source_body","https://kk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0","bodies/kk/wikitext-20260629T101500Z/Statistics__Статистика.wiki","579248428c40b5f91a8d2a2c4a300fe484f2cd9875088ec4d1c488c7b112ae56","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kyrgyz","ky","Mathematics","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Mathematics","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Mathematics'."
"Kyrgyz","ky","Algebra","Алгебра","included_source_body","https://ky.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/ky/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","9e2c4a37dc145fe42aa0d7e7e8c6a5660727ecbbad6968937b610dbfb17e496c","supports algebra context; adjacent source-canon witness","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Kyrgyz","ky","Linear algebra","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Linear_algebra","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Linear algebra'."
"Kyrgyz","ky","Group theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Group_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Group theory'."
"Kyrgyz","ky","Ring (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ring_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ring (mathematics)'."
"Kyrgyz","ky","Field (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Field_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Field (mathematics)'."
"Kyrgyz","ky","Ideal (ring theory)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ideal_%28ring_theory%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ideal (ring theory)'."
"Kyrgyz","ky","Invariant theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Invariant_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Invariant theory'."
"Kyrgyz","ky","Matrix (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Matrix_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Matrix (mathematics)'."
"Kyrgyz","ky","Polynomial","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Polynomial","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Polynomial'."
"Kyrgyz","ky","Equation","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Equation","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Equation'."
"Kyrgyz","ky","Function (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Function_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Function (mathematics)'."
"Kyrgyz","ky","Set (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Set_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Set (mathematics)'."
"Kyrgyz","ky","Differential equation","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Differential_equation","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Differential equation'."
"Kyrgyz","ky","Probability","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Probability","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Probability'."
"Kyrgyz","ky","Statistics","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Statistics","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Statistics'."
"Turkmen","tk","Mathematics","Matematika","included_source_body","https://tk.wikipedia.org/wiki/Matematika","bodies/tk/wikitext-20260629T101500Z/Mathematics__Matematika.wiki","d71bdf23d73edcc82fafdd3c1c80a15e03732b98150b30e8c76d0b1730dee77f","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Turkmen","tk","Algebra","Algebra","included_source_body","https://tk.wikipedia.org/wiki/Algebra","bodies/tk/wikitext-20260629T101500Z/Algebra__Algebra.wiki","c778f2e8913baa7acbc0489828b5a2fab83a4a5b809042dbc5467b1bbc93b0cb","supports algebra context; adjacent source-canon witness","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Turkmen","tk","Linear algebra","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Linear_algebra","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Linear algebra'."
"Turkmen","tk","Group theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Group_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Group theory'."
"Turkmen","tk","Ring (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ring_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ring (mathematics)'."
"Turkmen","tk","Field (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Field_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Field (mathematics)'."
"Turkmen","tk","Ideal (ring theory)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ideal_%28ring_theory%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ideal (ring theory)'."
"Turkmen","tk","Invariant theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Invariant_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Invariant theory'."
