capture_task_id,source_context_id,render_witness_id,language_or_scope,r9_language_bucket,concepts,page,source_body_path,source_body_exists,source_body_bytes,source_body_sha256,render_path,render_exists,render_bytes,render_sha256,extract_status,source_context_excerpt,formula_markers,formula_neighbor_status,open_capture_blockers_for_language,next_capture_action,current_head,input_frontier_head,source_use_label,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-FAA2C330-CONTEXT-CAPTURE-0011,R9-E58-CONTEXT-0011,R9-E58-RENDER-WITNESS-0011,Hausa,Hausa,algebra|ring,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\hausa\source-pdfs\R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf,true,881857,b7bc92aa366a44c1f28621362a1bd0e487c12875f3c01cf2509ea052941ada1b,,false,,,candidate_page_out_of_range,,,no_marker_in_extractable_text_render_review_needed,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0012,R9-E58-CONTEXT-0012,R9-E58-RENDER-WITNESS-0012,Hausa,Hausa,algebra|ring,3,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\hausa\source-pdfs\R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf,true,881857,b7bc92aa366a44c1f28621362a1bd0e487c12875f3c01cf2509ea052941ada1b,,false,,,candidate_page_out_of_range,,,no_marker_in_extractable_text_render_review_needed,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0013,R9-E58-CONTEXT-0013,R9-E58-RENDER-WITNESS-0013,Hausa,Hausa,algebra|ring,1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\hausa-igbo-context-recovery-20260705\hausa\120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_documents_resource-rana-read-alouds.pdf,true,2735802,40152fa752336a20537194b7080141d6f197a65788c86ece4cd80a4f71f7217c,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0013_120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_docu_page_001.png,true,933864,e206f988c315e209e8c684f1d326a618a076bac1739904386582be509a963ca6,text_extracted,1 Numeracy Read Aloud Stories Selected stories from the Reading and Numeracy Activity (RANA) in English and Hausa,digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0014,R9-E58-CONTEXT-0014,R9-E58-RENDER-WITNESS-0014,Hausa,Hausa,algebra|ring,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\hausa-igbo-context-recovery-20260705\hausa\120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_documents_resource-rana-read-alouds.pdf,true,2735802,40152fa752336a20537194b7080141d6f197a65788c86ece4cd80a4f71f7217c,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0014_120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_docu_page_002.png,true,55320,2d6cc3478aaa557fe32a2b5d1fa6eacf866540e6437dceed61586d29427083c3,text_extracted,"2 This product was made possible possible by the UK Department for International Development (DfID) and the United Nation's Children's Fund (UNICEF) as part of the Reading and Numeracy Activity (RANA), implemented by FHI 360. The text an...",digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0015,R9-E58-CONTEXT-0015,R9-E58-RENDER-WITNESS-0015,Hausa,Hausa,algebra|ring,3,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\hausa-igbo-context-recovery-20260705\hausa\120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_documents_resource-rana-read-alouds.pdf,true,2735802,40152fa752336a20537194b7080141d6f197a65788c86ece4cd80a4f71f7217c,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0015_120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_docu_page_003.png,true,124766,4a28a0d5c19d691414cf3e859b07a93f1b13f9ad5908bc6d6dbe11d165986ac9,text_extracted,3 Table of Contents Binta and her Assistant (classification of objects) ………………………………...1 Tsaron Shago Sai da Lura Jummai’s Three Wishes (counting 1-3) …………………………………………...……6 Labarin Jummai Da ‘Yar Tsohuwa A Town with Ten Trees (counting ...,-|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0016,R9-E58-CONTEXT-0016,R9-E58-RENDER-WITNESS-0016,Hausa,Hausa,algebra|ring,1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\hausa-igbo-context-recovery-20260705\hausa\R9-LSB-0317_jse-144.pdf,true,384198,83a21e8718cc7815aa9be25e7cf7d3bf792638b86ebb5120f50acfba83a1d348,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0016_R9-LSB-0317_jse-144_page_001.png,true,348765,6c5ffb81f11397163dc1d3eff884e43d2536e14ca7cf5d771f94407af5b9f1ca,text_extracted,"40 This is an open access article under CC-BY-SA license. Journal of Science and Education (JSE) Vol. 3, No. 1, 2022, 40-50 DOI: 10.56003/jse.v3i1.144 ISSN: 2745-5351 Effect of Eng-Hau medium of instruction on Upper-Basic students’ achie...",-|/|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0017,R9-E58-CONTEXT-0017,R9-E58-RENDER-WITNESS-0017,Hausa,Hausa,algebra|ring,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\hausa-igbo-context-recovery-20260705\hausa\R9-LSB-0317_jse-144.pdf,true,384198,83a21e8718cc7815aa9be25e7cf7d3bf792638b86ebb5120f50acfba83a1d348,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0017_R9-LSB-0317_jse-144_page_002.png,true,326515,32332c9a47121001957441527afdb386f6a09771caac8f0d10f8b3ae42e0c140,text_extracted,"Ajai, Iyekekpolor, & Hanawa – Effect of Eng-Hau medium of instruction … 41 just having a basic understanding of the topic. There hasn't yet been found a single component that is know n to be completely to blame for poor math performance....",-|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0018,R9-E58-CONTEXT-0018,R9-E58-RENDER-WITNESS-0018,Hausa,Hausa,algebra|ring,3,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\hausa-igbo-context-recovery-20260705\hausa\R9-LSB-0317_jse-144.pdf,true,384198,83a21e8718cc7815aa9be25e7cf7d3bf792638b86ebb5120f50acfba83a1d348,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0018_R9-LSB-0317_jse-144_page_003.png,true,291440,8fd394234ca187036bc6c43923d9383382401bfcd5e4d7e45ad43fd7b07aa044,text_extracted,"42 Journal of Science and Education (JSE), Vol. 3, No. 1, September 2022, pp. 40-50 in the education system. Further emphasis was placed on the fact that nations like China and Japan can make enormous advances in science and technology b...",-|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0019,R9-E58-CONTEXT-0019,R9-E58-RENDER-WITNESS-0019,Afar,Afar,algebra|ring,9,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\afar-qafar\source-pdfs\R9-LSB-0301_idela_afar_south_omo_endline_2017.pdf,true,1258849,f7a79cb56c64c2f6b7930e2f79b4b2a90c066b005408d1290d7bcd79436e58c6,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0019_R9-LSB-0301_idela_afar_south_omo_endline_2017_page_009.png,true,258360,facfc34196c3a53d2a3916a83e0b9f39fbc069fa789a6e78dccaa34ab452159d,text_extracted,"9 Impact evaluation At the recommendation of the SCUS DECP Research Team, a comparison group was added at midline data collection. This was in hope of comparing the results in the intervention area to those in the comparison area to esti...",-|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0020,R9-E58-CONTEXT-0020,R9-E58-RENDER-WITNESS-0020,Afar,Afar,algebra|ring,10,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\afar-qafar\source-pdfs\R9-LSB-0301_idela_afar_south_omo_endline_2017.pdf,true,1258849,f7a79cb56c64c2f6b7930e2f79b4b2a90c066b005408d1290d7bcd79436e58c6,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0020_R9-LSB-0301_idela_afar_south_omo_endline_2017_page_010.png,true,160962,4ac4720875b4e8319a25d5f59a52d8147344296e708fb337acf66951c0505974,text_extracted,10 Child has drawing toys 39% 22% 0.05 50% 29% 0.02 Total number of types of toys 3.40 2.53 0.00 3.23 2.42 0.00 Family reads to child 50% 24% 0.01 57% 28% 0.00 Family sing to child 77% 59% 0.08 86% 63% 0.02 Family goes out with child 76%...,digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0021,R9-E58-CONTEXT-0021,R9-E58-RENDER-WITNESS-0021,Afar,Afar,algebra|ring,12,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\afar-qafar\source-pdfs\R9-LSB-0301_idela_afar_south_omo_endline_2017.pdf,true,1258849,f7a79cb56c64c2f6b7930e2f79b4b2a90c066b005408d1290d7bcd79436e58c6,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0021_R9-LSB-0301_idela_afar_south_omo_endline_2017_page_012.png,true,170847,d71e27b40b661d027376795d15c987d195770ff59a89146f74a4721072e4e578,text_extracted,12 the two. Children on the far left-hand of the distribution (where there is no overlap) are excluded from this analysis. Figure 2. Overlap plot of likelihood of receiving ELM program based on background characteristics After checking o...,=|-|−|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0022,R9-E58-CONTEXT-0022,R9-E58-RENDER-WITNESS-0022,Oromo,Oromo,algebra|ring,4,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\oromo\source-pdfs\R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf,true,15083180,0a2c875c7f7c34b1a5d9127300f508983ee467ebec2d20b4cf34aa7ff123f027,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0022_R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999_page_004.png,true,145354,3be3b94500e1b5e814db368c79cac6eb38fd22fecf4a0b8ad27c6b1e84a99e3f,text_extracted,I BAAFATA Boqonnaa11 LAAKKOOFSOTA LAKKAAWWII HAMMA 9TTI ............ 1 1.1 Lakkoofsota Lakkaawwii 1-5tti Fi Tartiiba Isaanii ................................ ....... 2 1.2 Lakkoofsota Lakkaawwii 6-9ttii Fi Tartiiba Isaanii .................,-|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0023,R9-E58-CONTEXT-0023,R9-E58-RENDER-WITNESS-0023,Oromo,Oromo,algebra|ring,5,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\oromo\source-pdfs\R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf,true,15083180,0a2c875c7f7c34b1a5d9127300f508983ee467ebec2d20b4cf34aa7ff123f027,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0023_R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999_page_005.png,true,167718,1c1db5c3861bf23b0aa4196dd6d67493ddfe53c655ef88eef81518867c7bc2c2,text_extracted,II Baafata Boqonnaa 66 SEENSA FIRAAKSHINOOTAA .......................................... 49 6.1 Walakkaawwan ................................ ................................ ............................... 50 6.2 Kurmaanota ...............,digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0024,R9-E58-CONTEXT-0024,R9-E58-RENDER-WITNESS-0024,Oromo,Oromo,algebra|ring,10,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\oromo\source-pdfs\R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf,true,15083180,0a2c875c7f7c34b1a5d9127300f508983ee467ebec2d20b4cf34aa7ff123f027,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0024_R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999_page_010.png,true,187947,f03191040f527935145a7d30de90c03e86ad75bf72ca3699581237d1ed0dced7,text_extracted,"Boqonnaa 1- Laakkoofsota Lakkaawwii Hamma 9tti jiran 5 Gaaffilee  Lukkuu meeqatu jira?  Gaffichaan booda 1, 2(tokko, lama) jedhanii akka lakka‟an gochuun gaariidha.  Saawwan meeqatu jira?  Gaaffichaan booda 1,2,3,4,5 jedhanii akka la...",-|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0025,R9-E58-CONTEXT-0025,R9-E58-RENDER-WITNESS-0025,AF06 Omotic/Southern Non-Bantu,Related West African/Horn,algebra|ring,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\af05-af06-partial-recovery-20260705\af05-south-sudan\south_sudan_egra_egma_2017_winrock.pdf,true,2097473,d46be4e1ef01222acb222de55a02c77c45a605f88031147253d2314888d6c8da,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0025_south_sudan_egra_egma_2017_winrock_page_002.png,true,139060,7add0a73b0dd3eb368c8a7429a0970abac5fffca4d144c58b575df90650ad65c,text_extracted,South Sudan Early Grade Reading and Mathematics Assessment Report – Montrose: September 2016 2 CONTENTS INTRODUCTION ................................ ................................ ................................ ........................,digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0026,R9-E58-CONTEXT-0026,R9-E58-RENDER-WITNESS-0026,AF06 Omotic/Southern Non-Bantu,Related West African/Horn,algebra|ring,7,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\af05-af06-partial-recovery-20260705\af05-south-sudan\south_sudan_egra_egma_2017_winrock.pdf,true,2097473,d46be4e1ef01222acb222de55a02c77c45a605f88031147253d2314888d6c8da,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0026_south_sudan_egra_egma_2017_winrock_page_007.png,true,311303,ef38ab241751f2ddb01798cd8a0f7373fbf0448a9d017e277182beb0a9544780,text_extracted,South Sudan Early Grade Reading and Mathematics Assessment Report – Montrose: September 2016 7 1.1 General Overview of Basic Education in South Sudan The South Sudanese early grade education system is faced with challenges which it will ...,-|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-CONTEXT-CAPTURE-0027,R9-E58-CONTEXT-0027,R9-E58-RENDER-WITNESS-0027,AF06 Omotic/Southern Non-Bantu,Related West African/Horn,algebra|ring,9,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\af05-af06-partial-recovery-20260705\af05-south-sudan\south_sudan_egra_egma_2017_winrock.pdf,true,2097473,d46be4e1ef01222acb222de55a02c77c45a605f88031147253d2314888d6c8da,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0027_south_sudan_egra_egma_2017_winrock_page_009.png,true,278030,5b16375780743bed54253b65cca0c991e2c39290fccabfb4e72109264b6b573c,text_extracted,"South Sudan Early Grade Reading and Mathematics Assessment Report – Montrose: September 2016 9 METHODOLOGY This chapter describes the determination of the sample for the diagnostic EGRA and EGMA data collection. In addition, it describes...",-|digit,marker_seen_needs_manual_capture,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,capture exact source phrase from render/source body and record OCR/Unicode confidence; do not promote term,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-context-capture-task,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
