unit_id,source_sha256,target_sha256,target_document_sha256,source_locator,target_locator,method,reviewed_structures,reviewed_formulas,reviewed_notes,findings,reviewer_provenance,supporting_artifacts,supporting_artifact_sha256,status
P11,DE540AFFE512CF39871019A946F7CEBA9FFF04ADFB54FA1D531E5A40ADA5CBA1,4527F97CCADD751AC4993D1524D6F3226BB078CA727E82196FE3B28E4F218D5B,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P11, expanded source lines 7855--8060; R823 P11 authority slice lines 7855--8060","French unit P11, expanded target lines 7464--7759; expanded French P11 slice lines 7460--7755","For P11, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P11, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P11, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P11, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P11: P11 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P11, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P12,CD538526814F2E5812FE1D8C03ACF2BBDB0FED7F45ECC7DE5802394B07E05652,AD335E61939C256323067ED72B0150E296EB0DA77B1F88FCD4E2517A58D734BE,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P12, expanded source lines 8061--8461; R823 P12 authority slice lines 8061--8461","French unit P12, expanded target lines 7760--8213; expanded French P12 slice lines 7756--8209","For P12, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P12, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P12, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P12, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P12: P12 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P12, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P13,F785988F9923D89D4F352A95EC40070FC0938A8416B5A8C32835CAA63CC04C3F,4CF7E113D4F843DC97C457E2B2513ED950DCC37A0FF646736F91387044A513AB,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P13, expanded source lines 8462--9077; R823 P13 authority slice lines 8462--9077","French unit P13, expanded target lines 8214--8953; expanded French P13 slice lines 8210--8949","For P13, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P13, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P13, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P13, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P13: Restored varkappa and suppressed-index conventions, fraktur transformations, source products, and the conserved first integral; the supported T_r emendation is documented.","French R823 manager review for P13, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P14,9DB240C8CC76AFBE3C95853AAB0F58BA9965EE5AFC301B2EF52F072033854964,B8EA4726D61AB8332D0D5950AFEE4A92C28DB0BAC78665D3AA2E6783AF525DEC,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P14, expanded source lines 9078--9256; R823 P14 authority slice lines 9078--9256","French unit P14, expanded target lines 8954--9277; expanded French P14 slice lines 8950--9273","For P14, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P14, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P14, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P14, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P14: P14 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P14, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P15,DD8FD99E948DC0D16831B35E82C02483446867BEA949C9673D1E864366ABD49B,0520C549231A5FE571838D4CA78EB2BBF422AD0485DCB26EE377C3AAB8902970,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P15, expanded source lines 9257--9876; R823 P15 authority slice lines 9257--9876","French unit P15, expanded target lines 9278--10072; expanded French P15 slice lines 9274--10068","For P15, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P15, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P15, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P15, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.",P15: Restored the authority's arbitrary alpha/beta/gamma exponents and the lambda bound index without changing the separate bounded a/b/c basis.,"French R823 manager review for P15, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P16,D3B4FD013B380BAC9C5C5A6144D61345F2E4578051DAEE1C09FE94E0E73AB777,E325E702171239DF9B720D2A48A3FF81BB0D25402F47B29A210A4767F8F1573F,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P16, expanded source lines 9877--10043; R823 P16 authority slice lines 9877--10043","French unit P16, expanded target lines 10073--10299; expanded French P16 slice lines 10069--10295","For P16, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P16, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P16, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P16, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P16: P16 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P16, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P17,E2C254B35629D7211201AB449A487EB90305A29E3D2F533064D4C9B10C0F2A91,4E40DB95360D41814DD51EA7EB39BD53B45FE1F0F2C14E1F69BD3475F4A9B59C,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P17, expanded source lines 10044--11190; R823 P17 authority slice lines 10044--11190","French unit P17, expanded target lines 10300--11625; expanded French P17 slice lines 10296--11621","For P17, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P17, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P17, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P17, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P17: Restored all chi-to-varkappa drift, finite-basis indices, modulo-module congruences, Schmeidler indices, and the source's distinguished dummy-index roles.","French R823 manager review for P17, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P18,AF70CA850C29D2F708063EF8354D13A4F99C824F1C35FA37B65094DAAA51C045,C3637CB6A9959EEF491CBBC5930618D712E04A969D28A8DD537D611E4A1F7FD4,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P18, expanded source lines 11191--11219; R823 P18 authority slice lines 11191--11219","French unit P18, expanded target lines 11626--11665; expanded French P18 slice lines 11622--11661","For P18, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P18, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P18, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P18, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P18: P18 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P18, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P19,DFD7279862CD65341F6EFF3DA8155261DD79BA5CA08D3D73A02C8587F22E4B34,AB644C96B914DC59655C45A7E75E24595A07E95181E896CAB872B02F20A22235,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P19, expanded source lines 11220--12370; R823 P19 authority slice lines 11220--12370","French unit P19, expanded target lines 11666--13115; expanded French P19 slice lines 11662--13111","For P19, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P19, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P19, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P19, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P19: Exhaustive second pass cleared divisor-direction semantics, ideal families, definitions, theorems, lemmas, formula tags, 51 notes, and canonical teilerfremd terminology.","French R823 manager review for P19, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P20,44A8343BD50B9178737D4AAB6A70BDD17E92B0BACB0172294F443E1F1DB33E10,686C58441380EEAD047F9E466413404B44D67C445969B1E73244DCBB14BA02A9,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P20, expanded source lines 12371--12582; R823 P20 authority slice lines 12371--12582","French unit P20, expanded target lines 13116--13375; expanded French P20 slice lines 13112--13371","For P20, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P20, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P20, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P20, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P20: Restored barred specializations, x-lambda notation, the literal second tag (12), and the explicit Delta product in the active external French source.","French R823 manager review for P20, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P21,25FC435747190F4A18AB0AFD1456473658856C159FE54B46E2E1BAF6CDD7D3AD,1BF99B02A5D3F1411296E9F38F25D1A081C153923CA7704F9199F6C3571E1B9B,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P21, expanded source lines 12583--12674; R823 P21 authority slice lines 12583--12674","French unit P21, expanded target lines 13376--13557; expanded French P21 slice lines 13372--13553","For P21, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P21, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P21, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P21, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P21: Formula sequence (140)--(146), notes, prose, and metadata pass; the authority's II,3 versus III,3 internal conflict is recorded without conjectural correction.","French R823 manager review for P21, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P22,15D42EBE2883194F496D84D37573029446F1FA3713348B9D81D300A8DCEFD7C1,F534AF5F5E97CB134E15085AAB2B57E96C2D44FB0E2BA1F6BB114BCC48A2B243,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P22, expanded source lines 12675--13506; R823 P22 authority slice lines 12675--13506","French unit P22, expanded target lines 13558--14749; expanded French P22 slice lines 13554--14745","For P22, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P22, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P22, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P22, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.",P22: Late source-note reset and formula-order repairs were rechecked in the frozen P22--P43 tranche; no residual exact blocker remains.,"French R823 manager review for P22, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
