unit_id,target_start_line,target_end_line,target_chars,target_utf8_bytes,target_sha256,target_root_tex,start_excerpt
P11,7313,7605,27010,27649,0C55475A7EFD9260A664E24FED45ED042BD598E978085CE2F86BAFA87090C394,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 11. Équations à groupe prescrit}\par
P12,7606,8056,20521,20962,E9A936B0E6E0E523BE52B4AEE0232E167F00529B6F825B0BEFD8AA850F43EA74,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 12. Invariants d'expressions différentielles arbitraires}\par
P13,8057,8791,61643,62880,42279A17275888AF720DD6F3373CA7D3CD4581DE52CA2A2922B1D29558898C78,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 13. Problèmes variationnels invariants}\par
P14,8792,9113,67722,69706,DC6628CA9BF5250E33733EBF40CC861C22CC80DC01D46131406CBD801D08157A,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{14. La théorie arithmétique des fonctions algébriques d'une variable dans son rapport avec les autres théories et avec la théorie des corps de nombres
P15,9114,9906,50652,51583,39407E60D33E6AD967951AE776B81871964B38C98298E094C35932873DA1551E,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 15. La finitude du système des invariants entiers des formes binaires}\par
P16,9907,10128,18577,18952,94A9CE590FCCB40A529351B5365B86F427298AB9B336848A72886A27B3ECB0C0,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{16. Sur le développement en série dans la théorie des formes}
P17,10129,11452,101538,103511,DE5E7E899A3108D2C6D59D837C1AD9A0A5F840EB6D51844CECF41D4433F22C39,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,"\section*{17. Avec W. Schmeidler: Modules dans des domaines non commutatifs, en particulier provenant d'expressions aux différences}"
P18,11453,11491,2921,2991,1AA434B77D797CC3B557D698894AD614A3B5BF1E2D7D6B74CB91CB233AFB723D,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,"{\Large\bfseries 18. Sur un travail de K. Hentzelt, tombé à la guerre,\par sur la théorie de l'élimination}\par"
P19,11492,12930,141464,145100,DBCC2A49F6CA1C27EE07FAD6C4840AF6EB19D6F32A6745659113D88CC83496E7,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{19. Théorie des idéaux dans les domaines d'anneaux}
P20,12931,13189,22254,22761,01906D55F7D6A32B880FD370907B1DE8F3A0D4E7328758551B15B4E7CF8A12F8,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{20. Un critère algébrique d'irréductibilité absolue}
P21,13190,13370,12743,12974,F1508DC9385DE963721E77865BEF4EC84150B73B59084A56490344EA32A04696,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{21. Calcul des variations formel et invariants différentiels}
P22,13371,14555,94895,96885,AD69FB364518C94551B65396B103B17EC5312100388C3D052A798AA3C446E036,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{22. Adaptation de K. Hentzelt:\\ sur la théorie des idéaux de polynômes et des résultantes}
P23,14556,14723,22982,23635,8A876DD1DB05D7CA86186C0F0D4C5F193412DF2C86EA2B79C4C4B5B705814CAD,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{23. Invariants algébriques et différentiels}
P24,14724,15298,106189,109275,C7809815B3B1EB5542B2CE62658E40D70E3CA2BA0912854701EDD14F1D6B52E0,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{24. Théorie de l'élimination et théorie générale des idéaux}
P25,15299,15352,13543,14007,C8EEEA7D8D9BB8A1BB1F27136FBBA0E5122D8252970D53714DC4764725A7AEFB,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{25. Théorie de l'élimination et théorie des idéaux}
P26,15353,15367,1206,1255,707E1A1549DA2597A6286C39E3E660AE3F83A065EA4F0F0E503C5A536889E4A4,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{26. Construction abstraite de la théorie des idéaux dans un corps de nombres algébriques}
P27,15368,15378,1885,1947,4679910FC8E74795968260F163322F1FB4AB80929BDE13469CFBA997F28C7AF9,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{27. Nombres de Hilbert dans la théorie des idéaux}
P28,15379,15396,1560,1629,47895AA199D56843CE37FB9A354C6DECE0B6A9652B74447C71F91933ACCEE4CA,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{28. Caractères de groupes et théorie des idéaux}
P29,15397,15499,21444,21984,4C5292E479285F588D758529B783CD4596AD5E6531F490572FABD322B31D5E24,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{29. Le théorème de finitude des invariants des groupes linéaires finis de caractéristique $p$}
P30,15500,16314,102247,104983,6353F7D42E175162F61114AAC6E19C26A007B7E965DD2778BD47D8621709A2E0,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{30. Construction abstraite de la théorie des idéaux dans les corps de nombres et de fonctions algébriques}
P31,16315,16772,66495,68534,B6614688DFCF0A6B64EAA1C65560D1868842D9BDB1C3A9C826499410AFBABC4A,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{31. Le théorème du discriminant pour les ordres d'un corps algébrique de nombres ou de fonctions}
P32,16773,16920,22390,23021,EA23FBA7AB5FCA92AD293D39DBDE8F7ED0D228005BF836A139888E6F5B10891E,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{32. Avec R. Brauer: Sur les corps de décomposition minimaux des représentations irréductibles}
P33,16921,16982,8660,8941,020DBC8BADEDFB3FA54543CEAE843D3F5883B6B43AB0BBC6A10C167D661F7694,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{33. Grandeurs hypercomplexes et théorie des représentations dans une conception arithmétique}
P34,16983,18903,121020,123821,A4C9966A58C5FE181629B5103787B1B35D57DD32EB96E36FC0AA2A39EF9E00AA,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{34. Grandeurs hypercomplexes et théorie des représentations}
P35,18904,19108,31818,32482,A97F3C0ADA2A55C57254CECECD571882038E82A7E6AAB134BB1FCA9ADDA0EE62,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{35. Sur les domaines maximaux de fonctions à coefficients entiers}
P36,19109,19122,646,674,351E3DE530D45739A12648C80EDBB35FAE244D1F23F49E71545E2CE75C05366C,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{36. Différentiation des idéaux et différente}
P37,19123,19306,24108,24108,9E6A24B9103401E584EC030FBFBC0E85E02DBC42685F083605CE1676D3CB23BA,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{37. Base normale dans les corps sans ramification superieure}
P38,19307,19520,26959,27354,533B67D1CBBC2B4FA57EF023BAA21D64DAFAEC581E7FAB872EAA4D02DAD52C27,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{38. Avec R. Brauer et H. Hasse: preuve d'un theoreme principal dans la théorie des algèbres}
P39,19521,19632,18768,18768,77E7372A14407265C04500D3717D9998408A89259CBA0DE86EEFEF85496C30A7,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{39. Systemes hypercomplexes dans leurs rapports avec l'algebre commutative et la theorie des nombres}
P40,19633,20468,83983,85134,530D0178E6B75E43C8B730B32F3C60897D365E299DB38B49D37EA81ABB01A6E6,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{40. Algèbres non commutatives}
P41,20469,20700,20972,21548,D89460EC9C23570859FDE52AB49C79889D9BD6573F2B01CC8CFA310A42B025BA,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{41. Le théorème du genre principal pour les corps de nombres relativement galoisiens}
P42,20701,20959,19884,20329,5BC9F790334266A8439C5E008C8A70C7F8153E03BC2B9C245B6BB08F2B408771,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{42. Produits croisés décomposés et leurs ordres maximaux}
P43,20960,21780,92552,94538,554BE7121490B846B2353C561E914ADD73DAC5E8399D1B89FE5368A21200916C,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{43. Différentiation des idéaux et différente}
BOOK_TITLE_INTRO,21781,21860,5371,5506,52688FB239F926722775674DA41E3DC94D99DF0E0E2D92B33A71C675679DF5DD,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\LARGE\bfseries Algèbre des grandeurs hypercomplexes\par}
BOOK_S01,21861,21882,1849,1894,C8F128905E49DB1759306E456646B2C3CC7BD3D58138DF0B78B2A30C8A3BE6E5,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 1. Définition de la représentation directe}\label{fr-r823-definition-representation-directe}
BOOK_S02,21883,21892,1022,1061,E4FFE2040507FE0FF5A595A2010369AEA32F5D0261154805E55B8101DAE64F8E,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 2. Classes de représentations}\label{fr-r823-classes-representations}
BOOK_S03,21893,21908,1440,1467,86008A890ED192FBCB211F6543326069D684E3BBFCE1AE64A8E204A213D44C24,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 3. Modules de représentation}\label{fr-r823-modules-representation}
BOOK_S04,21909,22042,7047,7200,0FF1FE9A9AB70CF0654973CCB6E46977279644C7A05496BF4E7C0D22B4C727CD,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 4. Le rapport entre modules de représentation et représentations}\label{fr-r823-rapport-modules-representations}
BOOK_S05,22043,22073,1703,1732,0EE7AB8414A6F8ECA425BC2C952E77C7C93CA7B44AE710EC9E977107DD86700F,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 5. Extension du corps des coefficients des systèmes hypercomplexes}\label{koeffizientenerweiterung-hyperkomplexer-systeme}
BOOK_S06,22074,22091,2281,2335,07CD61B8D9A145B1750232B6493A0C90C7A7627481423B604672CEC781A06DB1,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 6. Les représentations irréductibles des systèmes commutatifs}\label{die-irreduziblen-darstellungen-kommutativer-systeme}
BOOK_S07,22092,22103,1668,1705,C1BEB0E75C77CDB8B088FBAF94E187B8B2561F067EC12C8536DCAC17BA6E6D55,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 7. Les isomorphismes d'un corps}\label{die-isomorphismen-eines-koerpers}
BOOK_S08,22104,22109,983,1001,118588BE2623853D1DAA4310006AC008527EC53B9CD5FA5EB6DA1E9DFDA96EBB,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 8. Le corps de décomposition}\label{der-zerfaellungskoerper}
BOOK_S09,22110,22113,561,565,2AACE716CC9B71C2E4C0A6BDCD8A9A03C451DCD3C74A6B46635811DD1162050A,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 9. Les isomorphismes de \(Z_1\) sur les \(Z_i\)}\label{die-isomorphismen-von-z1-auf-die-zi}
BOOK_S10,22114,22117,624,636,89F67033280B5AA85C31DDC931EF2C766675A72A61C9F23CF876FADE97177148,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 10. Le groupe de Galois}\label{die-galoissche-gruppe}
BOOK_S11,22118,22220,7115,7216,DBE9B86E1F485AC84FC951C3F922D42592E592C2D052065796D9ED4371CEC8AA,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 11. Le théorème fondamental de la théorie de Galois}\label{der-hauptsatz-der-galoisschen-theorie}
BOOK_S12,22221,22270,1703,1712,033BB4196E78CC3BB432E2D9EC030ACFD43A1FBC6BABF21BE355CB73265AB5A3,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 12. La signification formelle des composantes \(e_i\)}\label{die-formale-bedeutung-der-komponenten-ei}
BOOK_S13,22271,22331,3756,3822,CF60B28A1ADDF6383EB1C08650636677CAEEEC1D8AE72EB9D72FBBF26F0629E2,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 13. Le théorème général de prolongement}\label{der-allgemeine-fortsetzungssatz}
BOOK_S14,22332,22377,1974,2020,65A7EDC4FDED8EB1F751F08D91E9295F3057014EDC48B115148FC1ACC6033269,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 14. L'anneau de groupe}\label{fr-r823-anneau-de-groupe}
BOOK_S15,22378,22425,3809,3897,465BBF5314F213D0322C0A1CC6FA2D42CA2832D21F45FEC7D4E7D8C857D2FBA0,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 15. Les anneaux de groupe des groupes abéliens}\label{fr-r823-anneaux-de-groupe-groupes-abeliens}
BOOK_S16,22426,22453,855,864,488135A0AECAFB501D3E7DE2C2DDB1479A7B75A81C52C39F1597C0908C4F8971,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 16. Les relations entre caractères}\label{fr-r823-relations-entre-caracteres}
BOOK_S17,22454,22579,7736,7852,08CE5895398FDE0D3D93C143B41252909BC7B01AB2063443D3C826478ED6A89D,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 17. La théorie de Galois des groupes abéliens}\label{fr-r823-theorie-galois-groupes-abeliens}
BOOK_S18,22580,22731,5626,5712,DDC320BB2F842A36A6CFDD328234FEC5ECCC5B3A0142167201AB041058EB03DC,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 18. Un lemme}\label{fr-r823-un-lemme}
BOOK_S19,22732,22885,9596,9802,A1F418B385FAC6389C0467B1313A72C268D1B779EA35B1F18BB4C07212C5C5C7,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 19. Représentations des systèmes hypercomplexes simples bilatères dans des corps non commutatifs étendant leurs corps de coefficients}\label{f
BOOK_S20,22886,23051,14308,14652,644778D17612530BA305FFF96BF35EFFAB1F1C1DFA1B330706B6D19FBD7DA2B6,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 20. Corps non commutatifs}\label{fr-r823-corps-non-commutatifs}
BOOK_S21,23052,23147,7913,8054,EEB7E557B10AC07D93E82A75DF4B8780C7DB59CD6B81C054590873D87267DF3B,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 21. La théorie de Galois des corps non commutatifs}\label{fr-r823-theorie-galois-corps-non-commutatifs}
BOOK_S22,23148,23243,8712,8844,E79B2D563851635CCCD4EB9BB7381C27D650408AB42C513946CA508BF1943E95,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 22. Le groupe des corps de centre donné}\label{fr-r823-groupe-corps-centre-donne}
BOOK_S23,23244,23368,7681,7809,3B9D22754B6A63D5867D306B4E5E585AFF0E7C65A1089639D1058CC92A4417FB,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 23. Systèmes de facteurs}\label{fr-r823-systemes-facteurs}
BOOK_S24,23369,23772,21751,22075,29A77325BD2396E89550F76A41F72FDBDCC9A238CDD27BD1DD89A283C91094F5,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 24. Multiplication des systèmes de facteurs}\label{fr-r823-multiplication-systemes-facteurs}
BOOK_S25,23773,24024,12394,12613,B7FE45BBD6B85C24226C9EA4CA0BCE47FC081D4265D916B0BB46E7FB5B2D1BDC,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 25. Représentation normale de \(\mathfrak K_r\) avec sous-corps commutatif maximal galoisien\protect\footnotemark}\label{fr-r823-representatio
BOOK_S26,24025,24079,3894,3966,F7712DFD944E1DC6AC62BF9DCB55C4BE85713116B21503572C4A94AB7E7D4EC1,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 26. Multiplication des représentations croisées}\label{fr-r823-multiplication-representations-croisees}
BOOK_S27,24080,24208,11328,11526,965370F158DFC9F5D931314658434BCB9FBE4B3E413A0A970526335B3EADE3F1,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 27. Représentation des \(\mathfrak K_r\) comme produits croisés}\label{fr-r823-representation-produits-croises}
BOOK_S28,24209,24339,10324,10528,34A10C1602BBBFC61425F928909A7CC4472D28CBE26142E77CA0F2845CBCEF4E,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 28. Théorème du produit pour les systèmes de facteurs}\label{fr-r823-theoreme-produit-systemes-facteurs}
BOOK_S29,24340,24359,2039,2075,48902051AE509DE4D8FCB9E0A9A0AF46CA7C8D65F36045D4BB6E20EF0C09E6A0,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 29. Théorème du genre principal dans le cas minimal}\label{fr-r823-theoreme-genre-principal-cas-minimal}
BOOK_S30,24360,24436,5497,5607,0D1A0AB69620184C7DB8513C56E5BD52E1440F7AD54C48B8F4E1E5BDFFAFB0DE,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 30. Spécialisation aux corps de décomposition cycliques}\label{fr-r823-corps-decomposition-cycliques}
BOOK_S31,24437,24480,5312,5417,C35CA46F0787B56C69C3A69423A31FEF271CE5659FE45AC1ACEC35FC1518A314,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 31. Applications du cas particulier cyclique}\label{fr-r823-applications-cas-cyclique}
