"row_type","item_id","status","package","package_dir","manifest_path","manifest_sha256","manifest_rows","r2_rows","r2_files","source_url","local_path","sha256","bytes","last_write","topic_or_scope","evidence_note","non_claim_boundary"
"package_frontier","package_358","observed","358","NOETHER_SESSION_OUTPUT_PACKAGE358_20260705T014303_ROLLING_DELTA_AFTER_PACKAGE357","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE358_20260705T014303_ROLLING_DELTA_AFTER_PACKAGE357\NOETHER_SESSION_OUTPUT_PACKAGE358_MANIFEST.csv","859A2ED44F8AF2FFF57951E73EDD986188B2ED5F0EA54F3D2A66A372282C0F11","3","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE358_20260705T014303_ROLLING_DELTA_AFTER_PACKAGE357","859A2ED44F8AF2FFF57951E73EDD986188B2ED5F0EA54F3D2A66A372282C0F11","1474","2026-07-05T01:43:03+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_359","observed","359","NOETHER_SESSION_OUTPUT_PACKAGE359_20260705T014425_ROLLING_DELTA_AFTER_PACKAGE358","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE359_20260705T014425_ROLLING_DELTA_AFTER_PACKAGE358\NOETHER_SESSION_OUTPUT_PACKAGE359_MANIFEST.csv","5F54F6369FBC07C8943374106BCAF36746FA5241AFEF823385D5C9CA9A5CA9D7","10","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE359_20260705T014425_ROLLING_DELTA_AFTER_PACKAGE358","5F54F6369FBC07C8943374106BCAF36746FA5241AFEF823385D5C9CA9A5CA9D7","4742","2026-07-05T01:44:25+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_360","observed","360","NOETHER_SESSION_OUTPUT_PACKAGE360_20260705T014830_ROLLING_DELTA_AFTER_PACKAGE359","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE360_20260705T014830_ROLLING_DELTA_AFTER_PACKAGE359\NOETHER_SESSION_OUTPUT_PACKAGE360_MANIFEST.csv","CAEE196B426710605C7D76C4B3CA86F07D2AF7128DE2C237D00F2847FE204942","4","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE360_20260705T014830_ROLLING_DELTA_AFTER_PACKAGE359","CAEE196B426710605C7D76C4B3CA86F07D2AF7128DE2C237D00F2847FE204942","1746","2026-07-05T01:48:30+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=5; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_361","observed","361","NOETHER_SESSION_OUTPUT_PACKAGE361_20260705T014959_ROLLING_DELTA_AFTER_PACKAGE360","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE361_20260705T014959_ROLLING_DELTA_AFTER_PACKAGE360\NOETHER_SESSION_OUTPUT_PACKAGE361_MANIFEST.csv","425835AF36FCB570DF5087354EA92D94DB001EB83D24C6407A7F47FF8E9AE7AA","11","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE361_20260705T014959_ROLLING_DELTA_AFTER_PACKAGE360","425835AF36FCB570DF5087354EA92D94DB001EB83D24C6407A7F47FF8E9AE7AA","4944","2026-07-05T01:50:00+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_362","observed","362","NOETHER_SESSION_OUTPUT_PACKAGE362_20260705T015123_ROLLING_DELTA_AFTER_PACKAGE361","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE362_20260705T015123_ROLLING_DELTA_AFTER_PACKAGE361\NOETHER_SESSION_OUTPUT_PACKAGE362_MANIFEST.csv","E8B79DE4B6306055CBA439C4042710ECCCAFD62C04D759E498D4696763CF0EB4","27","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE362_20260705T015123_ROLLING_DELTA_AFTER_PACKAGE361","E8B79DE4B6306055CBA439C4042710ECCCAFD62C04D759E498D4696763CF0EB4","12583","2026-07-05T01:51:24+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_363","observed","363","NOETHER_SESSION_OUTPUT_PACKAGE363_20260705T015246_ROLLING_DELTA_AFTER_PACKAGE362","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE363_20260705T015246_ROLLING_DELTA_AFTER_PACKAGE362\NOETHER_SESSION_OUTPUT_PACKAGE363_MANIFEST.csv","B34DA69BDD3107A32660EB741191EAE0E794BF1F327F9659DBE04BBF325730F5","2","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE363_20260705T015246_ROLLING_DELTA_AFTER_PACKAGE362","B34DA69BDD3107A32660EB741191EAE0E794BF1F327F9659DBE04BBF325730F5","1011","2026-07-05T01:52:46+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_364","observed","364","NOETHER_SESSION_OUTPUT_PACKAGE364_20260705T015554_ROLLING_DELTA_AFTER_PACKAGE363","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE364_20260705T015554_ROLLING_DELTA_AFTER_PACKAGE363\NOETHER_SESSION_OUTPUT_PACKAGE364_MANIFEST.csv","2199EDAB5BA6256F3F36BB59654693F404EF6C4C8F90284C527CFBEB0DA3D541","1","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE364_20260705T015554_ROLLING_DELTA_AFTER_PACKAGE363","2199EDAB5BA6256F3F36BB59654693F404EF6C4C8F90284C527CFBEB0DA3D541","578","2026-07-05T01:55:54+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_365","observed","365","NOETHER_SESSION_OUTPUT_PACKAGE365_20260705T015724_ROLLING_DELTA_AFTER_PACKAGE364","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE365_20260705T015724_ROLLING_DELTA_AFTER_PACKAGE364\NOETHER_SESSION_OUTPUT_PACKAGE365_MANIFEST.csv","C8A8CF7E97D5660721BDFE4FE5577427D69752B818AF33390270175067D566A3","6","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE365_20260705T015724_ROLLING_DELTA_AFTER_PACKAGE364","C8A8CF7E97D5660721BDFE4FE5577427D69752B818AF33390270175067D566A3","2652","2026-07-05T01:57:24+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_366","observed","366","NOETHER_SESSION_OUTPUT_PACKAGE366_20260705T015855_ROLLING_DELTA_AFTER_PACKAGE365","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE366_20260705T015855_ROLLING_DELTA_AFTER_PACKAGE365\NOETHER_SESSION_OUTPUT_PACKAGE366_MANIFEST.csv","14FC9E5073F12E2EC6C1A0BA742EFCD631D5059C74695ED7C46583A4B19AD089","6","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE366_20260705T015855_ROLLING_DELTA_AFTER_PACKAGE365","14FC9E5073F12E2EC6C1A0BA742EFCD631D5059C74695ED7C46583A4B19AD089","2637","2026-07-05T01:58:56+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_367","observed","367","NOETHER_SESSION_OUTPUT_PACKAGE367_20260705T020036_ROLLING_DELTA_AFTER_PACKAGE366","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE367_20260705T020036_ROLLING_DELTA_AFTER_PACKAGE366\NOETHER_SESSION_OUTPUT_PACKAGE367_MANIFEST.csv","EBB55FDB8C1A9656BC7E4ADF9F627C41E27316E35B8DCA2E3DE6B88FBBAE8E9F","9","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE367_20260705T020036_ROLLING_DELTA_AFTER_PACKAGE366","EBB55FDB8C1A9656BC7E4ADF9F627C41E27316E35B8DCA2E3DE6B88FBBAE8E9F","3690","2026-07-05T02:00:36+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_368","observed","368","NOETHER_SESSION_OUTPUT_PACKAGE368_20260705T020211_ROLLING_DELTA_AFTER_PACKAGE367","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE368_20260705T020211_ROLLING_DELTA_AFTER_PACKAGE367\NOETHER_SESSION_OUTPUT_PACKAGE368_MANIFEST.csv","3E46838ADDEB1746FB0F965CD1294DD24D42FE51F78D496628AA7985F360D1E3","8","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE368_20260705T020211_ROLLING_DELTA_AFTER_PACKAGE367","3E46838ADDEB1746FB0F965CD1294DD24D42FE51F78D496628AA7985F360D1E3","3327","2026-07-05T02:02:11+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
