generated_utc,frontier,branch_path,git_blob,local_source_body_path,payload_group,source_use_label,csv_row_count,sha256,source_link_status,use_status,adverse_or_gap_handling,next_action,claim_boundary
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/B3_UPLOADER_READY_SUMMARY.csv,e4854d301cdb4c7db2aebfc5ffe174974d3b04ad,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0011_e4854d301c_B3_UPLOADER_READY_SUMMARY.csv,r3_7a_source_use_gap_audit,source_use;blocker_recovery_gap;b3_handoff;branch_delta,8,8CBBD651E9F7A47C374FA164E874C3C237603BC3D81A99CB8863E928773B84EA,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/MANIFEST.csv,5bed5bdbe120dd5611a97eac610980e3e808621a,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0012_5bed5bdbe1_MANIFEST.csv,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;manifest_hash_validation;branch_delta,17,636C9BE8FA24FD8F9A663EB36CE114E5428D09E53D013CBCBEF6D4014BC3808E,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/PACKAGE_VALIDATION.json,4ab4c66b04a4411374cbd10a558e46d87a2a487b,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0013_4ab4c66b04_PACKAGE_VALIDATION.json,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;manifest_hash_validation;branch_delta,,072F67A2384F05495E1E0253FAE9E6D518C50973E43DE7FB0454F1DB85CB9F19,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BLOCKERS_AND_RECOVERY_ROWS.csv,0fb29a2d5fe3d9ab30a684308c28746c8b43289f,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0014_0fb29a2d5f_R3_7A7576C3_BLOCKERS_AND_RECOVERY_ROWS.csv,r3_7a_source_use_gap_audit,source_use;blocker_recovery_gap;branch_delta,3,B10631B8DF5A90C3018F5FBF93301E97D23CE89D9BBC066403D0525D57F74885,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_COMMITS_FROM_EF53.csv,f6bd0436a113720009c4a9fec2c6220ef3e2dff3,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0015_f6bd0436a1_R3_7A7576C3_BRANCH_COMMITS_FROM_EF53.csv,r3_7a_source_use_gap_audit,source_use;blocker_recovery_gap;branch_delta,1,E10F8634F9CD6BB7BF37D524323D94B77265B63A1E6975CD5912F3B72855A85C,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_DELTA_FROM_EF53.csv,cc25cb5a7590c29927df8a9bd1f9323aa418b830,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0016_cc25cb5a75_R3_7A7576C3_BRANCH_DELTA_FROM_EF53.csv,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;branch_delta,70,CAA5B689D46781A2D927E14E066320A524881E236CD49CD5B03AB866342EA58E,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_VISIBLE_5C87-CURRENT_MANIFEST_ROWS.csv,76f39e97aef70691c34bd1385c2803bfce725685,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0017_76f39e97ae_R3_7A7576C3_BRANCH_VISIBLE_5C87-CURRENT_MANIFEST_ROWS.csv,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;manifest_hash_validation;branch_delta,16,75548FA6CCA13C6CEA3DDD41B1FE85BF2E0C4D18841339F482E3127CA6B0B593,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_VISIBLE_5C87-DEDUP_MANIFEST_ROWS.csv,139413e738703af2d43da2281a46f20b975baee1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0018_139413e738_R3_7A7576C3_BRANCH_VISIBLE_5C87-DEDUP_MANIFEST_ROWS.csv,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;manifest_hash_validation;branch_delta,13,1F0BE2FDEA360E010A2E60CF4DF993AEC3CEEA20297C2692668FC9A9C37E6D53,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_VISIBLE_R3_PACKET_HASH_CHECK.csv,e329391abe4e728d02e2c065431230f0d124c814,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0019_e329391abe_R3_7A7576C3_BRANCH_VISIBLE_R3_PACKET_HASH_CHECK.csv,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;branch_delta,29,A1F7775B86C3C92E3FFAA46FBFC5698EAC91053560F9D08CB4F8EF37141EFA5D,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_CARRIED_FORWARD_EF53_SOURCE_USE_GAP_ROWS.csv,811ae492fd75dcfd86181c0dc8916790cefea7d5,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0020_811ae492fd_R3_7A7576C3_CARRIED_FORWARD_EF53_SOURCE_USE_GAP_ROWS.csv,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;branch_delta,5,D6F838FF62B48AA0A4287DB3CC85F9FD611ACED0B6BF66B08747FECF2A32A2B7,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv,23aa8b67a4041c05881d3d6865c39064816ae9d5,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0021_23aa8b67a4_R3_7A7576C3_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;branch_delta,2,26CF2B8B7658F724386BB32A100A6707650F9A598B94200F9CBF75775351D010,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_SOURCE_USE_FACT_CHANGE_AUDIT.csv,17ba848dc66ba23fa7f507782efa86238a6fbae2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0022_17ba848dc6_R3_7A7576C3_SOURCE_USE_FACT_CHANGE_AUDIT.csv,r3_7a_source_use_gap_audit,source_use;blocker_recovery_gap;branch_delta,3,9D25998400082927A49F2432868DB9503C4F16B452DC4EFB09D68388DA37C02C,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/README.md,831cbe715fea70e83146d96a52ad32c89ccfaff0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0023_831cbe715f_README.md,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;branch_delta,,2C947C32B05108A9ABB333E665B5A6B343184479A9A1DE79076DD6E452299B33,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/SHA256SUMS.txt,3bf6d3cd4e6dc5fea5b9e65d4fcdd32dea57e4d1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0024_3bf6d3cd4e_SHA256SUMS.txt,r3_7a_source_use_gap_audit,source_use;adverse_evidence;blocker_recovery_gap;fable_support;manifest_hash_validation;branch_delta,,28AADC44FE2ED4CDD798995FEB2D88DA6CB71C4D224C1F7364D658CF7C102AA8,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
