ref_id,language,source_unit,file,line,raw,ref_kind,status,selected_target,candidate_count
ref.fr.000024,fr,fga.149.s4.theorem.1,fr/149.tex,607,théorème 1,explicit_theorem,RESOLVED,fga.149.s4.theorem.1,1
ref.fr.000025,fr,fga.149.s4.theorem.1,fr/149.tex,610,proposition 3,explicit_proposition,RESOLVED,fga.149.s1.proposition.3,1
ref.fr.000026,fr,fga.149.s4.theorem.1,fr/149.tex,683,théorème 1,explicit_theorem,RESOLVED,fga.149.s4.theorem.1,1
ref.fr.000027,fr,fga.149.s4.theorem.1,fr/149.tex,689,formule (4.6,explicit_equation,RESOLVED,fga.149.s4.theorem.1.eq.4-6,1
ref.fr.000028,fr,fga.149.s4.theorem.1,fr/149.tex,690,proposition 4,explicit_proposition,RESOLVED,fga.149.s3.proposition.4,1
ref.fr.000029,fr,fga.149.s4.corollary.1,fr/149.tex,738,corollaire 1,explicit_corollary,AMBIGUOUS,,3
ref.fr.000030,fr,fga.149.s4.remark.u.n01,fr/149.tex,743,théorème 1,explicit_theorem,RESOLVED,fga.149.s4.theorem.1,1
ref.fr.000031,fr,fga.149.s4.remark.u.n01,fr/149.tex,745,corollaire 1,explicit_corollary,AMBIGUOUS,,3
ref.fr.000032,fr,fga.149.s5.theorem.2,fr/149.tex,776,théorème 2,explicit_theorem,RESOLVED,fga.149.s5.theorem.2,1
ref.fr.000033,fr,fga.149.s5.corollary.u.n01,fr/149.tex,796,théorème 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.fr.000034,fr,fga.149.s5.corollary.u.n01,fr/149.tex,796,corollaire 1,explicit_corollary,AMBIGUOUS,,3
ref.fr.000035,fr,fga.149.s5.corollary.u.n01,fr/149.tex,796,proposition 1,explicit_proposition,RESOLVED,fga.149.s1.proposition.1,1
ref.fr.000036,fr,fga.149.s5.corollary.u.n01,fr/149.tex,808,théorème 2,explicit_theorem,RESOLVED,fga.149.s5.theorem.2,1
ref.fr.000037,fr,fga.149.s5.lemma.4,fr/149.tex,879,proposition 1,explicit_proposition,RESOLVED,fga.149.s1.proposition.1,1
ref.fr.000038,fr,fga.149.s5.lemma.4,fr/149.tex,879,corollaire 1,explicit_corollary,AMBIGUOUS,,3
ref.fr.000039,fr,fga.149.s5.lemma.5,fr/149.tex,899,proposition 1,explicit_proposition,RESOLVED,fga.149.s1.proposition.1,1
ref.fr.000040,fr,fga.149.s5.lemma.5,fr/149.tex,910,lemme 3,explicit_lemma,RESOLVED,fga.149.s5.lemma.3,1
ref.fr.000041,fr,fga.149.s5.lemma.5,fr/149.tex,912,lemme 2,explicit_lemma,RESOLVED,fga.149.s5.lemma.2,1
ref.fr.000042,fr,fga.149.s5.lemma.5,fr/149.tex,914,lemme 4,explicit_lemma,RESOLVED,fga.149.s5.lemma.4,1
ref.fr.000043,fr,fga.149.s5.lemma.5,fr/149.tex,923,lemme 1,explicit_lemma,RESOLVED,fga.149.s4.lemma.1,1
ref.fr.000044,fr,fga.149.s5.lemma.5,fr/149.tex,944,lemme 3,explicit_lemma,RESOLVED,fga.149.s5.lemma.3,1
ref.fr.000045,fr,fga.149.s5.lemma.5,fr/149.tex,946,lemme 4,explicit_lemma,RESOLVED,fga.149.s5.lemma.4,1
ref.fr.000046,fr,fga.149.s5.lemma.5,fr/149.tex,953,lemme 5,explicit_lemma,RESOLVED,fga.149.s5.lemma.5,1
ref.fr.000047,fr,fga.149.s6,fr/149.tex,965,formule (5.6,explicit_equation,RESOLVED,fga.149.s5.lemma.5.eq.5-6,1
ref.fr.000048,fr,fga.149.s6,fr/149.tex,976,proposition 5,explicit_proposition,RESOLVED,fga.149.s3.proposition.5,1
ref.fr.000049,fr,fga.149.s6.theorem.3-bis,fr/149.tex,1022,lemme 4,explicit_lemma,RESOLVED,fga.149.s5.lemma.4,1
ref.fr.000050,fr,fga.149.s6.theorem.3-bis,fr/149.tex,1022,lemme 3,explicit_lemma,RESOLVED,fga.149.s5.lemma.3,1
ref.fr.000051,fr,fga.149.s6.theorem.3-bis,fr/149.tex,1025,lemme 4,explicit_lemma,RESOLVED,fga.149.s5.lemma.4,1
ref.fr.000052,fr,fga.149.s6.proposition.6,fr/149.tex,1035,proposition 5,explicit_proposition,RESOLVED,fga.149.s3.proposition.5,1
ref.fr.000053,fr,fga.149.s6.proposition.6,fr/149.tex,1042,lemme 5,explicit_lemma,RESOLVED,fga.149.s5.lemma.5,1
ref.fr.000054,fr,fga.149.s6.corollary.u.n01,fr/149.tex,1060,théorème 3 bis,explicit_theorem,RESOLVED,fga.149.s6.theorem.3-bis,1
ref.fr.000055,fr,fga.149.s7,fr/149.tex,1077,théorème 2,explicit_theorem,RESOLVED,fga.149.s5.theorem.2,1
ref.fr.000056,fr,fga.149.s7,fr/149.tex,1077,théorème 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.fr.000057,fr,fga.149.s7.theorem.4,fr/149.tex,1131,théorème 4,explicit_theorem,RESOLVED,fga.149.s7.theorem.4,1
ref.fr.000058,fr,fga.149.s7.theorem.4,fr/149.tex,1131,théorème 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.fr.000059,fr,fga.149.s7.theorem.4,fr/149.tex,1180,théorème 4,explicit_theorem,RESOLVED,fga.149.s7.theorem.4,1
ref.fr.000060,fr,fga.149.s8,fr/149.tex,1269,définition (8.1,explicit_definition,UNRESOLVED,,0
ref.fr.000061,fr,fga.149.s8.theorem.6,fr/149.tex,1337,théorème 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.fr.000062,fr,fga.149.s8.theorem.6,fr/149.tex,1352,théorème 6,explicit_theorem,RESOLVED,fga.149.s8.theorem.6,1
ref.fr.000063,fr,fga.149.s8.theorem.6,fr/149.tex,1353,définition (8.1,explicit_definition,UNRESOLVED,,0
ref.fr.000064,fr,fga.149.s8.theorem.6,fr/149.tex,1358,théorème 6,explicit_theorem,RESOLVED,fga.149.s8.theorem.6,1
ref.fr.000065,fr,fga.149.s8.theorem.6,fr/149.tex,1372,proposition 3,explicit_proposition,RESOLVED,fga.149.s1.proposition.3,1
ref.fr.000066,fr,fga.149.s8.theorem.6,fr/149.tex,1382,théorème 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.fr.000067,fr,fga.149.s8.theorem.6,fr/149.tex,1382,formule (8.8,explicit_equation,RESOLVED,fga.149.s8.theorem.6.eq.8-8,1
ref.fr.000068,fr,fga.149.s8.theorem.6,fr/149.tex,1390,formule (8.1,explicit_equation,RESOLVED,fga.149.s8.eq.8-1,1
ref.fr.000069,fr,fga.149.s8.theorem.6,fr/149.tex,1392,remarque 2,explicit_remark,UNRESOLVED,,0
ref.fr.000070,fr,fga.149.s1.proposition.2,fr/149.tex,118,(1.8),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-8,1
ref.fr.000071,fr,fga.149.s1.proposition.2,fr/149.tex,119,(1.7),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-7,1
ref.fr.000072,fr,fga.149.s1.proposition.2,fr/149.tex,120,(1.8),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-8,1
ref.fr.000073,fr,fga.149.s1.proposition.3,fr/149.tex,137,(1.2),numeric_label,RESOLVED,fga.149.s1.eq.1-2,1
ref.fr.000074,fr,fga.149.s2,fr/149.tex,158,(2.1),numeric_label,RESOLVED,fga.149.s2.eq.2-1,1
ref.fr.000075,fr,fga.149.s2,fr/149.tex,176,(2.2),numeric_label,RESOLVED,fga.149.s2.eq.2-2,1
ref.fr.000076,fr,fga.149.s2,fr/149.tex,190,(2.2),numeric_label,RESOLVED,fga.149.s2.eq.2-2,1
ref.fr.000077,fr,fga.149.s2,fr/149.tex,205,(2.2),numeric_label,RESOLVED,fga.149.s2.eq.2-2,1
ref.fr.000078,fr,fga.149.s2,fr/149.tex,232,(1.8),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-8,1
ref.fr.000079,fr,fga.149.s2,fr/149.tex,242,(1.4),numeric_label,RESOLVED,fga.149.s1.proposition.1.eq.1-4,1
ref.fr.000080,fr,fga.149.s2,fr/149.tex,257,(1.5),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-5,1
ref.fr.000081,fr,fga.149.s3,fr/149.tex,279,(3.1),numeric_label,RESOLVED,fga.149.s3.eq.3-1,1
ref.fr.000082,fr,fga.149.s3,fr/149.tex,303,(3.2),numeric_label,RESOLVED,fga.149.s3.eq.3-2,1
ref.fr.000083,fr,fga.149.s3,fr/149.tex,356,(3.3),numeric_label,RESOLVED,fga.149.s3.eq.3-3,1
ref.fr.000084,fr,fga.149.s3,fr/149.tex,356,(3.4),numeric_label,RESOLVED,fga.149.s3.eq.3-4,1
ref.fr.000085,fr,fga.149.s3,fr/149.tex,356,(3.2),numeric_label,RESOLVED,fga.149.s3.eq.3-2,1
ref.fr.000086,fr,fga.149.s3.proposition.4,fr/149.tex,367,(3.1),numeric_label,RESOLVED,fga.149.s3.eq.3-1,1
ref.fr.000087,fr,fga.149.s3.corollary.2,fr/149.tex,426,(3.6 bis),numeric_label,RESOLVED,fga.149.s3.corollary.2.eq.3-6-bis,1
ref.fr.000088,fr,fga.149.s3.proposition.5,fr/149.tex,479,(3.7),numeric_label,RESOLVED,fga.149.s3.proposition.5.eq.3-7,1
ref.fr.000089,fr,fga.149.s4.lemma.1,fr/149.tex,526,(4.1),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-1,1
ref.fr.000090,fr,fga.149.s4.lemma.1,fr/149.tex,527,(3.8),numeric_label,RESOLVED,fga.149.s3.corollary.u.n01.eq.3-8,1
ref.fr.000091,fr,fga.149.s4.lemma.1,fr/149.tex,540,(4.1 bis),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-1-bis,1
ref.fr.000092,fr,fga.149.s4.lemma.1,fr/149.tex,556,(4.1),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-1,1
ref.fr.000093,fr,fga.149.s4.theorem.1,fr/149.tex,611,(4.3),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-3,1
ref.fr.000094,fr,fga.149.s4.theorem.1,fr/149.tex,671,(4.5),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-5,1
ref.fr.000095,fr,fga.149.s4.theorem.1,fr/149.tex,672,(4.3),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-3,1
ref.fr.000096,fr,fga.149.s4.theorem.1,fr/149.tex,688,(4.5),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-5,1
ref.fr.000097,fr,fga.149.s4.theorem.1,fr/149.tex,689,(4.6),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-6,1
ref.fr.000098,fr,fga.149.s4.theorem.1,fr/149.tex,698,(4.4),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-4,1
ref.fr.000099,fr,fga.149.s4.theorem.1,fr/149.tex,698,(4.7),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-7,1
ref.fr.000100,fr,fga.149.s4.corollary.1,fr/149.tex,725,(4.8),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-8,1
ref.fr.000101,fr,fga.149.s5.theorem.3,fr/149.tex,785,(5.2),numeric_label,RESOLVED,fga.149.s5.theorem.2.eq.5-2,1
ref.fr.000102,fr,fga.149.s5.corollary.u.n01,fr/149.tex,806,(5.1),numeric_label,RESOLVED,fga.149.s5.theorem.2.eq.5-1,1
ref.fr.000103,fr,fga.149.s5.corollary.u.n01,fr/149.tex,831,(5.3 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-3-bis,1
ref.fr.000104,fr,fga.149.s5.corollary.u.n01,fr/149.tex,832,(5.3),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-3,1
ref.fr.000105,fr,fga.149.s5.corollary.u.n01,fr/149.tex,833,(5.3 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-3-bis,1
ref.fr.000106,fr,fga.149.s5.corollary.u.n01,fr/149.tex,833,(5.3),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-3,1
ref.fr.000107,fr,fga.149.s5.corollary.u.n01,fr/149.tex,834,(5.4),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-4,1
ref.fr.000108,fr,fga.149.s5.corollary.u.n01,fr/149.tex,834,(5.5),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-5,1
ref.fr.000109,fr,fga.149.s5.corollary.u.n01,fr/149.tex,835,(4.2),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-2,1
ref.fr.000110,fr,fga.149.s5.lemma.2,fr/149.tex,854,(5.1),numeric_label,RESOLVED,fga.149.s5.theorem.2.eq.5-1,1
ref.fr.000111,fr,fga.149.s5.lemma.5,fr/149.tex,908,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.fr.000112,fr,fga.149.s5.lemma.5,fr/149.tex,912,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.fr.000113,fr,fga.149.s5.lemma.5,fr/149.tex,914,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.fr.000114,fr,fga.149.s5.lemma.5,fr/149.tex,915,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.fr.000115,fr,fga.149.s5.lemma.5,fr/149.tex,940,(5.6),numeric_label,RESOLVED,fga.149.s5.lemma.5.eq.5-6,1
ref.fr.000116,fr,fga.149.s5.lemma.5,fr/149.tex,940,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.fr.000117,fr,fga.149.s5.lemma.5,fr/149.tex,941,(5.7),numeric_label,RESOLVED,fga.149.s5.lemma.5.eq.5-7,1
ref.fr.000118,fr,fga.149.s5.lemma.5,fr/149.tex,941,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.fr.000119,fr,fga.149.s5.lemma.5,fr/149.tex,943,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.fr.000120,fr,fga.149.s6,fr/149.tex,965,(5.6),numeric_label,RESOLVED,fga.149.s5.lemma.5.eq.5-6,1
ref.fr.000121,fr,fga.149.s6,fr/149.tex,978,(6.1),numeric_label,RESOLVED,fga.149.s6.eq.6-1,1
ref.fr.000122,fr,fga.149.s6,fr/149.tex,983,(6.2),numeric_label,RESOLVED,fga.149.s6.eq.6-2,1
ref.fr.000123,fr,fga.149.s6,fr/149.tex,998,(6.3),numeric_label,RESOLVED,fga.149.s6.eq.6-3,1
ref.fr.000124,fr,fga.149.s6,fr/149.tex,1004,(5.2),numeric_label,RESOLVED,fga.149.s5.theorem.2.eq.5-2,1
ref.fr.000125,fr,fga.149.s6,fr/149.tex,1005,(6.1),numeric_label,RESOLVED,fga.149.s6.eq.6-1,1
ref.fr.000126,fr,fga.149.s6.theorem.3-bis,fr/149.tex,1010,(6.5),numeric_label,RESOLVED,fga.149.s6.eq.6-5,1
ref.fr.000127,fr,fga.149.s6.theorem.3-bis,fr/149.tex,1024,(6.5),numeric_label,RESOLVED,fga.149.s6.eq.6-5,1
ref.fr.000128,fr,fga.149.s6.proposition.6,fr/149.tex,1039,(6.6),numeric_label,RESOLVED,fga.149.s6.proposition.6.eq.6-6,1
ref.fr.000129,fr,fga.149.s6.proposition.6,fr/149.tex,1041,(6.6),numeric_label,RESOLVED,fga.149.s6.proposition.6.eq.6-6,1
ref.fr.000130,fr,fga.149.s6.corollary.u.n01,fr/149.tex,1061,(6.5),numeric_label,RESOLVED,fga.149.s6.eq.6-5,1
ref.fr.000131,fr,fga.149.s7,fr/149.tex,1106,(7.3),numeric_label,RESOLVED,fga.149.s7.eq.7-3,1
ref.fr.000132,fr,fga.149.s8,fr/149.tex,1243,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.fr.000133,fr,fga.149.s8,fr/149.tex,1261,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.fr.000134,fr,fga.149.s8,fr/149.tex,1269,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.fr.000135,fr,fga.149.s8,fr/149.tex,1316,(8.2),numeric_label,RESOLVED,fga.149.s8.eq.8-2,1
ref.fr.000136,fr,fga.149.s8,fr/149.tex,1323,(8.3),numeric_label,RESOLVED,fga.149.s8.eq.8-3,1
ref.fr.000137,fr,fga.149.s8,fr/149.tex,1323,(8.4),numeric_label,RESOLVED,fga.149.s8.eq.8-4,1
ref.fr.000138,fr,fga.149.s8.theorem.6,fr/149.tex,1335,(8.6),numeric_label,RESOLVED,fga.149.s8.eq.8-6,1
ref.fr.000139,fr,fga.149.s8.theorem.6,fr/149.tex,1350,(8.2),numeric_label,RESOLVED,fga.149.s8.eq.8-2,1
ref.fr.000140,fr,fga.149.s8.theorem.6,fr/149.tex,1353,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.fr.000141,fr,fga.149.s8.theorem.6,fr/149.tex,1371,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.fr.000142,fr,fga.149.s8.theorem.6,fr/149.tex,1381,(8.6),numeric_label,RESOLVED,fga.149.s8.eq.8-6,1
ref.fr.000143,fr,fga.149.s8.theorem.6,fr/149.tex,1382,(8.8),numeric_label,RESOLVED,fga.149.s8.theorem.6.eq.8-8,1
ref.fr.000144,fr,fga.149.s8.theorem.6,fr/149.tex,1390,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.fr.000145,fr,fga.149,fr/149.tex,1,Exposé 149,expose,RESOLVED,fga.149,1
ref.en.000146,en,fga.149,en/149.tex,11,[3],bibliography,RESOLVED,fga.149.bib.ref.3,1
ref.en.000147,en,fga.149,en/149.tex,12,[2],bibliography,RESOLVED,fga.149.bib.ref.2,1
ref.en.000148,en,fga.149.s1,en/149.tex,14,[2],bibliography,RESOLVED,fga.149.bib.ref.2,1
ref.en.000149,en,fga.149.s1.proposition.2,en/149.tex,119,[3],bibliography,RESOLVED,fga.149.bib.ref.3,1
ref.en.000150,en,fga.149.s2,en/149.tex,140,[1],bibliography,RESOLVED,fga.149.bib.ref.1,1
ref.en.000151,en,fga.149.s5.corollary.u.n01,en/149.tex,830,[3],bibliography,RESOLVED,fga.149.bib.ref.3,1
ref.en.000152,en,fga.149.s5.lemma.2,en/149.tex,835,[3],bibliography,RESOLVED,fga.149.bib.ref.3,1
ref.en.000153,en,fga.149.s5.lemma.3,en/149.tex,850,[3],bibliography,RESOLVED,fga.149.bib.ref.3,1
ref.en.000154,en,fga.149.s5.lemma.4,en/149.tex,867,[3],bibliography,RESOLVED,fga.149.bib.ref.3,1
ref.en.000155,en,fga.149.s6.corollary.u.n01,en/149.tex,1039,[3],bibliography,RESOLVED,fga.149.bib.ref.3,1
ref.en.000156,en,fga.149.s6.corollary.u.n01,en/149.tex,1043,[4],bibliography,RESOLVED,fga.149.bib.ref.4,1
ref.en.000157,en,fga.149.s2,en/149.tex,155,equation (2.1,explicit_equation,RESOLVED,fga.149.s2.eq.2-1,1
ref.en.000158,en,fga.149.s2,en/149.tex,235,Proposition 1,explicit_proposition,RESOLVED,fga.149.s1.proposition.1,1
ref.en.000159,en,fga.149.s3.corollary.1,en/149.tex,400,Corollary 1,explicit_corollary,AMBIGUOUS,,3
ref.en.000160,en,fga.149.s3.corollary.2,en/149.tex,420,Formula (3.6 bis,explicit_equation,RESOLVED,fga.149.s3.corollary.2.eq.3-6-bis,1
ref.en.000161,en,fga.149.s3.proposition.5,en/149.tex,462,Proposition 4,explicit_proposition,RESOLVED,fga.149.s3.proposition.4,1
ref.en.000162,en,fga.149.s3.proposition.5,en/149.tex,475,Proposition 5,explicit_proposition,RESOLVED,fga.149.s3.proposition.5,1
ref.en.000163,en,fga.149.s4,en/149.tex,491,Section 6,explicit_section,RESOLVED,fga.149.s6,1
ref.en.000164,en,fga.149.s4.lemma.1,en/149.tex,519,Proposition 5,explicit_proposition,RESOLVED,fga.149.s3.proposition.5,1
ref.en.000165,en,fga.149.s4.lemma.1,en/149.tex,521,Formula (4.1,explicit_equation,RESOLVED,fga.149.s4.lemma.1.eq.4-1,1
ref.en.000166,en,fga.149.s4.lemma.1,en/149.tex,522,Proposition 1,explicit_proposition,RESOLVED,fga.149.s1.proposition.1,1
ref.en.000167,en,fga.149.s4.lemma.1,en/149.tex,522,Proposition 5,explicit_proposition,RESOLVED,fga.149.s3.proposition.5,1
ref.en.000168,en,fga.149.s4.lemma.1,en/149.tex,522,formula (3.8,explicit_equation,RESOLVED,fga.149.s3.corollary.u.n01.eq.3-8,1
ref.en.000169,en,fga.149.s4.lemma.1,en/149.tex,534,formula (4.1 bis,explicit_equation,RESOLVED,fga.149.s4.lemma.1.eq.4-1-bis,1
ref.en.000170,en,fga.149.s4.theorem.1,en/149.tex,600,Theorem 1,explicit_theorem,RESOLVED,fga.149.s4.theorem.1,1
ref.en.000171,en,fga.149.s4.theorem.1,en/149.tex,603,Proposition 3,explicit_proposition,RESOLVED,fga.149.s1.proposition.3,1
ref.en.000172,en,fga.149.s4.theorem.1,en/149.tex,676,Theorem 1,explicit_theorem,RESOLVED,fga.149.s4.theorem.1,1
ref.en.000173,en,fga.149.s4.theorem.1,en/149.tex,680,Formula (4.6,explicit_equation,RESOLVED,fga.149.s4.theorem.1.eq.4-6,1
ref.en.000174,en,fga.149.s4.theorem.1,en/149.tex,682,Proposition 4,explicit_proposition,RESOLVED,fga.149.s3.proposition.4,1
ref.en.000175,en,fga.149.s4.corollary.1,en/149.tex,716,Formula (4.8,explicit_equation,RESOLVED,fga.149.s4.theorem.1.eq.4-8,1
ref.en.000176,en,fga.149.s4.corollary.1,en/149.tex,727,Corollary 1,explicit_corollary,AMBIGUOUS,,3
ref.en.000177,en,fga.149.s4.remark.u.n01,en/149.tex,733,Theorem 1,explicit_theorem,RESOLVED,fga.149.s4.theorem.1,1
ref.en.000178,en,fga.149.s4.remark.u.n01,en/149.tex,735,Corollary 1,explicit_corollary,AMBIGUOUS,,3
ref.en.000179,en,fga.149.s5.theorem.2,en/149.tex,749,Section 2,explicit_section,RESOLVED,fga.149.s2,1
ref.en.000180,en,fga.149.s5.theorem.2,en/149.tex,764,Theorem 2,explicit_theorem,RESOLVED,fga.149.s5.theorem.2,1
ref.en.000181,en,fga.149.s5.corollary.u.n01,en/149.tex,784,Theorem 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.en.000182,en,fga.149.s5.corollary.u.n01,en/149.tex,784,Corollary 1,explicit_corollary,AMBIGUOUS,,3
ref.en.000183,en,fga.149.s5.corollary.u.n01,en/149.tex,784,Proposition 1,explicit_proposition,RESOLVED,fga.149.s1.proposition.1,1
ref.en.000184,en,fga.149.s5.corollary.u.n01,en/149.tex,796,Theorem 2,explicit_theorem,RESOLVED,fga.149.s5.theorem.2,1
ref.en.000185,en,fga.149.s5.lemma.4,en/149.tex,866,Proposition 1,explicit_proposition,RESOLVED,fga.149.s1.proposition.1,1
ref.en.000186,en,fga.149.s5.lemma.4,en/149.tex,866,Corollary 1,explicit_corollary,AMBIGUOUS,,3
ref.en.000187,en,fga.149.s5.lemma.5,en/149.tex,886,Proposition 1,explicit_proposition,RESOLVED,fga.149.s1.proposition.1,1
ref.en.000188,en,fga.149.s5.lemma.5,en/149.tex,897,Lemma 3,explicit_lemma,RESOLVED,fga.149.s5.lemma.3,1
ref.en.000189,en,fga.149.s5.lemma.5,en/149.tex,898,Lemma 2,explicit_lemma,RESOLVED,fga.149.s5.lemma.2,1
ref.en.000190,en,fga.149.s5.lemma.5,en/149.tex,900,Lemma 4,explicit_lemma,RESOLVED,fga.149.s5.lemma.4,1
ref.en.000191,en,fga.149.s5.lemma.5,en/149.tex,909,Lemma 1,explicit_lemma,RESOLVED,fga.149.s4.lemma.1,1
ref.en.000192,en,fga.149.s5.lemma.5,en/149.tex,930,Lemma 3,explicit_lemma,RESOLVED,fga.149.s5.lemma.3,1
ref.en.000193,en,fga.149.s5.lemma.5,en/149.tex,931,Lemma 4,explicit_lemma,RESOLVED,fga.149.s5.lemma.4,1
