target_id,target_type,display_fr,display_en,scope,item,label,source_pages,authority
fga.149.s1.corollary.1.eq.1-8,equation,Équation 1.8,Equation 1.8,internal,149,1.8,170--170,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s1.proposition.2,proposition,Proposition 2,Proposition 2,internal,149,2,170--171,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s1.proposition.3,proposition,Proposition 3,Proposition 3,internal,149,3,171--171,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2,section,Loi de composition dans les Ext,Composition law in Ext,internal,149,2,171--173,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.2-1,equation,Équation 2.1,Equation 2.1,internal,149,2.1,171--171,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,171--171,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.2-2,equation,Équation 2.2,Equation 2.2,internal,149,2.2,171--171,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,149,,171--171,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,149,,172--172,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.u.n04,equation,Équation non numérotée,Equation unnumbered,internal,149,,172--172,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.u.n05,equation,Équation non numérotée,Equation unnumbered,internal,149,,172--172,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.2-3,equation,Équation 2.3,Equation 2.3,internal,149,2.3,172--172,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.2-4,equation,Équation 2.4,Equation 2.4,internal,149,2.4,172--172,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.2-5,equation,Équation 2.5,Equation 2.5,internal,149,2.5,172--172,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.2-6,equation,Équation 2.6,Equation 2.6,internal,149,2.6,173--173,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s2.eq.2-7,equation,Équation 2.7,Equation 2.7,internal,149,2.7,173--173,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3,section,Résultats de cohomologie locale,Results in local cohomology,internal,149,3,173--177,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.eq.3-1,equation,Équation 3.1,Equation 3.1,internal,149,3.1,173--173,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.eq.3-2,equation,Équation 3.2,Equation 3.2,internal,149,3.2,173--173,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.item.i,subitem,Sous-item i.,Subitem i.,internal,149,i.,174--174,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.item.ii,subitem,Sous-item ii.,Subitem ii.,internal,149,ii.,174--174,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,174--174,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,149,,174--174,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.eq.3-3,equation,Équation 3.3,Equation 3.3,internal,149,3.3,174--174,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.eq.3-4,equation,Équation 3.4,Equation 3.4,internal,149,3.4,174--174,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.proposition.4,proposition,Proposition 4,Proposition 4,internal,149,4,175--175,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.1,corollary,Corollaire 1,Corollary 1,internal,149,1,175--175,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.1.eq.3-5,equation,Équation 3.5,Equation 3.5,internal,149,3.5,175--175,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.1.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,175--175,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.1.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,149,,175--175,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.1.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,149,,175--175,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.2,corollary,Corollaire 2,Corollary 2,internal,149,2,175--176,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.2.eq.3-6,equation,Équation 3.6,Equation 3.6,internal,149,3.6,176--176,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.2.eq.3-6-bis,equation,Équation 3.6 bis,Equation 3.6 bis,internal,149,3.6 bis,176--176,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.proposition.5,proposition,Proposition 5,Proposition 5,internal,149,5,176--177,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.proposition.5.eq.3-7,equation,Équation 3.7,Equation 3.7,internal,149,3.7,176--176,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.proposition.5.eq.3-7-bis,equation,Équation 3.7 bis,Equation 3.7 bis,internal,149,3.7 bis,176--176,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.proposition.5.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,176--176,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.proposition.5.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,149,,176--176,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.proposition.5.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,149,,177--177,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.u.n01,corollary,Corollaire,Corollary,internal,149,,177--177,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s3.corollary.u.n01.eq.3-8,equation,Équation 3.8,Equation 3.8,internal,149,3.8,177--177,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4,section,Classe de cohomologie associée à une sous-variété,Cohomology class associated with a subvariety,internal,149,4,177--181,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,177--177,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.lemma.1,lemma,Lemme 1,Lemma 1,internal,149,1,177--179,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.lemma.1.eq.4-1,equation,Équation 4.1,Equation 4.1,internal,149,4.1,177--177,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.lemma.1.eq.4-1-bis,equation,Équation 4.1 bis,Equation 4.1 bis,internal,149,4.1 bis,177--177,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.lemma.1.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,178--178,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.lemma.1.eq.4-2,equation,Équation 4.2,Equation 4.2,internal,149,4.2,178--178,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.lemma.1.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,149,,178--178,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.lemma.1.eq.4-3,equation,Équation 4.3,Equation 4.3,internal,149,4.3,178--178,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1,theorem,Théorème 1,Theorem 1,internal,149,1,179--181,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.4-4,equation,Équation 4.4,Equation 4.4,internal,149,4.4,179--179,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,179--179,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,149,,179--179,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.4-5,equation,Équation 4.5,Equation 4.5,internal,149,4.5,179--179,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.diag.n01,diagram,Diagramme TeX natif,Native TeX diagram,internal,149,,179--179,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,149,,180--180,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.u.n04,equation,Équation non numérotée,Equation unnumbered,internal,149,,180--180,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.u.n05,equation,Équation non numérotée,Equation unnumbered,internal,149,,180--180,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.4-6,equation,Équation 4.6,Equation 4.6,internal,149,4.6,180--180,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.4-7,equation,Équation 4.7,Equation 4.7,internal,149,4.7,180--180,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.theorem.1.eq.4-8,equation,Équation 4.8,Equation 4.8,internal,149,4.8,180--180,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.corollary.1,corollary,Corollaire 1,Corollary 1,internal,149,1,181--181,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.corollary.1.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,181--181,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.corollary.1.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,149,,181--181,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.corollary.1.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,149,,181--181,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s4.remark.u.n01,remark,Remarque,Remark,internal,149,,181--181,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5,section,Le théorème de dualité,The duality theorem,internal,149,5,181--185,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.theorem.2,theorem,Théorème 2,Theorem 2,internal,149,2,181--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.theorem.2.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,182--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.theorem.2.eq.5-1,equation,Équation 5.1,Equation 5.1,internal,149,5.1,182--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.theorem.2.eq.5-2,equation,Équation 5.2,Equation 5.2,internal,149,5.2,182--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.theorem.3,theorem,Théorème 3,Theorem 3,internal,149,3,182--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.corollary.u.n01,corollary,Corollaire,Corollary,internal,149,,182--183,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.corollary.u.n01.eq.5-3,equation,Équation 5.3,Equation 5.3,internal,149,5.3,182--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.corollary.u.n01.eq.5-2-bis,equation,Équation 5.2 bis,Equation 5.2 bis,internal,149,5.2 bis,182--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.corollary.u.n01.eq.5-3-bis,equation,Équation 5.3 bis,Equation 5.3 bis,internal,149,5.3 bis,182--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.corollary.u.n01.eq.5-4,equation,Équation 5.4,Equation 5.4,internal,149,5.4,182--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.corollary.u.n01.eq.5-5,equation,Équation 5.5,Equation 5.5,internal,149,5.5,182--182,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.2,lemma,Lemme 2,Lemma 2,internal,149,2,183--183,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.2.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,183--183,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.3,lemma,Lemme 3,Lemma 3,internal,149,3,183--183,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.4,lemma,Lemme 4,Lemma 4,internal,149,4,183--183,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.4.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,183--183,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.4.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,149,,183--183,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.corollary.u.n02,corollary,Corollaire,Corollary,internal,149,,183--184,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.5,lemma,Lemme 5,Lemma 5,internal,149,5,184--185,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.5.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,149,,184--184,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.5.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,149,,184--184,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.5.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,149,,184--184,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.5.eq.u.n04,equation,Équation non numérotée,Equation unnumbered,internal,149,,184--184,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.5.eq.5-6,equation,Équation 5.6,Equation 5.6,internal,149,5.6,184--184,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
fga.149.s5.lemma.5.eq.5-7,equation,Équation 5.7,Equation 5.7,internal,149,5.7,184--184,SB_1956-1958__4__169_0 A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C
