edge_id,source_id,relation,target_id,confidence,evidence,provenance,official_stacks_tag
edge.000023,fga.149,contains,fga.149.p190,high,TeX hierarchy and direct source order,fr/149.tex:1212,
edge.000024,fga.149,contains,fga.149.p191,high,TeX hierarchy and direct source order,fr/149.tex:1289,
edge.000025,fga.149,contains,fga.149.p192,high,TeX hierarchy and direct source order,fr/149.tex:1355,
edge.000026,fga.149,contains,fga.149.p193,high,TeX hierarchy and direct source order,fr/149.tex:1418,
edge.000027,fga.149,contains,fga.149.s1,high,TeX hierarchy and direct source order,fr/149.tex:14,
edge.000028,fga.149.s1,contains,fga.149.s1.eq.1-1,high,TeX hierarchy and direct source order,fr/149.tex:29,
edge.000029,fga.149.s1,contains,fga.149.s1.eq.1-2,high,TeX hierarchy and direct source order,fr/149.tex:39,
edge.000030,fga.149.s1,contains,fga.149.s1.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:55,
edge.000031,fga.149.s1,contains,fga.149.s1.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:60,
edge.000032,fga.149.s1,contains,fga.149.s1.eq.1-3,high,TeX hierarchy and direct source order,fr/149.tex:65,
edge.000033,fga.149.s1,contains,fga.149.s1.proposition.1,high,TeX hierarchy and direct source order,fr/149.tex:72,
edge.000034,fga.149.s1.proposition.1,contains,fga.149.s1.proposition.1.eq.1-4,high,TeX hierarchy and direct source order,fr/149.tex:75,
edge.000035,fga.149.s1,contains,fga.149.s1.corollary.1,high,TeX hierarchy and direct source order,fr/149.tex:81,
edge.000036,fga.149.s1.corollary.1,contains,fga.149.s1.corollary.1.eq.1-5,high,TeX hierarchy and direct source order,fr/149.tex:83,
edge.000037,fga.149.s1.corollary.1,contains,fga.149.s1.corollary.1.eq.1-6,high,TeX hierarchy and direct source order,fr/149.tex:90,
edge.000038,fga.149.s1.corollary.1,contains,fga.149.s1.corollary.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:97,
edge.000039,fga.149.s1.corollary.1,contains,fga.149.s1.corollary.1.eq.1-7,high,TeX hierarchy and direct source order,fr/149.tex:104,
edge.000040,fga.149.s1.corollary.1,contains,fga.149.s1.corollary.1.eq.1-8,high,TeX hierarchy and direct source order,fr/149.tex:111,
edge.000041,fga.149.s1,contains,fga.149.s1.proposition.2,high,TeX hierarchy and direct source order,fr/149.tex:117,
edge.000042,fga.149.s1,contains,fga.149.s1.proposition.3,high,TeX hierarchy and direct source order,fr/149.tex:124,
edge.000043,fga.149,contains,fga.149.s2,high,TeX hierarchy and direct source order,fr/149.tex:140,
edge.000044,fga.149.s2,contains,fga.149.s2.eq.2-1,high,TeX hierarchy and direct source order,fr/149.tex:152,
edge.000045,fga.149.s2,contains,fga.149.s2.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:164,
edge.000046,fga.149.s2,contains,fga.149.s2.eq.2-2,high,TeX hierarchy and direct source order,fr/149.tex:170,
edge.000047,fga.149.s2,contains,fga.149.s2.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:179,
edge.000048,fga.149.s2,contains,fga.149.s2.eq.u.n03,high,TeX hierarchy and direct source order,fr/149.tex:186,
edge.000049,fga.149.s2,contains,fga.149.s2.eq.u.n04,high,TeX hierarchy and direct source order,fr/149.tex:195,
edge.000050,fga.149.s2,contains,fga.149.s2.eq.u.n05,high,TeX hierarchy and direct source order,fr/149.tex:200,
edge.000051,fga.149.s2,contains,fga.149.s2.eq.2-3,high,TeX hierarchy and direct source order,fr/149.tex:207,
edge.000052,fga.149.s2,contains,fga.149.s2.eq.2-4,high,TeX hierarchy and direct source order,fr/149.tex:218,
edge.000053,fga.149.s2,contains,fga.149.s2.eq.2-5,high,TeX hierarchy and direct source order,fr/149.tex:228,
edge.000054,fga.149.s2,contains,fga.149.s2.eq.2-6,high,TeX hierarchy and direct source order,fr/149.tex:245,
edge.000055,fga.149.s2,contains,fga.149.s2.eq.2-7,high,TeX hierarchy and direct source order,fr/149.tex:250,
edge.000056,fga.149,contains,fga.149.s3,high,TeX hierarchy and direct source order,fr/149.tex:259,
edge.000057,fga.149.s3,contains,fga.149.s3.eq.3-1,high,TeX hierarchy and direct source order,fr/149.tex:263,
edge.000058,fga.149.s3,contains,fga.149.s3.eq.3-2,high,TeX hierarchy and direct source order,fr/149.tex:282,
edge.000059,fga.149.s3,contains,fga.149.s3.item.i,high,TeX hierarchy and direct source order,fr/149.tex:297,
edge.000060,fga.149.s3,contains,fga.149.s3.item.ii,high,TeX hierarchy and direct source order,fr/149.tex:299,
edge.000061,fga.149.s3,contains,fga.149.s3.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:316,
edge.000062,fga.149.s3,contains,fga.149.s3.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:322,
edge.000063,fga.149.s3,contains,fga.149.s3.eq.3-3,high,TeX hierarchy and direct source order,fr/149.tex:330,
edge.000064,fga.149.s3,contains,fga.149.s3.eq.3-4,high,TeX hierarchy and direct source order,fr/149.tex:346,
edge.000065,fga.149.s3,contains,fga.149.s3.proposition.4,high,TeX hierarchy and direct source order,fr/149.tex:361,
edge.000066,fga.149.s3,contains,fga.149.s3.corollary.1,high,TeX hierarchy and direct source order,fr/149.tex:374,
edge.000067,fga.149.s3.corollary.1,contains,fga.149.s3.corollary.1.eq.3-5,high,TeX hierarchy and direct source order,fr/149.tex:379,
edge.000068,fga.149.s3.corollary.1,contains,fga.149.s3.corollary.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:387,
edge.000069,fga.149.s3.corollary.1,contains,fga.149.s3.corollary.1.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:394,
edge.000070,fga.149.s3.corollary.1,contains,fga.149.s3.corollary.1.eq.u.n03,high,TeX hierarchy and direct source order,fr/149.tex:398,
edge.000071,fga.149.s3,contains,fga.149.s3.corollary.2,high,TeX hierarchy and direct source order,fr/149.tex:409,
edge.000072,fga.149.s3.corollary.2,contains,fga.149.s3.corollary.2.eq.3-6,high,TeX hierarchy and direct source order,fr/149.tex:419,
edge.000073,fga.149.s3.corollary.2,contains,fga.149.s3.corollary.2.eq.3-6-bis,high,TeX hierarchy and direct source order,fr/149.tex:423,
edge.000074,fga.149.s3,contains,fga.149.s3.proposition.5,high,TeX hierarchy and direct source order,fr/149.tex:429,
edge.000075,fga.149.s3.proposition.5,contains,fga.149.s3.proposition.5.eq.3-7,high,TeX hierarchy and direct source order,fr/149.tex:435,
edge.000076,fga.149.s3.proposition.5,contains,fga.149.s3.proposition.5.eq.3-7-bis,high,TeX hierarchy and direct source order,fr/149.tex:443,
edge.000077,fga.149.s3.proposition.5,contains,fga.149.s3.proposition.5.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:448,
edge.000078,fga.149.s3.proposition.5,contains,fga.149.s3.proposition.5.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:458,
edge.000079,fga.149.s3.proposition.5,contains,fga.149.s3.proposition.5.eq.u.n03,high,TeX hierarchy and direct source order,fr/149.tex:475,
edge.000080,fga.149.s3,contains,fga.149.s3.corollary.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:484,
edge.000081,fga.149.s3.corollary.u.n01,contains,fga.149.s3.corollary.u.n01.eq.3-8,high,TeX hierarchy and direct source order,fr/149.tex:487,
edge.000082,fga.149,contains,fga.149.s4,high,TeX hierarchy and direct source order,fr/149.tex:492,
edge.000083,fga.149.s4,contains,fga.149.s4.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:498,
edge.000084,fga.149.s4,contains,fga.149.s4.lemma.1,high,TeX hierarchy and direct source order,fr/149.tex:507,
edge.000085,fga.149.s4.lemma.1,contains,fga.149.s4.lemma.1.eq.4-1,high,TeX hierarchy and direct source order,fr/149.tex:511,
edge.000086,fga.149.s4.lemma.1,contains,fga.149.s4.lemma.1.eq.4-1-bis,high,TeX hierarchy and direct source order,fr/149.tex:517,
edge.000087,fga.149.s4.lemma.1,contains,fga.149.s4.lemma.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:531,
edge.000088,fga.149.s4.lemma.1,contains,fga.149.s4.lemma.1.eq.4-2,high,TeX hierarchy and direct source order,fr/149.tex:545,
edge.000089,fga.149.s4.lemma.1,contains,fga.149.s4.lemma.1.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:559,
edge.000090,fga.149.s4.lemma.1,contains,fga.149.s4.lemma.1.eq.4-3,high,TeX hierarchy and direct source order,fr/149.tex:569,
edge.000091,fga.149.s4,contains,fga.149.s4.theorem.1,high,TeX hierarchy and direct source order,fr/149.tex:591,
edge.000092,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.4-4,high,TeX hierarchy and direct source order,fr/149.tex:593,
edge.000093,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:597,
edge.000094,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:612,
edge.000095,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.4-5,high,TeX hierarchy and direct source order,fr/149.tex:631,
edge.000096,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.diag.n01,high,TeX hierarchy and direct source order,fr/149.tex:633,
edge.000097,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.u.n03,high,TeX hierarchy and direct source order,fr/149.tex:662,
edge.000098,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.u.n04,high,TeX hierarchy and direct source order,fr/149.tex:675,
edge.000099,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.u.n05,high,TeX hierarchy and direct source order,fr/149.tex:679,
edge.000100,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.4-6,high,TeX hierarchy and direct source order,fr/149.tex:685,
edge.000101,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.4-7,high,TeX hierarchy and direct source order,fr/149.tex:693,
edge.000102,fga.149.s4.theorem.1,contains,fga.149.s4.theorem.1.eq.4-8,high,TeX hierarchy and direct source order,fr/149.tex:701,
edge.000103,fga.149.s4,contains,fga.149.s4.corollary.1,high,TeX hierarchy and direct source order,fr/149.tex:709,
edge.000104,fga.149.s4.corollary.1,contains,fga.149.s4.corollary.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:714,
edge.000105,fga.149.s4.corollary.1,contains,fga.149.s4.corollary.1.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:720,
edge.000106,fga.149.s4.corollary.1,contains,fga.149.s4.corollary.1.eq.u.n03,high,TeX hierarchy and direct source order,fr/149.tex:728,
edge.000107,fga.149.s4,contains,fga.149.s4.remark.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:742,
edge.000108,fga.149,contains,fga.149.s5,high,TeX hierarchy and direct source order,fr/149.tex:750,
edge.000109,fga.149.s5,contains,fga.149.s5.theorem.2,high,TeX hierarchy and direct source order,fr/149.tex:755,
edge.000110,fga.149.s5.theorem.2,contains,fga.149.s5.theorem.2.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:764,
edge.000111,fga.149.s5.theorem.2,contains,fga.149.s5.theorem.2.eq.5-1,high,TeX hierarchy and direct source order,fr/149.tex:771,
edge.000112,fga.149.s5.theorem.2,contains,fga.149.s5.theorem.2.eq.5-2,high,TeX hierarchy and direct source order,fr/149.tex:777,
edge.000113,fga.149.s5,contains,fga.149.s5.theorem.3,high,TeX hierarchy and direct source order,fr/149.tex:785,
edge.000114,fga.149.s5,contains,fga.149.s5.corollary.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:789,
edge.000115,fga.149.s5.corollary.u.n01,contains,fga.149.s5.corollary.u.n01.eq.5-3,high,TeX hierarchy and direct source order,fr/149.tex:792,
edge.000116,fga.149.s5.corollary.u.n01,contains,fga.149.s5.corollary.u.n01.eq.5-2-bis,high,TeX hierarchy and direct source order,fr/149.tex:801,
edge.000117,fga.149.s5.corollary.u.n01,contains,fga.149.s5.corollary.u.n01.eq.5-3-bis,high,TeX hierarchy and direct source order,fr/149.tex:812,
edge.000118,fga.149.s5.corollary.u.n01,contains,fga.149.s5.corollary.u.n01.eq.5-4,high,TeX hierarchy and direct source order,fr/149.tex:816,
edge.000119,fga.149.s5.corollary.u.n01,contains,fga.149.s5.corollary.u.n01.eq.5-5,high,TeX hierarchy and direct source order,fr/149.tex:823,
edge.000120,fga.149.s5,contains,fga.149.s5.lemma.2,high,TeX hierarchy and direct source order,fr/149.tex:845,
edge.000121,fga.149.s5.lemma.2,contains,fga.149.s5.lemma.2.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:850,
edge.000122,fga.149.s5,contains,fga.149.s5.lemma.3,high,TeX hierarchy and direct source order,fr/149.tex:858,
edge.000123,fga.149.s5,contains,fga.149.s5.lemma.4,high,TeX hierarchy and direct source order,fr/149.tex:865,
edge.000124,fga.149.s5.lemma.4,contains,fga.149.s5.lemma.4.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:868,
edge.000125,fga.149.s5.lemma.4,contains,fga.149.s5.lemma.4.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:875,
edge.000126,fga.149.s5,contains,fga.149.s5.corollary.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:882,
edge.000127,fga.149.s5,contains,fga.149.s5.lemma.5,high,TeX hierarchy and direct source order,fr/149.tex:889,
edge.000128,fga.149.s5.lemma.5,contains,fga.149.s5.lemma.5.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:892,
edge.000129,fga.149.s5.lemma.5,contains,fga.149.s5.lemma.5.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:901,
edge.000130,fga.149.s5.lemma.5,contains,fga.149.s5.lemma.5.eq.u.n03,high,TeX hierarchy and direct source order,fr/149.tex:919,
edge.000131,fga.149.s5.lemma.5,contains,fga.149.s5.lemma.5.eq.u.n04,high,TeX hierarchy and direct source order,fr/149.tex:924,
edge.000132,fga.149.s5.lemma.5,contains,fga.149.s5.lemma.5.eq.5-6,high,TeX hierarchy and direct source order,fr/149.tex:930,
edge.000133,fga.149.s5.lemma.5,contains,fga.149.s5.lemma.5.eq.5-7,high,TeX hierarchy and direct source order,fr/149.tex:935,
edge.000134,fga.149.s5.lemma.5,contains,fga.149.s5.lemma.5.eq.u.n05,high,TeX hierarchy and direct source order,fr/149.tex:948,
edge.000135,fga.149.s5.lemma.5,contains,fga.149.s5.lemma.5.eq.u.n06,high,TeX hierarchy and direct source order,fr/149.tex:957,
edge.000136,fga.149,contains,fga.149.s6,high,TeX hierarchy and direct source order,fr/149.tex:962,
edge.000137,fga.149.s6,contains,fga.149.s6.eq.6-1,high,TeX hierarchy and direct source order,fr/149.tex:966,
edge.000138,fga.149.s6,contains,fga.149.s6.eq.6-2,high,TeX hierarchy and direct source order,fr/149.tex:972,
edge.000139,fga.149.s6,contains,fga.149.s6.eq.6-2-bis,high,TeX hierarchy and direct source order,fr/149.tex:979,
edge.000140,fga.149.s6,contains,fga.149.s6.eq.6-3,high,TeX hierarchy and direct source order,fr/149.tex:987,
edge.000141,fga.149.s6,contains,fga.149.s6.eq.6-4,high,TeX hierarchy and direct source order,fr/149.tex:993,
edge.000142,fga.149.s6,contains,fga.149.s6.eq.6-5,high,TeX hierarchy and direct source order,fr/149.tex:1000,
edge.000143,fga.149.s6,contains,fga.149.s6.theorem.3-bis,high,TeX hierarchy and direct source order,fr/149.tex:1007,
edge.000144,fga.149.s6.theorem.3-bis,contains,fga.149.s6.theorem.3-bis.item.i,high,TeX hierarchy and direct source order,fr/149.tex:1010,
edge.000145,fga.149.s6.theorem.3-bis,contains,fga.149.s6.theorem.3-bis.item.ii,high,TeX hierarchy and direct source order,fr/149.tex:1012,
edge.000146,fga.149.s6.theorem.3-bis,contains,fga.149.s6.theorem.3-bis.item.iii,high,TeX hierarchy and direct source order,fr/149.tex:1014,
edge.000147,fga.149.s6.theorem.3-bis,contains,fga.149.s6.theorem.3-bis.item.iv,high,TeX hierarchy and direct source order,fr/149.tex:1016,
edge.000148,fga.149.s6,contains,fga.149.s6.proposition.6,high,TeX hierarchy and direct source order,fr/149.tex:1029,
edge.000149,fga.149.s6.proposition.6,contains,fga.149.s6.proposition.6.eq.6-6,high,TeX hierarchy and direct source order,fr/149.tex:1031,
edge.000150,fga.149.s6.proposition.6,contains,fga.149.s6.proposition.6.eq.6-7,high,TeX hierarchy and direct source order,fr/149.tex:1036,
edge.000151,fga.149.s6,contains,fga.149.s6.corollary.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:1045,
edge.000152,fga.149,contains,fga.149.s7,high,TeX hierarchy and direct source order,fr/149.tex:1068,
edge.000153,fga.149.s7,contains,fga.149.s7.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:1071,
edge.000154,fga.149.s7,contains,fga.149.s7.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:1080,
edge.000155,fga.149.s7,contains,fga.149.s7.eq.7-1,high,TeX hierarchy and direct source order,fr/149.tex:1086,
edge.000156,fga.149.s7,contains,fga.149.s7.eq.7-2,high,TeX hierarchy and direct source order,fr/149.tex:1095,
edge.000157,fga.149.s7,contains,fga.149.s7.eq.7-3,high,TeX hierarchy and direct source order,fr/149.tex:1100,
edge.000158,fga.149.s7,contains,fga.149.s7.theorem.4,high,TeX hierarchy and direct source order,fr/149.tex:1110,
edge.000159,fga.149.s7.theorem.4,contains,fga.149.s7.theorem.4.eq.7-4,high,TeX hierarchy and direct source order,fr/149.tex:1113,
edge.000160,fga.149.s7.theorem.4,contains,fga.149.s7.theorem.4.eq.7-4-bis,high,TeX hierarchy and direct source order,fr/149.tex:1119,
edge.000161,fga.149.s7.theorem.4,contains,fga.149.s7.theorem.4.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:1132,
edge.000162,fga.149.s7.theorem.4,contains,fga.149.s7.theorem.4.eq.7-5,high,TeX hierarchy and direct source order,fr/149.tex:1138,
edge.000163,fga.149.s7.theorem.4,contains,fga.149.s7.theorem.4.eq.7-6,high,TeX hierarchy and direct source order,fr/149.tex:1159,
edge.000164,fga.149.s7.theorem.4,contains,fga.149.s7.theorem.4.diag.n01,high,TeX hierarchy and direct source order,fr/149.tex:1162,
edge.000165,fga.149.s7,contains,fga.149.s7.theorem.5,high,TeX hierarchy and direct source order,fr/149.tex:1184,
edge.000166,fga.149,contains,fga.149.s8,high,TeX hierarchy and direct source order,fr/149.tex:1195,
edge.000167,fga.149.s8,contains,fga.149.s8.eq.8-1,high,TeX hierarchy and direct source order,fr/149.tex:1216,
edge.000168,fga.149.s8,contains,fga.149.s8.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:1248,
edge.000169,fga.149.s8,contains,fga.149.s8.eq.8-2,high,TeX hierarchy and direct source order,fr/149.tex:1254,
edge.000170,fga.149.s8,contains,fga.149.s8.eq.8-3,high,TeX hierarchy and direct source order,fr/149.tex:1271,
edge.000171,fga.149.s8,contains,fga.149.s8.eq.8-4,high,TeX hierarchy and direct source order,fr/149.tex:1291,
edge.000172,fga.149.s8,contains,fga.149.s8.eq.8-5,high,TeX hierarchy and direct source order,fr/149.tex:1310,
edge.000173,fga.149.s8,contains,fga.149.s8.eq.8-6,high,TeX hierarchy and direct source order,fr/149.tex:1325,
edge.000174,fga.149.s8,contains,fga.149.s8.theorem.6,high,TeX hierarchy and direct source order,fr/149.tex:1334,
edge.000175,fga.149.s8.theorem.6,contains,fga.149.s8.theorem.6.eq.8-7,high,TeX hierarchy and direct source order,fr/149.tex:1342,
edge.000176,fga.149.s8.theorem.6,contains,fga.149.s8.theorem.6.eq.u.n01,high,TeX hierarchy and direct source order,fr/149.tex:1364,
edge.000177,fga.149.s8.theorem.6,contains,fga.149.s8.theorem.6.eq.8-8,high,TeX hierarchy and direct source order,fr/149.tex:1373,
edge.000178,fga.149.s8.theorem.6,contains,fga.149.s8.theorem.6.eq.u.n02,high,TeX hierarchy and direct source order,fr/149.tex:1383,
edge.000179,fga.149,contains,fga.149.bib,high,TeX hierarchy and direct source order,fr/149.tex:1400,
edge.000180,fga.149.bib,contains,fga.149.bib.ref.1,high,TeX hierarchy and direct source order,fr/149.tex:1402,
edge.000181,fga.149.bib,contains,fga.149.bib.ref.2,high,TeX hierarchy and direct source order,fr/149.tex:1406,
edge.000182,fga.149.bib,contains,fga.149.bib.ref.3,high,TeX hierarchy and direct source order,fr/149.tex:1409,
edge.000183,fga.149.bib,contains,fga.149.bib.ref.4,high,TeX hierarchy and direct source order,fr/149.tex:1412,
edge.000184,fga.149,contains,fga.149.add,high,TeX hierarchy and direct source order,fr/149.tex:1419,
edge.000185,fga,contains,fga.e149,high,TeX hierarchy and direct source order,fr/e149.tex:1,
edge.000186,fga.e149,contains,fga.e149.p298,high,TeX hierarchy and direct source order,fr/e149.tex:5,
edge.000187,fga.e149,contains,fga.e149.item.u.n01,high,TeX hierarchy and direct source order,fr/e149.tex:7,
edge.000188,fga.e149,contains,fga.e149.item.u.n02,high,TeX hierarchy and direct source order,fr/e149.tex:14,
edge.000189,fga,contains,fga.182,high,TeX hierarchy and direct source order,fr/182.tex:1,
edge.000190,fga.182,contains,fga.182.p193,high,TeX hierarchy and direct source order,fr/182.tex:3,
edge.000191,fga.182,contains,fga.182.p194,high,TeX hierarchy and direct source order,fr/182.tex:45,
edge.000192,fga.182,contains,fga.182.p195,high,TeX hierarchy and direct source order,fr/182.tex:89,
edge.000193,fga.182,contains,fga.182.p196,high,TeX hierarchy and direct source order,fr/182.tex:135,
edge.000194,fga.182,contains,fga.182.p197,high,TeX hierarchy and direct source order,fr/182.tex:186,
edge.000195,fga.182,contains,fga.182.p198,high,TeX hierarchy and direct source order,fr/182.tex:245,
edge.000196,fga.182,contains,fga.182.p199,high,TeX hierarchy and direct source order,fr/182.tex:323,
edge.000197,fga.182,contains,fga.182.p200,high,TeX hierarchy and direct source order,fr/182.tex:355,
edge.000198,fga.182,contains,fga.182.p201,high,TeX hierarchy and direct source order,fr/182.tex:423,
edge.000199,fga.182,contains,fga.182.p202,high,TeX hierarchy and direct source order,fr/182.tex:457,
edge.000200,fga.182,contains,fga.182.p203,high,TeX hierarchy and direct source order,fr/182.tex:521,
edge.000201,fga.182,contains,fga.182.p204,high,TeX hierarchy and direct source order,fr/182.tex:586,
edge.000202,fga.182,contains,fga.182.p205,high,TeX hierarchy and direct source order,fr/182.tex:647,
edge.000203,fga.182,contains,fga.182.p206,high,TeX hierarchy and direct source order,fr/182.tex:686,
edge.000204,fga.182,contains,fga.182.p207,high,TeX hierarchy and direct source order,fr/182.tex:744,
edge.000205,fga.182,contains,fga.182.p208,high,TeX hierarchy and direct source order,fr/182.tex:791,
edge.000206,fga.182,contains,fga.182.p209,high,TeX hierarchy and direct source order,fr/182.tex:836,
edge.000207,fga.182,contains,fga.182.p210,high,TeX hierarchy and direct source order,fr/182.tex:895,
edge.000208,fga.182,contains,fga.182.p211,high,TeX hierarchy and direct source order,fr/182.tex:937,
edge.000209,fga.182,contains,fga.182.p212,high,TeX hierarchy and direct source order,fr/182.tex:990,
edge.000210,fga.182,contains,fga.182.p213,high,TeX hierarchy and direct source order,fr/182.tex:1032,
edge.000211,fga.182,contains,fga.182.p214,high,TeX hierarchy and direct source order,fr/182.tex:1087,
edge.000212,fga.182,contains,fga.182.p215,high,TeX hierarchy and direct source order,fr/182.tex:1134,
edge.000213,fga.182,contains,fga.182.p216,high,TeX hierarchy and direct source order,fr/182.tex:1187,
edge.000214,fga.182,contains,fga.182.p217,high,TeX hierarchy and direct source order,fr/182.tex:1237,
edge.000215,fga.182,contains,fga.182.p218,high,TeX hierarchy and direct source order,fr/182.tex:1302,
edge.000216,fga.182,contains,fga.182.p219,high,TeX hierarchy and direct source order,fr/182.tex:1339,
edge.000217,fga.182,contains,fga.182.p220,high,TeX hierarchy and direct source order,fr/182.tex:1395,
edge.000218,fga.182,contains,fga.182.s1,high,TeX hierarchy and direct source order,fr/182.tex:8,
edge.000219,fga.182,contains,fga.182.s2,high,TeX hierarchy and direct source order,fr/182.tex:100,
edge.000220,fga.182,contains,fga.182.s3,high,TeX hierarchy and direct source order,fr/182.tex:151,
edge.000221,fga.182.s3,contains,fga.182.s3.theorem.1,high,TeX hierarchy and direct source order,fr/182.tex:165,
edge.000222,fga.182.s3.theorem.1,contains,fga.182.s3.theorem.1.item.i,high,TeX hierarchy and direct source order,fr/182.tex:167,
edge.000223,fga.182.s3.theorem.1,contains,fga.182.s3.theorem.1.item.ii,high,TeX hierarchy and direct source order,fr/182.tex:169,
edge.000224,fga.182.s3.theorem.1,contains,fga.182.s3.theorem.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:170,
edge.000225,fga.182.s3,contains,fga.182.s3.theorem.2,high,TeX hierarchy and direct source order,fr/182.tex:191,
edge.000226,fga.182.s3.theorem.2,contains,fga.182.s3.theorem.2.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:194,
edge.000227,fga.182.s3,contains,fga.182.s3.corollary.1,high,TeX hierarchy and direct source order,fr/182.tex:200,
edge.000228,fga.182.s3.corollary.1,contains,fga.182.s3.corollary.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:201,
edge.000229,fga.182.s3,contains,fga.182.s3.corollary.2,high,TeX hierarchy and direct source order,fr/182.tex:215,
