ref_id,candidate_rank,candidate_id,basis,selected
ref.fr.000131,1,fga.149.s7.eq.7-3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000132,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000133,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000134,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000135,1,fga.149.s8.eq.8-2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000136,1,fga.149.s8.eq.8-3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000137,1,fga.149.s8.eq.8-4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000138,1,fga.149.s8.eq.8-6,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000139,1,fga.149.s8.eq.8-2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000140,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000141,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000142,1,fga.149.s8.eq.8-6,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000143,1,fga.149.s8.theorem.6.eq.8-8,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000144,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000145,1,fga.149,same-item label/type or explicit corpus/external siglum,yes
ref.en.000146,1,fga.149.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000147,1,fga.149.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000148,1,fga.149.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000149,1,fga.149.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000150,1,fga.149.bib.ref.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000151,1,fga.149.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000152,1,fga.149.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000153,1,fga.149.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000154,1,fga.149.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000155,1,fga.149.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000156,1,fga.149.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000157,1,fga.149.s2.eq.2-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000158,1,fga.149.s1.proposition.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000159,1,fga.149.s1.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000159,2,fga.149.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000159,3,fga.149.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000160,1,fga.149.s3.corollary.2.eq.3-6-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000161,1,fga.149.s3.proposition.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000162,1,fga.149.s3.proposition.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000163,1,fga.149.s6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000164,1,fga.149.s3.proposition.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000165,1,fga.149.s4.lemma.1.eq.4-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000166,1,fga.149.s1.proposition.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000167,1,fga.149.s3.proposition.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000168,1,fga.149.s3.corollary.u.n01.eq.3-8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000169,1,fga.149.s4.lemma.1.eq.4-1-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000170,1,fga.149.s4.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000171,1,fga.149.s1.proposition.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000172,1,fga.149.s4.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000173,1,fga.149.s4.theorem.1.eq.4-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000174,1,fga.149.s3.proposition.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000175,1,fga.149.s4.theorem.1.eq.4-8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000176,1,fga.149.s1.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000176,2,fga.149.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000176,3,fga.149.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000177,1,fga.149.s4.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000178,1,fga.149.s1.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000178,2,fga.149.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000178,3,fga.149.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000179,1,fga.149.s2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000180,1,fga.149.s5.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000181,1,fga.149.s5.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000182,1,fga.149.s1.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000182,2,fga.149.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000182,3,fga.149.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000183,1,fga.149.s1.proposition.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000184,1,fga.149.s5.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000185,1,fga.149.s1.proposition.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000186,1,fga.149.s1.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000186,2,fga.149.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000186,3,fga.149.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000187,1,fga.149.s1.proposition.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000188,1,fga.149.s5.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000189,1,fga.149.s5.lemma.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000190,1,fga.149.s5.lemma.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000191,1,fga.149.s4.lemma.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000192,1,fga.149.s5.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000193,1,fga.149.s5.lemma.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000194,1,fga.149.s5.lemma.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000195,1,fga.149.s5.lemma.5.eq.5-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000196,1,fga.149.s3.proposition.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000197,1,fga.149.s5.lemma.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000198,1,fga.149.s5.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000199,1,fga.149.s5.lemma.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000200,1,fga.149.s3.proposition.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000201,1,fga.149.s5.lemma.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000202,1,fga.149.s6.theorem.3-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000203,1,fga.149.s5.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000204,1,fga.149.s5.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000205,1,fga.149.s4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000206,1,fga.149.s7.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000207,1,fga.149.s5.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000208,1,fga.149.s4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000209,1,fga.149.s7.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000210,1,fga.149.s4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000211,1,fga.149.s2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000212,1,fga.149.s5.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000213,1,fga.149.s8.theorem.6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000215,1,fga.149.s8.theorem.6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000216,1,fga.149.s1.proposition.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000217,1,fga.149.s5.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000218,1,fga.149.s8.theorem.6.eq.8-8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000219,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000221,1,fga.149.s1.corollary.1.eq.1-8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000222,1,fga.149.s1.corollary.1.eq.1-7,same-item label/type or explicit corpus/external siglum,yes
ref.en.000223,1,fga.149.s1.corollary.1.eq.1-8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000224,1,fga.149.s1.eq.1-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000225,1,fga.149.s2.eq.2-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000226,1,fga.149.s2.eq.2-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000227,1,fga.149.s2.eq.2-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000228,1,fga.149.s2.eq.2-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000229,1,fga.149.s1.corollary.1.eq.1-8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000230,1,fga.149.s1.proposition.1.eq.1-4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000231,1,fga.149.s1.corollary.1.eq.1-5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000232,1,fga.149.s3.eq.3-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000233,1,fga.149.s3.eq.3-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000234,1,fga.149.s3.eq.3-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000235,1,fga.149.s3.eq.3-4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000236,1,fga.149.s3.eq.3-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000237,1,fga.149.s3.eq.3-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000238,1,fga.149.s3.corollary.2.eq.3-6-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000239,1,fga.149.s3.proposition.5.eq.3-7,same-item label/type or explicit corpus/external siglum,yes
ref.en.000240,1,fga.149.s4.lemma.1.eq.4-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000241,1,fga.149.s3.corollary.u.n01.eq.3-8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000242,1,fga.149.s4.lemma.1.eq.4-1-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000243,1,fga.149.s4.lemma.1.eq.4-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000244,1,fga.149.s4.lemma.1.eq.4-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000245,1,fga.149.s4.theorem.1.eq.4-5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000246,1,fga.149.s4.lemma.1.eq.4-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000247,1,fga.149.s4.theorem.1.eq.4-5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000248,1,fga.149.s4.theorem.1.eq.4-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000249,1,fga.149.s4.theorem.1.eq.4-4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000250,1,fga.149.s4.theorem.1.eq.4-7,same-item label/type or explicit corpus/external siglum,yes
ref.en.000251,1,fga.149.s4.theorem.1.eq.4-8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000252,1,fga.149.s5.theorem.2.eq.5-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000253,1,fga.149.s5.theorem.2.eq.5-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000254,1,fga.149.s5.corollary.u.n01.eq.5-3-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000255,1,fga.149.s5.corollary.u.n01.eq.5-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000256,1,fga.149.s5.corollary.u.n01.eq.5-3-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000257,1,fga.149.s5.corollary.u.n01.eq.5-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000258,1,fga.149.s5.corollary.u.n01.eq.5-4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000259,1,fga.149.s5.corollary.u.n01.eq.5-5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000260,1,fga.149.s4.lemma.1.eq.4-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000261,1,fga.149.s5.theorem.2.eq.5-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000262,1,fga.149.s5.corollary.u.n01.eq.5-2-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000263,1,fga.149.s5.corollary.u.n01.eq.5-2-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000264,1,fga.149.s5.corollary.u.n01.eq.5-2-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000265,1,fga.149.s5.lemma.5.eq.5-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000266,1,fga.149.s5.corollary.u.n01.eq.5-2-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000267,1,fga.149.s5.lemma.5.eq.5-7,same-item label/type or explicit corpus/external siglum,yes
