"status","path","class","direct_r7_malay_sea_pacific_path","r9_inbound_r7_context","literal_r7_source_body_hit","source_use_decision","label"
"A","uploader-transfer/olp-relation-function-support-9737e10c-interlinear-terminology-heartbeat-20260707/OLP_9737E10C_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/SOURCE_USE_BOUNDARY_ROWS_9737E10C.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/olp-relation-function-support-9737e10c-interlinear-terminology-heartbeat-20260707/OLP_9737E10C_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/TERMINOLOGY_ALTERNATIVES_9737E10C.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/olp-relation-function-support-9737e10c-interlinear-terminology-heartbeat-20260707/OLP_9737E10C_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/ZERO_CLAIM_INTERLINEAR_LEDGER_9737E10C.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/LOGBOOK_HEARTBEAT_EXCERPT.md","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/MANIFEST.csv","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/R7_9737E10C_B3_HANDOFF_BOUNDARIES.csv","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/R7_9737E10C_BRANCH_DELTA_PATH_LEDGER.csv","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/R7_9737E10C_BRANCH_VISIBLE_R7_PACKET_REVERIFY.csv","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/R7_9737E10C_DELTA_SUMMARY_BY_CLASS.csv","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/R7_9737E10C_EXACT_BLOCKER_RECOVERY_ROWS.csv","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/R7_9737E10C_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS.csv","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/R7_9737E10C_VISIBLE_SIBLING_WAKE_ACCOUNTING.csv","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/README.md","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/SHA256SUMS.txt","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707/R7_9737E10C_FRONTIER_ADVANCE_RECOVERY_BOUNDARY_20260707/SUMMARY.json","branch-visible-copy-of-prior-r7-9737-frontier-packet","True","False","False","branch-visible copy of prior R7 9737 frontier packet only","source-use/provenance branch-visible-copy"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/ACTIVE_SESSION_STATE.json","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/B3_UPLOADER_READY_SUMMARY_20260707.csv","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/HEARTBEAT_EXCERPT.md","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/LOGBOOK_EXCERPT.md","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/MANIFEST.csv","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/PACKAGE_VALIDATION_20260707.csv","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/R9_9737E10C_R7_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/R9_9737E10C_R7_FABLE_ADVERSE_REFRESH_ROWS_20260707.csv","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/R9_9737E10C_R7_INBOUND_BRANCH_STATE_ROWS_20260707.csv","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/R9_9737E10C_R7_INBOUND_RECOVERY_ROWS_20260707.csv","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/R9_9737E10C_R7_SOURCE_USE_GAP_REFRESH_ROWS_20260707.csv","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/R9_9737E10C_R7_VISIBLE_THREAD_DEDUP_ROWS_20260707.csv","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/README.md","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707/R9_9737E10C_R7_INBOUND_IDLE_RECOVERY_20260707/SHA256SUMS.txt","r9-inbound-r7-wake-recovery-context","False","True","False","R9 inbound wake accounting context only","mutual-wake/context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/ACTIVE_SESSION_STATE.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/B3_HANDOFF_BOUNDARY_ROWS_20260707.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/EXACT_BLOCKER_RECOVERY_ROWS_9737E10C_HEARTBEAT.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/HEARTBEAT_20260707.md","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/MANIFEST.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/README.md","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/REBUILD_TRIGGER_ACCOUNTING_9737E10C_HEARTBEAT.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/REFERENCED_PACKET_VERIFICATION_9737E10C_HEARTBEAT.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/SESSION_LOGBOOK_20260707.md","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/SHA256SUMS.txt","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_9737E10C_HEARTBEAT.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/SUMMARY.csv","other-context","False","False","False","context only","source-use/provenance context"
"A","uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707/SLAVIC_9737E10C_HEARTBEAT_REFRESH_RECOVERY_20260707/SUMMARY.json","other-context","False","False","False","context only","source-use/provenance context"
