application_id,candidate_id,source_relpath,source_line,source_column,visible_text,raw_tex,reference_form,target_label,target_id,resolution_basis,source_sha256,status
ega1.application.sha256.15f293c6bf85800a516437b313d61d3e39d597731d10b8040edcab5db49ad521,ega1.candidate.sha256.15f293c6bf85800a516437b313d61d3e39d597731d10b8040edcab5db49ad521,ega1.tex,35,28,1,\hyperref[section:I.1]{1},hyperref,section:I.1,ega1.c01.sec.1,explicit local hyperref to exact unique source label,EEEEB19FF8D94B62ABFCB39A4B2A43E9F7EB701362027804654D8CCF818F0097,active_local_link
ega1.application.sha256.1ba2a75438080de038e0cae328f03bd9b33b261d4522763435988e1fead924d7,ega1.candidate.sha256.1ba2a75438080de038e0cae328f03bd9b33b261d4522763435988e1fead924d7,ega1.tex,35,55,8,\hyperref[section:I.8]{8},hyperref,section:I.8,ega1.c01.sec.8,explicit local hyperref to exact unique source label,EEEEB19FF8D94B62ABFCB39A4B2A43E9F7EB701362027804654D8CCF818F0097,active_local_link
ega1.application.sha256.be50658d386578be36959b9c0a17a0afcbeb08185a6e5bccfc6d0f655f52055d,ega1.candidate.sha256.be50658d386578be36959b9c0a17a0afcbeb08185a6e5bccfc6d0f655f52055d,ega1.tex,36,116,7,\hyperref[section:I.7]{7},hyperref,section:I.7,ega1.c01.sec.7,explicit local hyperref to exact unique source label,EEEEB19FF8D94B62ABFCB39A4B2A43E9F7EB701362027804654D8CCF818F0097,active_local_link
ega1.application.sha256.d458be710192edaafe774d416b97c1f40c05bf7f3a97ab77363cab18b24d4922,ega1.candidate.sha256.d458be710192edaafe774d416b97c1f40c05bf7f3a97ab77363cab18b24d4922,ega1.tex,36,143,8,\hyperref[section:I.8]{8},hyperref,section:I.8,ega1.c01.sec.8,explicit local hyperref to exact unique source label,EEEEB19FF8D94B62ABFCB39A4B2A43E9F7EB701362027804654D8CCF818F0097,active_local_link
ega1.application.sha256.3344968564649dbc7ea2b9abaa04863c98f7030bb4e16fc694a9227430b8e565,ega1.candidate.sha256.3344968564649dbc7ea2b9abaa04863c98f7030bb4e16fc694a9227430b8e565,ega1.tex,36,325,I-1,\cite{I-1},cite,,ega1.reader.generated.cite-i-1,visible citation key resolves to compiled bibliography destination,EEEEB19FF8D94B62ABFCB39A4B2A43E9F7EB701362027804654D8CCF818F0097,active_local_link
ega1.application.sha256.ae730287f8719c7bb4401ef27320126db6f6d5fb04596e8f2b54309023b61ce0,ega1.candidate.sha256.ae730287f8719c7bb4401ef27320126db6f6d5fb04596e8f2b54309023b61ce0,ega1.tex,36,347,I-9,\cite{I-9},cite,,ega1.reader.generated.cite-i-9,visible citation key resolves to compiled bibliography destination,EEEEB19FF8D94B62ABFCB39A4B2A43E9F7EB701362027804654D8CCF818F0097,active_local_link
ega1.application.sha256.ed73df26c427d466f651bfb27902cad384d14452c8d9bdd9fc6a34434f97eef6,ega1.candidate.sha256.ed73df26c427d466f651bfb27902cad384d14452c8d9bdd9fc6a34434f97eef6,ega1.tex,37,22,9,\hyperref[section:I.9]{9},hyperref,section:I.9,ega1.c01.sec.9,explicit local hyperref to exact unique source label,EEEEB19FF8D94B62ABFCB39A4B2A43E9F7EB701362027804654D8CCF818F0097,active_local_link
ega1.application.sha256.f0f342faf82b9794ff7f94c609ccfc4a47d7a2abe5274bd7b0bbb72f208cbe7e,ega1.candidate.sha256.f0f342faf82b9794ff7f94c609ccfc4a47d7a2abe5274bd7b0bbb72f208cbe7e,ega1.tex,38,25,10,\hyperref[section:I.10]{10},hyperref,section:I.10,ega1.c01.sec.10,explicit local hyperref to exact unique source label,EEEEB19FF8D94B62ABFCB39A4B2A43E9F7EB701362027804654D8CCF818F0097,active_local_link
ega1.application.sha256.09aa0f154fc842bd5f4bef39239fe8230a60322427b4d1a5302235c205cf2810,ega1.candidate.sha256.09aa0f154fc842bd5f4bef39239fe8230a60322427b4d1a5302235c205cf2810,ega1.tex,40,28,10,\hyperref[section:I.10]{10},hyperref,section:I.10,ega1.c01.sec.10,explicit local hyperref to exact unique source label,EEEEB19FF8D94B62ABFCB39A4B2A43E9F7EB701362027804654D8CCF818F0097,active_local_link
ega1.application.sha256.db11903cfd14b405447ded29b4e200e50d067d8de1dd11b5d48ad2669ad0d088,ega1.candidate.sha256.db11903cfd14b405447ded29b4e200e50d067d8de1dd11b5d48ad2669ad0d088,ega1/ega1-1.tex,49,90,I.1.1.1.1,\sref{I.1.1.1.1},sref,I.1.1.1.1,ega1.c01.eq.1-1-1-1,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.f133cdb879e6bb5cf0195e5078515fc92d4230bbd2dcb324e72ce52c81d11b8e,ega1.candidate.sha256.f133cdb879e6bb5cf0195e5078515fc92d4230bbd2dcb324e72ce52c81d11b8e,ega1/ega1-1.tex,54,13,I.1.1.2,\sref{I.1.1.2},sref,I.1.1.2,ega1.c01.prop.1-1-2,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.0f3b89f1e1fbe0877c5e85ced28d6d368b87c3df68796a51b2100d00e978bd78,ega1.candidate.sha256.0f3b89f1e1fbe0877c5e85ced28d6d368b87c3df68796a51b2100d00e978bd78,ega1/ega1-1.tex,89,56,I.1.1.1.1,\sref{I.1.1.1.1},sref,I.1.1.1.1,ega1.c01.eq.1-1-1-1,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.b2b2301195bcf4c6b8ed0c45fa583fad4c2c4ead62dd10d62d59ad28991851b4,ega1.candidate.sha256.b2b2301195bcf4c6b8ed0c45fa583fad4c2c4ead62dd10d62d59ad28991851b4,ega1/ega1-1.tex,128,26,I.1.1.2[iv],\sref{I.1.1.2}[iv],sref,I.1.1.2,ega1.c01.prop.1-1-2,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.b36d139d838253440aaf648ad4d4bd14695b4f7a8909978d73ba2a2a50003faf,ega1.candidate.sha256.b36d139d838253440aaf648ad4d4bd14695b4f7a8909978d73ba2a2a50003faf,ega1/ega1-1.tex,134,73,I.1.1.4[i],\sref{I.1.1.4}[i],sref,I.1.1.4,ega1.c01.prop.1-1-4,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.620f8394965d3f77643a7ec5b73470a8a6aa1e880fdfa609e13fcbf1e9bb8be0,ega1.candidate.sha256.620f8394965d3f77643a7ec5b73470a8a6aa1e880fdfa609e13fcbf1e9bb8be0,ega1/ega1-1.tex,134,107,I.1.1.2[v],\sref{I.1.1.2}[v],sref,I.1.1.2,ega1.c01.prop.1-1-2,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.88c719c74aaa5b82bd68297fa21e8874a566bcf095ff2b6e64cbdef3d4273394,ega1.candidate.sha256.88c719c74aaa5b82bd68297fa21e8874a566bcf095ff2b6e64cbdef3d4273394,ega1/ega1-1.tex,184,24,I.1.1.12,\sref{I.1.1.12},sref,I.1.1.12,ega1.c01.cor.1-1-12,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.ec626806cfc531028e93e28db720effdef8c431e2af1a57eb78f9e1cf029c025,ega1.candidate.sha256.ec626806cfc531028e93e28db720effdef8c431e2af1a57eb78f9e1cf029c025,ega1/ega1-1.tex,185,263,I.1.1.5,\sref{I.1.1.5},sref,I.1.1.5,ega1.c01.cor.1-1-5,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.c57ac7b22a3c184a6d0fdc48d260a2bea249a45717f0814397a020a2335f31ee,ega1.candidate.sha256.c57ac7b22a3c184a6d0fdc48d260a2bea249a45717f0814397a020a2335f31ee,ega1/ega1-1.tex,201,30,I.1.1.13,\sref{I.1.1.13},sref,I.1.1.13,ega1.c01.prop.1-1-13,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.7d57716eebbbb2b202cdaa7cb704682b5d1458dca3b95c50b73505813752d2dc,ega1.candidate.sha256.7d57716eebbbb2b202cdaa7cb704682b5d1458dca3b95c50b73505813752d2dc,ega1/ega1-1.tex,201,50,I.1.1.11,\sref{I.1.1.11},sref,I.1.1.11,ega1.c01.prop.1-1-11,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.818d505b3027c7298598d9e4c8ed60fec13040f2eed5e96ed44af7fe472b044c,ega1.candidate.sha256.818d505b3027c7298598d9e4c8ed60fec13040f2eed5e96ed44af7fe472b044c,ega1/ega1-1.tex,202,34,I.1.1.11,\sref{I.1.1.11},sref,I.1.1.11,ega1.c01.prop.1-1-11,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.030e38348b54a2dae3d4d1c209c18952c154c5aa9bf6ee28c9c4d9edd37ca1d8,ega1.candidate.sha256.030e38348b54a2dae3d4d1c209c18952c154c5aa9bf6ee28c9c4d9edd37ca1d8,ega1/ega1-1.tex,203,32,I.1.1.13,\sref{I.1.1.13},sref,I.1.1.13,ega1.c01.prop.1-1-13,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.2628f1ec602c9f86eb2801379d674024a0b2bca8d35f6d0bd4d4fa7b7a935e78,ega1.candidate.sha256.2628f1ec602c9f86eb2801379d674024a0b2bca8d35f6d0bd4d4fa7b7a935e78,ega1/ega1-1.tex,206,84,I.1.1.8,\sref{I.1.1.8},sref,I.1.1.8,ega1.c01.cor.1-1-8,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.7da1a153c72241b98ae964adf42a6d456b433da3e25431e0080aff0b69b2e12d,ega1.candidate.sha256.7da1a153c72241b98ae964adf42a6d456b433da3e25431e0080aff0b69b2e12d,ega1/ega1-1.tex,275,122,I.1.1.2[(v)],\sref{I.1.1.2}[(v)],sref,I.1.1.2,ega1.c01.prop.1-1-2,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.239181a5ed99ad671171a5a745c59888cd91a32863c92597ebcc8e0dca6e8184,ega1.candidate.sha256.239181a5ed99ad671171a5a745c59888cd91a32863c92597ebcc8e0dca6e8184,ega1/ega1-1.tex,276,137,I.1.1.4[(ii)],\sref{I.1.1.4}[(ii)],sref,I.1.1.4,ega1.c01.prop.1-1-4,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.aaeabc76ecf82ca8d7b4a38d7cdb67de0e65bd78f62da7bfaf7f65a1bf003b69,ega1.candidate.sha256.aaeabc76ecf82ca8d7b4a38d7cdb67de0e65bd78f62da7bfaf7f65a1bf003b69,ega1/ega1-1.tex,277,125,I.1.2.1.1,\sref{I.1.2.1.1},sref,I.1.2.1.1,ega1.c01.eq.1-2-1-1,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.af1b6a0ff6cd2cf7e09521f8410efa053feb3413aeec54c542dfd88612657ee5,ega1.candidate.sha256.af1b6a0ff6cd2cf7e09521f8410efa053feb3413aeec54c542dfd88612657ee5,ega1/ega1-1.tex,287,29,I.1.2.3,\sref{I.1.2.3},sref,I.1.2.3,ega1.c01.cor.1-2-3,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.ed6c0be9dd6d6010366fd5481ca32fffccb82b1fbc8010fe177b616a0812089b,ega1.candidate.sha256.ed6c0be9dd6d6010366fd5481ca32fffccb82b1fbc8010fe177b616a0812089b,ega1/ega1-1.tex,298,32,I.1.1.8,\sref{I.1.1.8},sref,I.1.1.8,ega1.c01.cor.1-1-8,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.419303160f4dc70c9da0cf8683a6c07cff58f0283d1947386f80af49f0b0f4e2,ega1.candidate.sha256.419303160f4dc70c9da0cf8683a6c07cff58f0283d1947386f80af49f0b0f4e2,ega1/ega1-1.tex,298,63,I.1.2.2.1,\sref{I.1.2.2.1},sref,I.1.2.2.1,ega1.c01.eq.1-2-2-1,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.217996ed97b72fd5736776054a8038722c5cf97150de00aeacb6b8d2fd0fdbfd,ega1.candidate.sha256.217996ed97b72fd5736776054a8038722c5cf97150de00aeacb6b8d2fd0fdbfd,ega1/ega1-1.tex,298,157,I.1.2.2.1,\sref{I.1.2.2.1},sref,I.1.2.2.1,ega1.c01.eq.1-2-2-1,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.8f7bb1c376b6b0bbe8e1f2f777fce78af4434f03a1b4d1f288f0ddf1ffa65e72,ega1.candidate.sha256.8f7bb1c376b6b0bbe8e1f2f777fce78af4434f03a1b4d1f288f0ddf1ffa65e72,ega1/ega1-1.tex,305,116,I.1.1.11,\sref{I.1.1.11},sref,I.1.1.11,ega1.c01.prop.1-1-11,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.af3862c19f165b016c818c207d089f4c6ea3f837dc6ce172de0fd1f87974abb7,ega1.candidate.sha256.af3862c19f165b016c818c207d089f4c6ea3f837dc6ce172de0fd1f87974abb7,ega1/ega1-1.tex,308,28,I.1.2.4,\sref{I.1.2.4},sref,I.1.2.4,ega1.c01.cor.1-2-4,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.dadb70980a23dc4ce1a26027bd1f0ef5a37bcc353efbfa39f3a6423c87579eb8,ega1.candidate.sha256.dadb70980a23dc4ce1a26027bd1f0ef5a37bcc353efbfa39f3a6423c87579eb8,ega1/ega1-1.tex,316,37,I.1.2.4,\sref{I.1.2.4},sref,I.1.2.4,ega1.c01.cor.1-2-4,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.80b4e91f95e07750b5d2fa560a9b859ee81191b801b6c762f1fdb3a1b57708bb,ega1.candidate.sha256.80b4e91f95e07750b5d2fa560a9b859ee81191b801b6c762f1fdb3a1b57708bb,ega1/ega1-1.tex,325,19,I.1.2.2.3,\sref{I.1.2.2.3},sref,I.1.2.2.3,ega1.c01.eq.1-2-2-3,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.02c9e622dd052be6b55b59219b7dcf1c8c47e1e3b896bfd870d54179be75a010,ega1.candidate.sha256.02c9e622dd052be6b55b59219b7dcf1c8c47e1e3b896bfd870d54179be75a010,ega1/ega1-1.tex,352,51,I.1.1.5,\sref{I.1.1.5},sref,I.1.1.5,ega1.c01.cor.1-1-5,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.12cc855198ca7306a19a2a5ce4ab0d99b546f5fa0a89582de25b7dc41ee6bc54,ega1.candidate.sha256.12cc855198ca7306a19a2a5ce4ab0d99b546f5fa0a89582de25b7dc41ee6bc54,ega1/ega1-1.tex,357,28,I.1.3.2[b],\sref{I.1.3.2}[b],sref,I.1.3.2,ega1.c01.lem.1-3-2,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.98162e4485c3551e3da00a45c438c3bdc080127cf47847ccd29960c451d3002e,ega1.candidate.sha256.98162e4485c3551e3da00a45c438c3bdc080127cf47847ccd29960c451d3002e,ega1/ega1-1.tex,381,394,I.1.1.10,\sref{I.1.1.10},sref,I.1.1.10,ega1.c01.prop.1-1-10,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.cd7f292e87f507d285d2320befc9c5a2f06606a32098efef5c8bdd0439cc7830,ega1.candidate.sha256.cd7f292e87f507d285d2320befc9c5a2f06606a32098efef5c8bdd0439cc7830,ega1/ega1-1.tex,429,45,I.1.2.6,\sref{I.1.2.6},sref,I.1.2.6,ega1.c01.cor.1-2-6,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.def9526d67adbcfc3dbe0655f56a75ad805533799473ca88e36884a6d26f6628,ega1.candidate.sha256.def9526d67adbcfc3dbe0655f56a75ad805533799473ca88e36884a6d26f6628,ega1/ega1-1.tex,446,9,I.1.3.7,\sref{I.1.3.7},sref,I.1.3.7,ega1.c01.thm.1-3-7,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.2297e07e384c006e27868c186cf1a1bcfcac7bf5179e76d145848673bc518cf4,ega1.candidate.sha256.2297e07e384c006e27868c186cf1a1bcfcac7bf5179e76d145848673bc518cf4,ega1/ega1-1.tex,453,99,I.1.3.6,\sref{I.1.3.6},sref,I.1.3.6,ega1.c01.prop.1-3-6,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.1be82b4b1a6a604643c8bb8ab32dfc7a172690bc9fbdaec0cd84df7b0aa5540f,ega1.candidate.sha256.1be82b4b1a6a604643c8bb8ab32dfc7a172690bc9fbdaec0cd84df7b0aa5540f,ega1/ega1-1.tex,455,14,I.1.3.4,\sref{I.1.3.4},sref,I.1.3.4,ega1.c01.def.1-3-4,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.c95dfd28b4c60bdc38eddd167d3cf7c9881c50fd6080346bd500aa952a36bb0c,ega1.candidate.sha256.c95dfd28b4c60bdc38eddd167d3cf7c9881c50fd6080346bd500aa952a36bb0c,ega1/ega1-1.tex,455,33,I.1.1.10[ii],\sref{I.1.1.10}[ii],sref,I.1.1.10,ega1.c01.prop.1-1-10,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.180c26c32d1dbba3127fc3d17eb019e6033473629513b295333f463575cd170e,ega1.candidate.sha256.180c26c32d1dbba3127fc3d17eb019e6033473629513b295333f463575cd170e,ega1/ega1-1.tex,463,22,I.1.3.7.1,\sref{I.1.3.7.1},sref,I.1.3.7.1,ega1.c01.eq.1-3-7-1,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.e4ec05f426a8e05db2ca66eb3c8e70ddd110ba2342403767659372d0d915f46a,ega1.candidate.sha256.e4ec05f426a8e05db2ca66eb3c8e70ddd110ba2342403767659372d0d915f46a,ega1/ega1-1.tex,474,4,I.1.3.7.2,\sref{I.1.3.7.2},sref,I.1.3.7.2,ega1.c01.eq.1-3-7-2,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.185dd5ea67f607ff6a7f6505f72c0443a3b972157c46cd102317c0d445daa468,ega1.candidate.sha256.185dd5ea67f607ff6a7f6505f72c0443a3b972157c46cd102317c0d445daa468,ega1/ega1-1.tex,489,76,I.1.3.7,\sref{I.1.3.7},sref,I.1.3.7,ega1.c01.thm.1-3-7,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.c3336d6a707b880a72c7f532eedb46914e8033963ad1c1616356ddd41a5e3ac2,ega1.candidate.sha256.c3336d6a707b880a72c7f532eedb46914e8033963ad1c1616356ddd41a5e3ac2,ega1/ega1-1.tex,517,92,I.1.3.5,\sref{I.1.3.5},sref,I.1.3.5,ega1.c01.prop.1-3-5,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.a934c837f565b2b659ead735a218e51f1f17c9d4ce38227e6fe032bd9bd692a8,ega1.candidate.sha256.a934c837f565b2b659ead735a218e51f1f17c9d4ce38227e6fe032bd9bd692a8,ega1/ega1-1.tex,524,48,I.1.3.7,\sref{I.1.3.7},sref,I.1.3.7,ega1.c01.thm.1-3-7,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.edc997198c8d76ffb781ad1dd20ea1056d12255c35759f0de7fe091d65e0a4ee,ega1.candidate.sha256.edc997198c8d76ffb781ad1dd20ea1056d12255c35759f0de7fe091d65e0a4ee,ega1/ega1-1.tex,542,24,I.1.3.8,\sref{I.1.3.8},sref,I.1.3.8,ega1.c01.cor.1-3-8,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
ega1.application.sha256.d34e424fe262abceaaf756909c9681f705f4ead14cf8a8e4d900c251c00965b7,ega1.candidate.sha256.d34e424fe262abceaaf756909c9681f705f4ead14cf8a8e4d900c251c00965b7,ega1/ega1-1.tex,544,29,I.1.3.9,\sref{I.1.3.9},sref,I.1.3.9,ega1.c01.cor.1-3-9,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,active_local_link
