candidate_id,candidate_class,source_relpath,source_line,source_column,visible_text,raw_tex,reference_form,proposed_target_label,target_id,status,resolution_basis,source_sha256,supersedes_candidate_id
ega1.candidate.sha256.7abfc6a4936eb9be43945a7a7fc4d3280afcff5e921b44fc224c475f1600052d,structural_target,ega1/ega1-1.tex,7,1,subsection:I.1.1,\label{subsection:I.1.1},structural_declaration,subsection:I.1.1,ega1.c01.subsec.1-1,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.d4ceda1dec54d216031a6f4503493b2b57cc56edb25f560f6eb7de50a9d4d5ea,structural_target,ega1/ega1-1.tex,10,1,I.1.1.1,\label{I.1.1.1},structural_declaration,I.1.1.1,ega1.c01.statement.1-1-1,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.ad76825386c40a87d421b4cbfc9e00f7ed16968ba0ec1c5344206814a55d91f9,structural_target,ega1/ega1-1.tex,27,5,I.1.1.1.1,\label{I.1.1.1.1},structural_declaration,I.1.1.1.1,ega1.c01.eq.1-1-1-1,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.0239f13e902fe30f8a0205c6c0a9a4eb65437c60e8340c8858fac06242944244,structural_target,ega1/ega1-1.tex,37,1,I.1.1.2,\label{I.1.1.2},structural_declaration,I.1.1.2,ega1.c01.prop.1-1-2,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.db11903cfd14b405447ded29b4e200e50d067d8de1dd11b5d48ad2669ad0d088,active_link,ega1/ega1-1.tex,49,90,I.1.1.1.1,\sref{I.1.1.1.1},sref,I.1.1.1.1,ega1.c01.eq.1-1-1-1,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.f133cdb879e6bb5cf0195e5078515fc92d4230bbd2dcb324e72ce52c81d11b8e,active_link,ega1/ega1-1.tex,54,13,I.1.1.2,\sref{I.1.1.2},sref,I.1.1.2,ega1.c01.prop.1-1-2,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.c5d683daddb62462b0172889c50c404b265be6a855cfa34627f9ce12f68b4499,structural_target,ega1/ega1-1.tex,60,1,I.1.1.3,\label{I.1.1.3},structural_declaration,I.1.1.3,ega1.c01.statement.1-1-3,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.0c9c52268988c3a79715aaa1f17e626d6554d7733b9e671f6703a1b73839f168,structural_target,ega1/ega1-1.tex,66,3,I.1.1.3.1,\label{I.1.1.3.1},structural_declaration,I.1.1.3.1,ega1.c01.statement.1-1-3-1,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.8098ab74406320fc6902ee9980eeaa1ec43914e6af00cd4eeadee86d1b4edc1e,structural_target,ega1/ega1-1.tex,73,3,I.1.1.3.2,\label{I.1.1.3.2},structural_declaration,I.1.1.3.2,ega1.c01.statement.1-1-3-2,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.f1c2b9805ed3dbe1aa64722bfec79b5d46b92fe48f941f16146a0fa278b315ff,structural_target,ega1/ega1-1.tex,80,1,I.1.1.4,\label{I.1.1.4},structural_declaration,I.1.1.4,ega1.c01.prop.1-1-4,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.0f3b89f1e1fbe0877c5e85ced28d6d368b87c3df68796a51b2100d00e978bd78,active_link,ega1/ega1-1.tex,89,56,I.1.1.1.1,\sref{I.1.1.1.1},sref,I.1.1.1.1,ega1.c01.eq.1-1-1-1,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.b0b6a27249fc29c88e1c34f34e0718b174071ec42e73df32bddeced84860af35,structural_target,ega1/ega1-1.tex,95,1,I.1.1.5,\label{I.1.1.5},structural_declaration,I.1.1.5,ega1.c01.cor.1-1-5,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.448c34f6c042bcbf74ed7ec474bd1e995f1446b009de1e5f2d2c398c8d8792ff,structural_target,ega1/ega1-1.tex,101,1,I.1.1.6,\label{I.1.1.6},structural_declaration,I.1.1.6,ega1.c01.cor.1-1-6,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.33dfb5dfbdc6c1f3adb968a5b4da8a23bd264ac5e11c59a495d8022a4b41180b,structural_target,ega1/ega1-1.tex,112,1,I.1.1.7,\label{I.1.1.7},structural_declaration,I.1.1.7,ega1.c01.cor.1-1-7,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.3c569679e06e3a9210697c46e4774c9c25b726fcfc2296d8d3a218a7017cda87,structural_target,ega1/ega1-1.tex,118,1,I.1.1.8,\label{I.1.1.8},structural_declaration,I.1.1.8,ega1.c01.cor.1-1-8,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.6e2678f2cd73f618767e6952b44f60aa98f242a8d23dad8a7c968d969c2ce0cc,structural_target,ega1/ega1-1.tex,127,1,I.1.1.9,\label{I.1.1.9},structural_declaration,I.1.1.9,ega1.c01.statement.1-1-9,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.b2b2301195bcf4c6b8ed0c45fa583fad4c2c4ead62dd10d62d59ad28991851b4,active_link,ega1/ega1-1.tex,128,26,I.1.1.2[iv],\sref{I.1.1.2}[iv],sref,I.1.1.2,ega1.c01.prop.1-1-2,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.edbb3a04ca09dae9858aec571e47a5e45f97fa9b3fc248f50cfae99e1b7f7745,structural_target,ega1/ega1-1.tex,130,1,I.1.1.9.1,\label{I.1.1.9.1},structural_declaration,I.1.1.9.1,ega1.c01.statement.1-1-9-1,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.b36d139d838253440aaf648ad4d4bd14695b4f7a8909978d73ba2a2a50003faf,active_link,ega1/ega1-1.tex,134,73,I.1.1.4[i],\sref{I.1.1.4}[i],sref,I.1.1.4,ega1.c01.prop.1-1-4,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.620f8394965d3f77643a7ec5b73470a8a6aa1e880fdfa609e13fcbf1e9bb8be0,active_link,ega1/ega1-1.tex,134,107,I.1.1.2[v],\sref{I.1.1.2}[v],sref,I.1.1.2,ega1.c01.prop.1-1-2,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.ad43c2e3f6821966d92df34e4aa49538973eff995bc71198a1cc51290a3e2cd0,structural_target,ega1/ega1-1.tex,139,1,I.1.1.10,\label{I.1.1.10},structural_declaration,I.1.1.10,ega1.c01.prop.1-1-10,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.0dab230511b15d7cda06141f73f564be4bc68255daf41deab16db5fab831ff10,structural_target,ega1/ega1-1.tex,163,1,I.1.1.11,\label{I.1.1.11},structural_declaration,I.1.1.11,ega1.c01.prop.1-1-11,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.e624efc0bd830ea075c80c60532c3a3401ac2506ab91f3e47e1ff6628a289978,residual,ega1/ega1-1.tex,171,171,0.1.1.1,\sref[0]{0.1.1.1},sref,0.1.1.1,,reviewed_nonedge,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.67d7920c16b0dc9d647d9fca474d378bee0c4b83b89ac82a60bcd3f08d1f774c,structural_target,ega1/ega1-1.tex,174,1,I.1.1.12,\label{I.1.1.12},structural_declaration,I.1.1.12,ega1.c01.cor.1-1-12,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.6de1304639d29b3fa66c8954bcb414dcfe6661e3f0079b313c46bd8c4481f2ab,structural_target,ega1/ega1-1.tex,179,1,I.1.1.13,\label{I.1.1.13},structural_declaration,I.1.1.13,ega1.c01.prop.1-1-13,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.d107725978efc0ea7fae0b21f9c9917bed307d9d5fd6886f945633e2e65ec94a,residual,ega1/ega1-1.tex,180,36,0.2.1.1,\sref[0]{0.2.1.1},sref,0.2.1.1,,reviewed_nonedge,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.88c719c74aaa5b82bd68297fa21e8874a566bcf095ff2b6e64cbdef3d4273394,active_link,ega1/ega1-1.tex,184,24,I.1.1.12,\sref{I.1.1.12},sref,I.1.1.12,ega1.c01.cor.1-1-12,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.ec626806cfc531028e93e28db720effdef8c431e2af1a57eb78f9e1cf029c025,active_link,ega1/ega1-1.tex,185,263,I.1.1.5,\sref{I.1.1.5},sref,I.1.1.5,ega1.c01.cor.1-1-5,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.5c6acae14a51bc922d6246f452fa60d1877ec552b9345ca8558b476b89816610,structural_target,ega1/ega1-1.tex,191,1,I.1.1.14,\label{I.1.1.14},structural_declaration,I.1.1.14,ega1.c01.cor.1-1-14,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.c57ac7b22a3c184a6d0fdc48d260a2bea249a45717f0814397a020a2335f31ee,active_link,ega1/ega1-1.tex,201,30,I.1.1.13,\sref{I.1.1.13},sref,I.1.1.13,ega1.c01.prop.1-1-13,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.7d57716eebbbb2b202cdaa7cb704682b5d1458dca3b95c50b73505813752d2dc,active_link,ega1/ega1-1.tex,201,50,I.1.1.11,\sref{I.1.1.11},sref,I.1.1.11,ega1.c01.prop.1-1-11,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.818d505b3027c7298598d9e4c8ed60fec13040f2eed5e96ed44af7fe472b044c,active_link,ega1/ega1-1.tex,202,34,I.1.1.11,\sref{I.1.1.11},sref,I.1.1.11,ega1.c01.prop.1-1-11,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.030e38348b54a2dae3d4d1c209c18952c154c5aa9bf6ee28c9c4d9edd37ca1d8,active_link,ega1/ega1-1.tex,203,32,I.1.1.13,\sref{I.1.1.13},sref,I.1.1.13,ega1.c01.prop.1-1-13,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.2628f1ec602c9f86eb2801379d674024a0b2bca8d35f6d0bd4d4fa7b7a935e78,active_link,ega1/ega1-1.tex,206,84,I.1.1.8,\sref{I.1.1.8},sref,I.1.1.8,ega1.c01.cor.1-1-8,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.4b07d1578b18a54df7b1a53e58bef6d94816e969ffaf3ba753b7fa18428fc913,residual,ega1/ega1-1.tex,206,103,0.2.1.3,\sref[0]{0.2.1.3},sref,0.2.1.3,,reviewed_nonedge,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.42b2c3ebd1c35cdaf3820c2ee09a57558326695dd9d7841e1b10bbaa8e18f872,structural_target,ega1/ega1-1.tex,210,1,I.1.1.15,\label{I.1.1.15},structural_declaration,I.1.1.15,ega1.c01.prop.1-1-15,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.2014707edcec7a4b0aade2fc6128e3a8ea4f8f86919475949c32d84a76040b62,structural_target,ega1/ega1-1.tex,221,1,subsection:I.1.2,\label{subsection:I.1.2},structural_declaration,subsection:I.1.2,ega1.c01.subsec.1-2,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.810979ac2cd99e507fc58f412566abb33134880b19bdde48996efba554947b85,structural_target,ega1/ega1-1.tex,224,1,I.1.2.1,\label{I.1.2.1},structural_declaration,I.1.2.1,ega1.c01.statement.1-2-1,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.ec0e5f6cfca12f55542ba513837bbed6611eb8b62b94a3c03cecbd0a03bbd223,structural_target,ega1/ega1-1.tex,242,3,I.1.2.1.1,\label{I.1.2.1.1},structural_declaration,I.1.2.1.1,ega1.c01.eq.1-2-1-1,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.1a0fe89c805affa3db2906f8e42a5fa56a1c86ba70331b1c8b76eb74445ce680,structural_target,ega1/ega1-1.tex,249,1,I.1.2.2,\label{I.1.2.2},structural_declaration,I.1.2.2,ega1.c01.prop.1-2-2,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.7890e37ea161f14151291eec8e87893b670ca691251df8ed8cf93464ebef6381,structural_target,ega1/ega1-1.tex,254,5,I.1.2.2.1,\label{I.1.2.2.1},structural_declaration,I.1.2.2.1,ega1.c01.eq.1-2-2-1,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.9c122c54cf7539cb45635ae335de9b9737a2d5564999404c0e889b6c42aa6f4f,structural_target,ega1/ega1-1.tex,260,5,I.1.2.2.2,\label{I.1.2.2.2},structural_declaration,I.1.2.2.2,ega1.c01.eq.1-2-2-2,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.895ddab313f9f8923b9a362f311dd0f56cc70b2a55a31be5a0b49d5e2a6e107b,structural_target,ega1/ega1-1.tex,266,5,I.1.2.2.3,\label{I.1.2.2.3},structural_declaration,I.1.2.2.3,ega1.c01.eq.1-2-2-3,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.7da1a153c72241b98ae964adf42a6d456b433da3e25431e0080aff0b69b2e12d,active_link,ega1/ega1-1.tex,275,122,I.1.1.2[(v)],\sref{I.1.1.2}[(v)],sref,I.1.1.2,ega1.c01.prop.1-1-2,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.239181a5ed99ad671171a5a745c59888cd91a32863c92597ebcc8e0dca6e8184,active_link,ega1/ega1-1.tex,276,137,I.1.1.4[(ii)],\sref{I.1.1.4}[(ii)],sref,I.1.1.4,ega1.c01.prop.1-1-4,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.aaeabc76ecf82ca8d7b4a38d7cdb67de0e65bd78f62da7bfaf7f65a1bf003b69,active_link,ega1/ega1-1.tex,277,125,I.1.2.1.1,\sref{I.1.2.1.1},sref,I.1.2.1.1,ega1.c01.eq.1-2-1-1,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.3c4a05b8bf7f3d49411582da7fe1ab4e375f8cc401331418bfebc27332941175,structural_target,ega1/ega1-1.tex,282,1,I.1.2.3,\label{I.1.2.3},structural_declaration,I.1.2.3,ega1.c01.cor.1-2-3,target_only,active unique source label represented in REFERENCE_TARGETS.csv,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
ega1.candidate.sha256.af1b6a0ff6cd2cf7e09521f8410efa053feb3413aeec54c542dfd88612657ee5,active_link,ega1/ega1-1.tex,287,29,I.1.2.3,\sref{I.1.2.3},sref,I.1.2.3,ega1.c01.cor.1-2-3,applied,exact unique local source label,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,
