residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,raw_tex,reference_form,proposed_target_label,classification,resolution_basis,source_sha256,status
ega1.residual.sha256.f4ea9a9620aaf5b3e8604ec2cead6ca14fe0cb1b2e58b5e81a37f0b227ea2762,ega1.candidate.sha256.f4ea9a9620aaf5b3e8604ec2cead6ca14fe0cb1b2e58b5e81a37f0b227ea2762,ega1/ega1-1.tex,381,434,0.3.5.6,\sref[0]{0.3.5.6},sref,0.3.5.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.753d14a7f9a7500616c756f620399b7cd3b26b826a4a4118867c0c8fab8bf29d,ega1.candidate.sha256.753d14a7f9a7500616c756f620399b7cd3b26b826a4a4118867c0c8fab8bf29d,ega1/ega1-1.tex,384,8,0.3.2.4,\sref[0]{0.3.2.4},sref,0.3.2.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.db170936ab134e9357c953b9856eca43df9dff20a7d4967062e8342319f533fc,ega1.candidate.sha256.db170936ab134e9357c953b9856eca43df9dff20a7d4967062e8342319f533fc,ega1/ega1-1.tex,413,16,0.1.4.1,\sref[0]{0.1.4.1},sref,0.1.4.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.d604870654dd76ef2f8cf19a62e1ff0044b669cd39e90036fb9883b91539c9f5,ega1.candidate.sha256.d604870654dd76ef2f8cf19a62e1ff0044b669cd39e90036fb9883b91539c9f5,ega1/ega1-1.tex,414,121,0.3.2.3,\sref[0]{0.3.2.3},sref,0.3.2.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.9611eb2942d67bcd96925cc4dc78c0e44251898218a4738fb152835385ae7948,ega1.candidate.sha256.9611eb2942d67bcd96925cc4dc78c0e44251898218a4738fb152835385ae7948,ega1/ega1-1.tex,415,131,0.1.4.5,\sref[0]{0.1.4.5},sref,0.1.4.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.69099b21dafeb8c1ba87dcbfbaeb11c69971f820813fbdb6fdfabaf1b1213782,ega1.candidate.sha256.69099b21dafeb8c1ba87dcbfbaeb11c69971f820813fbdb6fdfabaf1b1213782,ega1/ega1-1.tex,418,90,0.1.3.2,\sref[0]{0.1.3.2},sref,0.1.3.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.a9e5296329759082094caec39cdc81499bf8a0b6b3df84069bd9143771cd2d1d,ega1.candidate.sha256.a9e5296329759082094caec39cdc81499bf8a0b6b3df84069bd9143771cd2d1d,ega1/ega1-1.tex,419,70,0.1.7.1,\sref[0]{0.1.7.1},sref,0.1.7.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.1a82394a055b1112d2d387820a75d5bdb9c0104fefa0a597738f220d9651957e,ega1.candidate.sha256.1a82394a055b1112d2d387820a75d5bdb9c0104fefa0a597738f220d9651957e,ega1/ega1-1.tex,419,92,0.3.1.6,\sref[0]{0.3.1.6},sref,0.3.1.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.ff53a5145ec986ee5fe1d6731f0f09264cb8b40df5cfdccff7bd4b0409ee3625,ega1.candidate.sha256.ff53a5145ec986ee5fe1d6731f0f09264cb8b40df5cfdccff7bd4b0409ee3625,ega1/ega1-1.tex,430,207,0.1.4.6,\sref[0]{0.1.4.6},sref,0.1.4.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.00e93fd1e7838593a18d22cc54b3c9a0a8e80a90f55dabf4da7894cbb1f544cf,ega1.candidate.sha256.00e93fd1e7838593a18d22cc54b3c9a0a8e80a90f55dabf4da7894cbb1f544cf,ega1/ega1-1.tex,500,54,0.1.2.4,\sref[0]{0.1.2.4},sref,0.1.2.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.5ca172f8f72a171d61c63c153a6aa3326316b47122d48f0b2638646808bc8f29,ega1.candidate.sha256.5ca172f8f72a171d61c63c153a6aa3326316b47122d48f0b2638646808bc8f29,ega1/ega1-1.tex,531,40,0.1.3.3,\sref[0]{0.1.3.3},sref,0.1.3.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.3acb787922af62f455fdf1d8fb87380cb742f36d16176cc4c8df8ba9ff20bd9f,ega1.candidate.sha256.3acb787922af62f455fdf1d8fb87380cb742f36d16176cc4c8df8ba9ff20bd9f,ega1/ega1-1.tex,542,147,"(T, I, 1.4)","(T, I, 1.4)",external_work_citation,,external_work_citation,plain citation to external work T; no standalone EGA I target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.c11756bd5f870f90abffdfdab813c4f1c19ae82e3f4b9a2961791397583d27d2,ega1.candidate.sha256.c11756bd5f870f90abffdfdab813c4f1c19ae82e3f4b9a2961791397583d27d2,ega1/ega1-1.tex,544,374,0.5.1.1,\sref[0]{0.5.1.1},sref,0.5.1.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.3c01aa69053fc8bc8d87ae909e7679a193ba82a47a5c3026d560b826907953e6,ega1.candidate.sha256.3c01aa69053fc8bc8d87ae909e7679a193ba82a47a5c3026d560b826907953e6,ega1/ega1-1.tex,596,38,0.1.3.4,\sref[0]{0.1.3.4},sref,0.1.3.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.a6bb8d8b3901992a057b77725f5547aa79d1d2fb1c4fc16cab00b2106d9180ca,ega1.candidate.sha256.a6bb8d8b3901992a057b77725f5547aa79d1d2fb1c4fc16cab00b2106d9180ca,ega1/ega1-1.tex,602,99,0.1.4.2,\sref[0]{0.1.4.2},sref,0.1.4.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.0b7473928b6dfdc81da467dff1b192a2dcf5bb5f90fd0f422053543054389254,ega1.candidate.sha256.0b7473928b6dfdc81da467dff1b192a2dcf5bb5f90fd0f422053543054389254,ega1/ega1-1.tex,612,124,0.1.3.5,\sref[0]{0.1.3.5},sref,0.1.3.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.f217a9a3c54469e60b4ccbf6b409e110189d77f19aa9cbca7045229b7a9dccb6,ega1.candidate.sha256.f217a9a3c54469e60b4ccbf6b409e110189d77f19aa9cbca7045229b7a9dccb6,ega1/ega1-1.tex,613,310,0.1.4.2,\sref[0]{0.1.4.2},sref,0.1.4.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.15b71fa7e10866de82e5a786cb1050d47bcfa4c85eca56808c238a46cdaa55d1,ega1.candidate.sha256.15b71fa7e10866de82e5a786cb1050d47bcfa4c85eca56808c238a46cdaa55d1,ega1/ega1-1.tex,647,139,0.5.2.3,\sref[0]{0.5.2.3},sref,0.5.2.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.eff2bada7ee3af297e3adebbcb723a31fc687365fd5d50004e522fcea74afc66,ega1.candidate.sha256.eff2bada7ee3af297e3adebbcb723a31fc687365fd5d50004e522fcea74afc66,ega1/ega1-1.tex,662,139,0.4.1.3,\sref[0]{0.4.1.3},sref,0.4.1.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.252cd8277814a3564ef1b3a11fab589ca03b91da40b5143d0aff39174c5541d6,ega1.candidate.sha256.252cd8277814a3564ef1b3a11fab589ca03b91da40b5143d0aff39174c5541d6,ega1/ega1-1.tex,676,56,0.5.1.3,\sref[0]{0.5.1.3},sref,0.5.1.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.a336cc39cbb1ea9ec23f874241a5fc45ca815962191276070f61bd5b6f6b4bd4,ega1.candidate.sha256.a336cc39cbb1ea9ec23f874241a5fc45ca815962191276070f61bd5b6f6b4bd4,ega1/ega1-1.tex,738,217,0.3.2.5,\sref[0]{0.3.2.5},sref,0.3.2.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.fde06ecd3eabab39997dda90b5ebc97ee01dceddc11cecd061ac617996f39bd2,ega1.candidate.sha256.fde06ecd3eabab39997dda90b5ebc97ee01dceddc11cecd061ac617996f39bd2,ega1/ega1-1.tex,739,200,0.1.2.4,\sref[0]{0.1.2.4},sref,0.1.2.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.bdc7d801a05fc345c909326b042f5a915fd74cacca02302f3a49273e2bec0330,ega1.candidate.sha256.bdc7d801a05fc345c909326b042f5a915fd74cacca02302f3a49273e2bec0330,ega1/ega1-1.tex,783,68,0.2.2.3,\sref[0]{0.2.2.3},sref,0.2.2.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.3a19e6c5bb33e76537de63f802b4f73bc0ad55985d803e95c30c021a9475dd4e,ega1.candidate.sha256.3a19e6c5bb33e76537de63f802b4f73bc0ad55985d803e95c30c021a9475dd4e,ega1/ega1-1.tex,785,140,0.5.2.3,\sref[0]{0.5.2.3},sref,0.5.2.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.8274154c53de6d4cd1d46a574c64a7b565da803522a5fa094b63c58a5ca4dce2,ega1.candidate.sha256.8274154c53de6d4cd1d46a574c64a7b565da803522a5fa094b63c58a5ca4dce2,ega1/ega1-1.tex,836,256,0.1.5.1,\sref[0]{0.1.5.1},sref,0.1.5.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.f7129180a01eb740fa0047c245352d8629af80869f9470685d128873619af126,ega1.candidate.sha256.f7129180a01eb740fa0047c245352d8629af80869f9470685d128873619af126,ega1/ega1-1.tex,851,16,0.1.5.1,\sref[0]{0.1.5.1},sref,0.1.5.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.2bc7fa909ed9f9f9bda326ef7744a5ea54e97423436fbfc9fa5a5fbe3a6da7a8,ega1.candidate.sha256.2bc7fa909ed9f9f9bda326ef7744a5ea54e97423436fbfc9fa5a5fbe3a6da7a8,ega1/ega1-1.tex,852,117,0.3.2.3,\sref[0]{0.3.2.3},sref,0.3.2.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.d48c800258c9e9009cd83fe2314ef855a841ba59cdab6e828b869bbd9731c4db,ega1.candidate.sha256.d48c800258c9e9009cd83fe2314ef855a841ba59cdab6e828b869bbd9731c4db,ega1/ega1-1.tex,857,1,0.4.1.1,\sref[0]{0.4.1.1},sref,0.4.1.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.75e5c9241e470c16c09daf8457736e211ac4f148d64db380bf24637b3c752653,ega1.candidate.sha256.75e5c9241e470c16c09daf8457736e211ac4f148d64db380bf24637b3c752653,ega1/ega1-1.tex,859,100,0.3.7.1,\sref[0]{0.3.7.1},sref,0.3.7.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.67430c90670f2949eafd1557b7cb367df50bd16544106034524a41b3b06a64ae,ega1.candidate.sha256.67430c90670f2949eafd1557b7cb367df50bd16544106034524a41b3b06a64ae,ega1/ega1-1.tex,863,40,0.1.5.1,\sref[0]{0.1.5.1},sref,0.1.5.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.17e487373341721d6303abd7d41427a801dce430f79a88d2d7517d3427ac0627,ega1.candidate.sha256.17e487373341721d6303abd7d41427a801dce430f79a88d2d7517d3427ac0627,ega1/ega1-1.tex,874,18,0.1.2.6,\sref[0]{0.1.2.6},sref,0.1.2.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.e230db81eb3b3c2d0a7a8d12d345f753ca367f7fbaf23988aaf42b40b38d3f68,ega1.candidate.sha256.e230db81eb3b3c2d0a7a8d12d345f753ca367f7fbaf23988aaf42b40b38d3f68,ega1/ega1-1.tex,886,97,0.1.5.2,\sref[0]{0.1.5.2},sref,0.1.5.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.e2ee802b2c74571f248ca7dec4d89f9fd7c444a5ad01320f544cb11ba88559fd,ega1.candidate.sha256.e2ee802b2c74571f248ca7dec4d89f9fd7c444a5ad01320f544cb11ba88559fd,ega1/ega1-1.tex,887,266,0.1.5.6,\sref[0]{0.1.5.6},sref,0.1.5.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.fb1b9984bd3e6469adbc18a4b6840c92b8a58976c6018f532953969811281499,ega1.candidate.sha256.fb1b9984bd3e6469adbc18a4b6840c92b8a58976c6018f532953969811281499,ega1/ega1-1.tex,916,157,0.4.4.3,\sref[0]{0.4.4.3},sref,0.4.4.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.aa1e22314a086dcfdf7bedfc2398a1a54c331b074f84af93f3b1985a2ff9511b,ega1.candidate.sha256.aa1e22314a086dcfdf7bedfc2398a1a54c331b074f84af93f3b1985a2ff9511b,ega1/ega1-1.tex,926,66,0.4.4.3,\sref[0]{0.4.4.3},sref,0.4.4.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.f4e113afa3fa5fc6cfb660bb2cdea1dca609f551585d170bb415ba026886b770,ega1.candidate.sha256.f4e113afa3fa5fc6cfb660bb2cdea1dca609f551585d170bb415ba026886b770,ega1/ega1-1.tex,927,91,0.1.5.4,\sref[0]{0.1.5.4},sref,0.1.5.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.7cd23f9dd7bd84a506ddcd6654346ffdd3d955cbad53392e897d8910a62309fc,ega1.candidate.sha256.7cd23f9dd7bd84a506ddcd6654346ffdd3d955cbad53392e897d8910a62309fc,ega1/ega1-1.tex,929,31,0.1.5.6,\sref[0]{0.1.5.6},sref,0.1.5.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.8483cf7af3131b14ecc7f3f7304f9c33e926a72333424c6b390c9f6934aaed36,ega1.candidate.sha256.8483cf7af3131b14ecc7f3f7304f9c33e926a72333424c6b390c9f6934aaed36,ega1/ega1-1.tex,958,48,0.3.7.1,\sref[0]{0.3.7.1},sref,0.3.7.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.d27878eee93a908efb22817e23c6526f95bf291aca2595f4ccf6a18048fa03e0,ega1.candidate.sha256.d27878eee93a908efb22817e23c6526f95bf291aca2595f4ccf6a18048fa03e0,ega1/ega1-1.tex,958,67,0.4.4.3,\sref[0]{0.4.4.3},sref,0.4.4.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.df6a4376a9deef974de4287487523cb9253c67afa2d20999281fadf957eb32d5,ega1.candidate.sha256.df6a4376a9deef974de4287487523cb9253c67afa2d20999281fadf957eb32d5,ega1/ega1-1.tex,960,14,0.4.4.3,\sref[0]{0.4.4.3},sref,0.4.4.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
ega1.residual.sha256.d519aca592e5f56ad5a3359f65235825e2d1fd4a631fce3050745fb0d436fad3,ega1.candidate.sha256.d519aca592e5f56ad5a3359f65235825e2d1fd4a631fce3050745fb0d436fad3,ega1/ega1-1.tex,967,24,0.4.4.6,\sref[0]{0.4.4.6},sref,0.4.4.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,A34EC335FB2561AC0A171A797DC5C41CE7FAD6A0CACAF90A2AB8695DB69E77F4,reviewed_nonedge
