target_id,latex_label,aux_locator,baseline_pdf_destination,expose,context,kind,title,compiled_page,source_relpath,source_line,source_occurrence_count,compiled_status
ega1.c01.eq.1-2-2-3,I.1.2.2.3,{1.2.2.3},section*.40,I,c01,eq,1.2.2,6,ega1/ega1-1.tex,266,1,baseline_aux_present
ega1.c01.cor.1-2-3,I.1.2.3,1.2,section*.41,I,c01,cor,1.2.3,6,ega1/ega1-1.tex,282,1,baseline_aux_present
ega1.c01.cor.1-2-4,I.1.2.4,1.2,section*.42,I,c01,cor,1.2.4,6,ega1/ega1-1.tex,290,1,baseline_aux_present
ega1.c01.statement.1-2-5,I.1.2.5,1.2,section*.43,I,c01,statement,1.2.5,6,ega1/ega1-1.tex,304,1,baseline_aux_present
ega1.c01.cor.1-2-6,I.1.2.6,1.2,section*.44,I,c01,cor,1.2.6,6,ega1/ega1-1.tex,310,1,baseline_aux_present
ega1.c01.cor.1-2-7,I.1.2.7,1.2,section*.45,I,c01,cor,1.2.7,6,ega1/ega1-1.tex,320,1,baseline_aux_present
ega1.c01.subsec.1-3,subsection:I.1.3,1.3,section*.46,I,c01,subsec,Sheaf associated to a module,6,ega1/ega1-1.tex,329,1,baseline_aux_present
ega1.c01.statement.1-3-1,I.1.3.1,1.3,section*.47,I,c01,statement,1.3.1,6,ega1/ega1-1.tex,332,1,baseline_aux_present
ega1.c01.lem.1-3-2,I.1.3.2,1.3,section*.48,I,c01,lem,1.3.2,6,ega1/ega1-1.tex,339,1,baseline_aux_present
ega1.c01.statement.1-3-3,I.1.3.3,1.3,section*.49,I,c01,statement,1.3.3,7,ega1/ega1-1.tex,356,1,baseline_aux_present
ega1.c01.statement.1-3-3-1,I.1.3.3.1,{1.3.3.1},section*.51,I,c01,statement,1.3.3,7,ega1/ega1-1.tex,366,1,baseline_aux_present
ega1.c01.def.1-3-4,I.1.3.4,1.3,section*.52,I,c01,def,1.3.4,7,ega1/ega1-1.tex,380,1,baseline_aux_present
ega1.c01.eq.1-3-4-1,I.1.3.4.1,{1.3.4.1},section*.54,I,c01,eq,Sheaf associated to a module,7,ega1/ega1-1.tex,396,1,baseline_aux_present
ega1.c01.prop.1-3-5,I.1.3.5,1.3,section*.55,I,c01,prop,1.3.5,7,ega1/ega1-1.tex,400,1,baseline_aux_present
ega1.c01.prop.1-3-6,I.1.3.6,1.3,section*.56,I,c01,prop,1.3.6,7,ega1/ega1-1.tex,424,1,baseline_aux_present
ega1.c01.thm.1-3-7,I.1.3.7,1.3,section*.57,I,c01,thm,1.3.7,8,ega1/ega1-1.tex,435,1,baseline_aux_present
ega1.c01.eq.1-3-7-1,I.1.3.7.1,{1.3.7.1},section*.59,I,c01,eq,Sheaf associated to a module,8,ega1/ega1-1.tex,458,1,baseline_aux_present
ega1.c01.eq.1-3-7-2,I.1.3.7.2,{1.3.7.2},section*.61,I,c01,eq,Sheaf associated to a module,8,ega1/ega1-1.tex,466,1,baseline_aux_present
ega1.c01.cor.1-3-8,I.1.3.8,1.3,section*.62,I,c01,cor,1.3.8,8,ega1/ega1-1.tex,481,1,baseline_aux_present
ega1.c01.cor.1-3-9,I.1.3.9,1.3,section*.63,I,c01,cor,1.3.9,8,ega1/ega1-1.tex,504,1,baseline_aux_present
ega1.c01.statement.1-3-10,I.1.3.10,1.3,section*.64,I,c01,statement,1.3.10,9,ega1/ega1-1.tex,547,1,baseline_aux_present
ega1.c01.statement.1-3-10-1,I.1.3.10.1,{1.3.10.1},section*.66,I,c01,statement,1.3.10,9,ega1/ega1-1.tex,552,1,baseline_aux_present
ega1.c01.statement.1-3-10-2,I.1.3.10.2,{1.3.10.2},section*.68,I,c01,statement,1.3.10,9,ega1/ega1-1.tex,557,1,baseline_aux_present
ega1.c01.cor.1-3-11,I.1.3.11,1.3,section*.69,I,c01,cor,1.3.11,9,ega1/ega1-1.tex,568,1,baseline_aux_present
ega1.c01.cor.1-3-12,I.1.3.12,1.3,section*.70,I,c01,cor,1.3.12,9,ega1/ega1-1.tex,578,1,baseline_aux_present
ega1.c01.statement.1-3-13,I.1.3.13,1.3,section*.71,I,c01,statement,1.3.13,10,ega1/ega1-1.tex,619,1,baseline_aux_present
ega1.c01.statement.1-3-14,I.1.3.14,1.3,section*.72,I,c01,statement,1.3.14,11,ega1/ega1-1.tex,661,1,baseline_aux_present
ega1.c01.subsec.1-4,subsection:I.1.4,1.4,section*.73,I,c01,subsec,Quasi-coherent sheaves over a prime spectrum,11,ega1/ega1-1.tex,667,1,baseline_aux_present
ega1.c01.thm.1-4-1,I.1.4.1,1.4,section*.74,I,c01,thm,1.4.1,11,ega1/ega1-1.tex,670,1,baseline_aux_present
ega1.c01.lem.1-4-1-1,I.1.4.1.1,1.4,section*.75,I,c01,lem,1.4.1.1,11,ega1/ega1-1.tex,704,1,baseline_aux_present
ega1.c01.cor.1-4-2,I.1.4.2,1.4,section*.76,I,c01,cor,1.4.2,12,ega1/ega1-1.tex,748,1,baseline_aux_present
ega1.c01.cor.1-4-3,I.1.4.3,1.4,section*.77,I,c01,cor,1.4.3,12,ega1/ega1-1.tex,753,1,baseline_aux_present
ega1.c01.subsec.1-5,subsection:I.1.5,1.5,section*.78,I,c01,subsec,Coherent sheaves over a prime spectrum,13,ega1/ega1-1.tex,767,1,baseline_aux_present
ega1.c01.thm.1-5-1,I.1.5.1,1.5,section*.79,I,c01,thm,1.5.1,13,ega1/ega1-1.tex,770,1,baseline_aux_present
ega1.c01.cor.1-5-2,I.1.5.2,1.5,section*.80,I,c01,cor,1.5.2,13,ega1/ega1-1.tex,796,1,baseline_aux_present
ega1.c01.cor.1-5-3,I.1.5.3,1.5,section*.81,I,c01,cor,1.5.3,13,ega1/ega1-1.tex,801,1,baseline_aux_present
ega1.c01.cor.1-5-4,I.1.5.4,1.5,section*.82,I,c01,cor,1.5.4,13,ega1/ega1-1.tex,806,1,baseline_aux_present
ega1.c01.subsec.1-6,subsection:I.1.6,1.6,section*.83,I,c01,subsec,Functorial properties of quasi-coherent sheaves over a prime spectrum,13,ega1/ega1-1.tex,816,1,baseline_aux_present
ega1.c01.statement.1-6-1,I.1.6.1,1.6,section*.84,I,c01,statement,1.6.1,13,ega1/ega1-1.tex,819,1,baseline_aux_present
ega1.c01.ex.1-6-2,I.1.6.2,1.6,section*.85,I,c01,ex,1.6.2,14,ega1/ega1-1.tex,870,1,baseline_aux_present
ega1.c01.prop.1-6-3,I.1.6.3,1.6,section*.86,I,c01,prop,1.6.3,14,ega1/ega1-1.tex,879,1,baseline_aux_present
ega1.c01.cor.1-6-4,I.1.6.4,1.6,section*.87,I,c01,cor,1.6.4,14,ega1/ega1-1.tex,898,1,baseline_aux_present
ega1.c01.prop.1-6-5,I.1.6.5,1.6,section*.88,I,c01,prop,1.6.5,14,ega1/ega1-1.tex,908,1,baseline_aux_present
ega1.c01.eq.1-6-5-1,I.1.6.5.1,{1.6.5.1},section*.90,I,c01,eq,Functorial properties of quasi-coherent sheaves over a prime spectrum,14,ega1/ega1-1.tex,931,1,baseline_aux_present
ega1.c01.cor.1-6-6,I.1.6.6,1.6,section*.91,I,c01,cor,1.6.6,15,ega1/ega1-1.tex,944,1,baseline_aux_present
ega1.c01.statement.1-6-7,I.1.6.7,1.6,section*.92,I,c01,statement,1.6.7,15,ega1/ega1-1.tex,953,1,baseline_aux_present
ega1.c01.statement.1-6-8,I.1.6.8,1.6,section*.93,I,c01,statement,1.6.8,15,ega1/ega1-1.tex,964,1,baseline_aux_present
ega1.c01.statement.1-6-9,I.1.6.9,1.6,section*.94,I,c01,statement,1.6.9,15,ega1/ega1-1.tex,976,1,baseline_aux_present
ega1.c01.statement.1-6-10,I.1.6.10,1.6,section*.95,I,c01,statement,1.6.10,15,ega1/ega1-1.tex,986,1,baseline_aux_present
ega1.c01.subsec.1-7,subsection:I.1.7,1.7,section*.96,I,c01,subsec,Characterization of morphisms of affine schemes,15,ega1/ega1-1.tex,993,1,baseline_aux_present
ega1.c01.def.1-7-1,I.1.7.1,1.7,section*.97,I,c01,def,1.7.1,15,ega1/ega1-1.tex,996,1,baseline_aux_present
ega1.c01.statement.1-7-2,I.1.7.2,1.7,section*.98,I,c01,statement,1.7.2,15,ega1/ega1-1.tex,1003,1,baseline_aux_present
ega1.c01.thm.1-7-3,I.1.7.3,1.7,section*.99,I,c01,thm,1.7.3,15,ega1/ega1-1.tex,1010,1,baseline_aux_present
ega1.c01.cor.1-7-4,I.1.7.4,1.7,section*.100,I,c01,cor,1.7.4,16,ega1/ega1-1.tex,1046,1,baseline_aux_present
ega1.c01.cor.1-7-5,I.1.7.5,1.7,section*.101,I,c01,cor,1.7.5,16,ega1/ega1-1.tex,1053,1,baseline_aux_present
ega1.c01.subsec.1-8,subsection:I.1.8,1.8,section*.102,I,c01,subsec,Morphisms from locally ringed spaces to affine schemes,16,ega1/ega1-1.tex,1064,1,baseline_aux_present
ega1.c01.prop.1-8-1,I.1.8.1,1.8,section*.103,I,c01,prop,1.8.1,16,ega1/ega1-1.tex,1070,1,baseline_aux_present
ega1.c01.eq.1-8-1-1,I.1.8.1.1,{1.8.1.1},section*.105,I,c01,eq,Morphisms from locally ringed spaces to affine schemes,16,ega1/ega1-1.tex,1080,1,baseline_aux_present
ega1.c01.statement.1-8-2,I.1.8.2,1.8,section*.106,I,c01,statement,1.8.2,17,ega1/ega1-1.tex,1115,1,baseline_aux_present
ega1.c01.eq.1-8-2-1,I.1.8.2.1,{1.8.2.1},section*.108,I,c01,eq,1.8.2,17,ega1/ega1-1.tex,1125,1,baseline_aux_present
ega1.c01.eq.1-8-2-2,I.1.8.2.2,{1.8.2.2},section*.110,I,c01,eq,1.8.2,17,ega1/ega1-1.tex,1131,1,baseline_aux_present
ega1.c01.cor.1-8-3,I.1.8.3,1.8,section*.111,I,c01,cor,1.8.3,17,ega1/ega1-1.tex,1139,1,baseline_aux_present
ega1.c01.statement.1-8-4,I.1.8.4,1.8,section*.112,I,c01,statement,1.8.4,17,ega1/ega1-1.tex,1151,1,baseline_aux_present
ega1.c01.lem.1-8-5,I.1.8.5,1.8,section*.113,I,c01,lem,1.8.5,18,ega1/ega1-1.tex,1162,1,baseline_aux_present
ega1.c01.lem.1-8-5-1,I.1.8.5.1,{1.8.5.1},section*.115,I,c01,lem,1.8.5,18,ega1/ega1-1.tex,1165,1,baseline_aux_present
ega1.c01.cor.1-8-6,I.1.8.6,1.8,section*.116,I,c01,cor,1.8.6,18,ega1/ega1-1.tex,1178,1,baseline_aux_present
ega1.c01.cor.1-8-6-1,I.1.8.6.1,{1.8.6.1},section*.118,I,c01,cor,1.8.6,18,ega1/ega1-1.tex,1183,1,baseline_aux_present
ega1.c01.cor.1-8-7,I.1.8.7,1.8,section*.119,I,c01,cor,1.8.7,18,ega1/ega1-1.tex,1190,1,baseline_aux_present
ega1.c01.cor.1-8-7-1,I.1.8.7.1,{1.8.7.1},section*.121,I,c01,cor,1.8.7,18,ega1/ega1-1.tex,1193,1,baseline_aux_present
ega1.c01.statement.1-8-8,I.1.8.8,1.8,section*.122,I,c01,statement,1.8.8,18,ega1/ega1-1.tex,1210,1,baseline_aux_present
ega1.c01.eq.1-8-8-1,I.1.8.8.1,{1.8.8.1},section*.124,I,c01,eq,1.8.8,18,ega1/ega1-1.tex,1215,1,baseline_aux_present
ega1.c01.eq.1-8-8-2,I.1.8.8.2,{1.8.8.2},section*.126,I,c01,eq,1.8.8,18,ega1/ega1-1.tex,1222,1,baseline_aux_present
ega1.c01.statement.1-8-9,I.1.8.9,1.8,section*.127,I,c01,statement,1.8.9,18,ega1/ega1-1.tex,1232,1,baseline_aux_present
ega1.c01.statement.1-8-9-1,I.1.8.9.1,{1.8.9.1},section*.129,I,c01,statement,1.8.9,18,ega1/ega1-1.tex,1239,1,baseline_aux_present
ega1.c01.cor.1-8-10,I.1.8.10,1.8,section*.130,I,c01,cor,1.8.10,19,ega1/ega1-1.tex,1247,1,baseline_aux_present
ega1.c01.rem.1-8-11,I.1.8.11,1.8,section*.131,I,c01,rem,1.8.11,19,ega1/ega1-1.tex,1255,1,baseline_aux_present
ega1.c01.sec.2,section:I.2,2,section*.132,I,c01,sec,Preschemes and morphisms of preschemes,19,ega1/ega1-2.tex,2,1,baseline_aux_present
ega1.c01.subsec.2-1,subsection:I.2.1,2.1,section*.133,I,c01,subsec,Definition of preschemes,19,ega1/ega1-2.tex,5,1,baseline_aux_present
ega1.c01.statement.2-1-1,I.2.1.1,2.1,section*.134,I,c01,statement,2.1.1,19,ega1/ega1-2.tex,8,1,baseline_aux_present
ega1.c01.def.2-1-2,I.2.1.2,2.1,section*.135,I,c01,def,2.1.2,19,ega1/ega1-2.tex,13,1,baseline_aux_present
ega1.c01.prop.2-1-3,I.2.1.3,2.1,section*.136,I,c01,prop,2.1.3,19,ega1/ega1-2.tex,18,1,baseline_aux_present
ega1.c01.prop.2-1-4,I.2.1.4,2.1,section*.137,I,c01,prop,2.1.4,19,ega1/ega1-2.tex,32,1,baseline_aux_present
ega1.c01.prop.2-1-5,I.2.1.5,2.1,section*.138,I,c01,prop,2.1.5,19,ega1/ega1-2.tex,41,1,baseline_aux_present
ega1.c01.statement.2-1-6,I.2.1.6,2.1,section*.139,I,c01,statement,2.1.6,19,ega1/ega1-2.tex,52,1,baseline_aux_present
ega1.c01.prop.2-1-7,I.2.1.7,2.1,section*.140,I,c01,prop,2.1.7,19,ega1/ega1-2.tex,59,1,baseline_aux_present
ega1.c01.statement.2-1-8,I.2.1.8,2.1,section*.141,I,c01,statement,2.1.8,20,ega1/ega1-2.tex,70,1,baseline_aux_present
ega1.c01.subsec.2-2,subsection:I.2.2,2.2,section*.142,I,c01,subsec,Morphisms of preschemes,20,ega1/ega1-2.tex,77,1,baseline_aux_present
ega1.c01.def.2-2-1,I.2.2.1,2.2,section*.143,I,c01,def,2.2.1,20,ega1/ega1-2.tex,80,1,baseline_aux_present
ega1.c01.statement.2-2-2,I.2.2.2,2.2,section*.144,I,c01,statement,2.2.2,20,ega1/ega1-2.tex,88,1,baseline_aux_present
ega1.c01.ex.2-2-3,I.2.2.3,2.2,section*.145,I,c01,ex,2.2.3,20,ega1/ega1-2.tex,95,1,baseline_aux_present
ega1.c01.prop.2-2-4,I.2.2.4,2.2,section*.146,I,c01,prop,2.2.4,20,ega1/ega1-2.tex,101,1,baseline_aux_present
ega1.c01.eq.2-2-4-1,I.2.2.4.1,{2.2.4.1},section*.148,I,c01,eq,Morphisms of preschemes,20,ega1/ega1-2.tex,120,1,baseline_aux_present
ega1.c01.prop.2-2-5,I.2.2.5,2.2,section*.149,I,c01,prop,2.2.5,20,ega1/ega1-2.tex,129,1,baseline_aux_present
ega1.c01.statement.2-2-6,I.2.2.6,2.2,section*.150,I,c01,statement,2.2.6,21,ega1/ega1-2.tex,141,1,baseline_aux_present
ega1.c01.prop.2-2-7,I.2.2.7,2.2,section*.151,I,c01,prop,2.2.7,21,ega1/ega1-2.tex,148,1,baseline_aux_present
ega1.c01.prop.2-2-8,I.2.2.8,2.2,section*.152,I,c01,prop,2.2.8,21,ega1/ega1-2.tex,174,1,baseline_aux_present
ega1.c01.statement.2-2-9,I.2.2.9,2.2,section*.153,I,c01,statement,2.2.9,21,ega1/ega1-2.tex,184,1,baseline_aux_present
ega1.c01.sec.2-2-10,I.2.2.10,2.2,section*.154,I,c01,sec,2.2.10,21,ega1/ega1-2.tex,197,1,baseline_aux_present
ega1.c01.subsec.2-3,subsection:I.2.3,2.3,section*.155,I,c01,subsec,Gluing preschemes,21,ega1/ega1-2.tex,203,1,baseline_aux_present
ega1.c01.statement.2-3-1,I.2.3.1,2.3,section*.156,I,c01,statement,2.3.1,21,ega1/ega1-2.tex,206,1,baseline_aux_present
ega1.c01.ex.2-3-2,I.2.3.2,2.3,section*.157,I,c01,ex,2.3.2,21,ega1/ega1-2.tex,213,1,baseline_aux_present
ega1.c01.subsec.2-4,subsection:I.2.4,2.4,section*.158,I,c01,subsec,Local schemes,22,ega1/ega1-2.tex,225,1,baseline_aux_present
ega1.c01.statement.2-4-1,I.2.4.1,2.4,section*.159,I,c01,statement,2.4.1,22,ega1/ega1-2.tex,228,1,baseline_aux_present
ega1.c01.prop.2-4-2,I.2.4.2,2.4,section*.160,I,c01,prop,2.4.2,22,ega1/ega1-2.tex,254,1,baseline_aux_present
ega1.c01.cor.2-4-3,I.2.4.3,2.4,section*.161,I,c01,cor,2.4.3,22,ega1/ega1-2.tex,272,1,baseline_aux_present
ega1.c01.prop.2-4-4,I.2.4.4,2.4,section*.162,I,c01,prop,2.4.4,22,ega1/ega1-2.tex,277,1,baseline_aux_present
ega1.c01.statement.2-4-5,I.2.4.5,2.4,section*.163,I,c01,statement,2.4.5,23,ega1/ega1-2.tex,290,1,baseline_aux_present
ega1.c01.cor.2-4-6,I.2.4.6,2.4,section*.164,I,c01,cor,2.4.6,23,ega1/ega1-2.tex,302,1,baseline_aux_present
ega1.c01.cor.2-4-7,I.2.4.7,2.4,section*.165,I,c01,cor,2.4.7,23,ega1/ega1-2.tex,310,1,baseline_aux_present
ega1.c01.rem.2-4-8,I.2.4.8,2.4,section*.166,I,c01,rem,2.4.8,23,ega1/ega1-2.tex,319,1,baseline_aux_present
ega1.c01.subsec.2-5,subsection:I.2.5,2.5,section*.167,I,c01,subsec,Preschemes over a prescheme,23,ega1/ega1-2.tex,327,1,baseline_aux_present
ega1.c01.def.2-5-1,I.2.5.1,2.5,section*.168,I,c01,def,2.5.1,23,ega1/ega1-2.tex,330,1,baseline_aux_present
ega1.c01.statement.2-5-2,I.2.5.2,2.5,section*.169,I,c01,statement,2.5.2,23,ega1/ega1-2.tex,345,1,baseline_aux_present
ega1.c01.statement.2-5-3,I.2.5.3,2.5,section*.170,I,c01,statement,2.5.3,23,ega1/ega1-2.tex,366,1,baseline_aux_present
ega1.c01.statement.2-5-4,I.2.5.4,2.5,section*.171,I,c01,statement,2.5.4,24,ega1/ega1-2.tex,379,1,baseline_aux_present
ega1.c01.statement.2-5-5,I.2.5.5,2.5,section*.172,I,c01,statement,2.5.5,24,ega1/ega1-2.tex,389,1,baseline_aux_present
ega1.c01.sec.3,section:I.3,3,section*.173,I,c01,sec,Products of preschemes,24,ega1/ega1-3.tex,2,1,baseline_aux_present
ega1.c01.subsec.3-1,subsection:I.3.1,3.1,section*.174,I,c01,subsec,Sums of preschemes,24,ega1/ega1-3.tex,5,1,baseline_aux_present
ega1.c01.sec.3-1-1,I.3.1.1,3.1,section*.176,I,c01,sec,Sums of preschemes,24,ega1/ega1-3.tex,7,1,baseline_aux_present
ega1.c01.subsec.3-2,subsection:I.3.2,3.2,section*.177,I,c01,subsec,Products of preschemes,24,ega1/ega1-3.tex,21,1,baseline_aux_present
ega1.c01.def.3-2-1,I.3.2.1,3.2,section*.178,I,c01,def,3.2.1,24,ega1/ega1-3.tex,24,1,baseline_aux_present
ega1.c01.prop.3-2-2,I.3.2.2,3.2,section*.179,I,c01,prop,3.2.2,24,ega1/ega1-3.tex,55,1,baseline_aux_present
ega1.c01.cor.3-2-3,I.3.2.3,3.2,section*.180,I,c01,cor,3.2.3,25,ega1/ega1-3.tex,72,1,baseline_aux_present
ega1.c01.prop.3-2-4,I.3.2.4,3.2,section*.181,I,c01,prop,3.2.4,25,ega1/ega1-3.tex,81,1,baseline_aux_present
ega1.c01.cor.3-2-5,I.3.2.5,3.2,section*.182,I,c01,cor,3.2.5,25,ega1/ega1-3.tex,97,1,baseline_aux_present
ega1.c01.thm.3-2-6,I.3.2.6,3.2,section*.183,I,c01,thm,3.2.6,25,ega1/ega1-3.tex,108,1,baseline_aux_present
ega1.c01.lem.3-2-6-1,I.3.2.6.1,3.2,section*.184,I,c01,lem,3.2.6.1,25,ega1/ega1-3.tex,114,1,baseline_aux_present
ega1.c01.lem.3-2-6-2,I.3.2.6.2,3.2,section*.185,I,c01,lem,3.2.6.2,25,ega1/ega1-3.tex,132,1,baseline_aux_present
ega1.c01.lem.3-2-6-3,I.3.2.6.3,3.2,section*.186,I,c01,lem,3.2.6.3,26,ega1/ega1-3.tex,176,1,baseline_aux_present
ega1.c01.lem.3-2-6-4,I.3.2.6.4,3.2,section*.187,I,c01,lem,3.2.6.4,26,ega1/ega1-3.tex,221,1,baseline_aux_present
ega1.c01.statement.3-2-6-5,I.3.2.6.5,3.2,section*.188,I,c01,statement,3.2.6.5,26,ega1/ega1-3.tex,237,1,baseline_aux_present
ega1.c01.cor.3-2-7,I.3.2.7,3.2,section*.189,I,c01,cor,3.2.7,26,ega1/ega1-3.tex,251,1,baseline_aux_present
ega1.c01.statement.3-2-8,I.3.2.8,3.2,section*.190,I,c01,statement,3.2.8,27,ega1/ega1-3.tex,268,1,baseline_aux_present
ega1.c01.statement.3-2-9,I.3.2.9,3.2,section*.191,I,c01,statement,3.2.9,27,ega1/ega1-3.tex,275,1,baseline_aux_present
ega1.c01.subsec.3-3,subsection:I.3.3,3.3,section*.192,I,c01,subsec,Formal properties of the product; change of the base prescheme,27,ega1/ega1-3.tex,288,1,baseline_aux_present
ega1.c01.statement.3-3-1,I.3.3.1,3.3,section*.193,I,c01,statement,3.3.1,27,ega1/ega1-3.tex,291,1,baseline_aux_present
ega1.c01.statement.3-3-2,I.3.3.2,3.3,section*.194,I,c01,statement,3.3.2,27,ega1/ega1-3.tex,300,1,baseline_aux_present
ega1.c01.prop.3-3-3,I.3.3.3,3.3,section*.195,I,c01,prop,3.3.3,27,ega1/ega1-3.tex,317,1,baseline_aux_present
ega1.c01.cor.3-3-4,I.3.3.4,3.3,section*.196,I,c01,cor,3.3.4,27,ega1/ega1-3.tex,337,1,baseline_aux_present
ega1.c01.statement.3-3-5,I.3.3.5,3.3,section*.197,I,c01,statement,3.3.5,27,ega1/ega1-3.tex,346,1,baseline_aux_present
ega1.c01.statement.3-3-6,I.3.3.6,3.3,section*.198,I,c01,statement,3.3.6,27,ega1/ega1-3.tex,361,1,baseline_aux_present
ega1.c01.statement.3-3-7,I.3.3.7,3.3,section*.199,I,c01,statement,3.3.7,28,ega1/ega1-3.tex,383,1,baseline_aux_present
ega1.c01.statement.3-3-8,I.3.3.8,3.3,section*.200,I,c01,statement,3.3.8,28,ega1/ega1-3.tex,392,1,baseline_aux_present
ega1.c01.prop.3-3-9,I.3.3.9,3.3,section*.201,I,c01,prop,3.3.9,28,ega1/ega1-3.tex,403,1,baseline_aux_present
ega1.c01.eq.3-3-9-1,I.3.3.9.1,{3.3.9.1},section*.203,I,c01,eq,Formal properties of the product; change of the base prescheme,28,ega1/ega1-3.tex,435,1,baseline_aux_present
ega1.c01.eq.3-3-9-2,I.3.3.9.2,{3.3.9.2},section*.205,I,c01,eq,Formal properties of the product; change of the base prescheme,28,ega1/ega1-3.tex,442,1,baseline_aux_present
ega1.c01.cor.3-3-10,I.3.3.10,3.3,section*.206,I,c01,cor,3.3.10,28,ega1/ega1-3.tex,449,1,baseline_aux_present
ega1.c01.eq.3-3-10-1,I.3.3.10.1,{3.3.10.1},section*.208,I,c01,eq,Formal properties of the product; change of the base prescheme,29,ega1/ega1-3.tex,467,1,baseline_aux_present
ega1.c01.cor.3-3-11,I.3.3.11,3.3,section*.209,I,c01,cor,3.3.11,29,ega1/ega1-3.tex,477,1,baseline_aux_present
