"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P11-ZH-X011","P11-ZH-T011","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex field-containment paragraph; worker_returns/P11_A_TRANSLATOR_RETURN.md row Teiler eines Körpers","Teiler eines Körpers","子域","子域","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","Subfield containment, not arithmetic division.","an integer divisor; a quotient field; a factor in a polynomial product; a divisor in algebraic geometry","modern Sino-xenic coinage/calque","Qualitative debt: 子域 is the Mainland contextual interpretation, while historical Teiler usage and regional 域/体 forms were not checked; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X012","P11-ZH-T012","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex; worker_returns/P11_A_TRANSLATOR_RETURN.md and P11_B_TRANSLATOR_RETURN.md rows Wertsystem","Wertsystem","值组","值組","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A grouped coefficient or parameter-value assignment in the nonlinear system and specialization argument.","an ethical value system; one scalar value; an adjudicated ordered tuple structure not stated by the producer","mixed/contested","Qualitative debt: 值组 is concise Mainland prose, but 值系/数值组 and regional conventions were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X013","P11-ZH-T013","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex exceptional-value passages; worker_returns/P11_B_TRANSLATOR_RETURN.md row singuläres Wertsystem","singuläres Wertsystem","奇异值组","奇異值組","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","The exceptional value system for which the producer account says the representation can become 0=0 or fail.","singular values in matrix decomposition; an arbitrary geometric singular point; any exceptional value; denominator behavior not tied to the displayed construction","mixed/contested","Qualitative debt: 奇异值组 is Mainland-readable but strongly attracts the matrix singular-value sense, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X014","P11-ZH-T014","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex, P11_B_zh-Hans-CN.tex, and P11_C_zh-Hans-CN.tex; all three worker returns rows Ergänzungsdarstellung","Ergänzungsdarstellung","补充表示","補充表示","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A supplementary parametrization, not a representation of a group.","a complementary representation in modern representation theory; a set complement; a proof appendix; decorative supplementary display","modern Sino-xenic coinage/calque","Qualitative debt: 补充表示 is a general Mainland phrase whose technical scope depends on context, and no regional terminology was consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X015","P11-ZH-T015","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex; worker_returns/P11_B_TRANSLATOR_RETURN.md row algebraische Unabhängigkeit","algebraische Unabhängigkeit","代数无关性","代數無關性","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","No nonzero polynomial relation over the stated coefficient field, as bounded by the producer context.","linear independence; statistical independence; functional distinctness; numerical noncorrelation","modern Sino-xenic coinage/calque","Qualitative debt: 代数无关性 is established Mainland wording, but 独立性 is a strong alternate and regional conventions were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X016","P11-ZH-T016","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex group-relative clauses; worker_returns/P11_B_TRANSLATOR_RETURN.md matching row","in bezug auf einen Körper die Gruppe Γ besitzen","相对于某域具有群 Γ","相對於某域具有群 Γ","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A field-relative group assertion in the equation construction.","possession of an arbitrary abstract group; symmetry group without the field qualification; group order; a group action on the field itself","mixed/contested","Qualitative debt: the literal Mainland producer syntax may be less idiomatic than 在某域上, while regional mathematical syntax was not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X017","P11-ZH-T017","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex specialization passages; worker_returns/P11_B_TRANSLATOR_RETURN.md row Reduktion der Gruppe","Reduktion der Gruppe","群约化","群約化","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A reduction in the attached group caused by parameter specialization.","quotient-group formation automatically; a proof simplification; numerical lowering of group order alone; reduction modulo an ideal","modern Sino-xenic coinage/calque","Qualitative debt: 群约化 follows Mainland algebraic calque patterns, while 群降低 is plainer and regional usage was not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X018","P11-ZH-T018","segments/zh-Hans-CN/P11_B_zh-Hans-CN.tex denominator argument; worker_returns/P11_B_TRANSLATOR_RETURN.md row Wurzelsystem","Wurzelsystem","根组","根組","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A group of roots α_1,...,α_n in the displayed specialization.","a root system in Lie theory; a system of radical expressions; a single root; a tree root hierarchy","mixed/contested","Qualitative debt: 根组 avoids the dominant Lie-theoretic 根系 attractor in Mainland usage, but tuple and regional conventions were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X019","P11-ZH-T019","segments/zh-Hans-CN/P11_B_zh-Hans-CN.tex and P11_C_zh-Hans-CN.tex closing comparisons; worker_returns/P11_B_TRANSLATOR_RETURN.md and P11_C_TRANSLATOR_RETURN.md rows Mannigfaltigkeit","Mannigfaltigkeit","流形 / 参数流形","流形 / 參數流形","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","The family of equations or parameters whose dimension is compared in the producer text.","a modern smooth manifold with an asserted differentiable structure; mere multiplicity; set cardinality; a fully adjudicated algebraic variety","mixed/contested","Qualitative debt: 流形 is a powerful modern Mainland attractor that may over-specify historical structure, and no regional or historical evidence was consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X020","P11-ZH-T020","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex, P11_B_zh-Hans-CN.tex, and P11_C_zh-Hans-CN.tex; all three worker returns Affekt rows","Affekt / affektlos","特约 / 无附加约束","特約 / 無附加約束","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A provisional label for constrained versus unconstrained equation families in this paper.","emotional affect; grammatical mood; unaffected or separable equations automatically; an externally validated modern technical term","unresolved","Qualitative debt: the three Mainland-oriented producer segments diverge on 特约, 带约束, and 无附加约束, and no historical or regional Chinese evidence was consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X021","P11-ZH-T021","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex opening reduction; worker_returns/P11_C_TRANSLATOR_RETURN.md row Tschirnhausentransformation","Tschirnhausentransformation","Tschirnhaus 变换","Tschirnhaus 變換","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A Tschirnhaus transformation with the elimination role stated in the producer segment.","any linear change of variables; a Fourier transform; an unnamed substitution; a person's theorem unrelated to coefficient elimination","global modern loan","Qualitative debt: the producer retains the Latin name beside Mainland 变换, while Chinese transliteration and regional name standards were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X022","P11-ZH-T022","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex first reduction; worker_returns/P11_C_TRANSLATOR_RETURN.md row Dimension einer Form","Dimension einer Form","形式的次数","形式的次數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","Polynomial degree in the local form context, despite the historical surface word Dimension.","vector-space dimension; manifold dimension; matrix size; rank; the number of variables automatically","mixed/contested","Qualitative debt: 次数 is Mainland polynomial language but represents a producer contextual choice against the source surface and lacks regional evidence; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X023","P11-ZH-T023","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex second reduction; worker_returns/P11_C_TRANSLATOR_RETURN.md row homogen-gebrochene Funktion","homogen-gebrochene Funktion","齐次分式函数","齊次分式函數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","A quotient of homogeneous expressions with the degree behavior used in the reduction.","coefficient rationality alone; a broken function; a piecewise function; an arbitrary rational function without homogeneity","modern Sino-xenic coinage/calque","Qualitative debt: 齐次分式函数 is Mainland-readable but 分式/有理函数 competition and regional practice were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X024","P11-ZH-T024","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex explicit u,v,w basis example; worker_returns/P11_C_TRANSLATOR_RETURN.md row Vierergruppe","Vierergruppe","四元群","四元群","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","The group of four elements used in the degree-four discussion.","the quaternion group; a four-dimensional group; four unrelated groups; a four-variable set","mixed/contested","Qualitative debt: 四元群 is familiar Mainland terminology but can attract 四元数群, while whether Klein should be explicit and regional standards were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X025","P11-ZH-T025","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex group reduction example; worker_returns/P11_C_TRANSLATOR_RETURN.md row Achtergruppe","Achtergruppe","八阶群","八階群","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","Any group having eight elements in the producer sentence, without a separately established isomorphism type.","the dihedral group automatically; an eighth-degree equation; eight unrelated groups; an eight-dimensional group","native coinage","Qualitative debt: 八阶群 is transparent Mainland wording but 阶 can suggest degree or order and regional conventions were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
"P11-ZH-X026","P11-ZH-T026","segments/zh-Hans-CN/P11_B_zh-Hans-CN.tex and P11_C_zh-Hans-CN.tex exceptional cases; worker_returns/P11_B_TRANSLATOR_RETURN.md row Körper der dritten Einheitswurzeln","Körper der dritten Einheitswurzeln","三次单位根域","三次單位根域","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO unconsulted, fields blank, and non-authorizing for Chinese","The field generated by or containing third roots of unity in the exceptional alternating-group case.","the finite field with three elements; a field with three unrelated polynomial roots; generic cubic-root extraction; one root alone","modern Sino-xenic coinage/calque","Qualitative debt: 三次单位根域 is Mainland-readable, but 三阶/立方 and primitive-root granularity plus regional forms were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","independent check absent; pending"
