"adverse_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_choice","trap_or_adverse_reading","contextual_reason_for_exclusion","alternative_held_for_independent_review","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_status","review_state"
"P11-ZH-A011","P11-ZH-T011","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex field-containment paragraph; worker_returns/P11_A_TRANSLATOR_RETURN.md row Teiler eines Körpers","Teiler eines Körpers","子域","an integer divisor; a quotient field; a factor in a polynomial product; a divisor in algebraic geometry","Subfield containment, not arithmetic division.","部分域; 子体; 保留 Teiler","modern Sino-xenic coinage/calque","Qualitative debt: 子域 is the Mainland contextual interpretation, while historical Teiler usage and regional 域/体 forms were not checked; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A012","P11-ZH-T012","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex; worker_returns/P11_A_TRANSLATOR_RETURN.md and P11_B_TRANSLATOR_RETURN.md rows Wertsystem","Wertsystem","值组","an ethical value system; one scalar value; an adjudicated ordered tuple structure not stated by the producer","A grouped coefficient or parameter-value assignment in the nonlinear system and specialization argument.","值系; 数值组; 值系统","mixed/contested","Qualitative debt: 值组 is concise Mainland prose, but 值系/数值组 and regional conventions were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A013","P11-ZH-T013","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex exceptional-value passages; worker_returns/P11_B_TRANSLATOR_RETURN.md row singuläres Wertsystem","singuläres Wertsystem","奇异值组","singular values in matrix decomposition; an arbitrary geometric singular point; any exceptional value; denominator behavior not tied to the displayed construction","The exceptional value system for which the producer account says the representation can become 0=0 or fail.","奇异值系; 退化值组; 例外值组","mixed/contested","Qualitative debt: 奇异值组 is Mainland-readable but strongly attracts the matrix singular-value sense, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A014","P11-ZH-T014","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex, P11_B_zh-Hans-CN.tex, and P11_C_zh-Hans-CN.tex; all three worker returns rows Ergänzungsdarstellung","Ergänzungsdarstellung","补充表示","a complementary representation in modern representation theory; a set complement; a proof appendix; decorative supplementary display","A supplementary parametrization, not a representation of a group.","补足表示; 补充参数表示; 附加表示","modern Sino-xenic coinage/calque","Qualitative debt: 补充表示 is a general Mainland phrase whose technical scope depends on context, and no regional terminology was consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A015","P11-ZH-T015","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex; worker_returns/P11_B_TRANSLATOR_RETURN.md row algebraische Unabhängigkeit","algebraische Unabhängigkeit","代数无关性","linear independence; statistical independence; functional distinctness; numerical noncorrelation","No nonzero polynomial relation over the stated coefficient field, as bounded by the producer context.","代数独立性; 代数无关","modern Sino-xenic coinage/calque","Qualitative debt: 代数无关性 is established Mainland wording, but 独立性 is a strong alternate and regional conventions were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A016","P11-ZH-T016","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex group-relative clauses; worker_returns/P11_B_TRANSLATOR_RETURN.md matching row","in bezug auf einen Körper die Gruppe Γ besitzen","相对于某域具有群 Γ","possession of an arbitrary abstract group; symmetry group without the field qualification; group order; a group action on the field itself","A field-relative group assertion in the equation construction.","在某域上以 Γ 为群; 关于某域的群为 Γ; 相对于某域的群为 Γ","mixed/contested","Qualitative debt: the literal Mainland producer syntax may be less idiomatic than 在某域上, while regional mathematical syntax was not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A017","P11-ZH-T017","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex specialization passages; worker_returns/P11_B_TRANSLATOR_RETURN.md row Reduktion der Gruppe","Reduktion der Gruppe","群约化","quotient-group formation automatically; a proof simplification; numerical lowering of group order alone; reduction modulo an ideal","A reduction in the attached group caused by parameter specialization.","群降低; 群缩减; 群退化","modern Sino-xenic coinage/calque","Qualitative debt: 群约化 follows Mainland algebraic calque patterns, while 群降低 is plainer and regional usage was not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A018","P11-ZH-T018","segments/zh-Hans-CN/P11_B_zh-Hans-CN.tex denominator argument; worker_returns/P11_B_TRANSLATOR_RETURN.md row Wurzelsystem","Wurzelsystem","根组","a root system in Lie theory; a system of radical expressions; a single root; a tree root hierarchy","A group of roots α_1,...,α_n in the displayed specialization.","根系; 根值组; 根元组","mixed/contested","Qualitative debt: 根组 avoids the dominant Lie-theoretic 根系 attractor in Mainland usage, but tuple and regional conventions were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A019","P11-ZH-T019","segments/zh-Hans-CN/P11_B_zh-Hans-CN.tex and P11_C_zh-Hans-CN.tex closing comparisons; worker_returns/P11_B_TRANSLATOR_RETURN.md and P11_C_TRANSLATOR_RETURN.md rows Mannigfaltigkeit","Mannigfaltigkeit","流形 / 参数流形","a modern smooth manifold with an asserted differentiable structure; mere multiplicity; set cardinality; a fully adjudicated algebraic variety","The family of equations or parameters whose dimension is compared in the producer text.","参数簇; 簇; 多样体; 参数自由度","mixed/contested","Qualitative debt: 流形 is a powerful modern Mainland attractor that may over-specify historical structure, and no regional or historical evidence was consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A020","P11-ZH-T020","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex, P11_B_zh-Hans-CN.tex, and P11_C_zh-Hans-CN.tex; all three worker returns Affekt rows","Affekt / affektlos","特约 / 无附加约束","emotional affect; grammatical mood; unaffected or separable equations automatically; an externally validated modern technical term","A provisional label for constrained versus unconstrained equation families in this paper.","带约束 / 无约束; 附加关系 / 无附加关系; 保留 Affekt / affektlos","unresolved","Qualitative debt: the three Mainland-oriented producer segments diverge on 特约, 带约束, and 无附加约束, and no historical or regional Chinese evidence was consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A021","P11-ZH-T021","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex opening reduction; worker_returns/P11_C_TRANSLATOR_RETURN.md row Tschirnhausentransformation","Tschirnhausentransformation","Tschirnhaus 变换","any linear change of variables; a Fourier transform; an unnamed substitution; a person's theorem unrelated to coefficient elimination","A Tschirnhaus transformation with the elimination role stated in the producer segment.","契尔恩豪斯变换; 齐恩豪斯变换; Tschirnhaus 代换","global modern loan","Qualitative debt: the producer retains the Latin name beside Mainland 变换, while Chinese transliteration and regional name standards were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A022","P11-ZH-T022","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex first reduction; worker_returns/P11_C_TRANSLATOR_RETURN.md row Dimension einer Form","Dimension einer Form","形式的次数","vector-space dimension; manifold dimension; matrix size; rank; the number of variables automatically","Polynomial degree in the local form context, despite the historical surface word Dimension.","维数; 阶数; 形式的度数","mixed/contested","Qualitative debt: 次数 is Mainland polynomial language but represents a producer contextual choice against the source surface and lacks regional evidence; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A023","P11-ZH-T023","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex second reduction; worker_returns/P11_C_TRANSLATOR_RETURN.md row homogen-gebrochene Funktion","homogen-gebrochene Funktion","齐次分式函数","coefficient rationality alone; a broken function; a piecewise function; an arbitrary rational function without homogeneity","A quotient of homogeneous expressions with the degree behavior used in the reduction.","齐次有理函数; 分式齐次函数; 齐次分数函数","modern Sino-xenic coinage/calque","Qualitative debt: 齐次分式函数 is Mainland-readable but 分式/有理函数 competition and regional practice were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A024","P11-ZH-T024","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex explicit u,v,w basis example; worker_returns/P11_C_TRANSLATOR_RETURN.md row Vierergruppe","Vierergruppe","四元群","the quaternion group; a four-dimensional group; four unrelated groups; a four-variable set","The group of four elements used in the degree-four discussion.","Klein 四元群; 克莱因四元群; 四阶群","mixed/contested","Qualitative debt: 四元群 is familiar Mainland terminology but can attract 四元数群, while whether Klein should be explicit and regional standards were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A025","P11-ZH-T025","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex group reduction example; worker_returns/P11_C_TRANSLATOR_RETURN.md row Achtergruppe","Achtergruppe","八阶群","the dihedral group automatically; an eighth-degree equation; eight unrelated groups; an eight-dimensional group","Any group having eight elements in the producer sentence, without a separately established isomorphism type.","八元群; 八元素群; 保留 Achtergruppe","native coinage","Qualitative debt: 八阶群 is transparent Mainland wording but 阶 can suggest degree or order and regional conventions were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P11-ZH-A026","P11-ZH-T026","segments/zh-Hans-CN/P11_B_zh-Hans-CN.tex and P11_C_zh-Hans-CN.tex exceptional cases; worker_returns/P11_B_TRANSLATOR_RETURN.md row Körper der dritten Einheitswurzeln","Körper der dritten Einheitswurzeln","三次单位根域","the finite field with three elements; a field with three unrelated polynomial roots; generic cubic-root extraction; one root alone","The field generated by or containing third roots of unity in the exceptional alternating-group case.","三阶单位根域; 立方单位根域; 三次本原单位根域","modern Sino-xenic coinage/calque","Qualitative debt: 三次单位根域 is Mainland-readable, but 三阶/立方 and primitive-root granularity plus regional forms were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
