"decision_id","source_locator","exact_german_phrase","concept_scope","zh_hans_cn_choice","sense_window","excluded_senses","alternatives_considered","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_form","controlled_hant_status","independent_check_status","producer_note"
"P11-ZH-T011","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex field-containment paragraph; worker_returns/P11_A_TRANSLATOR_RETURN.md row Teiler eines Körpers","Teiler eines Körpers","a field contained in another field in the historical containment argument","子域","Subfield containment, not arithmetic division.","an integer divisor; a quotient field; a factor in a polynomial product; a divisor in algebraic geometry","部分域; 子体; 保留 Teiler","modern Sino-xenic coinage/calque","Qualitative debt: 子域 is the Mainland contextual interpretation, while historical Teiler usage and regional 域/体 forms were not checked; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","子域","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The proposal makes the producer's contextual narrowing visible."
"P11-ZH-T012","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex; worker_returns/P11_A_TRANSLATOR_RETURN.md and P11_B_TRANSLATOR_RETURN.md rows Wertsystem","Wertsystem","a simultaneous assignment of values to the displayed parameters or coefficients","值组","A grouped coefficient or parameter-value assignment in the nonlinear system and specialization argument.","an ethical value system; one scalar value; an adjudicated ordered tuple structure not stated by the producer","值系; 数值组; 值系统","mixed/contested","Qualitative debt: 值组 is concise Mainland prose, but 值系/数值组 and regional conventions were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","值組","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The repeated producer choice is recorded without asserting tuple topology."
"P11-ZH-T013","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex exceptional-value passages; worker_returns/P11_B_TRANSLATOR_RETURN.md row singuläres Wertsystem","singuläres Wertsystem","a coefficient or parameter value assignment at which the displayed parameter representation degenerates","奇异值组","The exceptional value system for which the producer account says the representation can become 0=0 or fail.","singular values in matrix decomposition; an arbitrary geometric singular point; any exceptional value; denominator behavior not tied to the displayed construction","奇异值系; 退化值组; 例外值组","mixed/contested","Qualitative debt: 奇异值组 is Mainland-readable but strongly attracts the matrix singular-value sense, and regional evidence is absent; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","奇異值組","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The adverse ledger keeps the matrix-analysis collision explicit."
"P11-ZH-T014","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex, P11_B_zh-Hans-CN.tex, and P11_C_zh-Hans-CN.tex; all three worker returns rows Ergänzungsdarstellung","Ergänzungsdarstellung","an additional parameter representation supplied for exceptional singular cases","补充表示","A supplementary parametrization, not a representation of a group.","a complementary representation in modern representation theory; a set complement; a proof appendix; decorative supplementary display","补足表示; 补充参数表示; 附加表示","modern Sino-xenic coinage/calque","Qualitative debt: 补充表示 is a general Mainland phrase whose technical scope depends on context, and no regional terminology was consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","補充表示","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The three segment proposals converge in surface form but remain unvalidated."
"P11-ZH-T015","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex; worker_returns/P11_B_TRANSLATOR_RETURN.md row algebraische Unabhängigkeit","algebraische Unabhängigkeit","algebraic independence of the displayed functions or parameters","代数无关性","No nonzero polynomial relation over the stated coefficient field, as bounded by the producer context.","linear independence; statistical independence; functional distinctness; numerical noncorrelation","代数独立性; 代数无关","modern Sino-xenic coinage/calque","Qualitative debt: 代数无关性 is established Mainland wording, but 独立性 is a strong alternate and regional conventions were not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","代數無關性","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The entry packages the producer's exact surface form only."
"P11-ZH-T016","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex group-relative clauses; worker_returns/P11_B_TRANSLATOR_RETURN.md matching row","in bezug auf einen Körper die Gruppe Γ besitzen","the equation has the named group relative to the stated base field","相对于某域具有群 Γ","A field-relative group assertion in the equation construction.","possession of an arbitrary abstract group; symmetry group without the field qualification; group order; a group action on the field itself","在某域上以 Γ 为群; 关于某域的群为 Γ; 相对于某域的群为 Γ","mixed/contested","Qualitative debt: the literal Mainland producer syntax may be less idiomatic than 在某域上, while regional mathematical syntax was not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","相對於某域具有群 Γ","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The phrase-level row preserves the field qualifier as part of the concept."
"P11-ZH-T017","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex and P11_B_zh-Hans-CN.tex specialization passages; worker_returns/P11_B_TRANSLATOR_RETURN.md row Reduktion der Gruppe","Reduktion der Gruppe","specialization reduces the equation's group from the prescribed group to a smaller one","群约化","A reduction in the attached group caused by parameter specialization.","quotient-group formation automatically; a proof simplification; numerical lowering of group order alone; reduction modulo an ideal","群降低; 群缩减; 群退化","modern Sino-xenic coinage/calque","Qualitative debt: 群约化 follows Mainland algebraic calque patterns, while 群降低 is plainer and regional usage was not consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","群約化","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The producer segments also use 群缩小, so surface variation remains open."
"P11-ZH-T018","segments/zh-Hans-CN/P11_B_zh-Hans-CN.tex denominator argument; worker_returns/P11_B_TRANSLATOR_RETURN.md row Wurzelsystem","Wurzelsystem","the collection or tuple of polynomial roots used in the substitution","根组","A group of roots α_1,...,α_n in the displayed specialization.","a root system in Lie theory; a system of radical expressions; a single root; a tree root hierarchy","根系; 根值组; 根元组","mixed/contested","Qualitative debt: 根组 avoids the dominant Lie-theoretic 根系 attractor in Mainland usage, but tuple and regional conventions were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","根組","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The adverse collision with Lie root systems is intentionally explicit."
"P11-ZH-T019","segments/zh-Hans-CN/P11_B_zh-Hans-CN.tex and P11_C_zh-Hans-CN.tex closing comparisons; worker_returns/P11_B_TRANSLATOR_RETURN.md and P11_C_TRANSLATOR_RETURN.md rows Mannigfaltigkeit","Mannigfaltigkeit","historical parameter-family or geometric-family language in the dimensional comparison","流形 / 参数流形","The family of equations or parameters whose dimension is compared in the producer text.","a modern smooth manifold with an asserted differentiable structure; mere multiplicity; set cardinality; a fully adjudicated algebraic variety","参数簇; 簇; 多样体; 参数自由度","mixed/contested","Qualitative debt: 流形 is a powerful modern Mainland attractor that may over-specify historical structure, and no regional or historical evidence was consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","流形 / 參數流形","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Segments B and C expose slightly different producer granularity and remain unreconciled."
"P11-ZH-T020","segments/zh-Hans-CN/P11_A_zh-Hans-CN.tex, P11_B_zh-Hans-CN.tex, and P11_C_zh-Hans-CN.tex; all three worker returns Affekt rows","Affekt / affektlos","historical vocabulary for an extra relation or constraint associated with prescribing the group","特约 / 无附加约束","A provisional label for constrained versus unconstrained equation families in this paper.","emotional affect; grammatical mood; unaffected or separable equations automatically; an externally validated modern technical term","带约束 / 无约束; 附加关系 / 无附加关系; 保留 Affekt / affektlos","unresolved","Qualitative debt: the three Mainland-oriented producer segments diverge on 特约, 带约束, and 无附加约束, and no historical or regional Chinese evidence was consulted; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","特約 / 無附加約束","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","This is the highest-uncertainty producer entry and explicitly preserves internal variation."
"P11-ZH-T021","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex opening reduction; worker_returns/P11_C_TRANSLATOR_RETURN.md row Tschirnhausentransformation","Tschirnhausentransformation","the named transformation used here to remove the next-to-leading coefficient","Tschirnhaus 变换","A Tschirnhaus transformation with the elimination role stated in the producer segment.","any linear change of variables; a Fourier transform; an unnamed substitution; a person's theorem unrelated to coefficient elimination","契尔恩豪斯变换; 齐恩豪斯变换; Tschirnhaus 代换","global modern loan","Qualitative debt: the producer retains the Latin name beside Mainland 变换, while Chinese transliteration and regional name standards were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","Tschirnhaus 變換","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Latin-name retention is a producer convention, not a certified name standard."
"P11-ZH-T022","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex first reduction; worker_returns/P11_C_TRANSLATOR_RETURN.md row Dimension einer Form","Dimension einer Form","the degree of a homogeneous form lowered in the iterative decomposition","形式的次数","Polynomial degree in the local form context, despite the historical surface word Dimension.","vector-space dimension; manifold dimension; matrix size; rank; the number of variables automatically","维数; 阶数; 形式的度数","mixed/contested","Qualitative debt: 次数 is Mainland polynomial language but represents a producer contextual choice against the source surface and lacks regional evidence; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","形式的次數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The row flags the dimension/degree collision for checker-owned adjudication."
"P11-ZH-T023","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex second reduction; worker_returns/P11_C_TRANSLATOR_RETURN.md row homogen-gebrochene Funktion","homogen-gebrochene Funktion","a homogeneous rational or fractional function in the displayed variables","齐次分式函数","A quotient of homogeneous expressions with the degree behavior used in the reduction.","coefficient rationality alone; a broken function; a piecewise function; an arbitrary rational function without homogeneity","齐次有理函数; 分式齐次函数; 齐次分数函数","modern Sino-xenic coinage/calque","Qualitative debt: 齐次分式函数 is Mainland-readable but 分式/有理函数 competition and regional practice were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","齊次分式函數","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The producer alternative 齐次有理函数 remains live."
"P11-ZH-T024","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex explicit u,v,w basis example; worker_returns/P11_C_TRANSLATOR_RETURN.md row Vierergruppe","Vierergruppe","the order-four group in the displayed basis-function construction","四元群","The group of four elements used in the degree-four discussion.","the quaternion group; a four-dimensional group; four unrelated groups; a four-variable set","Klein 四元群; 克莱因四元群; 四阶群","mixed/contested","Qualitative debt: 四元群 is familiar Mainland terminology but can attract 四元数群, while whether Klein should be explicit and regional standards were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","四元群","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The adverse quaternion-group collision is carried forward explicitly."
"P11-ZH-T025","segments/zh-Hans-CN/P11_C_zh-Hans-CN.tex group reduction example; worker_returns/P11_C_TRANSLATOR_RETURN.md row Achtergruppe","Achtergruppe","a group of order eight in the stated reduction","八阶群","Any group having eight elements in the producer sentence, without a separately established isomorphism type.","the dihedral group automatically; an eighth-degree equation; eight unrelated groups; an eight-dimensional group","八元群; 八元素群; 保留 Achtergruppe","native coinage","Qualitative debt: 八阶群 is transparent Mainland wording but 阶 can suggest degree or order and regional conventions were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","八階群","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The producer deliberately does not infer a specific order-eight group type."
"P11-ZH-T026","segments/zh-Hans-CN/P11_B_zh-Hans-CN.tex and P11_C_zh-Hans-CN.tex exceptional cases; worker_returns/P11_B_TRANSLATOR_RETURN.md row Körper der dritten Einheitswurzeln","Körper der dritten Einheitswurzeln","the number field containing the cube roots of unity","三次单位根域","The field generated by or containing third roots of unity in the exceptional alternating-group case.","the finite field with three elements; a field with three unrelated polynomial roots; generic cubic-root extraction; one root alone","三阶单位根域; 立方单位根域; 三次本原单位根域","modern Sino-xenic coinage/calque","Qualitative debt: 三次单位根域 is Mainland-readable, but 三阶/立方 and primitive-root granularity plus regional forms were not researched; this is not a readiness score.","producer terminology proposal extracted only from the three supplied Paper 11 PRC-oriented Hans producer segments and their three worker returns; German source and inherited witness files unconsulted in this packaging subtask; no source or witness comparison, semantic or formula checking, terminology adjudication, translation review, external validation, or Japanese/Korean consultation","三次單位根域","controlled generic script proposal only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The producer context does not independently certify the strongest primitive-root wording."
