expose,kind,index,fr_line,en_line,fr_tag,en_tag,similarity,status,fr_norm,en_norm,fr_raw,en_raw
X,display,12,12317,12575,,,1.0000,paired,"\[R\Gamma_X(\Lambda_V,X)=R\Gamma_Y(Rp_*(\Lambda_V,X))\]","\[R\Gamma_X(\Lambda_V,X)=R\Gamma_Y(Rp_*(\Lambda_V,X))\]","\[ R\Gamma_X(\Lambda_{V,X})=R\Gamma_Y(Rp_*(\Lambda_{V,X})) \]","\[ R\Gamma_X(\Lambda_{V,X})=R\Gamma_Y(Rp_*(\Lambda_{V,X})) \]"
X,display,13,12334,12595,,,1.0000,paired,"\[g_M:M\longrightarrowM,g_M(x)=gx.\]","\[g_M:M\longrightarrowM,g_M(x)=gx.\]","\[ g_M:M\longrightarrow M, \qquad g_M(x)=gx. \]","\[ g_M:M\longrightarrow M, \qquad g_M(x)=gx. \]"
X,display,14,12339,12600,,,1.0000,paired,"\[\chi_M:G\longrightarrow\Lambda,\chi_M(g)=\Tr^*_\Lambda(g),\]","\[\chi_M:G\longrightarrow\Lambda,\chi_M(g)=\Tr^*_\Lambda(g),\]","\[ \chi_M:G\longrightarrow \Lambda, \qquad \chi_M(g)=\Tr^*_\Lambda(g), \]","\[ \chi_M:G\longrightarrow \Lambda, \qquad \chi_M(g)=\Tr^*_\Lambda(g), \]"
X,display,15,12346,12607,,,1.0000,paired,"\[\Tr:R^\bullet(G)\longrightarrow\mathcalF(G,\Lambda),\]","\[\Tr:R^\bullet(G)\longrightarrow\mathcalF(G,\Lambda),\]","\[ \Tr:R^{\bullet}(G)\longrightarrow \mathcal F(G,\Lambda), \]","\[ \Tr:R^{\bullet}(G)\longrightarrow \mathcal F(G,\Lambda), \]"
X,display,16,12352,12613,,,1.0000,paired,\[K^\bullet(\Lambda[G])\longrightarrowR^\bullet_\Lambda(G)\],\[K^\bullet(\Lambda[G])\longrightarrowR^\bullet_\Lambda(G)\],\[ K^{\bullet}(\Lambda[G])\longrightarrow R^{\bullet}_{\Lambda}(G) \],\[ K^{\bullet}(\Lambda[G])\longrightarrow R^{\bullet}_{\Lambda}(G) \]
X,display,17,12361,12622,,,1.0000,paired,"\[\tr:K^\bullet(\mathbbZ_\ell[G])\longrightarrow\mathcalF(G,\mathbbZ_\ell)\]","\[\tr:K^\bullet(\mathbbZ_\ell[G])\longrightarrow\mathcalF(G,\mathbbZ_\ell)\]","\[ \tr:K^{\bullet}(\mathbb Z_\ell[G])\longrightarrow \mathcal F(G,\mathbb Z_\ell) \]","\[ \tr:K^{\bullet}(\mathbb Z_\ell[G])\longrightarrow \mathcal F(G,\mathbb Z_\ell) \]"
X,display,18,12370,12631,,,1.0000,paired,\[J:\Mod(\Lambda[G'])\longrightarrow\Mod(\Lambda[G]).\],\[J:\Mod(\Lambda[G'])\longrightarrow\Mod(\Lambda[G]).\],\[ J:\Mod(\Lambda[G'])\longrightarrow\Mod(\Lambda[G]). \],\[ J:\Mod(\Lambda[G'])\longrightarrow\Mod(\Lambda[G]). \]
X,display,19,12374,12635,,,1.0000,paired,"\[I:\Mod(\Lambda[G])\longrightarrow\Mod(\Lambda[G']),\]","\[I:\Mod(\Lambda[G])\longrightarrow\Mod(\Lambda[G']),\]","\[ I:\Mod(\Lambda[G])\longrightarrow\Mod(\Lambda[G']), \]","\[ I:\Mod(\Lambda[G])\longrightarrow\Mod(\Lambda[G']), \]"
X,display,20,12378,12639,,,1.0000,paired,\[I(F)=\Lambda[G']\otimes_\Lambda[G]F.\],\[I(F)=\Lambda[G']\otimes_\Lambda[G]F.\],\[ I(F)=\Lambda[G']\otimes_{\Lambda[G]}F. \],\[ I(F)=\Lambda[G']\otimes_{\Lambda[G]}F. \]
X,display,21,12384,12645,,,1.0000,paired,"\[\alpha^*:\mathcalF(G',\Lambda)\longrightarrow\mathcalF(G,\Lambda).\]","\[\alpha^*:\mathcalF(G',\Lambda)\longrightarrow\mathcalF(G,\Lambda).\]","\[ \alpha^*: \mathcal F(G',\Lambda)\longrightarrow\mathcal F(G,\Lambda). \]","\[ \alpha^*: \mathcal F(G',\Lambda)\longrightarrow\mathcal F(G,\Lambda). \]"
X,display,22,12390,12651,3.3.1,3.3.1,1.1500,paired,"\[\psi^*(g)=\sum_t\inG'/G\psi(t^-1gt),\]","\[\psi^*(g)=\sum_t\inG'/G\psi(t^-1gt),\]","\[ \psi^*(g)=\sum_{t\in G'/G}\psi(t^{-1}gt), \tag{3.3.1} \]","\[ \psi^*(g)=\sum_{t\in G'/G}\psi(t^{-1}gt), \tag{3.3.1} \]"
X,display,23,12412,12673,3.6.1,3.6.1,1.1500,paired,"\[\RHom:D(B)_\parf\timesD(C)_\Delta\longrightarrow\Delta,\]","\[\RHom:D(B)_\parf\timesD(C)_\Delta\longrightarrow\Delta,\]","\[ \RHom:D(B)_{\parf}\times D(C)_{\Delta}\longrightarrow \Delta, \tag{3.6.1} \]","\[ \RHom:D(B)_{\parf}\times D(C)_{\Delta}\longrightarrow \Delta, \tag{3.6.1} \]"
X,display,24,12417,12678,3.6.2,3.6.2,1.1500,paired,\[K^\bullet(B)\timesK^\bullet(D(C)_\Delta)\xrightarrow\operatornamehomK(\Delta)\],\[K^\bullet(B)\timesK^\bullet(D(C)_\Delta)\xrightarrow\operatornamehomK(\Delta)\],\[ K^{\bullet}(B)\times K^{\bullet}(D(C)_{\Delta})\xrightarrow{\operatorname{hom}} K(\Delta) \tag{3.6.2} \],\[ K^{\bullet}(B)\times K^{\bullet}(D(C)_{\Delta})\xrightarrow{\operatorname{hom}} K(\Delta) \tag{3.6.2} \]
X,display,25,12422,12683,3.6.3,3.6.3,1.1500,paired,"\[K(a)\bigl(\cl_K^\bullet(B)(P^\bullet),\cl_K(D(C)_\Delta)(M^\bullet)\bigr)=\cl_K(\Delta)\bigl(\RHom_B(P^\bullet,M^\bullet)\bigr).\]","\[K(a)\bigl(\cl_K^\bullet(B)(P^\bullet),\cl_K(D(C)_\Delta)(M^\bullet)\bigr)=\cl_K(\Delta)\bigl(\RHom_B(P^\bullet,M^\bullet)\bigr).\]","\[ K(a)\bigl(\cl_{K^{\bullet}(B)}(P^\bullet),\cl_{K(D(C)_{\Delta})}(M^\bullet)\bigr) =\cl_{K(\Delta)}\bigl(\RHom_B(P^\bullet,M^\bullet)\bigr). \tag{3.6.3} \]","\[ K(a)\bigl(\cl_{K^{\bullet}(B)}(P^\bullet),\cl_{K(D(C)_{\Delta})}(M^\bullet)\bigr) =\cl_{K(\Delta)}\bigl(\RHom_B(P^\bullet,M^\bullet)\bigr). \tag{3.6.3} \]"
X,display,26,12437,12698,3.7.1,3.7.1,1.1500,paired,\[g_\checkP=^t(g^-1)_P.\],\[g_\checkP=^t(g^-1)_P.\],\[ g_{\check P}={}^{t}(g^{-1})_P. \tag{3.7.1} \],\[ g_{\check P}={}^{t}(g^{-1})_P. \tag{3.7.1} \]
X,display,27,12446,12707,3.7.2,3.7.2,1.1500,paired,"\[\chi_\checkP(g)=\chi_P(g^-1),\]","\[\chi_\checkP(g)=\chi_P(g^-1),\]","\[ \chi_{\check P}(g)=\chi_P(g^{-1}), \tag{3.7.2} \]","\[ \chi_{\check P}(g)=\chi_P(g^{-1}), \tag{3.7.2} \]"
X,display,28,12451,12712,,,1.0000,paired,\[\Tr_\Lambda^*(v)=\Tr_\Lambda^*(^tv).\],\[\Tr_\Lambda^*(v)=\Tr_\Lambda^*(^tv).\],\[ \Tr_\Lambda^*(v)=\Tr_\Lambda^*({}^{t}v). \],\[ \Tr_\Lambda^*(v)=\Tr_\Lambda^*({}^{t}v). \]
X,display,29,12455,12716,,,1.0000,paired,\[P\longrightarrow\check\checkP\],\[P\longrightarrow\check\checkP\],\[ P\longrightarrow\check{\check P} \],\[ P\longrightarrow\check{\check P} \]
X,display,30,12459,12720,,,1.0000,paired,"\[x\longmapsto\checkx,\]","\[x\longmapsto\checkx,\]","\[ x\longmapsto \check x, \]","\[ x\longmapsto \check x, \]"
X,display,31,12463,12724,,,1.0000,paired,\[u^*:K^\bullet(\Lambda[G])\longrightarrowK^\bullet(\Gamma[G])\],\[u^*:K^\bullet(\Lambda[G])\longrightarrowK^\bullet(\Gamma[G])\],\[ u^*:K^{\bullet}(\Lambda[G])\longrightarrow K^{\bullet}(\Gamma[G]) \],\[ u^*:K^{\bullet}(\Lambda[G])\longrightarrow K^{\bullet}(\Gamma[G]) \]
X,display,32,12469,12730,,,1.0000,paired,\[A[G]=\Lambda[G]\otimes_\LambdaA.\],\[A[G]=\Lambda[G]\otimes_\LambdaA.\],\[ A[G]=\Lambda[G]\otimes_\Lambda A. \],\[ A[G]=\Lambda[G]\otimes_\Lambda A. \]
X,display,33,12476,12737,3.8.1,3.8.1,1.1500,paired,"\[\Hom_\Lambda[G]^\bullet(P^\bullet,M^\bullet)\simeq\Hom_\Lambda^\bullet(P^\bullet,M^\bullet)^G\simeq(\checkP^\bullet\otimes_\LambdaM^\bullet)^G\simeq\checkP^\bullet\otimes_\Lambda[G]M^\bullet.\]","\[\Hom_\Lambda[G]^\bullet(P^\bullet,M^\bullet)\simeq\Hom_\Lambda^\bullet(P^\bullet,M^\bullet)^G\simeq(\checkP^\bullet\otimes_\LambdaM^\bullet)^G\simeq\checkP^\bullet\otimes_\Lambda[G]M^\bullet.\]","\[ \Hom_{\Lambda[G]}^\bullet(P^\bullet,M^\bullet) \simeq \Hom_\Lambda^\bullet(P^\bullet,M^\bullet)^G \simeq (\check P^\bullet\otimes_\Lambda M^\bullet)^G \simeq \check P^\bullet\otimes_{\Lambda[G]}M^\bullet. \tag{3.8.1} \]","\[ \Hom_{\Lambda[G]}^\bullet(P^\bullet,M^\bullet) \simeq \Hom_\Lambda^\bullet(P^\bullet,M^\bullet)^G \simeq (\check P^\bullet\otimes_\Lambda M^\bullet)^G \simeq \check P^\bullet\otimes_{\Lambda[G]}M^\bullet. \tag{3.8.1} \]"
X,display,34,12489,12750,3.9.1,3.9.1,1.1500,paired,"\[\RHom_\Lambda[G](P^\bullet,M^\bullet)=R\Gamma^G(\checkP^\bullet\otimes_\Lambda^\mathbfLM^\bullet)\simeq\checkP^\bullet\otimes_\Lambda[G]M^\bullet.\]","\[\RHom_\Lambda[G](P^\bullet,M^\bullet)=R\Gamma^G(\checkP^\bullet\otimes_\Lambda^\mathbfLM^\bullet)\simeq\checkP^\bullet\otimes_\Lambda[G]M^\bullet.\]","\[ \RHom_{\Lambda[G]}(P^\bullet,M^\bullet) =R\Gamma^G(\check P^\bullet\otimes_\Lambda^{\mathbf L}M^\bullet) \simeq \check P^\bullet\otimes_{\Lambda[G]}M^\bullet. \tag{3.9.1} \]","\[ \RHom_{\Lambda[G]}(P^\bullet,M^\bullet) =R\Gamma^G(\check P^\bullet\otimes_\Lambda^{\mathbf L}M^\bullet) \simeq \check P^\bullet\otimes_{\Lambda[G]}M^\bullet. \tag{3.9.1} \]"
X,display,35,12498,12759,,,1.0000,paired,"\[\RHom_\Lambda[G](P^\bullet,M^\bullet)=\Hom_\Lambda[G]^\bullet(P^\bullet,M^\bullet)\]","\[\RHom_\Lambda[G](P^\bullet,M^\bullet)=\Hom_\Lambda[G]^\bullet(P^\bullet,M^\bullet)\]","\[ \RHom_{\Lambda[G]}(P^\bullet,M^\bullet)=\Hom_{\Lambda[G]}^\bullet(P^\bullet,M^\bullet) \]","\[ \RHom_{\Lambda[G]}(P^\bullet,M^\bullet)=\Hom_{\Lambda[G]}^\bullet(P^\bullet,M^\bullet) \]"
X,display,36,12503,12763,,,1.0000,paired,\[\checkP^\bullet\otimes_\Lambda[G]M^\bullet\simeq\checkP^\bullet\otimes_\Lambda[G]^\mathbfLM^\bullet.\],\[\checkP^\bullet\otimes_\Lambda[G]M^\bullet\simeq\checkP^\bullet\otimes_\Lambda[G]^\mathbfLM^\bullet.\],\[ \check P^\bullet\otimes_{\Lambda[G]}M^\bullet\simeq \check P^\bullet\otimes_{\Lambda[G]}^{\mathbf L}M^\bullet. \],\[ \check P^\bullet\otimes_{\Lambda[G]}M^\bullet\simeq \check P^\bullet\otimes_{\Lambda[G]}^{\mathbf L}M^\bullet. \]
X,display,37,12507,12768,,,1.0000,paired,\[R\Gamma^G(\checkP^\bullet\otimes_\Lambda^\mathbfLM^\bullet)\simeq(\checkP^\bullet\otimes_\LambdaM^\bullet)^G.\],\[R\Gamma^G(\checkP^\bullet\otimes_\Lambda^\mathbfLM^\bullet)\simeq(\checkP^\bullet\otimes_\LambdaM^\bullet)^G.\],\[ R\Gamma^G(\check P^\bullet\otimes_\Lambda^{\mathbf L}M^\bullet)\simeq (\check P^\bullet\otimes_\Lambda M^\bullet)^G. \],\[ R\Gamma^G(\check P^\bullet\otimes_\Lambda^{\mathbf L}M^\bullet) \simeq (\check P^\bullet\otimes_\Lambda M^\bullet)^G. \]
X,display,38,12521,12783,,,1.0000,paired,"\[\gamma:E\longrightarrowE\timesE,\delta:E\longrightarrowE\timesE\]","\[\gamma:E\longrightarrowE\timesE,\delta:E\longrightarrowE\timesE\]","\[ \gamma:E\longrightarrow E\times E,\qquad \delta:E\longrightarrow E\times E \]","\[ \gamma:E\longrightarrow E\times E,\qquad \delta:E\longrightarrow E\times E \]"
X,display,39,12526,12788,,,1.0000,paired,"\[\gamma^*,\delta^*:A\widehat\otimesA\longrightarrowA(A=\widehat\mathcalO_x),\]","\[\gamma^*,\delta^*:A\widehat\otimesA\longrightarrowA(A=\widehat\mathcalO_x),\]","\[ \gamma^*,\delta^*:A\widehat\otimes A\longrightarrow A \qquad (A=\widehat{\mathcal O}_x), \]","\[ \gamma^*,\delta^*:A\widehat\otimes A\longrightarrow A \qquad (A=\widehat{\mathcal O}_x), \]"
X,display,40,12531,12793,,,1.0000,paired,"\[\delta^*(a\otimesb)=ab,\gamma^*(a\otimesb)=ag^*(b).\]","\[\delta^*(a\otimesb)=ab,\gamma^*(a\otimesb)=ag^*(b).\]","\[ \delta^*(a\otimes b)=ab,\qquad \gamma^*(a\otimes b)=a\,g^*(b). \]","\[ \delta^*(a\otimes b)=ab,\qquad \gamma^*(a\otimes b)=a\,g^*(b). \]"
X,display,41,12536,12798,,,1.0000,paired,"\[v_x(g)=v_x\bigl(\gamma^*(1\otimes\pi-\pi\otimes1)\bigr)=v_x(g(\pi)-\pi),\]","\[v_x(g)=v_x\bigl(\gamma^*(1\otimes\pi-\pi\otimes1)\bigr)=v_x(g(\pi)-\pi),\]","\[ v_x(g)=v_x\bigl(\gamma^*(1\otimes\pi-\pi\otimes1)\bigr)       =v_x(g(\pi)-\pi), \]","\[ v_x(g)=v_x\bigl(\gamma^*(1\otimes\pi-\pi\otimes1)\bigr)       =v_x(g(\pi)-\pi), \]"
X,display,42,12547,12809,,,1.0000,paired,"\[K'\supsetK,[K':K]=n\]","\[K'\supsetK,[K':K]=n\]","\[ K'\supset K,\qquad [K':K]=n \]","\[ K'\supset K,\qquad [K':K]=n \]"
X,display,43,12551,12813,,,1.0000,paired,\[p:C'\longrightarrowC\],\[p:C'\longrightarrowC\],\[ p:C'\longrightarrow C \],\[ p:C'\longrightarrow C \]
X,display,44,12557,12819,4.2.1,4.2.1,1.1500,paired,\[v_y'(s(\pi)-\pi)=v_y'(s)\],\[v_y'(s(\pi)-\pi)=v_y'(s)\],\[ v_{y'}(s(\pi)-\pi)=v_{y'}(s) \tag{4.2.1} \],\[ v_{y'}(s(\pi)-\pi)=v_{y'}(s) \tag{4.2.1} \]
X,display,45,12564,12826,4.2.2,4.2.2,1.1500,paired,"\[\sigma_y'(s)=\begincases1-v_y'(s),&s\nee,\\[0.4em]\sum_s\nee\bigl(v_y'(s)-1\bigr),&s=e.\endcases\]","\[\sigma_y'(s)=\begincases1-v_y'(s),&s\nee,\\[0.4em]\sum_s\nee\bigl(v_y'(s)-1\bigr),&s=e.\endcases\]","\[ \sigma_{y'}(s)= \begin{cases} 1-v_{y'}(s),& s\ne e,\\[0.4em] \displaystyle\sum_{s\ne e}\bigl(v_{y'}(s)-1\bigr),& s=e. \end{cases} \tag{4.2.2} \]","\[ \sigma_{y'}(s)= \begin{cases} 1-v_{y'}(s),& s\ne e,\\[0.4em] \displaystyle\sum_{s\ne e}\bigl(v_{y'}(s)-1\bigr),& s=e. \end{cases} \tag{4.2.2} \]"
X,display,46,12575,12837,4.2.3,4.2.3,1.1500,paired,\[Sw'_y'=Sw_y'\otimes\mathbbZ_\ell[G_y'].\],\[Sw'_y'=Sw_y'\otimes\mathbbZ_\ell[G_y'].\],\[ Sw'_{y'}=Sw_{y'}\otimes\mathbb Z_\ell[G_{y'}]. \tag{4.2.3} \],\[ Sw'_{y'}=Sw_{y'}\otimes\mathbb Z_\ell[G_{y'}]. \tag{4.2.3} \]
X,display,47,12580,12842,4.2.4,4.2.4,1.1500,paired,"\[\sigma'_y'(s)=\begincases1-v_y'(s),&s\nee,\\[0.4em]1+\sum_s\neev_y'(s)=1+v_y'(\mathfrakD_C'/C),&s=e,\endcases\]","\[\sigma'_y'(s)=\begincases1-v_y'(s),&s\nee,\\[0.4em]1+\sum_s\neev_y'(s)=1+v_y'(\mathfrakD_C'/C),&s=e,\endcases\]","\[ \sigma'_{y'}(s)= \begin{cases} 1-v_{y'}(s),& s\ne e,\\[0.4em] \displaystyle 1+\sum_{s\ne e}v_{y'}(s) =1+v_{y'}(\mathfrak D_{C'/C}),& s=e, \end{cases} \tag{4.2.4} \]","\[ \sigma'_{y'}(s)= \begin{cases} 1-v_{y'}(s),& s\ne e,\\[0.4em] \displaystyle 1+\sum_{s\ne e}v_{y'}(s) =1+v_{y'}(\mathfrak D_{C'/C}),& s=e, \end{cases} \tag{4.2.4} \]"
X,display,48,12592,12854,4.2.5,4.2.5,1.1500,paired,"\[a_y'=\sigma_y'+u_G_y'=\sigma'_y'-1_G_y',\]","\[a_y'=\sigma_y'+u_G_y'=\sigma'_y'-1_G_y',\]","\[ a_{y'}=\sigma_{y'}+u_{G_{y'}}=\sigma'_{y'}-1_{G_{y'}}, \tag{4.2.5} \]","\[ a_{y'}=\sigma_{y'}+u_{G_{y'}}=\sigma'_{y'}-1_{G_{y'}}, \tag{4.2.5} \]"
X,display,49,12599,12861,4.2.6,4.2.6,1.1500,paired,"\[a_y'(s)=\begincases-v_y'(s),&s\nee,\\[0.4em]\sum_s\neev_y'(s)=v_y'(\mathfrakD_C'/C),&s=e.\endcases\]","\[a_y'(s)=\begincases-v_y'(s),&s\nee,\\[0.4em]\sum_s\neev_y'(s)=v_y'(\mathfrakD_C'/C),&s=e.\endcases\]","\[ a_{y'}(s)= \begin{cases} -v_{y'}(s),& s\ne e,\\[0.4em] \displaystyle\sum_{s\ne e}v_{y'}(s)=v_{y'}(\mathfrak D_{C'/C}),& s=e. \end{cases} \tag{4.2.6} \]","\[ a_{y'}(s)= \begin{cases} -v_{y'}(s),& s\ne e,\\[0.4em] \displaystyle\sum_{s\ne e}v_{y'}(s)=v_{y'}(\mathfrak D_{C'/C}),& s=e. \end{cases} \tag{4.2.6} \]"
X,display,50,12609,12871,4.2.7,4.2.7,1.1500,paired,"\[Sw_y=Sw_y'\otimes_\mathbbZ_\ell[G_y']\mathbbZ_\ell[G],Sw'_y=Sw'_y'\otimes_\mathbbZ_\ell[G_y']\mathbbZ_\ell[G],\]","\[Sw_y=Sw_y'\otimes_\mathbbZ_\ell[G_y']\mathbbZ_\ell[G],Sw'_y=Sw'_y'\otimes_\mathbbZ_\ell[G_y']\mathbbZ_\ell[G],\]","\[ Sw_y=Sw_{y'}\otimes_{\mathbb Z_\ell[G_{y'}]}\mathbb Z_\ell[G], \qquad Sw'_y=Sw'_{y'}\otimes_{\mathbb Z_\ell[G_{y'}]}\mathbb Z_\ell[G], \tag{4.2.7} \]","\[ Sw_y=Sw_{y'}\otimes_{\mathbb Z_\ell[G_{y'}]}\mathbb Z_\ell[G], \qquad Sw'_y=Sw'_{y'}\otimes_{\mathbb Z_\ell[G_{y'}]}\mathbb Z_\ell[G], \tag{4.2.7} \]"
X,display,51,12615,12877,4.2.8,4.2.8,1.1500,paired,\[Art_y=Art_y'\otimes_\mathbbQ_\ell[G_y']\mathbbQ_\ell[G].\],\[Art_y=Art_y'\otimes_\mathbbQ_\ell[G_y']\mathbbQ_\ell[G].\],\[ Art_y=Art_{y'}\otimes_{\mathbb Q_\ell[G_{y'}]}\mathbb Q_\ell[G]. \tag{4.2.8} \],\[ Art_y=Art_{y'}\otimes_{\mathbb Q_\ell[G_{y'}]}\mathbb Q_\ell[G]. \tag{4.2.8} \]
X,display,52,12627,12889,,,1.0000,paired,"\[(*)Sw_y\simeq\checkSw_y,\]","\[(*)Sw_y\simeq\checkSw_y,\]","\[ (*)\qquad Sw_y\simeq \check{Sw}_y, \]","\[ (*)\qquad Sw_y\simeq \check{Sw}_y, \]"
X,display,53,12630,12892,,,1.0000,paired,"\[(**)\Hom^\bullet_\mathbbZ_\ell[G](Sw_y,M^\bullet)\simeqSw_y\otimes_\mathbbZ_\ell[G]M^\bullet.\]","\[(**)\Hom^\bullet_\mathbbZ_\ell[G](Sw_y,M^\bullet)\simeqSw_y\otimes_\mathbbZ_\ell[G]M^\bullet.\]","\[ (**)\qquad \Hom^\bullet_{\mathbb Z_\ell[G]}(Sw_y,M^\bullet) \simeq Sw_y\otimes_{\mathbb Z_\ell[G]}M^\bullet. \]","\[ (**)\qquad \Hom^\bullet_{\mathbb Z_\ell[G]}(Sw_y,M^\bullet) \simeq Sw_y\otimes_{\mathbb Z_\ell[G]}M^\bullet. \]"
X,display,54,12638,12900,,,1.0000,paired,\[\check\sigma_y(s)=\sigma_y(s^-1).\],\[\check\sigma_y(s)=\sigma_y(s^-1).\],\[ \check\sigma_y(s)=\sigma_y(s^{-1}). \],\[ \check\sigma_y(s)=\sigma_y(s^{-1}). \]
X,display,55,12642,12904,,,1.0000,paired,"\[v_y'(s^-1(\pi)-\pi)=v_y'(s(s^-1(\pi)-\pi))=v_y'(\pi-s(\pi))=v_y'(s(\pi)-\pi),\]","\[v_y'(s^-1(\pi)-\pi)=v_y'(s(s^-1(\pi)-\pi))=v_y'(\pi-s(\pi))=v_y'(s(\pi)-\pi),\]","\[ v_{y'}(s^{-1}(\pi)-\pi) =v_{y'}(s(s^{-1}(\pi)-\pi)) =v_{y'}(\pi-s(\pi)) =v_{y'}(s(\pi)-\pi), \]","\[ v_{y'}(s^{-1}(\pi)-\pi) =v_{y'}(s(s^{-1}(\pi)-\pi)) =v_{y'}(\pi-s(\pi)) =v_{y'}(s(\pi)-\pi), \]"
