file,chars,french_score_before,french_hits_before,tokens_before,translated_active,french_score_after,french_hits_after,tokens_after
papers_30_59/32_La_conjecture_de_Weil_II/32_Weil_II_seg2.tex,128806,0.42501,5279,12421,True,0.04889,606,12396
papers_30_59/32_La_conjecture_de_Weil_II/32_Weil_II_seg3.tex,59855,0.44267,2498,5643,True,0.04324,246,5689
papers_30_59/33_Values_of_abelian_L_functions_at_negative_integers_over_totally_real_fields/33_Abelian_L_seg1.tex,100247,0.01243,115,9249,False,0.01243,115,9249
papers_30_59/33_Values_of_abelian_L_functions_at_negative_integers_over_totally_real_fields/33_Abelian_L_seg2.tex,91565,0.02056,142,6907,True,0.01751,121,6909
papers_30_59/34_Cycles_de_Hodge_absolus_et_periodes_des_integrales_des_varietes_abeliennes/34_Cycles_Hodge_Absolus.tex,30358,0.40546,965,2380,True,0.05753,136,2364
papers_30_59/35_Sommes_de_Gauss_cubiques_et_revetements_de_SL_2_d_apres_S_J_Patterson/35_Sommes_Gauss.tex,83669,0.41498,2897,6981,True,0.05207,368,7068
papers_30_59/36_Le_groupe_fondamental_du_complement_d_une_courbe_plane_n_ayant_que_des_points_do/36_Groupe_Fondamental.tex,31788,0.43687,1249,2859,True,0.04921,143,2906
papers_30_59/37_Sur_la_variation_par_torsion_des_constantes_locales_d_equations_fonctionnelles_d/37_Constantes_Locales.tex,92406,0.3986,3072,7707,True,0.04874,382,7838
papers_30_59/38_Cristaux_ordinaires_et_coordonnees_canoniques/38_Cristaux_seg1.tex,96307,0.41559,3306,7955,True,0.04146,335,8081
papers_30_59/38_Cristaux_ordinaires_et_coordonnees_canoniques/38_Cristaux_seg2.tex,81577,0.30361,1903,6268,True,0.03476,220,6330
papers_30_59/39_Relevement_des_surfaces_K3_en_caracteristique_nulle/39_Surfaces_K3.tex,50367,0.39386,1564,3971,True,0.04752,192,4040
papers_30_59/40_Duality_for_representations_of_a_reductive_group_over_a_finite_field/40_Duality_I.tex,27057,0.00481,9,1872,False,0.00481,9,1872
papers_30_59/41_Duality_for_representations_of_a_reductive_group_over_a_finite_field_II/41_Duality_II.tex,14579,0.01307,16,1224,False,0.01307,16,1224
papers_30_59/42_Integration_sur_une_cycle_evanescent/42_Integration_Cycle_Evanescent.tex,52604,0.4104,1846,4498,True,0.0624,284,4551
papers_30_59/43_Division_algebras_and_the_Hausdorff_Banach_Tarski_paradox/43_Division_Algebras_HBT.tex,15551,0.01584,23,1452,False,0.01584,23,1452
papers_30_59/44_Faisceaux_pervers/44_Faisceaux_Pervers_seg1.tex,76244,0.43817,3005,6858,True,0.05106,347,6796
papers_30_59/44_Faisceaux_pervers/44_Faisceaux_Pervers_seg2.tex,91765,0.46009,3533,7679,True,0.04508,348,7719
papers_30_59/44_Faisceaux_pervers/44_Faisceaux_Pervers_seg3.tex,114424,0.4438,4114,9270,True,0.0499,463,9279
papers_30_59/44_Faisceaux_pervers/44_Faisceaux_Pervers_seg4.tex,77259,0.40602,3154,7768,True,0.05159,401,7773
papers_30_59/45_Le_lemme_de_Gabber_Representations_l_adiques/45_Lemme_Gabber.tex,48026,0.41226,2072,5026,True,0.05986,302,5045
papers_30_59/46_Preuve_des_conjectures_de_Tate_et_de_Shafarevitch_d_apres_G_Faltings/46_Conjectures_Tate_Shafarevitch.tex,56962,0.41339,2124,5138,True,0.06005,308,5129
papers_30_59/47_Trace_Paley_Wiener_theorem_for_reductive_p_adic_groups/47_Trace_Paley_Wiener.tex,39455,0.01637,57,3483,False,0.01637,57,3483
papers_30_59/48_Monodromy_of_hypergeometric_functions_and_non_lattice_integral_monodromy/48_Monodromy_seg1.tex,141798,0.02145,277,12913,True,0.01927,249,12919
papers_30_59/48_Monodromy_of_hypergeometric_functions_and_non_lattice_integral_monodromy/48_Monodromy_seg2.tex,131081,0.01196,129,10782,False,0.01196,129,10782
papers_30_59/49_Un_theoreme_de_finitude_pour_la_monodromie/49_Finitude_Monodromie.tex,50253,0.38865,1979,5092,True,0.04662,235,5041
papers_30_59/50_Relevements_modulo_p2_et_decomposition_du_complexe_de_de_Rham/50_Relevements_p2.tex,76178,0.39743,2594,6527,True,0.04286,279,6509
papers_30_59/51_Le_determinant_de_la_cohomologie/51_Determinant_seg1.tex,109003,0.39714,3834,9654,True,0.04994,479,9592
papers_30_59/51_Le_determinant_de_la_cohomologie/51_Determinant_seg2.tex,39972,0.39994,1395,3488,True,0.05201,180,3461
papers_30_59/52_Survey_of_Drinfel_d_modules/52_Drinfeld_seg1.tex,83332,0.00997,68,6819,False,0.00997,68,6819
papers_30_59/52_Survey_of_Drinfel_d_modules/52_Drinfeld_seg2.tex,78414,0.01195,73,6109,False,0.01195,73,6109
papers_30_59/53_Le_groupe_fondamental_de_la_droite_projective_moins_trois_points/53_GP1m3_seg1.tex,129774,0.39421,4492,11395,True,0.04878,556,11397
papers_30_59/53_Le_groupe_fondamental_de_la_droite_projective_moins_trois_points/53_GP1m3_seg2.tex,79413,0.44923,3345,7446,True,0.06025,445,7386
papers_30_59/53_Le_groupe_fondamental_de_la_droite_projective_moins_trois_points/53_GP1m3_seg3.tex,108132,0.44598,4301,9644,True,0.05524,536,9703
papers_30_59/53_Le_groupe_fondamental_de_la_droite_projective_moins_trois_points/53_GP1m3_seg4.tex,109623,0.44098,4225,9581,True,0.04617,447,9682
papers_30_59/53_Le_groupe_fondamental_de_la_droite_projective_moins_trois_points/53_GP1m3_seg5.tex,83738,0.40455,2755,6810,True,0.04105,285,6943
papers_30_59/54_Categories_tannakiennes/54_Tannakiennes_seg1.tex,141803,0.478,5670,11862,True,0.05854,686,11719
papers_30_59/54_Categories_tannakiennes/54_Tannakiennes_seg2.tex,99735,0.47776,3738,7824,True,0.05561,430,7732
papers_30_59/55_Filtrations_de_Hodge_et_par_l_ordre_du_pole_pour_les_hypersurfaces_singulieres/55_Filtrations_Hodge.tex,32783,0.44457,1191,2679,True,0.04196,114,2717
papers_30_59/56_Groupe_de_Heisenberg_et_realite/56_Groupe_Heisenberg.tex,30010,0.41999,979,2331,True,0.05488,130,2369
papers_30_59/57_Le_symbole_modere/57_Symbole_Modere.tex,101736,0.42506,3610,8493,True,0.04941,418,8459
papers_30_59/58_Structures_de_Hodge_mixtes_reelles/58_Hodge_Mixtes_Reelles.tex,18928,0.37214,585,1572,True,0.04175,66,1581
papers_30_59/59_Interpretation_motivique_de_la_conjecture_de_Zagier_reliant_polylogarithmes_et_r/59_Zagier_Motivique.tex,69314,0.41986,2279,5428,True,0.04677,253,5409
