evidence_id	origin_locator	bytes	sha256	lineage	witness_role	accepted_state	authority_role
ZERO_ACCEPTED_11	D026_p001_diag03.png	92240	88F33BCC50BE25C20B1D0F852298CCF03E08020C1160C479DE946E676693A3BB	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_12	D026_p001_diag04.png	495300	14299695450739A78A2DD2AF638DD5E958BEE10387BBB8E588C5C1C0AB6AD9E6	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_13	D026_p002_diag01.png	969204	5001A31AA3D0267EDDD80F7AF3B72D827CA6A81C89892C2AB92745AFB640AC37	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_14	D026_p003_diag01.png	967953	8DA567DAF3B31140B389D4A425A345160817D89FDA05C14C7EF84D0870A3F9C6	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_15	D026_p004_diag01.png	61905	3E223BD91C4780807854E45C3DD1E158ADCBDF0654186422CF223FD38A1F800F	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_16	D026_p004_diag02.png	741218	0146D0EC8D2192E713968255DC993B8AD854CF4942B85021F5E6397F3DC2D146	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_17	D026_p005_diag01.png	740929	424844252A2C23F976B5DEE518C4332D5E69047D5F3FA67550C813C28885F738	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_18	D026_p006_diag01.png	949807	CBDAFAC3E848F191E4478A40FF941E2BF3C1FDFAC618EE61C9206F09D6FA4012	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_19	D026_p007_diag01.png	273296	EA1FDE00E7F3285B902C12CCDACE4CD280716E05EB99C4EA6A862F2081EF4E4A	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_20	D026_p007_diag02.png	437438	D40D792936036C06EAD9D7EF54D47770AB5B6053F3C27A8061EFB31360B715F3	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_21	D026_p008_diag01.png	1071373	3B9E517421CCD452946B0731DC7B3C2AF40BFDBF008470ED1B6D20FB91E284E3	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_22	D026_p009_diag01.png	9614	9E77AB897C93068CD2D0D16C69EB027FF8EA86C15B5B1B50550B49999579E3A5	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_23	D026_p009_diag02.png	898084	9F9C785CA51BC6DFB25C16160FF02CB8A2FF065A3FA2C9628B6916FC14A460A5	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_24	D026_p010_diag01.png	561051	7E4FCDA89A61BD331CC05FE99831A9804EF5A78768F9A6BAAFF7D2535C1FCAA5	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_25	D026_p010_diag02.png	100180	3DA61FF6366C181534EEBBA3E34511B34312364A0CE7CC603BA943FA365BDA76	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_26	D026_p011_diag01.png	851538	05AFE1805ED9348E20191EA8B0424295CEF1AA14CD3F8265E00E17A8CEB8EF41	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_27	D026_p012_diag01.png	459295	DF1C263803EE31A3E3EDF5261CC6B03D2B677788EA25C66F9BFDF9A2F9AE23D8	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_28	D026_p012_diag02.png	254991	5B544F4DBC7D2B5226210B2BD1D6BA8C17CB6516C4AE519D768A62031E173B58	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_29	D026_p013_diag01.png	898388	6DB29E37DF591F174B30626D679D83F1B5C6A5B06014904D05D529520ABBB422	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_30	D026_p014_diag01.png	911135	81026E89FAA3C99085F3E2870C6EF0F6FB8E21626A17837DE119A940CF1345B7	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_31	D026_p015_diag01.png	17576	9A913C383BC22C0DF1188CB64CD0AC0D0D2F5352586D0D438D2B34D803BCADA7	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_32	D026_p015_diag02.png	174756	83CC67516D6614E4A56A9693CFF23F87E768DDA469B7CA6C6796B285C19201FD	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_33	D026_p015_diag03.png	504572	C8B56044CF09713B22721A979AB602ED1533B173BE8E1E4253ECBB700720B401	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_34	D026_p016_diag01.png	1114226	F23B504FA42409A9512AF6EC88C05A9AC976EF31D81AA16E2BD9917D7FA59ACD	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_35	D026_p017_diag01.png	424767	F9F85070364E4495C85FACDC1FB5C03BCB65B01A6911C35E7453F678E20053DE	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_36	D026_p017_diag02.png	522303	867E978E8CB538742D82069F0547A8C06B70189B30652F88F650A7A3C03D3797	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_37	D026_p018_diag01.png	182868	2470810EAB826712800C92458079A1A85D8444A2B1ACF0CF1175B6F2689B48EF	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	RAW_D026_DIAGRAM_OR_FORMULA_CROP_WITNESS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_38	diagram_counts_by_item.csv#D026_ROW	27	3B294FD731858C107AD6FD15162AEA066C47E942DE8913D73B9A8E3B6F71EBF6	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	DERIVED_EXACT_D026_COUNT_ROW	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_39	diagram_witness_manifest.csv#D026_ROWS	28263	3878BBDB5B5E30056620A7521D2B7A0B1411673A90B8D09DF44334858E08A142	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	DERIVED_EXACT_D026_INDEX_ROWS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_40	diagram_witness_manifest.jsonl#D026_ROWS	35859	EDECC7F0960CA8AB286E888A8A66BB5EC020B00A3F1A0FAF20837846FF0A9CA0	D021_D045_DIAGRAM_CARRIER_D026_SUBSET	DERIVED_EXACT_D026_INDEX_ROWS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_41	pdf_papers_001_029/26_Local_constants_in_the_functional_equation_of_the_Artin_L_function_of_an_orthogonal_repr.pdf	168720	546E554ED20F2F43851B8CD6B08A0C94FC2B993FAECEFC9B5897F9E3F7FDB2AF	OLD_RECOMBINED_QC_PDF_BRANCH	RAW_PRIOR_RECOMBINED_FRENCH_PDF	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_42	reports/source_compile_qc.csv#D026_ROW	99	E2979A76D03DEEAFED581B85E8C838D7BC4FEB7041E7CD90DFA940ECA8EEF2D2	OLD_RECOMBINED_QC_REPORT_LINEAGE	DERIVED_EXACT_D026_REPORT_ROW	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_43	reports/recombined_papers_001_029_manifest.csv#D026_ROW	421	FDA8E89DD547DEE932C50F9741A5604742267B30FF73B4D0A841C4B1A28ED6C6	OLD_RECOMBINED_QC_REPORT_LINEAGE	DERIVED_EXACT_D026_REPORT_ROW	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_44	reports/checksums_sha256.txt#Paper_26.tex	90	3C845DA48E8A1B7E4E10FF93959B57E739098587DF07E614852C3E2A60EED75D	OLD_RECOMBINED_QC_CHECKSUM_LINEAGE	DERIVED_EXACT_D026_CHECKSUM_ROW	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_45	reports/deligne_kimi_001_029_split_plan.json#D026_RECORDS	807	CED5AA14BD6CA9F2E7588B0F6214677CA1428080C745B9A193397BAEECBB7D16	OLD_RECOMBINED_QC_SPLIT_PLAN_LINEAGE	DERIVED_EXACT_D026_JSON_RECORDS	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_46	source_tex/Paper_26.tex	54144	C52AA9D5FBDF27DC84CAA7C3EFDC49FF960A00C798B79D5F6923C09B8497B916	OLD_RECOMBINED_QC_TEX_BRANCH	RAW_PRIOR_FRENCH_TEX_CANDIDATE	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_47	https:/zenodo.org/records/21803336/files/CONTROL_D010-D025.zip	129684	8457072FAF4F60493FFF1DA4BBC384F9ACEE4E74DEA41660173C9BADBBDCE2C8	ZENODO_D025_PREDECESSOR_CONTROL	RAW_PUBLIC_PREDECESSOR_CONTROL_CONTEXT	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_48	https:/zenodo.org/records/21803753/files/CONTROL_D010-D026.zip#D026_ID.md	7414	139B86ED408050D9D46A3D31E0337340C6B35649CEFA3692DE1FC2250899DFB2	ZENODO_D026_IDENTITY_BOUNDARY_RECEIPT	EXTRACTED_EXACT_D026_CONTROL_STUB	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_49	https:/zenodo.org/records/21803753/files/CHANGES.md	1516	CAB19786749D062C4A2C8421A7918114F01711BC5DC851F86F03CA04BC36D46C	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_50	https:/zenodo.org/records/21803753/files/CONTROL_D010-D026.zip	132783	B4B808FB7AB6D20852DFEC73D00922F6AF916B5A71FAC06C91F59B7657CAB4A6	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_51	https:/zenodo.org/records/21803753/files/Deligne_EN.pdf	1366112	F49F1FAC6E686223B5843719DC2FD4AEAFA2BC36AD253FBC5D5234208A9E26C7	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_52	https:/zenodo.org/records/21803753/files/Deligne_EN.tex	3590	A1929E9A14261F235CDFB768DEABE862137BCDD24870EB02F21B5B122E019156	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_53	https:/zenodo.org/records/21803753/files/Deligne_FR.pdf	1372400	3B24DC982A5705A8A4E5DDA8F120DD376E227C6C3D171F4C99545440DC07A534	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_54	https:/zenodo.org/records/21803753/files/Deligne_FR.tex	3723	5487223A1D08088A235BC9096EE39F5A739C450BB25450522E8B0D5E9E2A5B61	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_55	https:/zenodo.org/records/21803753/files/DELIGNE_INDEX.csv	42181	D8D891FFEAC979974E5E3D73A56F72BA2520ECDC665CB6ACAE2F798BE336E4EC	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_56	https:/zenodo.org/records/21803753/files/DELIGNE_INDEX.md	23324	849A77AFCB86F7FE98A118B846C39304F9B6F70D67E3ED3C4A50EF810B9957DA	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_57	https:/zenodo.org/records/21803753/files/Deligne_Source.zip	2779169	468B4B427687CC3AB93CC357E9570DFFB8FF913FAF81C02104E98289731DD869	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_58	https:/zenodo.org/records/21803753/files/DELIGNE_WORKFLOW.zip	68091	8DE793E6C936DBD19CA682E9463C9A1A7D8285245F42B6207A1AEE25EFA4DFCF	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_59	https:/zenodo.org/records/21803753/files/MANIFEST.csv	6336	944FDE18BE8122A0EBF019BB28A8499E55C04268DD0671E3414EFE138B7EE16C	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_60	https:/zenodo.org/records/21803753/files/MANIFEST.sha256	3966	00600511C1F9453660BC8E14415E9FC7F312D1EF0E684F248161327EAE0E757C	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_61	https:/zenodo.org/records/21803753/files/README.md	3613	87A4A6044D56B69DF9FAB62C08B3D07BA83B5AB02F622834EB2F14F512DF8369	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_62	https:/zenodo.org/records/21803753/files/STATUS.json	1400	35CD904BE8E9C4DBDC6FCA7F88F6A996172D5CB646BA09A62D8B8AB827506F70	ZENODO_D026_CHECKPOINT_DELTA	RAW_PUBLIC_CHECKPOINT_DOWNLOAD	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_63	https:/zenodo.org/records/21804321/files/CONTROL_D010-D027.zip#D026_ID.md	7414	139B86ED408050D9D46A3D31E0337340C6B35649CEFA3692DE1FC2250899DFB2	ZENODO_D026_SUCCESSOR_MIRROR	EXTRACTED_BYTE_IDENTICAL_D026_CONTROL_STUB	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
ZERO_ACCEPTED_64	https:/zenodo.org/records/21804321/files/CONTROL_D010-D027.zip	140565	0C84B78A89D459D6FDD72D2E71EC7BCFCFACA1AA277443FAD965AD2833CBB888	ZENODO_D027_SUCCESSOR_CONTROL	RAW_PUBLIC_SUCCESSOR_CONTROL_CONTEXT	ZERO_ACCEPTED	NONE_COMPARISON_ROUTING_ONLY
