render_id,sheet_name,panel,render_range,start_column,end_column,rendered_column_count,relative_path,bytes,sha256,direct_visual_inspection,status
SGA2-VIII-PUB-WB-RENDER-011,Coverage_32,2,E1:H33,5,8,4,workbook/render_qa/011_Coverage_32_E_H.png,64511,756A91778E5E93CADC1AB486E20E91CC8634A6C79A1BF09E31F6923DF90066F4,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-012,Coverage_32,3,I1:L33,9,12,4,workbook/render_qa/012_Coverage_32_I_L.png,241003,5119DBAF0ACE6EC47428605CB6CEF47132CCFF31F0F256A07FE9E5EE423D366E,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-013,Coverage_32,4,M1:M33,13,13,1,workbook/render_qa/013_Coverage_32_M_M.png,28825,E71A3148E8EE57963AAB2B8993F4E145A757D377CCB2BC910CA89D5EA8336826,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-014,Seams_25,1,A1:D26,1,4,4,workbook/render_qa/014_Seams_25_A_D.png,87943,876B9F550FF51EA782ED4D2F59BA3E76179091F987807AB4D352BB2A5141F723,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-015,Seams_25,2,E1:H26,5,8,4,workbook/render_qa/015_Seams_25_E_H.png,188360,E927C95C5F6B32CD68CC75AB31CB6227C2221793731EB69B1BE6BBCDB8DCC6EC,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-016,Formula_Symbol,1,A1:D39,1,4,4,workbook/render_qa/016_Formula_Symbol_A_D.png,242466,8694421BE24A66BFD04F49980C8DD113F22C71C2FB146FFDF75009F8A60E006F,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-017,Formula_Symbol,2,E1:H39,5,8,4,workbook/render_qa/017_Formula_Symbol_E_H.png,489295,805E3FD97DC43A78F35C5F654870529783995E0A6E6B345D093C35152DEA0E4E,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-018,Formula_Symbol,3,I1:L39,9,12,4,workbook/render_qa/018_Formula_Symbol_I_L.png,531060,04F324BB2D7FCB2168D9AF5D8134B327254A8FBA7112148119D95E77E8FD06C6,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-019,Terminology,1,A1:D39,1,4,4,workbook/render_qa/019_Terminology_A_D.png,283471,8F06A489EE20429C45963382473B232D9F403FC6FD957C626E88F2C5297F390F,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-020,Terminology,2,E1:H39,5,8,4,workbook/render_qa/020_Terminology_E_H.png,385061,CB1C70B9BA850978361C84FFF2B8DBCE21462FE3BD170F7375D8CE1B0F8FC63C,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-021,Terminology,3,I1:L39,9,12,4,workbook/render_qa/021_Terminology_I_L.png,478819,80B616121B04D6E897B76A9FE04143F3C9D093BFB89E0727E96EC6E4F69D8BA6,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-022,Source_Defects,1,A1:D33,1,4,4,workbook/render_qa/022_Source_Defects_A_D.png,193640,6AB000D9A2B5B2E627BF13FBAD1056BEAEE67153B9AFBE92A410E8CCDF0550AD,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-023,Source_Defects,2,E1:H33,5,8,4,workbook/render_qa/023_Source_Defects_E_H.png,312261,D44C815B2CB3E6F99FC40F852ACF8D5740C146BA7484546B89DC23158754E74E,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-024,Source_Defects,3,I1:L33,9,12,4,workbook/render_qa/024_Source_Defects_I_L.png,108608,474626D8F20774358FA4CF0FC929629C1B79BB97552A443754C2FE07AFB7E51B,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-025,Source_Defects,4,M1:M33,13,13,1,workbook/render_qa/025_Source_Defects_M_M.png,87316,7F50B595A53FA8A1A745FD6EB296C554DA8EB2365A08DC17302DA823500EBD8F,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-026,Build_Render,1,A1:D20,1,4,4,workbook/render_qa/026_Build_Render_A_D.png,100283,84FA145B69D7DD26E2BB3C348EDB586948B74720AEC00FE80231D4ADE0235874,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-027,Build_Render,2,E1:H20,5,8,4,workbook/render_qa/027_Build_Render_E_H.png,162968,B885E7EDA76B8FECDE382BD33E897036702AF409018400DB7D86C639E12A6B58,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-028,Build_Render,3,I1:J20,9,10,2,workbook/render_qa/028_Build_Render_I_J.png,60057,977B9655AD451F06C1C7C5545D7DA6736F45C25989BAEB8DDAA9C494146DA218,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-029,Presentation_Delta,1,A1:D3,1,4,4,workbook/render_qa/029_Presentation_Delta_A_D.png,21694,0865AA02AEA417C510931F195AE78849DF27BA1D6E52BE887BBC7C346D1E62EE,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-030,Presentation_Delta,2,E1:H3,5,8,4,workbook/render_qa/030_Presentation_Delta_E_H.png,18766,CB8252CF8BBB90BC3418FA802A53A0E58D2BFDA02CFFA427746769FBC5113386,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-031,Provenance,1,A1:D5,1,4,4,workbook/render_qa/031_Provenance_A_D.png,18557,3F2134F2DBC80A55753D628F8D6BC95B9D53F51A790D5857AD3C97BFC5AC70BA,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-032,Provenance,2,E1:H5,5,8,4,workbook/render_qa/032_Provenance_E_H.png,25295,72C2D5A2F2B15AFD8D5C314CAC9B8365F196CB9A5E8669BC66DBAF89E8E2F981,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-033,Provenance,3,I1:L5,9,12,4,workbook/render_qa/033_Provenance_I_L.png,46350,F959475800B2BD78BE9002C484150F2E63BD96B4F3EDD1426130D3FF2EE55DB0,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
SGA2-VIII-PUB-WB-RENDER-034,Provenance,4,M1:P5,13,16,4,workbook/render_qa/034_Provenance_M_P.png,45768,9CB0F66AE595EF3F40EBBAED0C0DBF2E748322AB6DF5E3E868E3ECEA4967AF0B,pass_legible_complete_no_clipping_overlap_or_formula_error,pass
