"witness_id","payload_relative_path","payload_absolute_path","source_body_original_local_path","original_source_url","bytes","sha256","source_use_label","source_witness_class","license_access_signal","language_topic_tags","branch_visibility_status","mapped_branch_path","draft_permission_after_8f7_gate","authority_boundary","b3_next_action"
"R6-8F7-WITNESS-0011","literal-source-witnesses/LOGBOOK_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\LOGBOOK_EXCERPT.md","","","1275","248d2e2227fc1a34c55706d0389903904687f56e7bdf18b5137dde70af2f7d77","cycle8_generated_ledger_no_authority_claim","generated_metadata_or_blocker_ledger","generated package metadata","R6 source/provenance/blocker support","branch_visible_same_path_hash_diff_or_manifest_diff","language-source-bodies/r6-indigenous-creole-sign-20260705/LOGBOOK_EXCERPT.md","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0012","literal-source-witnesses/native-community-evidence/NATIVE_COMMUNITY_EVIDENCE_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\native-community-evidence\NATIVE_COMMUNITY_EVIDENCE_INDEX.csv","","","59231","a6dc78d6945c7f4839507c7b22d0214ac6dc2aa28421b277922fc28b6b5e3276","native_community_source_body_index_no_authority_claim","native_community_evidence_index_no_consent","generated package metadata","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/native-community-evidence/NATIVE_COMMUNITY_EVIDENCE_INDEX.csv","authority route evidence only; no promotion or approval claim","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0013","literal-source-witnesses/NO_TRANSLATION_OUTPUT_MARKER.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\NO_TRANSLATION_OUTPUT_MARKER.md","","","427","c55652d144964839729de1c92eb8be6ebaaa198f6973083db2421c2354447a30","cycle8_generated_ledger_no_authority_claim","generated_metadata_or_blocker_ledger","not cleared by this package; see source-use label and original source metadata where present","R6 source/provenance/blocker support","local_only_not_in_branch_r6_package","language-source-bodies/r6-indigenous-creole-sign-20260705/NO_TRANSLATION_OUTPUT_MARKER.md","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0014","literal-source-witnesses/ocr-witnesses/minedu_aymara_jakhukipawinaka_matematicas_1primaria.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\ocr-witnesses\minedu_aymara_jakhukipawinaka_matematicas_1primaria.txt","","https://repositorio.minedu.gob.pe/handle/20.500.12799/11963","95817","39e26e672a84259362570a69a52786eda071684755a374c40b60e34a0f8eb1db","ocr_witness_separate_not_source_truth","ocr_or_text_witness","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/ocr-witnesses/minedu_aymara_jakhukipawinaka_matematicas_1primaria.txt","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0015","literal-source-witnesses/ocr-witnesses/minedu_quechua_central_1_yupana_matematicas_1primaria.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\ocr-witnesses\minedu_quechua_central_1_yupana_matematicas_1primaria.txt","","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","111119","973e5cf9ec61e8976bb935469b37720744da3f83801872ae3d323707b08753e6","ocr_witness_separate_not_source_truth","ocr_or_text_witness","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/ocr-witnesses/minedu_quechua_central_1_yupana_matematicas_1primaria.txt","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0016","literal-source-witnesses/ocr-witnesses/minedu_quechua_chanka_1_yupana_matematicas_1primaria.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\ocr-witnesses\minedu_quechua_chanka_1_yupana_matematicas_1primaria.txt","","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","98402","0245389ad7ae0f007c24bc3b76e70f6af303beee0cfb7edf5a3bd28af425e3f6","ocr_witness_separate_not_source_truth","ocr_or_text_witness","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/ocr-witnesses/minedu_quechua_chanka_1_yupana_matematicas_1primaria.txt","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0017","literal-source-witnesses/ocr-witnesses/OCR_WITNESS_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\ocr-witnesses\OCR_WITNESS_INDEX.csv","","","1267","0d28ca81957867dbe6016ec04e25614729983c4d1cf994f0d3bf878d90f3e99d","ocr_witness_separate_not_source_truth","ocr_or_text_witness","generated package metadata","OCR/Unicode witness; separated from source bodies","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/ocr-witnesses/OCR_WITNESS_INDEX.csv","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0018","literal-source-witnesses/pointer-only-material/NOETHER_R6_ACTIVE_ROW_SOURCE_SUFFICIENCY_CLASSIFICATION_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_ACTIVE_ROW_SOURCE_SUFFICIENCY_CLASSIFICATION_20260705.csv","","","69575","67c618341c8c521f68ef04896e647ced89e98bb50f4c7b35c6847acb62e2a00a","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_ACTIVE_ROW_SOURCE_SUFFICIENCY_CLASSIFICATION_20260705.csv","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0019","literal-source-witnesses/pointer-only-material/NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.csv","","","65858","5db1ed0e449ff56e1c02cf6876e8b5fcab849b368d0f82969cade05d0b62ddd4","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.csv","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0020","literal-source-witnesses/pointer-only-material/NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.md","","","785","fa8f43fb80a0185b336038b8f32b5dd51a10b53db30150af442233470c3f3a01","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.md","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0021","literal-source-witnesses/pointer-only-material/NOETHER_R6_NON_SOURCE_GUARDRAIL_ROWS_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_NON_SOURCE_GUARDRAIL_ROWS_20260704.csv","","","8492","ce33fbdd2115f40d0d31576bb0cd7c4738d62f6e7901ff86d0ce4ad61664af5d","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_NON_SOURCE_GUARDRAIL_ROWS_20260704.csv","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0022","literal-source-witnesses/pointer-only-material/NOETHER_R6_NON_STRICT_ROUTE_METADATA_ROWS_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_NON_STRICT_ROUTE_METADATA_ROWS_20260704.csv","","","1443","f515dd62afa7e5f87ab0a63a5927ad75cc90ce29963fb9411d4534f96bde6d75","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_NON_STRICT_ROUTE_METADATA_ROWS_20260704.csv","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0023","literal-source-witnesses/pointer-only-material/NOETHER_R6_PUBLIC_SOURCE_ARCHIVE_DISCOVERY_AUDIT_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_PUBLIC_SOURCE_ARCHIVE_DISCOVERY_AUDIT_20260704.csv","","","18206","71328b9c5b0436e4623f443250853fb373e240ea77d8d6d92b9ca53fa90e0717","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_PUBLIC_SOURCE_ARCHIVE_DISCOVERY_AUDIT_20260704.csv","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0024","literal-source-witnesses/pointer-only-material/NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","","","63469","19aee4a163ae0fa7771bc525b31a89ffd79f7c656d4b66101b15b35d908aafa9","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0025","literal-source-witnesses/pointer-only-material/NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.md","","","894","0d32bcfd9f95d04814ef0d89676fc06d859a93c9dacdb84ee7f6afd6b1b99adb","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.md","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0026","literal-source-witnesses/pointer-only-material/NOETHER_R6_SOURCE_ARCHIVE_CANDIDATE_ROUTE_LEDGER_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_SOURCE_ARCHIVE_CANDIDATE_ROUTE_LEDGER_20260704.csv","","","2054","43fb9ae3fc38a3e2af0d52c63872b5c7101ec56ee7583fcbd57e6433b592957d","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_SOURCE_ARCHIVE_CANDIDATE_ROUTE_LEDGER_20260704.csv","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0027","literal-source-witnesses/pointer-only-material/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\pointer-only-material\NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","","","84084","bb72932ac462838a74ef14db656d5a7eadce341195c42ebec83b2bf1d91e8c06","pointer_only_material_not_corpus","pointer_or_gap_material_only","R6 local artifact; no license clearance claimed","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","gap/recovery only; do not draft","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0028","literal-source-witnesses/README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\README.md","","","1224","196f3ea367c78a733c9584b3ce1a57c9357b147e2e80ff1afb2d765e7abaaa44","cycle8_generated_ledger_no_authority_claim","generated_metadata_or_blocker_ledger","generated package metadata","R6 source/provenance/blocker support","branch_visible_same_path_hash_diff_or_manifest_diff","language-source-bodies/r6-indigenous-creole-sign-20260705/README.md","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
