"current_head","branch_relative_path","branch_blob_sha1","branch_blob_bytes","branch_csv_or_line_rows","local_copy_path","local_copy_sha256","source_use_label","consumption_rule"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_HEAD_VERIFICATION_20260706.csv","97a215a99aa519278977db0a840b87a045d13bf2","926","1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_HEAD_VERIFICATION_20260706.csv","09f912013830183ea9409f687dad6c3e346877584b5098e64acc67d9ecbef6c1","package metadata/provenance","metadata only; no language authority"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_R3_0D_INPUTS_READ_20260706.csv","e9458a86be000a912c484bc4c3c0b6f75a5524a3","8824","17","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_R3_0D_INPUTS_READ_20260706.csv","b7b0cb76e2a61c4ffe71fdf9af882ff4c828ca20a2695196965706c4f9fd0d4f","package metadata/provenance","metadata only; no language authority"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_FORMULA_INTERLINEAR_NOTES.csv","d41fa81f7002e27fbacb2a2d55910cedfb6d272e","77147","61","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_FORMULA_INTERLINEAR_NOTES.csv","4c81e7f224ac38ee9429de68a2d24eaf5c41ebcc00b62ed6d15bc6e9c9b739ce","RTL/register/formula-neighboring/interlinear notes","layout/register support for Arabic; draft/non-canonical"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","e0a0ae9d97433f63f8e751345577aee921083eec","93440","61","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","7042285f9511903b4687628a8fb806c0f935456c6e2230fddbe4643f6667867d","Arabic source-gated micro-evidence rows","source-gated Arabic draft support; no canonical output"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_SOURCE_WITNESS_INDEX_FILTER.csv","0f264866f11334724df3deb12e2204ddb856e5fa","92508","97","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_SOURCE_WITNESS_INDEX_FILTER.csv","5d7982a975887c4832c8887df197fcba48a2203f9c9a24d93006c4f10f4fccb0","Arabic source witness index","source-canon witness index; no license clearance claim"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_TERM_ALTERNATIVES_SOURCE_GATED.csv","a7e79aa48096ffcb233e55596a46bda1bed73079","12670","11","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_TERM_ALTERNATIVES_SOURCE_GATED.csv","cbc089a3fe45e9aaaf0929c68ca98591fb2e413963e93403284953b1d2363794","Arabic term alternatives/register notes","alternatives only; not accepted terminology"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","44f36c5217d00e8b9ed9f5850b963bdcd1b0203d","1678640","1156","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","547aa1633121264d579948c023cb8e9d9005c33653e62dbebace0ca0e6336f1a","source-canon/gap/blocker recovery table","blocker/recovery evidence; no translation authorization"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","b9c0defbbe93e5a6a4214b36e8059a615f700e69","979","3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","03f194c02a21018dfbef039e00fd0039230d8c50bb76a7a98173c2d7f5cfd8d5","Arabic package support artifact","consume only under matching Arabic/R3 gate"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","b9b3b2e05a8b9e29e9d5ecb01fe54c8a109f7e53","1067","2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","91e9bf74f2a4463a437354b78949effc25478b01ca4a0b2a10866c35602e2328","source-canon/gap/blocker recovery table","blocker/recovery evidence; no translation authorization"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_DURABLE_STATE_POINTERS.csv","bddbc6fe1138de9ffa6f942c3bbf7e270e070e66","1137","3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_DURABLE_STATE_POINTERS.csv","dc4d4e133867e6261710a04040da97a5536bcd3684fcd319ccb231a96c275e65","package metadata/provenance","metadata only; no language authority"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_REVIEW_ONLY_BOUNDARY_GUARDS.csv","8714cc41cf7452ee3b2e509472844dbf83d03d2a","2606","6","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_REVIEW_ONLY_BOUNDARY_GUARDS.csv","fafee313273a918b741506ce0c22af9aef1acb9835bd1ffe144f118e87dd929b","review-only language-boundary guard","boundary guard; blocks cross-gate merge"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ROW_COUNT_LEDGER.csv","b1db0396534e34fa86f97b20ccf4218ee65eb1d4","2146","9","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ROW_COUNT_LEDGER.csv","519c388ab1ea5b5d08395907f78ce9ab8dd71a0331341d25d3fe85a480d5c149","row-count ledger","count/verification support"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_SOURCE_USE_ADVERSE_LEDGER.csv","0abeaedd709e27bef018612e9b04b0357cf130d3","330553","162","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_SOURCE_USE_ADVERSE_LEDGER.csv","87ec5f559facedf62e2035783d793bb8aaededdfab799c25b93368285b4b7061","Fable/source-use/adverse-evidence ledger","method/source-use ledger; no accepted terminology claim"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/HEARTBEAT_20260706.md","d1000cd2a3945fa7f8d61625e20a81845ccffeab","589","11","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\HEARTBEAT_20260706.md","fa07ec8e3dfbc10b8ceab8030b3deee7b6358d548defad5b66fdcf91881da66a","package metadata/provenance","metadata only; no language authority"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/MANIFEST.csv","225b80f4a2dc50579a8dd7fcf11c09b113bd0545","5325","27","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\MANIFEST.csv","cdb84d36798d1b8c08c70c5c8cd16dc553ffe15f8ea8de0d7f59e1fa468da360","package metadata/provenance","metadata only; no language authority"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/PACKAGE_SUMMARY_FAA2C330_ARABIC_CONTINUATION_20260706.csv","9bd50bd2089f13fc5841ff4cb4ea0f6766a46df7","664","1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\PACKAGE_SUMMARY_FAA2C330_ARABIC_CONTINUATION_20260706.csv","8ef25df025602c9f236f94ff04999b3d4f1911b044dfda08d5c92ea2e387fdfb","package metadata/provenance","metadata only; no language authority"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/PACKAGE_VALIDATION.json","09a0461e84acef1d970ef649db80fd8930e433a8","1190","22","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\PACKAGE_VALIDATION.json","eccddf8b4fb9e6a14618a31eb5b6ce0cb328ff999ea49757215d5a5a6a7929a4","package metadata/provenance","metadata only; no language authority"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/README.md","0dd0f45225333bfab1288393bc74e69229cd72c1","972","16","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\README.md","889d055afcb5b0e73a13e72fa89508ab911a9d173a8a58bb0a0e2ccad6322910","package metadata/provenance","metadata only; no language authority"
