reference_id,source_file,source_line,source_column,command,target_label,raw_tex,visible_text,compiled_target_number,compiled_target_page,target_file,target_line,label_resolved,aux_resolved
REF-000076,components/sga4half_1_en.tex,2451,37,eqref,I:eq:6-1,\eqref{I:eq:6-1},(1),1,32,components/sga4half_1_en.tex,2416,true,true
REF-000077,components/sga4half_1_en.tex,2482,42,ref,I:6-2,\ref{I:6-2},6.2,6.2,33,components/sga4half_1_en.tex,2505,true,true
REF-000078,components/sga4half_1_en.tex,2484,1,eqref,I:eq:6-5,\eqref{I:eq:6-5},(5),5,33,components/sga4half_1_en.tex,2472,true,true
REF-000079,components/sga4half_1_en.tex,2484,40,ref,I:6-3,\ref{I:6-3},6.3,6.3,35,components/sga4half_1_en.tex,2632,true,true
REF-000080,components/sga4half_1_en.tex,2486,18,eqref,I:eq:6-4,\eqref{I:eq:6-4},(4),4,33,components/sga4half_1_en.tex,2459,true,true
REF-000081,components/sga4half_1_en.tex,2486,39,eqref,I:eq:6-5,\eqref{I:eq:6-5},(5),5,33,components/sga4half_1_en.tex,2472,true,true
REF-000082,components/sga4half_1_en.tex,2491,1,eqref,I:eq:6-5,\eqref{I:eq:6-5},(5),5,33,components/sga4half_1_en.tex,2472,true,true
REF-000083,components/sga4half_1_en.tex,2511,2,ref,I:3-3-5,\ref{I:3-3-5},3.3.5,3.3.5,16,components/sga4half_1_en.tex,1210,true,true
REF-000084,components/sga4half_1_en.tex,2559,2,ref,I:5-3-4,\ref{I:5-3-4},5.3.4,5.3.4,31,components/sga4half_1_en.tex,2317,true,true
REF-000085,components/sga4half_1_en.tex,2561,40,ref,I:6-2-2,\ref{I:6-2-2},6.2.2,6.2.2,34,components/sga4half_1_en.tex,2542,true,true
REF-000086,components/sga4half_1_en.tex,2562,39,ref,I:5-3-3,\ref{I:5-3-3},5.3.3,5.3.3,30,components/sga4half_1_en.tex,2306,true,true
REF-000087,components/sga4half_1_en.tex,2569,7,ref,I:6-2-2,\ref{I:6-2-2},6.2.2,6.2.2,34,components/sga4half_1_en.tex,2542,true,true
REF-000088,components/sga4half_1_en.tex,2574,50,ref,V:2,\ref{V:2},2,2,85,components/sga4half_5_en.tex,156,true,true
REF-000089,components/sga4half_1_en.tex,2579,28,ref,I:6-2-1,\ref{I:6-2-1},6.2.1,6.2.1,33,components/sga4half_1_en.tex,2507,true,true
REF-000090,components/sga4half_1_en.tex,2624,31,ref,I:6-2-2,\ref{I:6-2-2},6.2.2,6.2.2,34,components/sga4half_1_en.tex,2542,true,true
REF-000091,components/sga4half_1_en.tex,2625,1,eqref,I:eq:6-2-3-1,\eqref{I:eq:6-2-3-1},(6.2.3.1),6.2.3.1,34,components/sga4half_1_en.tex,2595,true,true
REF-000092,components/sga4half_1_en.tex,2625,26,eqref,I:eq:6-2-3-2,\eqref{I:eq:6-2-3-2},(6.2.3.2),6.2.3.2,34,components/sga4half_1_en.tex,2621,true,true
REF-000093,components/sga4half_1_en.tex,2658,34,ref,I:6-3-1,\ref{I:6-3-1},6.3.1,6.3.1,35,components/sga4half_1_en.tex,2643,true,true
REF-000094,components/sga4half_1_en.tex,2673,19,eqref,I:eq:6-3-1-1,\eqref{I:eq:6-3-1-1},(6.3.1.1),6.3.1.1,35,components/sga4half_1_en.tex,2652,true,true
REF-000095,components/sga4half_1_en.tex,2734,17,ref,VII:1-1,\ref{VII:1-1},1.1,1.1,130,components/sga4half_7_en.tex,27,true,true
REF-000096,components/sga4half_2_en.tex,85,1,eqref,II:eq:1-2-1,\eqref{II:eq:1-2-1},(1.2.1),1.2.1,37,components/sga4half_2_en.tex,70,true,true
REF-000097,components/sga4half_2_en.tex,142,18,ref,II:1-3,\ref{II:1-3},1.3,1.3,38,components/sga4half_2_en.tex,97,true,true
REF-000098,components/sga4half_2_en.tex,202,16,ref,II:1-6,\ref{II:1-6},1.6,1.6,39,components/sga4half_2_en.tex,182,true,true
REF-000099,components/sga4half_2_en.tex,218,35,ref,II:1-1,\ref{II:1-1},1.1,1.1,37,components/sga4half_2_en.tex,30,true,true
REF-000100,components/sga4half_2_en.tex,225,21,ref,II:1-4,\ref{II:1-4},1.4,1.4,38,components/sga4half_2_en.tex,126,true,true
REF-000101,components/sga4half_2_en.tex,229,31,ref,II:1-2,\ref{II:1-2},1.2,1.2,37,components/sga4half_2_en.tex,65,true,true
REF-000102,components/sga4half_2_en.tex,237,58,ref,II:1-1,\ref{II:1-1},1.1,1.1,37,components/sga4half_2_en.tex,30,true,true
REF-000103,components/sga4half_2_en.tex,367,2,ref,II:2-1,\ref{II:2-1},2.1,2.1,40,components/sga4half_2_en.tex,261,true,true
REF-000104,components/sga4half_2_en.tex,370,54,ref,II:2-1,\ref{II:2-1},2.1,2.1,40,components/sga4half_2_en.tex,261,true,true
REF-000105,components/sga4half_2_en.tex,371,52,ref,II:2-1,\ref{II:2-1},2.1,2.1,40,components/sga4half_2_en.tex,261,true,true
REF-000106,components/sga4half_2_en.tex,385,2,ref,II:2-4,\ref{II:2-4},2.4,2.4,40,components/sga4half_2_en.tex,313,true,true
REF-000107,components/sga4half_2_en.tex,385,16,ref,II:2-5,\ref{II:2-5},2.5,2.5,40,components/sga4half_2_en.tex,325,true,true
REF-000108,components/sga4half_2_en.tex,387,21,ref,II:2-6,\ref{II:2-6},2.6,2.6,40,components/sga4half_2_en.tex,347,true,true
REF-000109,components/sga4half_2_en.tex,404,41,ref,II:2-4,\ref{II:2-4},2.4,2.4,40,components/sga4half_2_en.tex,313,true,true
REF-000110,components/sga4half_2_en.tex,404,55,ref,II:2-5,\ref{II:2-5},2.5,2.5,40,components/sga4half_2_en.tex,325,true,true
REF-000111,components/sga4half_2_en.tex,439,2,ref,II:4-11,\ref{II:4-11},4.11,4.11,48,components/sga4half_2_en.tex,1057,true,true
REF-000112,components/sga4half_2_en.tex,486,32,ref,II:1,\ref{II:1},1,1,37,components/sga4half_2_en.tex,24,true,true
REF-000113,components/sga4half_2_en.tex,519,58,ref,II:3-1,\ref{II:3-1},3.1,3.1,42,components/sga4half_2_en.tex,498,true,true
REF-000114,components/sga4half_2_en.tex,520,2,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000115,components/sga4half_2_en.tex,559,2,ref,II:3-3,\ref{II:3-3},3.3,3.3,42,components/sga4half_2_en.tex,548,true,true
REF-000116,components/sga4half_2_en.tex,560,1,eqref,II:eq:3-3-1,\eqref{II:eq:3-3-1},(3.3.1),3.3.1,42,components/sga4half_2_en.tex,552,true,true
REF-000117,components/sga4half_2_en.tex,566,1,eqref,II:eq:3-3-1,\eqref{II:eq:3-3-1},(3.3.1),3.3.1,42,components/sga4half_2_en.tex,552,true,true
REF-000118,components/sga4half_2_en.tex,585,19,ref,II:3-3,\ref{II:3-3},3.3,3.3,42,components/sga4half_2_en.tex,548,true,true
REF-000119,components/sga4half_2_en.tex,605,19,eqref,II:eq:3-4-1,\eqref{II:eq:3-4-1},(3.4.1),3.4.1,43,components/sga4half_2_en.tex,580,true,true
REF-000120,components/sga4half_2_en.tex,606,28,ref,II:3-1,\ref{II:3-1},3.1,3.1,42,components/sga4half_2_en.tex,498,true,true
REF-000121,components/sga4half_2_en.tex,607,46,ref,II:3-1,\ref{II:3-1},3.1,3.1,42,components/sga4half_2_en.tex,498,true,true
REF-000122,components/sga4half_2_en.tex,619,54,ref,II:3-1,\ref{II:3-1},3.1,3.1,42,components/sga4half_2_en.tex,498,true,true
REF-000123,components/sga4half_2_en.tex,621,10,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000124,components/sga4half_2_en.tex,634,57,ref,II:2-11,\ref{II:2-11},2.11,2.11,42,components/sga4half_2_en.tex,452,true,true
REF-000125,components/sga4half_2_en.tex,637,2,ref,II:3-1,\ref{II:3-1},3.1,3.1,42,components/sga4half_2_en.tex,498,true,true
REF-000126,components/sga4half_2_en.tex,637,16,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000127,components/sga4half_2_en.tex,639,1,ref,II:3-1,\ref{II:3-1},3.1,3.1,42,components/sga4half_2_en.tex,498,true,true
REF-000128,components/sga4half_2_en.tex,639,15,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000129,components/sga4half_2_en.tex,648,36,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000130,components/sga4half_2_en.tex,653,25,ref,II:3-6,\ref{II:3-6},3.6,3.6,43,components/sga4half_2_en.tex,615,true,true
REF-000131,components/sga4half_2_en.tex,654,43,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000132,components/sga4half_2_en.tex,658,46,ref,II:3-7,\ref{II:3-7},3.7,3.7,43,components/sga4half_2_en.tex,632,true,true
REF-000133,components/sga4half_2_en.tex,661,12,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000134,components/sga4half_2_en.tex,669,9,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000135,components/sga4half_2_en.tex,684,17,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000136,components/sga4half_2_en.tex,689,2,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000137,components/sga4half_2_en.tex,788,4,eqref,II:eq:4-2-1,\eqref{II:eq:4-2-1},(4.2.1),4.2.1,45,components/sga4half_2_en.tex,761,true,true
REF-000138,components/sga4half_2_en.tex,798,1,eqref,II:eq:4-3-1,\eqref{II:eq:4-3-1},(4.3.1),4.3.1,45,components/sga4half_2_en.tex,784,true,true
REF-000139,components/sga4half_2_en.tex,798,25,eqref,II:eq:4-3-2,\eqref{II:eq:4-3-2},(4.3.2),4.3.2,45,components/sga4half_2_en.tex,789,true,true
REF-000140,components/sga4half_2_en.tex,829,4,eqref,II:eq:4-2-2,\eqref{II:eq:4-2-2},(4.2.2),4.2.2,45,components/sga4half_2_en.tex,769,true,true
REF-000141,components/sga4half_2_en.tex,864,1,ref,II:4-7,\ref{II:4-7},4.7,4.7,46,components/sga4half_2_en.tex,906,true,true
REF-000142,components/sga4half_2_en.tex,899,26,ref,II:4-5,\ref{II:4-5},4.5,4.5,46,components/sga4half_2_en.tex,840,true,true
REF-000143,components/sga4half_2_en.tex,973,59,ref,II:4-9,\ref{II:4-9},4.9,4.9,47,components/sga4half_2_en.tex,964,true,true
REF-000144,components/sga4half_2_en.tex,990,16,ref,II:4-9,\ref{II:4-9},4.9,4.9,47,components/sga4half_2_en.tex,964,true,true
REF-000145,components/sga4half_2_en.tex,990,35,eqref,II:eq:4-9-1,\eqref{II:eq:4-9-1},(4.9.1),4.9.1,47,components/sga4half_2_en.tex,986,true,true
REF-000146,components/sga4half_2_en.tex,998,47,ref,II:4-6,\ref{II:4-6},4.6,4.6,46,components/sga4half_2_en.tex,886,true,true
REF-000147,components/sga4half_2_en.tex,1006,14,eqref,II:eq:4-9-1,\eqref{II:eq:4-9-1},(4.9.1),4.9.1,47,components/sga4half_2_en.tex,986,true,true
REF-000148,components/sga4half_2_en.tex,1039,24,ref,II:1,\ref{II:1},1,1,37,components/sga4half_2_en.tex,24,true,true
REF-000149,components/sga4half_2_en.tex,1043,12,ref,II:4-3,\ref{II:4-3},4.3,4.3,45,components/sga4half_2_en.tex,779,true,true
REF-000150,components/sga4half_2_en.tex,1049,46,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000151,components/sga4half_2_en.tex,1050,1,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000152,components/sga4half_2_en.tex,1050,26,ref,II:2-10,\ref{II:2-10},2.10,2.10,41,components/sga4half_2_en.tex,433,true,true
REF-000153,components/sga4half_2_en.tex,1057,38,ref,II:2-10,\ref{II:2-10},2.10,2.10,41,components/sga4half_2_en.tex,433,true,true
REF-000154,components/sga4half_2_en.tex,1060,59,ref,II:2-8,\ref{II:2-8},2.8,2.8,41,components/sga4half_2_en.tex,399,true,true
REF-000155,components/sga4half_2_en.tex,1066,4,ref,II:4-9,\ref{II:4-9},4.9,4.9,47,components/sga4half_2_en.tex,964,true,true
REF-000156,components/sga4half_2_en.tex,1068,1,eqref,II:eq:4-9-1,\eqref{II:eq:4-9-1},(4.9.1),4.9.1,47,components/sga4half_2_en.tex,986,true,true
REF-000157,components/sga4half_2_en.tex,1075,1,ref,II:4-12,\ref{II:4-12},4.12,4.12,49,components/sga4half_2_en.tex,1103,true,true
REF-000158,components/sga4half_2_en.tex,1080,8,eqref,II:eq:4-11-1,\eqref{II:eq:4-11-1},(4.11.1),4.11.1,48,components/sga4half_2_en.tex,1069,true,true
REF-000159,components/sga4half_2_en.tex,1103,39,eqref,II:eq:4-11-1,\eqref{II:eq:4-11-1},(4.11.1),4.11.1,48,components/sga4half_2_en.tex,1069,true,true
REF-000160,components/sga4half_2_en.tex,1105,28,eqref,II:eq:4-11-1,\eqref{II:eq:4-11-1},(4.11.1),4.11.1,48,components/sga4half_2_en.tex,1069,true,true
REF-000161,components/sga4half_2_en.tex,1106,1,ref,II:4-9,\ref{II:4-9},4.9,4.9,47,components/sga4half_2_en.tex,964,true,true
REF-000162,components/sga4half_2_en.tex,1130,5,eqref,II:eq:4-11-1,\eqref{II:eq:4-11-1},(4.11.1),4.11.1,48,components/sga4half_2_en.tex,1069,true,true
REF-000163,components/sga4half_2_en.tex,1136,35,ref,II:4-6,\ref{II:4-6},4.6,4.6,46,components/sga4half_2_en.tex,886,true,true
REF-000164,components/sga4half_2_en.tex,1148,39,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000165,components/sga4half_2_en.tex,1151,2,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000166,components/sga4half_2_en.tex,1163,1,eqref,II:eq:4-11-1,\eqref{II:eq:4-11-1},(4.11.1),4.11.1,48,components/sga4half_2_en.tex,1069,true,true
REF-000167,components/sga4half_2_en.tex,1165,8,ref,II:4-11,\ref{II:4-11},4.11,4.11,48,components/sga4half_2_en.tex,1057,true,true
REF-000168,components/sga4half_2_en.tex,1166,1,eqref,II:eq:4-11-1,\eqref{II:eq:4-11-1},(4.11.1),4.11.1,48,components/sga4half_2_en.tex,1069,true,true
REF-000169,components/sga4half_2_en.tex,1176,8,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000170,components/sga4half_2_en.tex,1183,6,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000171,components/sga4half_2_en.tex,1197,49,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000172,components/sga4half_2_en.tex,1206,10,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000173,components/sga4half_2_en.tex,1209,27,eqref,II:eq:4-10,\eqref{II:eq:4-10},(4.10),4.10,48,components/sga4half_2_en.tex,1044,true,true
REF-000174,components/sga4half_2_en.tex,1240,34,ref,II:5-2,\ref{II:5-2},5.2,5.2,50,components/sga4half_2_en.tex,1229,true,true
