candidate_id,source_file,source_line,source_column,candidate_text,candidate_reason,possible_kind,possible_number,line_text,disposition,status,final_class,target_id,edge_id,supersedes_disposition,rationale,cumulative_action
CAND-000021,components/sga4half_1_en.tex,1940,23,5.1.3.1,bare_multilevel_number,,,\begin{equation*}\tag{5.1.3.1}\label{I:eq:5-1-3-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000022,components/sga4half_1_en.tex,2020,23,5.1.6.1,bare_multilevel_number,,,\begin{equation*}\tag{5.1.6.1}\label{I:eq:5-1-6-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000023,components/sga4half_1_en.tex,2174,38,theorem i,named_number_text,,,\begin{lemma}[Zariski--Nagata purity theorem in dimension $2$] \label{I:5-2-4},non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000024,components/sga4half_1_en.tex,2302,55,theorem i,named_number_text,,,"$\varepsilon:t\to X$ is a geometric point of $X$, the theorem is a",non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000025,components/sga4half_1_en.tex,2319,23,5.3.4.1,bare_multilevel_number,,,\begin{equation*}\tag{5.3.4.1}\label{I:eq:5-3-4-1}\xymatrix{,non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000026,components/sga4half_1_en.tex,2595,27,6.2.3.1,bare_multilevel_number,,,\begin{equation*}\tag{6.2.3.1}\label{I:eq:6-2-3-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000027,components/sga4half_1_en.tex,2621,23,6.2.3.2,bare_multilevel_number,,,\begin{equation*}\tag{6.2.3.2}\label{I:eq:6-2-3-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000028,components/sga4half_1_en.tex,2626,23,6.2.2.3,bare_multilevel_number,,,\begin{equation*}\tag{6.2.2.3}\label{I:eq:6-2-3-3},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000029,components/sga4half_1_en.tex,2640,5,definition i,named_number_text,,,The definition is a painful unwinding starting from the case of curves,non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000030,components/sga4half_1_en.tex,2652,23,6.3.1.1,bare_multilevel_number,,,\begin{equation*}\tag{6.3.1.1}\label{I:eq:6-3-1-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000031,components/sga4half_1_en.tex,2660,23,6.3.1.2,bare_multilevel_number,,,\begin{equation*}\tag{6.3.1.2}\label{I:eq:6-3-1-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000032,components/sga4half_2_en.tex,70,23,1.2.1,bare_multilevel_number,,,\begin{equation*}\tag{1.2.1}\label{II:eq:1-2-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000033,components/sga4half_2_en.tex,221,23,1.8.1,bare_multilevel_number,,,\begin{equation*}\tag{1.8.1}\label{II:eq:1-8-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000034,components/sga4half_2_en.tex,459,27,2.2),bare_multilevel_number,,,the essential results (VI 2.2) is that if $f:X\to Y$ is a separated morphism,non_goal_backlog_needs_adjudication,final,linked_internal_edge,TARGET-000473,REF-000762,non_goal_backlog_needs_adjudication,The visible locator 'VI 2.2' identifies the declared local target VI:2-2; only an invisible hyperlink wrapper was inserted.,none
CAND-000035,components/sga4half_2_en.tex,552,23,3.3.1,bare_multilevel_number,,,\begin{equation*}\tag{3.3.1}\label{II:eq:3-3-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000036,components/sga4half_2_en.tex,580,23,3.4.1,bare_multilevel_number,,,\begin{equation*}\tag{3.4.1}\label{II:eq:3-4-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000037,components/sga4half_2_en.tex,685,1,theorem i,named_number_text,,,theorem in $\dZ/\ell^n$-cohomology. Its statement presents the following,non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000038,components/sga4half_2_en.tex,761,23,4.2.1,bare_multilevel_number,,,\begin{equation*}\tag{4.2.1}\label{II:eq:4-2-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000039,components/sga4half_2_en.tex,769,23,4.2.2,bare_multilevel_number,,,\begin{equation*}\tag{4.2.2}\label{II:eq:4-2-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000040,components/sga4half_2_en.tex,784,23,4.3.1,bare_multilevel_number,,,\begin{equation*}\tag{4.3.1}\label{II:eq:4-3-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000041,components/sga4half_2_en.tex,789,23,4.3.2,bare_multilevel_number,,,\begin{equation*}\tag{4.3.2}\label{II:eq:4-3-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000042,components/sga4half_2_en.tex,831,23,4.4.1,bare_multilevel_number,,,\begin{equation*}\tag{4.4.1}\label{II:eq:4-4-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000043,components/sga4half_2_en.tex,956,8,IX.2.10,bare_multilevel_number,,,"(\cite[IX.2.10]{sga4}), a finite sum of these already maps onto $\sB$, which",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000044,components/sga4half_2_en.tex,986,23,4.9.1,bare_multilevel_number,,,\begin{equation*}\tag{4.9.1}\label{II:eq:4-9-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000045,components/sga4half_2_en.tex,1057,53,2.10,bare_multilevel_number,,,\subsection{Proof of \texorpdfstring{\ref{II:2-10}}{2.10}}\label{II:4-11},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000046,components/sga4half_2_en.tex,1069,23,4.11.1,bare_multilevel_number,,,\begin{equation*}\tag{4.11.1}\label{II:eq:4-11-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000047,components/sga4half_2_en.tex,1077,25,XI.3.3,bare_multilevel_number,,,"We may now invoke \cite[XI.3.3]{sga5} (p. 31, lines 1--2 from the end; this",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000048,components/sga4half_2_en.tex,1103,61,(4.11.1),bare_multilevel_number,,,\subsection{The arrow \texorpdfstring{\eqref{II:eq:4-11-1}}{(4.11.1)}}\label{II:4-12},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000049,components/sga4half_2_en.tex,1118,51,4.2.12,bare_multilevel_number,,,More general arrows are constructed in \cite[XVII 4.2.12]{sga4}. The method,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000050,components/sga4half_2_en.tex,1135,24,XVII.4.2.10,bare_multilevel_number,,,desired kind \cite[XVII.4.2.10]{sga4}. First replace $\sK$ by a bounded,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000051,components/sga4half_2_en.tex,1148,54,(3.2),bare_multilevel_number,,,\subsection{Proof of \texorpdfstring{(\ref{II:3-2})}{(3.2)}}\label{II:4-13},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000052,components/sga4half_2_en.tex,1167,7,XV.3.3,bare_multilevel_number,,,\cite[XV.3.3]{sga5} makes it possible to realize the morphisms $F^*$ by,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000053,components/sga4half_2_en.tex,1259,6,theorem i,named_number_text,,,"This theorem is due to Weil (\cite{we48}, n$^\circ$ 43, 66, and 68), and Weil's",non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000054,components/sga4half_2_en.tex,1362,27,5.7.1,bare_multilevel_number,,,\begin{equation*}\tag{5.7.1}\label{II:eq:5-7-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000055,components/sga4half_2_en.tex,1403,23,5.9.1,bare_multilevel_number,,,\begin{equation*}\tag{5.9.1}\label{II:eq:5-9-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000056,components/sga4half_2_en.tex,1412,23,5.9.2,bare_multilevel_number,,,\begin{equation*}\tag{5.9.2}\label{II:eq:5-9-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000057,components/sga4half_2_en.tex,1537,23,5.12.1,bare_multilevel_number,,,\begin{equation*}\tag{5.12.1}\label{II:eq:5-12-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000058,components/sga4half_3_en.tex,8,42,5.5,bare_multilevel_number,,,Essential use will be made of \cite[XVII 5.5]{sga4}.,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000059,components/sga4half_3_en.tex,29,12,5.5.1,bare_multilevel_number,,,"\cite[XVII 5.5.1 and 2]{sga4}. We recall only that for $M$ flat (in fact, only",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000060,components/sga4half_3_en.tex,48,12,5.5.7,bare_multilevel_number,,,\cite[XVII 5.5.7 to 9]{sga4}. We recall only that for $\sG$ a sheaf of flat,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000061,components/sga4half_3_en.tex,88,12,5.5.3,bare_multilevel_number,,,\cite[XVII 5.5.3]{sga4}.,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000062,components/sga4half_3_en.tex,127,49,5.5.14,bare_multilevel_number,,,"$\eL\Gamma_\text{ext}^n$, I refer to \cite[XVII 5.5.14]{sga4}.",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000063,components/sga4half_3_en.tex,170,23,1.8.1,bare_multilevel_number,,,\begin{equation*}\tag{1.8.1}\label{III:eq:1-8-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000064,components/sga4half_3_en.tex,266,23,1.12.1,bare_multilevel_number,,,\begin{equation*}\tag{1.12.1}\label{III:eq:1-12-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000065,components/sga4half_3_en.tex,349,23,2.2.1,bare_multilevel_number,,,\begin{equation*}\tag{2.2.1}\label{III:eq:2-2-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000066,components/sga4half_3_en.tex,418,34,3.1,bare_multilevel_number,,,"was proved by N. Katz \cite[XXII 3.1]{sga7}. His method, entirely different",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000067,components/sga4half_3_en.tex,446,51,5.5.21,bare_multilevel_number,,,coefficients of $T^n$ will follow from \cite[XVII 5.5.21]{sga4} and a trace,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000068,components/sga4half_3_en.tex,484,23,2.10.1,bare_multilevel_number,,,\begin{equation*}\tag{2.10.1}\label{III:eq:2-10-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000069,components/sga4half_3_en.tex,522,15,formula i,named_number_text,,,(by the trace formula in the trivial case of a finite set).,non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000070,components/sga4half_3_en.tex,531,33,5.5.12,bare_multilevel_number,,,"By \ref{III:1-8} and \cite[XVII 5.5.12]{sga4}, one has",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000071,components/sga4half_3_en.tex,545,5,theorem i,named_number_text,,,The theorem is therefore equivalent to the trace formulas,non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000072,components/sga4half_3_en.tex,549,66,formula i,named_number_text,,,"In case a), they follow from Report \ref{II:4-10}. The analogous formula in",non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000073,components/sga4half_3_en.tex,576,10,3.5,bare_multilevel_number,,,\cite[IX 3.5]{sga4} asserts that the sequence,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000074,components/sga4half_3_en.tex,612,23,3.3.1,bare_multilevel_number,,,\begin{equation*}\tag{3.3.1}\label{III:eq:3-3-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000075,components/sga4half_3_en.tex,616,23,3.3.2,bare_multilevel_number,,,\begin{equation*}\tag{3.3.2}\label{III:eq:3-3-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000076,components/sga4half_3_en.tex,713,16,lemma i,named_number_text,,,which case the lemma is evident.,non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000077,components/sga4half_3_en.tex,790,23,3.7.1,bare_multilevel_number,,,\begin{equation*}\tag{3.7.1}\label{III:eq:3-7-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000078,components/sga4half_3_en.tex,845,23,4.1.1,bare_multilevel_number,,,\begin{equation*}\tag{4.1.1}\label{III:eq:4-1-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
