rule_id,category,source_input_id,remote_path,local_path,source_sha256,line,signal_excerpt,required_application,boundary
C7FB-RULE-0020,source-use,C7FB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,204,"`language-source-bodies/romance-germanic-baselines/` with bodies, manifest, hashes, README, and logbook.",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0022,source-use,C7FB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,222,"`noether-source-control/latest-corrections-YYYYMMDD/` with real TeX/PDF/logs/source witnesses, manifest, hashes, README, and caveat.",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0023,source-use,C7FB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,240,"`source-repair-bodies/sga-deligne-latest-YYYYMMDD/` with actual bodies, manifest, hashes, README, and caveat.",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0025,source-use,C7FB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,258,"`formalization/lean-work-in-progress-YYYYMMDD/` with `.lean` bodies, build files if present, manifest, hashes, README, and logbook.",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0030,authority-boundary,C7FB-IN-002,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66,314,## Dispatcher Completion Standard,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0032,adverse-evidence,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,18,Do not use only one line of it.,check false-friend/do-not-use/adverse rows before drafts,source signal for coordination/support only
C7FB-RULE-0033,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,26,"Your pushed output must contain literal source bodies, usable source-checked translation/transcription output, concrete repair artifacts, source-witness packages, Lean/formalization bodies, or a real package containing those things with man",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0034,authority-boundary,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,28,Reading this instruction is not completion.,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0035,authority-boundary,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,30,Acknowledging this instruction is not completion.,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0036,authority-boundary,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,32,Writing a summary of this instruction is not completion.,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0037,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,63,- pointer-only source canon;,require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0038,authority-boundary,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,67,- OCR witness mislabeled as canonical source;,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0039,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,71,- no hashes;,require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0041,authority-boundary,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,87,The R9 Africa/Horn/West source-body payload commit `7b3ed05b8` contained actual useful bodies and was accepted for archive-maintenance import.,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0042,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,92,- `icml2025.bst` needed source-archive restoration to avoid hash drift.,require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0043,source-use,C7FB-IN-003,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED,94,"Future payloads must force-add ignored body files such as `.zip`, `.tar`, `.bbl`, `.pdf`, and other source/provenance bodies where required, then verify manifests against the committed tree.",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0045,authority-boundary,C7FB-IN-004,AGENTS.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\004__AGENTS.md,55751C43623AC6BBB1B94836AD2F1B90FD968C29869CECA8C64E16AF80667D24,57,Setting the goal is not the final output.,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0047,source-use,C7FB-IN-004,AGENTS.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\004__AGENTS.md,55751C43623AC6BBB1B94836AD2F1B90FD968C29869CECA8C64E16AF80667D24,77,- every PDF/source archive/ZIP/TAR/repository snapshot that is the provenance carrier;,require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0048,source-use,C7FB-IN-004,AGENTS.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\004__AGENTS.md,55751C43623AC6BBB1B94836AD2F1B90FD968C29869CECA8C64E16AF80667D24,78,"- generated language drafts and native/source-canon witness corpora, clearly separated;",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0049,source-use,C7FB-IN-004,AGENTS.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\004__AGENTS.md,55751C43623AC6BBB1B94836AD2F1B90FD968C29869CECA8C64E16AF80667D24,81,"There is no acceptable size objection. If the corpus is too large for one upload, split it into multiple ZIPs and upload all parts. Preserve directory structure. Do not replace the corpus with CSV inventories, SHA logs, source-canon ledgers",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0050,source-use,C7FB-IN-004,AGENTS.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\004__AGENTS.md,55751C43623AC6BBB1B94836AD2F1B90FD968C29869CECA8C64E16AF80667D24,83,"If a file is accessible to the other machine/session, it must be made accessible to the archive maintainer on this machine through GitHub-visible files, GitHub-visible ZIPs, or another explicitly linked transfer artifact. If a file cannot b",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0053,marker-table,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,38,- `INTERLINGUAL_CONCEPT_LEDGER_20260704.csv/json/md`,"route as interlinear scaffold support, not approved bridge surface",source signal for coordination/support only
C7FB-RULE-0054,adverse-evidence,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,42,- `DO_NOT_USE_LEDGER_20260704.md/json`,check false-friend/do-not-use/adverse rows before drafts,source signal for coordination/support only
C7FB-RULE-0055,normalization,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,43,- `NORMALIZATION_DECISION_TABLE_v1_20260704.md/json`,apply normalization/script/register rules as draft constraints,source signal for coordination/support only
C7FB-RULE-0056,normalization,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,44,- `REGISTER_DOUBLET_BRANCH_EVIDENCE_v1/v2`,apply normalization/script/register rules as draft constraints,source signal for coordination/support only
C7FB-RULE-0061,marginal-intelligibility,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,65,5. A marginal intelligibility ledger.,require marginal-intelligibility notes before draft terminology choices,source signal for coordination/support only
C7FB-RULE-0062,adverse-evidence,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,66,6. A dominance-collapse/adverse-evidence ledger.,check false-friend/do-not-use/adverse rows before drafts,source signal for coordination/support only
C7FB-RULE-0063,source-use,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,67,"7. A source-use ledger distinguishing source witness, generated draft, consistency shelf, and non-witness material.",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0066,marker-table,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,75,"- `lexemes.jsonl`: every concept/word/term row; stable ID, gloss, domain, source spine, target bridge lane.","route as interlinear scaffold support, not approved bridge surface",source signal for coordination/support only
C7FB-RULE-0070,marginal-intelligibility,C7FB-IN-005,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,79,"- `marginal_intelligibility.csv`: candidate form, dominant-baseline access, non-dominant access gain, loss/confusion cost, false-friend risk, accept/review/reject status.",require marginal-intelligibility notes before draft terminology choices,source signal for coordination/support only
