pan_turkic_row_id,current_head,source_artifact_path,source_artifact_sha256,source_row_id,source_row_sha256,language,branch,target,source_status,local_source_body,classification,branch_weight_use,countable_for_language_branch_only,adverse_or_gap,next_action,allowed_use,forbidden_use,source_use_label,boundary
TRK_RESIDUAL_002,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_RESIDUAL_SOURCE_RECOVERY_PASS_20260705T184500Z.csv,2F57260EF7D59EE804E0877F0DB0D0D16DC651D085E6EF00AC045FDBAD153804,RESID-UG-NOETH-001,95C547D8CF917C4A342A0C0F775BB4A6AEE1EE92945B129A97D3A62CA390FCA5,Uyghur,Karluk,Noetherian ring,copied-local-candidate-body,source_bodies/UG-UYGURCOM_NOETER_HALQISI_EXCERPT.txt,dictionary candidate only; not a mathematical publication/source-package witness,do not count for hard-row closure; may guide search strings,false,true,Find stronger mathematical publication/source package or explicit authority/reviewer return.,source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_RESIDUAL_003,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_RESIDUAL_SOURCE_RECOVERY_PASS_20260705T184500Z.csv,2F57260EF7D59EE804E0877F0DB0D0D16DC651D085E6EF00AC045FDBAD153804,RESID-UG-POLY-001,7A67DA679A7E046C2048CB0CF7C36F3BBBC699C14628A8FD6CB5ED3FCBC2BD95,Uyghur,Karluk,polynomial ring,copied-local-candidate-body,source_bodies/UG-UYGURCOM_KOP_EZALIQ_HALQA_EXCERPT.txt,dictionary candidate only; not a mathematical publication/source-package witness,do not count for hard-row closure; may guide search strings,false,true,Find stronger mathematical publication/source package or explicit authority/reviewer return.,source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_RESIDUAL_004,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_RESIDUAL_SOURCE_RECOVERY_PASS_20260705T184500Z.csv,2F57260EF7D59EE804E0877F0DB0D0D16DC651D085E6EF00AC045FDBAD153804,RESID-UG-NOETH-002,C787A9ACE8FE826EE83E43B481684716F6F0518FCD5F3F15B202F3628BBB6F2E,Uyghur,Karluk,Noetherian ring,copied-local-category-body,source_bodies/UG-EWLAT_4704_NOETHER_CATEGORY_EXCERPT.txt,dictionary/category candidate only,do not count; adverse guard against overpromotion,false,true,Find stronger mathematical publication/source package or explicit authority/reviewer return.,source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_RESIDUAL_005,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_RESIDUAL_SOURCE_RECOVERY_PASS_20260705T184500Z.csv,2F57260EF7D59EE804E0877F0DB0D0D16DC651D085E6EF00AC045FDBAD153804,RESID-TT-COMP-001,843DCEC957132DD9E7BA21EB53EABBC7AAB0C741CEDF28A97EBE5CFD2EBD18C4,Tatar,Kipchak,ring/polynomial components,copied-local-source-archive-body,source_bodies/TT-APERTIUM_TAT_LEXC_COMPONENT_EXCERPT.txt,auxiliary lexical component evidence only,do not compose exact phrase; do not count,false,true,Find exact mathematical phrase row in Tatar source body.,source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_RESIDUAL_006,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_RESIDUAL_SOURCE_RECOVERY_PASS_20260705T184500Z.csv,2F57260EF7D59EE804E0877F0DB0D0D16DC651D085E6EF00AC045FDBAD153804,RESID-TT-NOETH-001,4144D449E463332EBA4A1A68B87A248A3F994A6C2CA7EFB5204206AD11C22604,Tatar,Kipchak,Noetherian ring,copied-local-adverse-body,source_bodies/TT-OPENTRAN_NOETHERIAN_ADVERSE_NOTE.txt,non-witness/adverse source-channel warning,do not count,false,true,Find exact mathematical source row or reviewer return.,source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_RESIDUAL_007,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_RESIDUAL_SOURCE_RECOVERY_PASS_20260705T184500Z.csv,2F57260EF7D59EE804E0877F0DB0D0D16DC651D085E6EF00AC045FDBAD153804,RESID-CV-NOETH-001,0A8B235B04CE766DD509A106BCBE762A2D43CEDFD057E63614BED392926E4216,Chuvash,Oghur,Noetherian ring,gap,not available,open source-canon gap,do not count,false,true,Search Chuvash mathematical source bodies or reviewer return.,source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_GAP_001,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_GAP_FRONTIER_SOURCE_CANON_20260705T210239Z.csv,E28CD6D27EC135B929871620D75C94E1CEEF217745474183410B919297EBB15C,FRONT-AZ-NOETH-001,C804EE7AE644366165922C6F0105BE803C475A193C5ECEA3E8017BB8BB058DF8,Azerbaijani,Oghuz,Noetherian ring,not localized in this pass,,web-visible candidate remains uncounted,do not count,false,true,"Try alternate repository, institutional mirror, browser/manual download, or library copy; hash/excerpt before count.",source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_GAP_002,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_GAP_FRONTIER_SOURCE_CANON_20260705T210239Z.csv,E28CD6D27EC135B929871620D75C94E1CEEF217745474183410B919297EBB15C,FRONT-UG-NOETH-001,19C0236FF7AFF23B168383409BA8533AB58308482319DD13F526D21982F286F2,Uyghur,Karluk,Noetherian ring,already localized in residual package,,dictionary/category candidate only,do not count,false,true,Find mathematical publication/source package or authority/reviewer return.,source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_GAP_003,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_GAP_FRONTIER_SOURCE_CANON_20260705T210239Z.csv,E28CD6D27EC135B929871620D75C94E1CEEF217745474183410B919297EBB15C,FRONT-TT-NOETH-001,898716725559903B2B1CDB799F084339BAE485E46D508E49581B103F88AD70DE,Tatar,Kipchak,Noetherian ring,no exact mathematical source recovered,,gap,do not count,false,true,"Search Tatar math publications, source archives, or reviewer return; ignore translator traps.",source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_GAP_004,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_GAP_FRONTIER_SOURCE_CANON_20260705T210239Z.csv,E28CD6D27EC135B929871620D75C94E1CEEF217745474183410B919297EBB15C,FRONT-CV-AUX-001,7C18CE71E6F5E063C5DC9C3B025C7E949FD03685CC13EC22ADB91B9B57CCAC4D,Chuvash,Oghur,abstract algebra vocabulary,local HTML and raw wikitext acquired,,auxiliary Chuvash algebra vocabulary lead,do not count for Noetherian-ring closure,false,true,Search linked Chuvash ring/field/module/ideal pages and external Chuvash math sources next.,source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_GAP_005,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\TURKIC_GAP_FRONTIER_SOURCE_CANON_20260705T210239Z.csv,E28CD6D27EC135B929871620D75C94E1CEEF217745474183410B919297EBB15C,FRONT-CV-NOETH-001,472831825031E2D09E498FEFBAD4A260BE76550BFE3A951D60DC540AF817152D,Chuvash,Oghur,Noetherian ring,no exact Noetherian-ring source recovered,,gap remains open,do not count,false,true,Continue Chuvash/Oghur exact-row recovery; do not infer from Russian references.,source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_NONOGHUZ_001,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\NON_OGHUZ_TURKIC_SOURCE_CANON_RECOVERY_PASS_20260705T174000Z.csv,D7F36218A44AE7C0DEBBB49029A89BBBA3AE94264443DE7E2F0A9813C711CFF6,NON_OGHUZ_TURKIC_SOURCE_CANON_RECOVERY_PASS_20260705T174000Z_001,E55DFB5F66D2F7817307800F34A688E58DA7F702D0A3F88BEFCA64AD1FD309F1,Kazakh,,,,,partial-component-witness,,false,false,"Search Kazakh algebra notes and theses specifically for `Нётерлік сақина`, `Нетерлік сақина`, and Hilbert basis theorem contexts.",source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_NONOGHUZ_002,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\NON_OGHUZ_TURKIC_SOURCE_CANON_RECOVERY_PASS_20260705T174000Z.csv,D7F36218A44AE7C0DEBBB49029A89BBBA3AE94264443DE7E2F0A9813C711CFF6,NON_OGHUZ_TURKIC_SOURCE_CANON_RECOVERY_PASS_20260705T174000Z_002,617F8CC0B68CE5F31ECFE4C80C4F49F1F21468C2A2BB58B5A747BC2FADABD8CF,Uzbek,,,,,partial-related-witness,,false,false,"Search Uzbek algebra/ring theory sources for `Noeter/Nyoter halqa`, `Noetherian halqa`, `Noeter halqasi`, and Cyrillic variants.",source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
TRK_NONOGHUZ_003,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\NON_OGHUZ_TURKIC_SOURCE_CANON_RECOVERY_PASS_20260705T174000Z.csv,D7F36218A44AE7C0DEBBB49029A89BBBA3AE94264443DE7E2F0A9813C711CFF6,NON_OGHUZ_TURKIC_SOURCE_CANON_RECOVERY_PASS_20260705T174000Z_003,EEFF944D922C4765BB41DF557816808E070806591A70BF5F220DE8C0E7A642A8,Azerbaijani,,,,,partial-component-witness,,false,false,"Search Azerbaijani university algebra texts for `Noether halqası`, `Noetherian halqa`, and ideal terminology in ring theory context.",source-canon/source-use/gap/adverse/Fable support; covered exact rows only for that language/branch context,Pan-Turkic bridge; accepted terminology; native/community review claim; license clearance; gate promotion; final/translation completion,pan-turkic-normalized-source-row,"FAA2C330 Pan-Turkic source/blocker wake packet; source-canon/source-use/gap/adverse/Fable support only; covered exact rows may feed owner-lane draft/non-canonical context for that language/branch only; no Pan-Turkic bridge, accepted terminology, native review, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
