"term_id","language_lane","english_concept","draft_target_rendering","sufficiency_transition_decision","current_reader_status","source_slice_ids","german_or_control_anchor","source_context_note","term_alternatives_or_register_note","formula_neighboring_usage_note","interlinear_or_linguistic_scaffold","evidence_basis_summary","draft_confidence","mathematical_domain","native_review_status","canonical_approval_status","nonclaim_boundary","next_action"
"term-fr-0011","french","endomorphism","endomorphisme","covered_draft_allowed_with_source_context_note","translated_slice_addendum_source_bridge","R15","Homomorphismus in sich / Homomorphismen in sich","German source uses Homomorphismus-in-sich / Homomorphismen in sich; audited English control renders this as endomorphism(s). Draft only; keep German historical wording visible to reviewers.","","Near Homomorphismus-in-sich wording; keep the historical German anchor visible when using endomorphism in draft.","DE: Homomorphismus in sich / Homomorphismen in sich | EN: endomorphism | FRENCH: endomorphisme","German/source slice covered; target-language source-canon sidecars record 85 TeX/source hits across 20 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0012","french","homomorphism","homomorphisme","covered_draft_allowed","translated_slice","R08;R14","Homomorphismus","","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: Homomorphismus | EN: homomorphism | FRENCH: homomorphisme","German/source slice covered; target-language source-canon sidecars record 542 TeX/source hits across 24 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0013","french","isomorphism","isomorphisme","covered_draft_allowed","translated_slice","R08;R14","isomorph / Isomorphismus","","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: isomorph / Isomorphismus | EN: isomorphism | FRENCH: isomorphisme","German/source slice covered; target-language source-canon sidecars record 1470 TeX/source hits across 56 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0014","french","Noetherian ring","anneau noethérien","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R02;R03;R06","Endlichkeitsbedingung / finite-chain theorem","Modern Noetherian term anchored to German Endlichkeitsbedingung / finite-chain source.","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian ring | FRENCH: anneau noethérien","German/source slice covered; target-language source-canon sidecars record 24 TeX/source hits across 6 files where available.","medium_high_draft","noetherian","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0015","french","Noetherian","noethérien","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R02;R03;R06","Endlichkeitsbedingung / finite-chain theorem","Modern Noetherian adjective anchored to German Endlichkeitsbedingung / finite-chain source.","noethérienne with feminine nouns; noethériens/noethériennes in plural","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian | FRENCH: noethérien","German/source slice covered; target-language source-canon sidecars record 362 TeX/source hits across 16 files where available.","medium_high_draft","noetherian","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0016","french","irreducible","irréductible","covered_draft_allowed","translated_slice","R04;R07;R12;R13","irreduzibel","","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: irreduzibel | EN: irreducible | FRENCH: irréductible","German/source slice covered; target-language source-canon sidecars record 162 TeX/source hits across 14 files where available.","medium_high_draft","representation_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0017","french","representation","représentation","covered_draft_allowed","translated_slice","R11;R12;R13","Darstellung","","","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: Darstellung | EN: representation | FRENCH: représentation","German/source slice covered; target-language source-canon sidecars record 176 TeX/source hits across 43 files where available.","medium_high_draft","representation_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0018","french","ring","anneau","covered_draft_allowed","translated_slice","R03","Ring / Ringbereich","Ringbereich rendered contextually as anneau / domaine annulaire.","","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source.","DE: Ring / Ringbereich | EN: ring | FRENCH: anneau","German/source slice covered; target-language source-canon sidecars record 1164 TeX/source hits across 57 files where available.","medium_high_draft","ring_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0019","french","ideal","idéal","covered_draft_allowed","translated_slice","R03;R04;R05","Ideal","","idéaux plural","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source.","DE: Ideal | EN: ideal | FRENCH: idéal","German/source slice covered; target-language source-canon sidecars record 699 TeX/source hits across 36 files where available.","medium_high_draft","ring_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0020","french","maximal ideal","idéal maximal","covered_draft_allowed_with_source_context_note","translated_slice_addendum_source_bridge","R16","Primideale bridge in polynomial quotient zero-point context","German/source-fidelity witness uses distinct Primideale; audited English control renders the polynomial quotient zero-point ideals as distinct maximal ideals. Draft only; do not generalize this bridge to unrelated Primideal contexts.","","Near polynomial quotient zero-point ideals; maximal-ideal rendering is a source bridge and must not be generalized to every Primideal occurrence.","DE: Primideale bridge in polynomial quotient zero-point context | EN: maximal ideal | FRENCH: idéal maximal","German/source slice covered; target-language source-canon sidecars record 122 TeX/source hits across 18 files where available.","medium_high_draft","ring_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0021","french","prime ideal","idéal premier","covered_draft_allowed","translated_slice","R05;R07;R09","Primideal","","","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Primideal | EN: prime ideal | FRENCH: idéal premier","German/source slice covered; target-language source-canon sidecars record 127 TeX/source hits across 12 files where available.","medium_high_draft","ring_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
