evidence_id,record_revision,supersedes,evidence_type,evidence_role,safe_relative_path,page_number,coordinate_system,source_or_target_scope,bytes,sha256,tool_or_method,status,review_state,public_payload_eligible,continuation_cursor,closure_id,caveat
SGA2-V-CUM-EVID-011,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-011,rendered_source_control_page,predecessor_context_only,render_qa/source_pages/source-physical-053.png,53,one_based_physical_source_pdf_page,source_context; recomposed running page 45,305964,0BA542CFD5A45F279025E2193B51379D4FF444A999CF6D6C4C42C6976B04E689,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,"Physical pages 52-54 / running pages 44-46 are Expose IV predecessor context, not Expose V body."
SGA2-V-CUM-EVID-012,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-012,rendered_source_control_page,predecessor_context_only,render_qa/source_pages/source-physical-054.png,54,one_based_physical_source_pdf_page,source_context; recomposed running page 46,120571,D0348A3259F5B185AE0D1EC9596191EA47891EB9D5BFCF2EB0FE55A9DA5A74EF,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,"Physical pages 52-54 / running pages 44-46 are Expose IV predecessor context, not Expose V body."
SGA2-V-CUM-EVID-013,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-013,rendered_source_control_page,Expose_V_body_source_control,render_qa/source_pages/source-physical-055.png,55,one_based_physical_source_pdf_page,source_body; recomposed running page 47,176343,354D1E306D9233BB05A718E0E82ADC5A4B59F7592C49FCB5DE7124ECAC392C02,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Underlying French source rights are not granted by this working checkpoint; do not redistribute this render.
SGA2-V-CUM-EVID-014,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-014,rendered_source_control_page,Expose_V_body_source_control,render_qa/source_pages/source-physical-056.png,56,one_based_physical_source_pdf_page,source_body; recomposed running page 48,277834,3A494A5E346F6A4A36ACB990AB417C2A02F62C519A3FF418AAB4D45E28CA91AB,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Underlying French source rights are not granted by this working checkpoint; do not redistribute this render.
SGA2-V-CUM-EVID-015,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-015,rendered_source_control_page,Expose_V_body_source_control,render_qa/source_pages/source-physical-057.png,57,one_based_physical_source_pdf_page,source_body; recomposed running page 49,208666,03504EC52239346C8C18EA0F74B9D9C26E65C20CB3F0F367B16165B5B62917CC,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Underlying French source rights are not granted by this working checkpoint; do not redistribute this render.
SGA2-V-CUM-EVID-016,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-016,rendered_source_control_page,Expose_V_body_source_control,render_qa/source_pages/source-physical-058.png,58,one_based_physical_source_pdf_page,source_body; recomposed running page 50,348884,A4B2BA00785713C3A61B52F7962DE39886A8495F121678E0B146E721B18F39FE,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Underlying French source rights are not granted by this working checkpoint; do not redistribute this render.
SGA2-V-CUM-EVID-017,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-017,rendered_source_control_page,Expose_V_body_source_control,render_qa/source_pages/source-physical-059.png,59,one_based_physical_source_pdf_page,source_body; recomposed running page 51,296738,5EA04D4A25C9F469F9436987FB54D39D86934C2D4723FE77E45A1BE81163EEC8,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Underlying French source rights are not granted by this working checkpoint; do not redistribute this render.
SGA2-V-CUM-EVID-018,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-018,rendered_source_control_page,Expose_V_body_source_control,render_qa/source_pages/source-physical-060.png,60,one_based_physical_source_pdf_page,source_body; recomposed running page 52,316627,3FCDD9D7CB3D26B577F8577E05AF18A6826B22659E8F8F0867DCD9D1584AF039,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Underlying French source rights are not granted by this working checkpoint; do not redistribute this render.
SGA2-V-CUM-EVID-019,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-019,rendered_source_control_page,Expose_V_body_source_control,render_qa/source_pages/source-physical-061.png,61,one_based_physical_source_pdf_page,source_body; recomposed running page 53,346307,7A4FCAC17095DB157DB3C29118B353EC5A362536EB571E3E713132E51F4DC940,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Underlying French source rights are not granted by this working checkpoint; do not redistribute this render.
SGA2-V-CUM-EVID-020,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-020,rendered_source_control_page,Expose_V_body_source_control,render_qa/source_pages/source-physical-062.png,62,one_based_physical_source_pdf_page,source_body; recomposed running page 54,287612,EB28A426B9C16C0B6C023D752AE7F9F4D56068D454E9F91EC53CDD4257013538,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Underlying French source rights are not granted by this working checkpoint; do not redistribute this render.
SGA2-V-CUM-EVID-021,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-021,rendered_source_control_page,Expose_V_body_source_control,render_qa/source_pages/source-physical-063.png,63,one_based_physical_source_pdf_page,source_body; recomposed running page 55,54979,B09C90AAF6A8E228E59B9F6709276D563E72270E12372BF7BC97A1871133983B,Poppler pdftoppm 180 dpi; direct source-page visual inspection; independently repeated/reverified 2026-07-19,rendered_and_independently_visually_passed,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,no_local_source_control_only,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Underlying French source rights are not granted by this working checkpoint; do not redistribute this render.
SGA2-V-CUM-EVID-022,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-022,build_or_review_evidence,pdflatex_pass_1,build_evidence/BUILD_PASS1_SANITIZED.log,,artifact,cumulative assembly,11371,65870521E5B82F90E12AC6008D01D8C7527CA66935E04C8750D7613D614D2CD4,MiKTeX pdfLaTeX with halt-on-error; independently repeated/reverified 2026-07-19,present_exact_independently_reverified,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,yes_for_owner_handoff_release_decision_pending,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Sanitized build evidence; exact private roots replaced by stable placeholders.
SGA2-V-CUM-EVID-023,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-023,build_or_review_evidence,pdflatex_pass_2,build_evidence/BUILD_PASS2_SANITIZED.log,,artifact,cumulative assembly,11167,CF9F91648CF08CDCF70B960CDC1E31AC87EAD990A2694A375A91CA6BD9A35559,MiKTeX pdfLaTeX with halt-on-error; independently repeated/reverified 2026-07-19,present_exact_independently_reverified,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,yes_for_owner_handoff_release_decision_pending,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,"One benign moved-marginpar warning; no fatal, undefined, overfull, underfull, or missing-glyph diagnostics."
SGA2-V-CUM-EVID-024,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-024,build_or_review_evidence,final_latex_diagnostic_log,build_evidence/LATEX_FINAL_SANITIZED.log,,artifact,cumulative assembly,37029,0F42265DAFF71E786868C5CB12429F2A9AD9457A59A7911CD51F5C1564681AA1,MiKTeX pdfLaTeX generated log; independently repeated/reverified 2026-07-19,present_exact_independently_reverified,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,yes_for_owner_handoff_release_decision_pending,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Sanitized diagnostic evidence.
SGA2-V-CUM-EVID-025,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-025,build_or_review_evidence,pdf_information,build_evidence/PDFINFO.txt,,artifact,cumulative assembly,935,3E8FDFE85A1CD61C2C49BBC45D1CE1ABB27217208A9C63A37BE14788D859D24E,Poppler pdfinfo; independently repeated/reverified 2026-07-19,present_exact_independently_reverified,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,yes_for_owner_handoff_release_decision_pending,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,PDF has descriptive Info fields but no XMP metadata stream and is not tagged.
SGA2-V-CUM-EVID-026,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-026,build_or_review_evidence,font_embedding_report,build_evidence/PDFFONTS.txt,,artifact,cumulative assembly,3040,081840EC8A0A8D6C387DF994438A088FE9C5B674A023EB4ED6C52E5DCE76B6E9,Poppler pdffonts; independently repeated/reverified 2026-07-19,present_exact_independently_reverified,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,yes_for_owner_handoff_release_decision_pending,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,"All reported fonts are embedded, subset, and Unicode mapped."
SGA2-V-CUM-EVID-027,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-027,build_or_review_evidence,built_target_reader,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.pdf,,artifact,cumulative assembly,424765,4B24E93C39D1B712D0F5B2C66534958AFDC720796A29D6E6D1DE1C1A59083097,two-pass pdfLaTeX build; independently repeated/reverified 2026-07-19,present_exact_independently_reverified,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,yes_for_owner_handoff_release_decision_pending,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,Assembly checkpoint only; independent package audit pending.
SGA2-V-CUM-EVID-028,2,assembly_self_gate_snapshot:SGA2-V-CUM-EVID-028,build_or_review_evidence,human_visual_qa_receipt,render_qa/VISUAL_QA.md,,artifact,cumulative assembly,2018,5B51C7DEF427BE08073109A5FBEEAA94C3AE4F6A40BA31896AE7F818B6D94DE5,full-resolution visual inspection; independently repeated/reverified 2026-07-19,present_exact_independently_reverified,independent_package_audit_pass_20260719; archive_owner_release_decision_pending,yes_for_owner_handoff_release_decision_pending,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,SGA2-V-CUM-INDEPENDENT-PACKAGE-AUDIT-20260719,"Self-gate evidence, not independent package audit."
