occurrence_id,entity_id,source_span_id,occurrence_role,language_or_layer,reader_file,tex_anchor,render_page,status
ILL-OCC-239-001-03-BI,ILL-CCD:LNM239:SUB:COVER:EDITORS,ILL-SP-239-001-03,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:cover:editors:bilingual,1,verified
ILL-OCC-239-001-04-SRC,ILL-CCD:LNM239:SUB:COVER:NUMBER,ILL-SP-239-001-04,source,source_authority,SOURCE_AUTHORITY.csv,physical:p001,1,verified
ILL-OCC-239-001-04-FD,ILL-CCD:LNM239:SUB:COVER:NUMBER,ILL-SP-239-001-04,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:cover:number,1,verified
ILL-OCC-239-001-04-FC,ILL-CCD:LNM239:SUB:COVER:NUMBER,ILL-SP-239-001-04,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:cover:number,1,verified
ILL-OCC-239-001-04-EN,ILL-CCD:LNM239:SUB:COVER:NUMBER,ILL-SP-239-001-04,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:cover:number,1,verified
ILL-OCC-239-001-04-BI,ILL-CCD:LNM239:SUB:COVER:NUMBER,ILL-SP-239-001-04,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:cover:number:bilingual,1,verified
ILL-OCC-239-001-05-SRC,ILL-CCD:LNM239:SUB:COVER:AUTHOR,ILL-SP-239-001-05,source,source_authority,SOURCE_AUTHORITY.csv,physical:p001,1,verified
ILL-OCC-239-001-05-FD,ILL-CCD:LNM239:SUB:COVER:AUTHOR,ILL-SP-239-001-05,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:cover:author,1,verified
ILL-OCC-239-001-05-FC,ILL-CCD:LNM239:SUB:COVER:AUTHOR,ILL-SP-239-001-05,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:cover:author,1,verified
ILL-OCC-239-001-05-EN,ILL-CCD:LNM239:SUB:COVER:AUTHOR,ILL-SP-239-001-05,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:cover:author,1,verified
ILL-OCC-239-001-05-BI,ILL-CCD:LNM239:SUB:COVER:AUTHOR,ILL-SP-239-001-05,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:cover:author:bilingual,1,verified
ILL-OCC-239-001-06-SRC,ILL-CCD:LNM239:SUB:COVER:TITLE,ILL-SP-239-001-06,source,source_authority,SOURCE_AUTHORITY.csv,physical:p001,1,verified
ILL-OCC-239-001-06-FD,ILL-CCD:LNM239:SUB:COVER:TITLE,ILL-SP-239-001-06,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:cover:title,1,verified
ILL-OCC-239-001-06-FC,ILL-CCD:LNM239:SUB:COVER:TITLE,ILL-SP-239-001-06,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:cover:title,1,verified
ILL-OCC-239-001-06-EN,ILL-CCD:LNM239:SUB:COVER:TITLE,ILL-SP-239-001-06,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:cover:title,1,verified
ILL-OCC-239-001-06-BI,ILL-CCD:LNM239:SUB:COVER:TITLE,ILL-SP-239-001-06,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:cover:title:bilingual,1,verified
ILL-OCC-239-001-07-SRC,ILL-CCD:LNM239:DGM:p001:d01,ILL-SP-239-001-07,source,source_authority,SOURCE_AUTHORITY.csv,physical:p001,1,verified
ILL-OCC-239-001-07-FD,ILL-CCD:LNM239:DGM:p001:d01,ILL-SP-239-001-07,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:cover:emblem,1,verified
ILL-OCC-239-001-07-FC,ILL-CCD:LNM239:DGM:p001:d01,ILL-SP-239-001-07,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:cover:emblem,1,verified
ILL-OCC-239-001-07-EN,ILL-CCD:LNM239:DGM:p001:d01,ILL-SP-239-001-07,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:cover:emblem,1,verified
ILL-OCC-239-001-07-BI,ILL-CCD:LNM239:DGM:p001:d01,ILL-SP-239-001-07,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:cover:emblem:bilingual,1,verified
ILL-OCC-239-001-08-SRC,ILL-CCD:LNM239:SUB:COVER:IMPRINT,ILL-SP-239-001-08,source,source_authority,SOURCE_AUTHORITY.csv,physical:p001,1,verified
ILL-OCC-239-001-08-FD,ILL-CCD:LNM239:SUB:COVER:IMPRINT,ILL-SP-239-001-08,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:cover:imprint,1,verified
ILL-OCC-239-001-08-FC,ILL-CCD:LNM239:SUB:COVER:IMPRINT,ILL-SP-239-001-08,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:cover:imprint,1,verified
ILL-OCC-239-001-08-EN,ILL-CCD:LNM239:SUB:COVER:IMPRINT,ILL-SP-239-001-08,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:cover:imprint,1,verified
ILL-OCC-239-001-08-BI,ILL-CCD:LNM239:SUB:COVER:IMPRINT,ILL-SP-239-001-08,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:cover:imprint:bilingual,1,verified
ILL-OCC-239-002-01-SRC,ILL-CCD:LNM239:FM:IC,ILL-SP-239-002-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-01-FD,ILL-CCD:LNM239:FM:IC,ILL-SP-239-002-01,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-01-FC,ILL-CCD:LNM239:FM:IC,ILL-SP-239-002-01,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-01-EN,ILL-CCD:LNM239:FM:IC,ILL-SP-239-002-01,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-01-BI,ILL-CCD:LNM239:FM:IC,ILL-SP-239-002-01,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-02-SRC,ILL-CCD:LNM239:SUB:IC:POLICY,ILL-SP-239-002-02,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-02-FD,ILL-CCD:LNM239:SUB:IC:POLICY,ILL-SP-239-002-02,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-02-FC,ILL-CCD:LNM239:SUB:IC:POLICY,ILL-SP-239-002-02,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-02-EN,ILL-CCD:LNM239:SUB:IC:POLICY,ILL-SP-239-002-02,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-02-BI,ILL-CCD:LNM239:SUB:IC:POLICY,ILL-SP-239-002-02,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-03-SRC,ILL-CCD:LNM239:SUB:IC:POLICY:01,ILL-SP-239-002-03,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-03-FD,ILL-CCD:LNM239:SUB:IC:POLICY:01,ILL-SP-239-002-03,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-03-FC,ILL-CCD:LNM239:SUB:IC:POLICY:01,ILL-SP-239-002-03,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-03-EN,ILL-CCD:LNM239:SUB:IC:POLICY:01,ILL-SP-239-002-03,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-03-BI,ILL-CCD:LNM239:SUB:IC:POLICY:01,ILL-SP-239-002-03,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-04-SRC,ILL-CCD:LNM239:SUB:IC:POLICY:02,ILL-SP-239-002-04,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-04-FD,ILL-CCD:LNM239:SUB:IC:POLICY:02,ILL-SP-239-002-04,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-04-FC,ILL-CCD:LNM239:SUB:IC:POLICY:02,ILL-SP-239-002-04,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-04-EN,ILL-CCD:LNM239:SUB:IC:POLICY:02,ILL-SP-239-002-04,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-04-BI,ILL-CCD:LNM239:SUB:IC:POLICY:02,ILL-SP-239-002-04,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-05-SRC,ILL-CCD:LNM239:SUB:IC:POLICY:03,ILL-SP-239-002-05,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-05-FD,ILL-CCD:LNM239:SUB:IC:POLICY:03,ILL-SP-239-002-05,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-05-FC,ILL-CCD:LNM239:SUB:IC:POLICY:03,ILL-SP-239-002-05,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-05-EN,ILL-CCD:LNM239:SUB:IC:POLICY:03,ILL-SP-239-002-05,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-05-BI,ILL-CCD:LNM239:SUB:IC:POLICY:03,ILL-SP-239-002-05,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-06-SRC,ILL-CCD:LNM239:SUB:IC:POLICY:04,ILL-SP-239-002-06,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-06-FD,ILL-CCD:LNM239:SUB:IC:POLICY:04,ILL-SP-239-002-06,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-06-FC,ILL-CCD:LNM239:SUB:IC:POLICY:04,ILL-SP-239-002-06,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-06-EN,ILL-CCD:LNM239:SUB:IC:POLICY:04,ILL-SP-239-002-06,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-06-BI,ILL-CCD:LNM239:SUB:IC:POLICY:04,ILL-SP-239-002-06,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-07-SRC,ILL-CCD:LNM239:SUB:IC:POLICY:04:a,ILL-SP-239-002-07,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-07-FD,ILL-CCD:LNM239:SUB:IC:POLICY:04:a,ILL-SP-239-002-07,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-07-FC,ILL-CCD:LNM239:SUB:IC:POLICY:04:a,ILL-SP-239-002-07,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-07-EN,ILL-CCD:LNM239:SUB:IC:POLICY:04:a,ILL-SP-239-002-07,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-07-BI,ILL-CCD:LNM239:SUB:IC:POLICY:04:a,ILL-SP-239-002-07,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-08-SRC,ILL-CCD:LNM239:SUB:IC:POLICY:04:b,ILL-SP-239-002-08,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-08-FD,ILL-CCD:LNM239:SUB:IC:POLICY:04:b,ILL-SP-239-002-08,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-08-FC,ILL-CCD:LNM239:SUB:IC:POLICY:04:b,ILL-SP-239-002-08,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-08-EN,ILL-CCD:LNM239:SUB:IC:POLICY:04:b,ILL-SP-239-002-08,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-08-BI,ILL-CCD:LNM239:SUB:IC:POLICY:04:b,ILL-SP-239-002-08,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-09-SRC,ILL-CCD:LNM239:SUB:IC:OUTPRINT,ILL-SP-239-002-09,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-09-FD,ILL-CCD:LNM239:SUB:IC:OUTPRINT,ILL-SP-239-002-09,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-09-FC,ILL-CCD:LNM239:SUB:IC:OUTPRINT,ILL-SP-239-002-09,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-09-EN,ILL-CCD:LNM239:SUB:IC:OUTPRINT,ILL-SP-239-002-09,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-09-BI,ILL-CCD:LNM239:SUB:IC:OUTPRINT,ILL-SP-239-002-09,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-10-SRC,ILL-CCD:LNM239:SUB:IC:TIMELINESS,ILL-SP-239-002-10,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-10-FD,ILL-CCD:LNM239:SUB:IC:TIMELINESS,ILL-SP-239-002-10,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-10-FC,ILL-CCD:LNM239:SUB:IC:TIMELINESS,ILL-SP-239-002-10,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-10-EN,ILL-CCD:LNM239:SUB:IC:TIMELINESS,ILL-SP-239-002-10,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-10-BI,ILL-CCD:LNM239:SUB:IC:TIMELINESS,ILL-SP-239-002-10,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-11-SRC,ILL-CCD:LNM239:SUB:IC:MINPAGES,ILL-SP-239-002-11,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-11-FD,ILL-CCD:LNM239:SUB:IC:MINPAGES,ILL-SP-239-002-11,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-11-FC,ILL-CCD:LNM239:SUB:IC:MINPAGES,ILL-SP-239-002-11,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-11-EN,ILL-CCD:LNM239:SUB:IC:MINPAGES,ILL-SP-239-002-11,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-11-BI,ILL-CCD:LNM239:SUB:IC:MINPAGES,ILL-SP-239-002-11,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-12-SRC,ILL-CCD:LNM239:SUB:IC:SERVICE,ILL-SP-239-002-12,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-12-FD,ILL-CCD:LNM239:SUB:IC:SERVICE,ILL-SP-239-002-12,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-12-FC,ILL-CCD:LNM239:SUB:IC:SERVICE,ILL-SP-239-002-12,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-12-EN,ILL-CCD:LNM239:SUB:IC:SERVICE,ILL-SP-239-002-12,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-12-BI,ILL-CCD:LNM239:SUB:IC:SERVICE,ILL-SP-239-002-12,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-13-SRC,ILL-CCD:LNM239:SUB:IC:MS,ILL-SP-239-002-13,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-13-FD,ILL-CCD:LNM239:SUB:IC:MS,ILL-SP-239-002-13,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-13-FC,ILL-CCD:LNM239:SUB:IC:MS,ILL-SP-239-002-13,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-13-EN,ILL-CCD:LNM239:SUB:IC:MS,ILL-SP-239-002-13,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-13-BI,ILL-CCD:LNM239:SUB:IC:MS,ILL-SP-239-002-13,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-14-SRC,ILL-CCD:LNM239:SUB:IC:MS:PHOTO,ILL-SP-239-002-14,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-14-FD,ILL-CCD:LNM239:SUB:IC:MS:PHOTO,ILL-SP-239-002-14,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-14-FC,ILL-CCD:LNM239:SUB:IC:MS:PHOTO,ILL-SP-239-002-14,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-14-EN,ILL-CCD:LNM239:SUB:IC:MS:PHOTO,ILL-SP-239-002-14,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-14-BI,ILL-CCD:LNM239:SUB:IC:MS:PHOTO,ILL-SP-239-002-14,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-15-SRC,ILL-CCD:LNM239:SUB:IC:MS:SYMBOLS,ILL-SP-239-002-15,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-15-FD,ILL-CCD:LNM239:SUB:IC:MS:SYMBOLS,ILL-SP-239-002-15,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-15-FC,ILL-CCD:LNM239:SUB:IC:MS:SYMBOLS,ILL-SP-239-002-15,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-15-EN,ILL-CCD:LNM239:SUB:IC:MS:SYMBOLS,ILL-SP-239-002-15,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-15-BI,ILL-CCD:LNM239:SUB:IC:MS:SYMBOLS,ILL-SP-239-002-15,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-16-SRC,ILL-CCD:LNM239:SUB:IC:MS:CORRECTIONS,ILL-SP-239-002-16,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-16-FD,ILL-CCD:LNM239:SUB:IC:MS:CORRECTIONS,ILL-SP-239-002-16,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-16-FC,ILL-CCD:LNM239:SUB:IC:MS:CORRECTIONS,ILL-SP-239-002-16,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-16-EN,ILL-CCD:LNM239:SUB:IC:MS:CORRECTIONS,ILL-SP-239-002-16,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-16-BI,ILL-CCD:LNM239:SUB:IC:MS:CORRECTIONS,ILL-SP-239-002-16,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-17-SRC,ILL-CCD:LNM239:SUB:IC:MS:COPIES,ILL-SP-239-002-17,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-17-FD,ILL-CCD:LNM239:SUB:IC:MS:COPIES,ILL-SP-239-002-17,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-17-FC,ILL-CCD:LNM239:SUB:IC:MS:COPIES,ILL-SP-239-002-17,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-17-EN,ILL-CCD:LNM239:SUB:IC:MS:COPIES,ILL-SP-239-002-17,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-17-BI,ILL-CCD:LNM239:SUB:IC:MS:COPIES,ILL-SP-239-002-17,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-18-SRC,ILL-CCD:LNM239:SUB:IC:MS:DIMENSIONS,ILL-SP-239-002-18,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-18-FD,ILL-CCD:LNM239:SUB:IC:MS:DIMENSIONS,ILL-SP-239-002-18,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-18-FC,ILL-CCD:LNM239:SUB:IC:MS:DIMENSIONS,ILL-SP-239-002-18,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-18-EN,ILL-CCD:LNM239:SUB:IC:MS:DIMENSIONS,ILL-SP-239-002-18,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-18-BI,ILL-CCD:LNM239:SUB:IC:MS:DIMENSIONS,ILL-SP-239-002-18,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-19-SRC,ILL-CCD:LNM239:SUB:IC:MS:STATIONERY,ILL-SP-239-002-19,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-19-FD,ILL-CCD:LNM239:SUB:IC:MS:STATIONERY,ILL-SP-239-002-19,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
