notation_id,target_id,volume,visible_form,meaning,printed_page,pdf_page,review_status
ILL-NOT-239-0033,ILL-CCD:LNM239:CH1:S1:1:eq1,I,Simpl(C),category of simplicial objects of C,1,19,lead_reviewed
ILL-NOT-239-0034,ILL-CCD:LNM239:CH1:S1:1:p2,I,p-Simpl(C),category of p-simplicial objects of C,1,19,lead_reviewed
ILL-NOT-239-0035,ILL-CCD:LNM239:CH1:S1:1:p2,I,(Delta^p)^o,opposite of the p-fold product indexing category,1,19,lead_reviewed
ILL-NOT-239-0036,ILL-CCD:LNM239:CH1:S1:1:p2,I,Cosimpl(C),category of cosimplicial objects of C,1,19,lead_reviewed
ILL-NOT-239-0037,ILL-CCD:LNM239:CH1:S1:1:p2,I,p-Cosimpl(C),category of p-cosimplicial objects of C,1,19,lead_reviewed
ILL-NOT-239-0038,ILL-CCD:LNM239:CH1:S1:1:n1,I,Delta^p,p-fold product of Delta with itself,1,19,lead_reviewed_6000dpi
ILL-NOT-239-0039,ILL-CCD:LNM239:CH1:S1:1:p2,I,"(p,q)-Simpl(C)",category of mixed simplicial objects of C,1-2,19-20,lead_reviewed
ILL-NOT-239-0040,ILL-CCD:LNM239:CH1:S1:1:p2c1,I,"(Delta^p)^o x Delta^q",variance pattern for a mixed simplicial object,2,20,lead_reviewed
ILL-NOT-239-0041,ILL-CCD:LNM239:CH1:S1:1:p2c1,I,2-Simpl(C),category of bisimplicial objects of C,2,20,lead_reviewed
ILL-NOT-239-0042,ILL-CCD:LNM239:CH1:S1:1:p2c1,I,Delta X,diagonal simplicial or cosimplicial object associated to X,2,20,lead_reviewed_7000dpi
ILL-NOT-239-0043,ILL-CCD:LNM239:CH1:S1:1:p2c1,I,"E maps to X(E,...,E)",objectwise definition of the diagonal,2,20,lead_reviewed
ILL-NOT-239-0044,ILL-CCD:LNM239:CH1:S1:1:p3,I,"K(X,0)",constant simplicial object with value X,2,20,lead_reviewed
ILL-NOT-239-0045,ILL-CCD:LNM239:CH1:S1:1:p3,I,Delta^o -> C,variance of the constant simplicial functor,2,20,lead_reviewed
ILL-NOT-239-0046,ILL-CCD:LNM239:CH1:S1:1:eq2,I,Y_0,degree-zero object of a simplicial object Y,2,20,lead_reviewed_5000dpi
ILL-NOT-239-0047,ILL-CCD:LNM239:CH1:S1:1:eq2,I,"Hom(K(X,0),Y)",morphisms from the constant simplicial object to Y,2,20,lead_reviewed_5000dpi
ILL-NOT-239-0048,ILL-CCD:LNM239:CH1:S1:1:eq2,I,"Hom(X,Y_0)",morphisms in C from X to the degree-zero object of Y,2,20,lead_reviewed_5000dpi
ILL-NOT-239-0049,ILL-CCD:LNM239:CH1:S1:1:p3,I,"K(X,0)_0",degree-zero value of the constant simplicial object,2,20,lead_reviewed
ILL-NOT-239-0050,ILL-CCD:LNM239:CH1:S1:1:d3,I,"K(-,0)",fully faithful constant-object functor,2,20,lead_reviewed
ILL-NOT-239-0051,ILL-CCD:LNM239:CH1:S1:1:p3,I,ob C,class of objects of C,2,20,lead_reviewed
ILL-NOT-239-0052,ILL-CCD:LNM239:CH1:S1:1:p4,I,"i_0,i_1",ordered pair of arrows from the singleton ordered set to E,2,20,lead_reviewed_7000dpi
ILL-NOT-239-0053,ILL-CCD:LNM239:CH1:S1:1:p4,I,{0} => E,two arrows in Delta with common source and target,2,20,lead_reviewed_7000dpi
ILL-NOT-239-0054,ILL-CCD:LNM239:CH1:S1:1:p4,I,i_0 >= i_1,pointwise order condition on the two arrows,2,20,lead_reviewed_7000dpi
ILL-NOT-239-0055,ILL-CCD:LNM239:CH1:S1:1:p4,I,"d^0,d^1",the two coface maps from [0] to [1],2,20,lead_reviewed_7000dpi
ILL-NOT-239-0056,ILL-CCD:LNM239:CH1:S1:1:eq3,I,Hom_Simpl(C)(Z X),morphisms of simplicial objects from Z to the constant object X,2,20,lead_reviewed_5000dpi
ILL-NOT-239-0057,ILL-CCD:LNM239:CH1:S1:1:eq3,I,"Hom_C(Z_0,X)",morphisms in C from degree zero of Z to X,2,20,lead_reviewed_5000dpi
ILL-NOT-239-0058,ILL-CCD:LNM239:CH1:S1:1:eq3,I,"Hom(d_0,X)",precomposition by the zeroth face map,2,20,lead_reviewed_5000dpi
ILL-NOT-239-0059,ILL-CCD:LNM239:CH1:S1:1:eq3,I,"Hom(d_1,X)",precomposition by the first face map,2,20,lead_reviewed_5000dpi
ILL-NOT-239-0060,ILL-CCD:LNM239:CH1:S1:1:eq3,I,"Hom_C(Z_1,X)",morphisms in C from degree one of Z to X,2,20,lead_reviewed_5000dpi
ILL-NOT-239-0061,ILL-CCD:LNM239:CH1:S1:1:p5,I,f:Z -> X,augmentation morphism of simplicial objects,2,20,lead_reviewed
ILL-NOT-239-0062,ILL-CCD:LNM239:CH1:S1:1:p5,I,f_0:Z_0 -> X,degree-zero component determining an augmentation,2,20,lead_reviewed
ILL-NOT-239-0063,ILL-CCD:LNM239:CH1:S1:1:p5,I,f_0d_0=f_0d_1,equalizer condition for an augmentation,2,20,lead_reviewed
ILL-NOT-239-0064,ILL-CCD:LNM239:CH1:S1:1:p5,I,C/X,slice category of objects of C over X,2,20,lead_reviewed_open
ILL-NOT-239-0065,ILL-CCD:LNM239:CH1:S1:1:p6,I,pi_0(Z),representable coequalizer object associated with Z,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0066,ILL-CCD:LNM239:CH1:S1:1:p6,I,"(d_0,d_1): Z_1 => Z_0",pair of face maps whose coequalizer defines pi_0,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0067,ILL-CCD:LNM239:CH1:S1:1:eq4,I,"Hom_Simpl(C)(Z,X)",morphisms of simplicial objects from Z to the constant object X,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0068,ILL-CCD:LNM239:CH1:S1:1:eq4,I,"Hom_C(pi_0(Z),X)",morphisms in C from the coequalizer pi_0(Z) to X,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0069,ILL-CCD:LNM239:CH1:S1:1:p6,I,pi_0(-),left adjoint coequalizer functor when representable,3,21,lead_reviewed
ILL-NOT-239-0070,ILL-CCD:LNM239:CH1:S1:1:d4,I,"(pi_0(-), K(-,0), (-)_0)",triple of adjoint functors between C and Simpl(C),3,21,lead_reviewed_5000dpi
ILL-NOT-239-0071,ILL-CCD:LNM239:CH1:S1:1:p7,I,"u_0,u_1: X => Y",pair of morphisms joined by a homotopy,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0072,ILL-CCD:LNM239:CH1:S1:1:p7,I,"f:E -> [0,1]",arrow of Delta indexing a homotopy component,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0073,ILL-CCD:LNM239:CH1:S1:1:p7,I,u_f:X(E) -> Y(E),component morphism of a homotopy at f,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0074,ILL-CCD:LNM239:CH1:S1:1:d5,I,p:F -> E,upper arrow of the commutative indexing triangle,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0075,ILL-CCD:LNM239:CH1:S1:1:d5,I,"g:F -> [0,1]",composite indexing arrow in the commutative triangle,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0076,ILL-CCD:LNM239:CH1:S1:1:d6,I,X(p),contravariant map from X(E) to X(F),3,21,lead_reviewed_5000dpi
ILL-NOT-239-0077,ILL-CCD:LNM239:CH1:S1:1:d6,I,Y(p),contravariant map from Y(E) to Y(F),3,21,lead_reviewed_5000dpi
ILL-NOT-239-0078,ILL-CCD:LNM239:CH1:S1:1:d6,I,u_f,upper horizontal homotopy component in the naturality square,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0079,ILL-CCD:LNM239:CH1:S1:1:d6,I,u_g,lower horizontal homotopy component in the naturality square,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0080,ILL-CCD:LNM239:CH1:S1:1:p8,I,d^0 epsilon,endpoint-zero indexing arrow,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0081,ILL-CCD:LNM239:CH1:S1:1:p8,I,d^1 epsilon,endpoint-one indexing arrow,3,21,lead_reviewed_5000dpi
ILL-NOT-239-0082,ILL-CCD:LNM239:CH1:S1:1:p8,I,epsilon,projection onto the singleton {0},3,21,lead_reviewed_5000dpi
ILL-NOT-239-0083,ILL-CCD:LNM239:CH1:S1:1:p9,I,x:X' -> X,precomposing morphism printed as a morphism in C,3,21,lead_reviewed_completed_p022
ILL-NOT-239-0084,ILL-CCD:LNM239:CH1:S1:1:p9,I,u_f x(E): X'(E) -> Y(E),precomposed homotopy component,3,21,lead_reviewed_completed_p022
ILL-NOT-239-0085,ILL-CCD:LNM239:CH1:S1:1:p9c1,I,u_0x and u_1x,precomposed endpoint morphisms,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0086,ILL-CCD:LNM239:CH1:S1:1:p9c1,I,y:Y -> Y',postcomposing morphism,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0087,ILL-CCD:LNM239:CH1:S1:1:p9c1,I,yu_f:X(E) -> Y'(E),postcomposed homotopy component,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0088,ILL-CCD:LNM239:CH1:S1:1:p9c1,I,yu_0 and yu_1,postcomposed endpoint morphisms,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0089,ILL-CCD:LNM239:CH1:S1:1:p9c1,I,S:C -> C',functor applied to a homotopy,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0090,ILL-CCD:LNM239:CH1:S1:1:p9c1,I,S(u_f):S(X)(E) -> S(Y)(E),image homotopy component,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0091,ILL-CCD:LNM239:CH1:S1:1:p9c1,I,S(u_0) and S(u_1),image endpoint morphisms,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0092,ILL-CCD:LNM239:CH1:S1:1:eq5,I,Hotsimpl(C),category of simplicial objects up to homotopy,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0093,ILL-CCD:LNM239:CH1:S1:1:d7,I,Simpl(C) -> Hotsimpl(C),natural quotient functor to homotopy classes,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0094,ILL-CCD:LNM239:CH1:S1:1:p11,I,Simpl(C) -> Simpl(C'),canonical degreewise extension of S,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0095,ILL-CCD:LNM239:CH1:S1:1:p11,I,Hotsimpl(C) -> Hotsimpl(C'),induced functor on homotopy categories,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0096,ILL-CCD:LNM239:CH1:S1:1:p12,I,Cosimpl(C),category of cosimplicial objects,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0097,ILL-CCD:LNM239:CH1:S1:1:p12,I,Hotcosimpl(C),category of cosimplicial objects up to homotopy,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0098,ILL-CCD:LNM239:CH1:S1:1:p13,I,p:E -> B,base functor for relative homotopy,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0099,ILL-CCD:LNM239:CH1:S1:1:p13,I,Simp(p),directly printed name for the natural extension of p,4,22,lead_reviewed_5000dpi_source_form
ILL-NOT-239-0100,ILL-CCD:LNM239:CH1:S1:1:p13,I,"u_0,u_1:X => Y",pair of morphisms in Simpl(E),4,22,lead_reviewed_5000dpi
ILL-NOT-239-0101,ILL-CCD:LNM239:CH1:S1:1:p13,I,p(u),image homotopy under p,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0102,ILL-CCD:LNM239:CH1:S1:1:p13,I,p(u_0) and p(u_1),image endpoint morphisms,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0103,ILL-CCD:LNM239:CH1:S1:1:p14,I,f:S -> T,common image morphism for a relative homotopy,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0104,ILL-CCD:LNM239:CH1:S1:1:p14,I,p(u)_s=f_a,constant-image component condition,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0105,ILL-CCD:LNM239:CH1:S1:1:p14,I,"s:[a] -> [0,1]",indexing arrow in Delta,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0106,ILL-CCD:LNM239:CH1:S1:1:p14,I,S=T,identity-base special case,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0107,ILL-CCD:LNM239:CH1:S1:1:p14,I,f=Id_S,identity morphism special case,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0108,ILL-CCD:LNM239:CH1:S1:1:p14,I,S-homotopy and Id_S-homotopy,equivalent terminology in the identity case,4,22,lead_reviewed_5000dpi
ILL-NOT-239-0109,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,v:X' -> X,morphism precomposed with a relative homotopy,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0110,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,g:S' -> S,projection of v,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0111,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,uv,precomposed homotopy,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0112,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,u_0v and u_1v,endpoints of the precomposed homotopy,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0113,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,fg-homotopy,relative homotopy after precomposition,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0114,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,w:Y -> Y',postcomposing morphism,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0115,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,h:T -> T',projection of w,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0116,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,wu,postcomposed homotopy,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0117,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,wu_0 and wu_1,endpoints of the postcomposed homotopy,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0118,ILL-CCD:LNM239:CH1:S1:1:p14c1,I,hg-homotopy,relative homotopy after postcomposition,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0119,ILL-CCD:LNM239:CH1:S1:1:eq6,I,Hotsimpl(E)_S,category of objects over S with S-homotopy classes of S-morphisms,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0120,ILL-CCD:LNM239:CH1:S1:1:p15,I,Simpl(E)_S,fibre of simplicial objects over S,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0121,ILL-CCD:LNM239:CH1:S1:1:p15,I,Simpl(p),simplicial extension whose fibrance or cofibrance is asserted,5,23,lead_reviewed_5000dpi_source_form
ILL-NOT-239-0122,ILL-CCD:LNM239:CH1:S1:1:p16,I,X -> u_0^*(Y),first pullback-adjoint morphism,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0123,ILL-CCD:LNM239:CH1:S1:1:p16,I,X -> u_1^*(Y),second pullback-adjoint morphism,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0124,ILL-CCD:LNM239:CH1:S1:1:p16,I,u_{0*}X -> Y,first pushforward-adjoint morphism,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0125,ILL-CCD:LNM239:CH1:S1:1:p16,I,u_{1*}X -> Y,second pushforward-adjoint morphism,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0126,ILL-CCD:LNM239:CH1:S1:1:p17,I,g^*u,pullback of an S-homotopy,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0127,ILL-CCD:LNM239:CH1:S1:1:p17,I,g^*u_0 and g^*u_1,endpoints after pullback,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0128,ILL-CCD:LNM239:CH1:S1:1:p17,I,h_*u,pushforward of an S-homotopy,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0129,ILL-CCD:LNM239:CH1:S1:1:p17,I,h_*u_0 and h_*u_1,endpoints after pushforward,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0130,ILL-CCD:LNM239:CH1:S1:1:d8,I,(g^*u)_s=g^*(u_s),component identity for pullback homotopy,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0131,ILL-CCD:LNM239:CH1:S1:1:d8,I,(h_*u)_s=h_*(u_s),component identity for pushforward homotopy,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0132,ILL-CCD:LNM239:CH1:S1:1:d8,I,Fl Delta,class of arrows indexing homotopy components,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0133,ILL-CCD:LNM239:CH1:S1:1:p17,I,g^*:Simpl(E)_S -> Simpl(E)_{S'},pullback functor on simplicial fibres,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0134,ILL-CCD:LNM239:CH1:S1:1:p17,I,h_*:Simpl(E)_S -> Simpl(E)_{S''},pushforward functor on simplicial fibres,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0135,ILL-CCD:LNM239:CH1:S1:1:eq7,I,g^*:Hotsimpl(E)_S -> Hotsimpl(E)_{S'},pullback functor on homotopy fibres,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0136,ILL-CCD:LNM239:CH1:S1:1:eq7,I,h_*:Hotsimpl(E)_S -> Hotsimpl(E)_{S''},pushforward functor on homotopy fibres,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0137,ILL-CCD:LNM239:CH1:S1:1:p18,I,Hotsimpl(E_{/B}),total fibred or cofibred homotopy category,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0138,ILL-CCD:LNM239:CH1:S1:1:p19,I,p:E -> B,arbitrary base functor restored after the fibrant case,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0139,ILL-CCD:LNM239:CH1:S1:1:p19,I,q:F -> B,second functor over B,5,23,lead_reviewed_5000dpi
ILL-NOT-239-0140,ILL-CCD:LNM239:CH1:S1:1:p19,I,m:E -> F,B-functor preserving relative homotopies,5,23,lead_reviewed_5000dpi
