source_span_id,entity_id,source_id,physical_page,printed_page,bbox_or_text_anchor,sequence_start,sequence_end,visual_receipt_id,fr_diplomatic_file,fr_corrected_file,en_file,alignment_status
ILL-SP-239-002-27,ILL-CCD:LNM239:SUB:IC:CAT:V05,illusie:I:pdf,2,inside-cover,"text:M. Schaaf, The Reduction of the Product of Two Irreducible Unitary Representations of the Proper Orthochronous Quantummechanical Poincaré Group",27,27,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-28,ILL-CCD:LNM239:SUB:IC:CAT:V06,illusie:I:pdf,2,inside-cover,"text:Group Representations in Mathematics and Physics, edited by V. Bargmann",28,28,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-29,ILL-CCD:LNM239:SUB:IC:CAT:V07,illusie:I:pdf,2,inside-cover,"text:R. Balescu, J. L. Lebowitz, I. Prigogine, P. Résibois, Z. W. Salsburg, Lectures in Statistical Physics",29,29,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-30,ILL-CCD:LNM239:SUB:IC:CAT:V08,illusie:I:pdf,2,inside-cover,"text:Proceedings of the Second International Conference on Numerical Methods in Fluid Dynamics, edited by M. Holt",30,30,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-003-01,ILL-CCD:LNM239:FM:TP,illusie:I:pdf,3,I,page:whole,1,1,ILL-TX-20260804-0002,tex/volume_I/fr_diplomatic/front/002_title.tex,tex/volume_I/fr_corrected/front/002_title.tex,tex/volume_I/en/front/002_title.tex,verified
ILL-SP-239-003-02,ILL-CCD:LNM239:FM:TP:SERIES,illusie:I:pdf,3,I,text:series-and-editors,2,2,ILL-TX-20260804-0002,tex/volume_I/fr_diplomatic/front/002_title.tex,tex/volume_I/fr_corrected/front/002_title.tex,tex/volume_I/en/front/002_title.tex,verified
ILL-SP-239-003-03,ILL-CCD:LNM239:FM:TP:AUTHOR,illusie:I:pdf,3,I,text:Luc-Illusie,3,3,ILL-TX-20260804-0002,tex/volume_I/fr_diplomatic/front/002_title.tex,tex/volume_I/fr_corrected/front/002_title.tex,tex/volume_I/en/front/002_title.tex,verified
ILL-SP-239-003-04,ILL-CCD:LNM239:FM:TP:AFFIL,illusie:I:pdf,3,I,text:affiliation,4,4,ILL-TX-20260804-0002,tex/volume_I/fr_diplomatic/front/002_title.tex,tex/volume_I/fr_corrected/front/002_title.tex,tex/volume_I/en/front/002_title.tex,verified
ILL-SP-239-003-05,ILL-CCD:LNM239:FM:TP:TITLE,illusie:I:pdf,3,I,text:work-title,5,5,ILL-TX-20260804-0002,tex/volume_I/fr_diplomatic/front/002_title.tex,tex/volume_I/fr_corrected/front/002_title.tex,tex/volume_I/en/front/002_title.tex,verified
ILL-SP-239-003-06,ILL-CCD:LNM239:FM:TP:IMPRINT,illusie:I:pdf,3,I,text:publisher-imprint,6,6,ILL-TX-20260804-0002,tex/volume_I/fr_diplomatic/front/002_title.tex,tex/volume_I/fr_corrected/front/002_title.tex,tex/volume_I/en/front/002_title.tex,verified
ILL-SP-239-003-07,ILL-CCD:LNM239:FM:TP:DGM:p003:d01,illusie:I:pdf,3,I,graphic:publisher-device,7,7,ILL-TX-20260804-0002,tex/volume_I/fr_diplomatic/front/002_title.tex,tex/volume_I/fr_corrected/front/002_title.tex,tex/volume_I/en/front/002_title.tex,verified
ILL-SP-239-003-08,ILL-CCD:LNM239:FM:TP:OVR,illusie:I:pdf,3,I,"overlay:£3.19;61 0075552 9;barcode;TELEPEN",8,8,ILL-NORM-20260804-0002,,,,verified_source_only
ILL-SP-239-004-01,ILL-CCD:LNM239:FM:CP,illusie:I:pdf,4,II,page:whole,1,1,ILL-TX-20260804-0003,tex/volume_I/fr_diplomatic/front/003_copy.tex,tex/volume_I/fr_corrected/front/003_copy.tex,tex/volume_I/en/front/003_copy.tex,verified
ILL-SP-239-004-02,ILL-CCD:LNM239:FM:CP:AMS,illusie:I:pdf,4,II,text:AMS-classifications,2,2,ILL-TX-20260804-0003,tex/volume_I/fr_diplomatic/front/003_copy.tex,tex/volume_I/fr_corrected/front/003_copy.tex,tex/volume_I/en/front/003_copy.tex,verified
ILL-SP-239-004-03,ILL-CCD:LNM239:FM:CP:ISBN,illusie:I:pdf,4,II,text:ISBN-lines,3,3,ILL-TX-20260804-0003,tex/volume_I/fr_diplomatic/front/003_copy.tex,tex/volume_I/fr_corrected/front/003_copy.tex,tex/volume_I/en/front/003_copy.tex,verified
ILL-SP-239-004-04,ILL-CCD:LNM239:FM:CP:LEGAL,illusie:I:pdf,4,II,text:copyright-notice,4,4,ILL-TX-20260804-0003,tex/volume_I/fr_diplomatic/front/003_copy.tex,tex/volume_I/fr_corrected/front/003_copy.tex,tex/volume_I/en/front/003_copy.tex,verified
ILL-SP-239-004-05,ILL-CCD:LNM239:FM:CP:IMPRINT,illusie:I:pdf,4,II,text:copyright-imprint,5,5,ILL-TX-20260804-0003,tex/volume_I/fr_diplomatic/front/003_copy.tex,tex/volume_I/fr_corrected/front/003_copy.tex,tex/volume_I/en/front/003_copy.tex,verified
ILL-SP-239-004-06,ILL-CCD:LNM239:FM:CP:PRINTER,illusie:I:pdf,4,II,text:printer-line,6,6,ILL-TX-20260804-0003,tex/volume_I/fr_diplomatic/front/003_copy.tex,tex/volume_I/fr_corrected/front/003_copy.tex,tex/volume_I/en/front/003_copy.tex,verified
ILL-SP-239-004-07,ILL-CCD:LNM239:FM:CP:OVR,illusie:I:pdf,4,II,overlay:Nottingham-library-material,7,7,ILL-NORM-20260804-0003,,,,verified_source_only
ILL-SP-239-005-01,ILL-CCD:LNM239:FM:DED,illusie:I:pdf,5,III,page:whole,1,1,ILL-TX-20260804-0004,tex/volume_I/fr_diplomatic/front/004_ded.tex,tex/volume_I/fr_corrected/front/004_ded.tex,tex/volume_I/en/front/004_ded.tex,verified
ILL-SP-239-005-02,ILL-CCD:LNM239:FM:DED:TEXT,illusie:I:pdf,5,III,text:dedication,2,2,ILL-TX-20260804-0004,tex/volume_I/fr_diplomatic/front/004_ded.tex,tex/volume_I/fr_corrected/front/004_ded.tex,tex/volume_I/en/front/004_ded.tex,verified
ILL-SP-239-006-01,ILL-CCD:LNM239:FM:IV,illusie:I:pdf,6,IV,page:underlying-blank-leaf,1,1,ILL-NORM-20260804-0005,tex/volume_I/fr_diplomatic/front/005_blank.tex,tex/volume_I/fr_corrected/front/005_blank.tex,tex/volume_I/en/front/005_blank.tex,verified
ILL-SP-239-006-02,ILL-CCD:LNM239:FM:IV:IA,illusie:I:pdf,6,IV,overlay:Internet-Archive-2024,2,2,ILL-TX-20260804-0005,,,,verified_source_only
ILL-SP-239-007-01,ILL-CCD:LNM239:FM:TOC:V,illusie:I:pdf,7,V,page:whole,1,1,ILL-TX-20260804-0006,tex/volume_I/fr_diplomatic/front/006_toc.tex,tex/volume_I/fr_corrected/front/006_toc.tex,tex/volume_I/en/front/006_toc.tex,verified
ILL-SP-239-008-01,ILL-CCD:LNM239:FM:TOC:VI,illusie:I:pdf,8,VI,page:whole,1,1,ILL-TX-20260804-0006,tex/volume_I/fr_diplomatic/front/006_toc.tex,tex/volume_I/fr_corrected/front/006_toc.tex,tex/volume_I/en/front/006_toc.tex,verified
ILL-SP-239-009-01,ILL-CCD:LNM239:FM:TOC:VII,illusie:I:pdf,9,VII,page:whole,1,1,ILL-TX-20260804-0006,tex/volume_I/fr_diplomatic/front/006_toc.tex,tex/volume_I/fr_corrected/front/006_toc.tex,tex/volume_I/en/front/006_toc.tex,verified
ILL-SP-239-010-01,ILL-CCD:LNM239:FM:VIII,illusie:I:pdf,10,VIII,page:blank-with-verso-bleed-through,1,1,ILL-NORM-20260804-0007,tex/volume_I/fr_diplomatic/front/007_blank.tex,tex/volume_I/fr_corrected/front/007_blank.tex,tex/volume_I/en/front/007_blank.tex,verified
ILL-SP-239-011-01,ILL-CCD:LNM239:INTRO:p011,illusie:I:pdf,11,IX,page:whole,1,1,ILL-TX-20260804-0008,tex/volume_I/fr_diplomatic/front/008_intro.tex,tex/volume_I/fr_corrected/front/008_intro.tex,tex/volume_I/en/front/008_intro.tex,verified
ILL-SP-239-011-02,ILL-CCD:LNM239:INTRO:p011:p1,illusie:I:pdf,11,IX,text:first-paragraph,2,2,ILL-TX-20260804-0008,tex/volume_I/fr_diplomatic/front/008_intro.tex,tex/volume_I/fr_corrected/front/008_intro.tex,tex/volume_I/en/front/008_intro.tex,verified
ILL-SP-239-011-03,ILL-CCD:LNM239:INTRO:p011:p2,illusie:I:pdf,11,IX,text:chapter-overview-transition,3,3,ILL-TX-20260804-0008,tex/volume_I/fr_diplomatic/front/008_intro.tex,tex/volume_I/fr_corrected/front/008_intro.tex,tex/volume_I/en/front/008_intro.tex,verified
ILL-SP-239-011-04,ILL-CCD:LNM239:INTRO:p011:p3,illusie:I:pdf,11,IX,text:chapter-I-overview,4,4,ILL-TX-20260804-0008,tex/volume_I/fr_diplomatic/front/008_intro.tex,tex/volume_I/fr_corrected/front/008_intro.tex,tex/volume_I/en/front/008_intro.tex,verified
ILL-SP-239-011-05,ILL-CCD:LNM239:INTRO:p011:n1,illusie:I:pdf,11,IX,note:1,5,5,ILL-TX-20260804-0008,tex/volume_I/fr_diplomatic/front/008_intro.tex,tex/volume_I/fr_corrected/front/008_intro.tex,tex/volume_I/en/front/008_intro.tex,verified
ILL-SP-239-011-06,ILL-CCD:LNM239:INTRO:p011:n2,illusie:I:pdf,11,IX,note:2,6,6,ILL-TX-20260804-0008,tex/volume_I/fr_diplomatic/front/008_intro.tex,tex/volume_I/fr_corrected/front/008_intro.tex,tex/volume_I/en/front/008_intro.tex,verified
ILL-SP-239-012-01,ILL-CCD:LNM239:INTRO:p012,illusie:I:pdf,12,X,page:whole,1,1,ILL-TX-20260804-0009,tex/volume_I/fr_diplomatic/front/009_intro.tex,tex/volume_I/fr_corrected/front/009_intro.tex,tex/volume_I/en/front/009_intro.tex,verified
ILL-SP-239-012-02,ILL-CCD:LNM239:INTRO:p012:p1,illusie:I:pdf,12,X,text:chapter-II-overview,2,2,ILL-TX-20260804-0009,tex/volume_I/fr_diplomatic/front/009_intro.tex,tex/volume_I/fr_corrected/front/009_intro.tex,tex/volume_I/en/front/009_intro.tex,verified
ILL-SP-239-012-03,ILL-CCD:LNM239:INTRO:p012:d1,illusie:I:pdf,12,X,diagram:transitivity-triangle,3,3,ILL-TX-20260804-0009,tex/volume_I/fr_diplomatic/front/009_intro.tex,tex/volume_I/fr_corrected/front/009_intro.tex,tex/volume_I/en/front/009_intro.tex,verified
ILL-SP-239-012-04,ILL-CCD:LNM239:INTRO:p012:p2,illusie:I:pdf,12,X,text:chapter-III-overview,4,4,ILL-TX-20260804-0009,tex/volume_I/fr_diplomatic/front/009_intro.tex,tex/volume_I/fr_corrected/front/009_intro.tex,tex/volume_I/en/front/009_intro.tex,verified
ILL-SP-239-012-05,ILL-CCD:LNM239:INTRO:p012:p3,illusie:I:pdf,12,X,text:chapter-IV-overview-opening,5,5,ILL-TX-20260804-0009,tex/volume_I/fr_diplomatic/front/009_intro.tex,tex/volume_I/fr_corrected/front/009_intro.tex,tex/volume_I/en/front/009_intro.tex,verified_opening_completed_p013
ILL-SP-239-013-01,ILL-CCD:LNM239:INTRO:p013,illusie:I:pdf,13,XI,page:whole,1,1,ILL-TX-20260804-0010,tex/volume_I/fr_diplomatic/front/010_intro.tex,tex/volume_I/fr_corrected/front/010_intro.tex,tex/volume_I/en/front/010_intro.tex,verified
ILL-SP-239-013-02,ILL-CCD:LNM239:INTRO:p013:p1,illusie:I:pdf,13,XI,text:chapters-IV-V-overview-continuation,2,2,ILL-TX-20260804-0010,tex/volume_I/fr_diplomatic/front/010_intro.tex,tex/volume_I/fr_corrected/front/010_intro.tex,tex/volume_I/en/front/010_intro.tex,verified_closes_p012_p3
ILL-SP-239-013-03,ILL-CCD:LNM239:INTRO:p013:p2,illusie:I:pdf,13,XI,text:chapter-VI-overview,3,3,ILL-TX-20260804-0010,tex/volume_I/fr_diplomatic/front/010_intro.tex,tex/volume_I/fr_corrected/front/010_intro.tex,tex/volume_I/en/front/010_intro.tex,verified
ILL-SP-239-013-04,ILL-CCD:LNM239:INTRO:p013:p3,illusie:I:pdf,13,XI,text:chapter-VII-overview-opening,4,4,ILL-TX-20260804-0010,tex/volume_I/fr_diplomatic/front/010_intro.tex,tex/volume_I/fr_corrected/front/010_intro.tex,tex/volume_I/en/front/010_intro.tex,verified_opening_completed_p014
ILL-SP-239-013-05,ILL-CCD:LNM239:INTRO:p013:ns,illusie:I:pdf,13,XI,note:*,5,5,ILL-TX-20260804-0010,tex/volume_I/fr_diplomatic/front/010_intro.tex,tex/volume_I/fr_corrected/front/010_intro.tex,tex/volume_I/en/front/010_intro.tex,verified
ILL-SP-239-013-06,ILL-CCD:LNM239:INTRO:p013:n3,illusie:I:pdf,13,XI,note:3,6,6,ILL-TX-20260804-0010,tex/volume_I/fr_diplomatic/front/010_intro.tex,tex/volume_I/fr_corrected/front/010_intro.tex,tex/volume_I/en/front/010_intro.tex,verified
ILL-SP-239-013-07,ILL-CCD:LNM239:INTRO:p013:n4,illusie:I:pdf,13,XI,note:4,7,7,ILL-TX-20260804-0010,tex/volume_I/fr_diplomatic/front/010_intro.tex,tex/volume_I/fr_corrected/front/010_intro.tex,tex/volume_I/en/front/010_intro.tex,verified
ILL-SP-239-013-08,ILL-CCD:LNM239:INTRO:p013:n5,illusie:I:pdf,13,XI,note:5,8,8,ILL-TX-20260804-0010,tex/volume_I/fr_diplomatic/front/010_intro.tex,tex/volume_I/fr_corrected/front/010_intro.tex,tex/volume_I/en/front/010_intro.tex,verified
ILL-SP-239-014-01,ILL-CCD:LNM239:INTRO:p014,illusie:I:pdf,14,XII,page:whole,1,1,ILL-TX-20260804-0011,tex/volume_I/fr_diplomatic/front/011_intro.tex,tex/volume_I/fr_corrected/front/011_intro.tex,tex/volume_I/en/front/011_intro.tex,verified
ILL-SP-239-014-02,ILL-CCD:LNM239:INTRO:p014:p1,illusie:I:pdf,14,XII,text:chapter-VII-overview-continuation,2,2,ILL-TX-20260804-0011,tex/volume_I/fr_diplomatic/front/011_intro.tex,tex/volume_I/fr_corrected/front/011_intro.tex,tex/volume_I/en/front/011_intro.tex,verified_closes_p013_p3
