"path","extension","bytes","sha256","classification"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_Redo_Post44_Part01_14_Cumulative_20260702T175659Z.zip",".zip","11169032","B70E9AFDDB7A8F1E3C3562A92768849F3F9E1CBDA1DD6D8331C12B3F8CFB9324","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_Redo_Post44_Part01_15_Cumulative_20260702T181055Z.zip",".zip","11342393","6EFF72625B930CCC0671272224E7EE8839C6F5B079550E64CA31BBC8E5240DD3","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_LanguagePlanning_SourceEvidence_Checkpoint_20260702T020954Z.zip",".zip","1625291981","","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_LastDay_Full_Recovery_Redo_Checkpoint_20260702T184347Z.zip",".zip","15899318","D431B72E8DB052BB7A7007B239FD39428BCCF5FB3CF1DF0F3640764278B8F089","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_LastDay_Redo_AllCurrent_Handoff_20260703T093852Z.zip",".zip","141918626","","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_LastDay_Redo_CurrentWork_Checkpoint_20260702T161317Z.zip",".zip","12622220","E9DA067EFA7A00181E820743ABCE48393261D8D279C0D1865DB67F2772B568C4","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_Multilingual_CurrentReleaseIndex_20260703T114834Z.zip",".zip","380508","99DA4FB5F32D62C185CE107826A10E42A3B8858D1492318DF66F4610FA23A6A0","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_Multilingual_CurrentReleaseIndexRefresh_20260703T124344Z.zip",".zip","426770","EE8623A9FE74F3F795E7FA37FED5F23E3FE9D6C7BAFF261B11F69E1A994E782A","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_Persianate_Dari_Tajik_InvariantAlgebra_Refresh_20260702T212500Z.zip",".zip","10753562","68BBE8DA3B9671BDB3F258600096E883C99F5000A55415518052ED529E42F758","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_Slavic_Maintenance_Publication_Handoff_20260703T110903Z.zip",".zip","381422","F0E86E0342804469AB03AC596C7604D08C6EDA89DA34C5B6E6E1E45BCAC47C07","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_Slavic_Post44_Papers01_45PlusBibliography_Update_20260628T203324Z.zip",".zip","771690649","","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_Spanish_AlgebraNoether_RegisterRefresh_20260703T103604Z.zip",".zip","935551","7997C045CF3AAF623632AD53CE46D6D82405D2AA60FEDE815141A695CA187284","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_Spanish_Covariant_SourceEvidence_StrictRefresh_20260702T182059Z.zip",".zip","3009116","824AEE609D137E64683D7300FB2C6587026BC1908D398244083DEFC9CCDBD1B6","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_Spanish_CovariantBinaryForms_RegisterGapRefresh_20260703T120500Z.zip",".zip","2461607","51CC6A1345CF0B483F2B39C920E6B3999876652DFCE8B8BA750B6184E9D63998","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_All13_Eigen_Source_First_Review_Packet_20260630T180816Z\sources\ug\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_All13_Eigen_Source_First_Review_Packet_20260630T181156Z\sources\ky\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_All13_Eigen_Source_First_Review_Packet_20260630T181156Z\sources\ug\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_All13_Eigen_Source_First_Review_Packet_20260630T181859Z\sources\ky\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_All13_Eigen_Source_First_Review_Packet_20260630T181859Z\sources\ug\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_All13_Eigen_Source_First_Review_Packet_20260630T182230Z\sources\ky\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_All13_Eigen_Source_First_Review_Packet_20260630T182230Z\sources\ug\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\sources\ky\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\sources\ug\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T184902Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T184902Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T185444Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T185444Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T190243Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T190243Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T213716Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T213716Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T214126Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T214126Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T214531Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T214531Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T214938Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T214938Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T215314Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T215314Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T215714Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex",".tex","1761","37A4B7B3C35674ADA7CB809653F1A53A5FB3EDE3675569307DBA47DD14EDDEBC","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Full_Region_Eigen_Source_First_Review_Bundle_20260630T215714Z\inputs\R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z\uyghur_eigen_definition_review_only.tex",".tex","1184","4481F9DB149E2F438160F8371ADBABA6D62C63F492E58468209A86868A76732D","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z.zip",".zip","361953","D26E03BEB53823000A08F2BA32A74AE2D3AB692E12EEF085003833545BBDCB10","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z\sources\tajik_cyrillic\paper01_form_sequence_reducer_tajik_review_v001.tex",".tex","2901","BA770A0ED7FE45BFAE0D935072643E458FC0707A29A5B24805C576B923E5A889","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\review_bundles\R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z\sources\urdu_hindustani\paper01_form_sequence_reducer_urdu_review_v001.tex",".tex","2679","F0B920A0F1409FDA21ED26CF5BB5CAE26CE5D4A17B45717076D171387C019F68","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T123013Z_cjk_invariant_representation_codepoint_redo\accepted_raw_tex\zh_noether_ring__yanghw8__sysuthesis-unofficial__contents__chapter2.tex.tex",".tex","18613","03E41E44AB504BC39C7D0243CEB2F883F2FBF0DB7CAAB0F49F923D4AB9A32546","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper20\Noether_Paper20_English_FINAL_AUDITED_control_slice.tex",".tex","20337","AD2197BD392E947FF33A6E71009EA93CE0797730BC3A59E9275AF7716CA16912","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper20\Noether_Paper20_German_FINAL_AUDITED_slice.tex",".tex","21143","7C65D1DD57456036B4A05BAAB6A16B260F6A3366AE103CE1C5D51414AA7B53F4","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper21\Noether_Paper21_English_FINAL_AUDITED_control_slice.tex",".tex","9836","D13FDA80718FC2654C3F9155927EFB0A6799B2F8A8A017B3424179784498A5A9","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper21\Noether_Paper21_German_FINAL_AUDITED_slice.tex",".tex","10078","DEEA3FB9D24DA4357C187FF7B01E890AECDA165F457F41ABAE4A66BECA93B28D","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper22\Noether_Paper22_English_FINAL_AUDITED_control_slice.tex",".tex","78459","1B012D89E53B9480EF926322EE6AA6A97D5E8121DEAB1578424BDCCE41274F9E","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper22\Noether_Paper22_German_FINAL_AUDITED_slice.tex",".tex","79955","42FF5D9B74629F273551514D7776A409993A41423B6FDCA85B9FACE52AB74982","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper23\Noether_Paper23_English_FINAL_AUDITED_control_slice.tex",".tex","21432","7CE710E2847051909D9487866E224EC9413949214BA1D1F2C2E7811660290949","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper23\Noether_Paper23_German_FINAL_AUDITED_slice.tex",".tex","22590","AC147BE25F2F495406D84A1BE69FF5B8CE5FB1EF18ECEDFF20D9E0C8F1190C0C","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper24\Noether_Paper24_English_FINAL_AUDITED_control_slice.tex",".tex","96008","F663AEC985CA660EDA2C5FF564D74FFCB2CD19462EABAD4ABDC4311B029AEFCA","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper24\Noether_Paper24_German_FINAL_AUDITED_slice.tex",".tex","98390","76DA70E78B4B33389E78B5FBB3E5FC2004ACDC468663F36CFF0D9879AC093D4E","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper25\Noether_Paper25_English_FINAL_AUDITED_control_slice.tex",".tex","12667","8385EA90C602D105C919E6B91CE3967D99472FBC32AF17049326E161DD44A4B1","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper25\Noether_Paper25_German_FINAL_AUDITED_slice.tex",".tex","13114","B1680BD3D0FE3D436B2B3847B50EC31D7A14FA9B97EB9E9C305292A30FA0576E","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\paper26\Noether_Paper26_English_FINAL_AUDITED_control_slice.tex",".tex","1016","CCEB8F579A72C850229F945B52303A7B0842F4114802F4683233A42B7D92A0CC","non_r2_or_non_target_language_noether_package"
