"package_id","language","bcp47","body_id","source_use_label","source_type","topic_tags","source_url","access_signal","license_or_access_signal","original_local_path","package_relative_path","sha256","bytes","hard_row_relevance","gap_or_blocker_note","included_in_package","non_claim_boundary"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-002","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_egitmen_log.txt","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen_log.txt","9fb5367fefd832451d714df1b96ad7321fd2c200a3063da67f8ae23d4bd87c20","199396","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-003","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_egitmen.txt","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen.txt","d1e02ea8e09a27b44ae7a5c266c101e3118824acc4841b2fb01fab5bc73da338","117174","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-004","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_egitmen2.txt","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen2.txt","b0da62ff5f2f07f6bf23532f98e38c4626e27ea65118245b304617c5da5a69de","201962","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-005","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_log.txt","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log.txt","31010f2823f4319626b36c353fca961b4bb485b8421190fceab9a67fb9ae4f00","164479","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-006","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_log2.txt","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log2.txt","838d2ae6bc621fbcd960b893c696d634cbb042eb3c15c921e59e92051d284c35","93891","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-007","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_log3.txt","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log3.txt","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877","90441","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-008","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_log4.txt","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log4.txt","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877","90441","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-009","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekA_olcum_teorisi.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekA_olcum_teorisi.tex","af4dbb9ef3fded9598651972f053ee80df7779bc5f60d5c0a20ceab5d54d538d","14651","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-010","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekB_olasilik_dagilim_tablosu.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekB_olasilik_dagilim_tablosu.tex","16049fa718083f6e1a56d3bd361dc24088c6716201a737697bc3e4f6109c6d91","15372","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-011","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekC_istatistik_tabloları.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekC_istatistik_tabloları.tex","4c67c30109a55e023fa9f3e2b2267eef39694c6ad1eb6fb4e94e7a12f75ef424","20484","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-012","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekD_terminoloji_sozlugu.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekD_terminoloji_sozlugu.tex","1cfd72eb69d7b93b066d5975cf9e01a257c313c96b05181a09654a766e19b076","15089","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-013","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekE_ispat_teknikleri.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekE_ispat_teknikleri.tex","a5d6ef242436b092434e180909009f25474f2adba3c1917e2a115a690717f581","15718","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-014","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekF_kaynaklar.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekF_kaynaklar.tex","2f079b74acb4ff5af02ece3e8465a3b2c069b86b3c697ab6b86ba16e25fd0417","8793","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-015","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekG_kapsamli_ornekler.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekG_kapsamli_ornekler.tex","488862e4bb088341d35aa179e173ce31e51b1ee528889fe719176b5d49a32c97","38523","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-016","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\maarif.sty","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/maarif.sty","35f90c20e9a529d46e410974f782d62a8f143e816921f5520bf308e1356cb46c","19237","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-017","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\main-egitmen.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/main-egitmen.tex","dcee453f6274b4ce4082bd5252ffe53d60696cf91b23ad1b37a256b36d4e9ab2","3365","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-018","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\main-ogrenci.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/main-ogrenci.tex","f0c2b4a005543a9b916c30d225165a0d2a88fae29d31682e3a6f9b1fa561b3f4","3147","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-019","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\olasilik.sty","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/olasilik.sty","50aac400403d0760741630d2bf07c29a29d007c4f66bddf655e22d86a214b8c6","7299","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkish","tr","TR-TEX-001-file-020","native-source-body","tex-source-tree-file","Turkish; TeX source tree; probability; statistics; mathematical prose","https://github.com/kadirhanpolat/probability-statistics.git","local extracted source tree from source archive","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tr\tex-source\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum00_onbilgiler.tex","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum00_onbilgiler.tex","9f81fc4dfc2da0604a5ce22d4507cf3c913e27ce2bd3150c1f4e4bb6f90d43f2","64413","Turkish TeX/source-body baseline; adjacent math source, not Noetherian-ring closure","Source tree file included; no accepted terminology or license-clearance claim","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
