layer	authority_pdf_page	normalized_text_sha256
source_language	100	EB2F2F77FA636D8C3B7C5458CEBF2B82754F15CA36D06BBB3C894CB04D7E7A14
source_language	101	90869F3298F811F0CE2D4AB903008BEFBC81AB35E600619B4928D3B3E0E445D8
source_language	102	991E66D220EB571C528FC1F65678B04FC8E6C882BB3DBF80AB9680C81240AF17
source_language	103	D2F16630B2A8DEED0F028A8E2B93AB16534304F843CBC91A6201C5CC53991C75
source_language	104	BE6A4D8BEF2054C18488925E25B666A9FC8A765FF98AD68042164A928E004A08
source_language	105	731F155D644B2F53A6B6CC870C0B0A2BF6043CCF15CBC7AAF257A2EAFD855BD3
source_language	106	D4B4A65B2F6519616B15D0B9A6151A068D2DD6329D5E7A1E8E374265F7DC0022
source_language	107	3742F5984E682182B53A3EA9CE09415724ED1EB917B9A0C35FB979DE7A00888A
source_language	108	E087242A2252872907CB193DF21E11040253EC73082449CDD4FD62DDCD8158FA
source_language	109	74131A080F9BF3A08A3E32B2B8A66E3AB443A7C6578ABB58D86CA6900733DBF0
source_language	110	78B75A5040634CF980A784FC8A0CD4FAAAE2D16B718405C3C1B320120A6DAB6C
source_language	111	05B34AD2BCE74765C3438B03D7E66A0B026517271F01449A9783D589C9BD5A95
source_language	112	3C3540634A847EAB0C97CCBD5C58C04997440504E4B6C73DDC2112E5D4732D2A
source_language	113	529E1ED1F7F4C96507CB195D3523F3DF582D831847FE4B0439F14E73ACFD7CF7
source_language	114	20D4CC362308B66AC8BBB32E58716A458E5DBF04B93B0E07DE62217777B16335
source_language	115	AEB7E9661DFB4D88EC5F116EBB220B877E8A1E7BEB6747AB156A2FDF29682452
source_language	116	3DEDC75F1F85D359212C9BCBC7BF6A45F035C682427BE770520B51812CA74766
source_language	117	A301F6607F47538B52567CBAD27448CBE6C80CC800D4C1404F23E3E75F87B0D4
source_language	118	389C64B2A51EECB3A25C1C76A9E9FBAEDE6DF2ED1608B3E54E0C75ADF57A0F9F
source_language	119	DCB0D7B196159BCB9FE858A48091CB85CACBC866CF2D763DCD9C85CCAB810F36
source_language	120	415DDD10970A929BFB3E0D458CC65F5FDB8269042A1B7FF733BCE180342890C3
source_language	121	5343783C60C8C5F1552112E97672E00B84C49259003FED87C583EA162796844F
source_language	122	60CF948A854DD16A826F716BD2DEC209ED17A578C2E1991750277669A9A54E82
source_language	123	910867D1E42A741DF27DE48C289C2BD0419B870A94F04202BED2F35F3C87AAB7
source_language	124	674FF3D2CBBF5D4AFD246D298E8E3526CF015EE1360AC20DF837686FF1AA61C1
source_language	125	30309DCD2505555BB74720AC8825FD33F548418702EFCDD229C2696583BCA440
source_language	126	1F482D65D1B4AD5F45B19E380387F61309E698056E3A5A87883681F23B9D903A
source_language	127	373C2DF9B8FE27151169E10E2A2F1E8CAA0B84EEEB2F53F40A2961C72AAA9CAA
source_language	128	683CE51A34DA06A93044883477063394AA81AA0EA68A281C03ECC38AC93D887A
source_language	129	6597D27CA142088BFC24D7FA7E992B13B44245914E91CB894A97614B8044CFDE
source_language	130	526C2EDE4E5DB8374F4E8E55C894D9171BC46B4510BCE794D27048A10EF0CFE2
source_language	131	05733AEC0EDADB43640E86381823E5258C7C767D593CCC9C4CE3ACE99DF3225C
source_language	132	CB5087554EE6A138C680FA880D9FB3A46AF813F3A89FA45DB8688FDBA1BA0C49
source_language	133	49DCFC3D0C66FB8BF8AD53EE9FEF7B49B8C03F2507CF57DD23E5576CEC863AF0
source_language	134	C4C07C7E04A5C8DE833C2FEF1F59F1F912652A632CA0A265CCD66CC532232613
source_language	135	44FFD4FAC7E446DD745E8414E392B36AA8185EA516FB392A8C55E39F0D8E8F33
source_language	136	6E2C79204EDA94D3991193972ED95D9360A4772CCDC33B348731CD093BB495FE
source_language	137	6E721905856E3FC93529ABA31A998DF38CCA6EF2F63D79E84A16F07BCD8552E1
source_language	138	0E19FA24EEC72F7760D510FC79C53B55D6F21E10A95611A125FEF96522FB0CCE
source_language	139	D3BF3C9FF9CF792882D0D0163A0EBB208751A485D0C94A027AEF97898880DA76
source_language	140	FB4689A94194208805C754C82ED92AD7F479680E5C261B859626DFAE3B06491E
source_language	141	BD8A4C7A33377B78A92514C7F7D15B3515F6E03B8F7C80A33757639D8E599664
source_language	142	420CF6E2BF54989B01795D8DF664AEFB48838B591661F5BD430583D832A61A47
source_language	143	5D3F32D93822A8BE984EDA859D1DEB6004075CB74B810310E24DC2C6B78A1B5B
source_language	144	0C548528221E5AE7951E5ACABBDFF00DA63ADF93A831CADE665E1581529CF513
source_language	145	241A37F2E4FA13A0EDAA0CBCCC5071C54BD85981FA6C71E814619AE25E93D656
source_language	146	B0C9E05DB110EB33492A696D0AE405190D76D8C31F070159026070A9ACC62100
source_language	147	77A8577CD71D45F386059870FB397561D89EC1F921E21D5354125156D2F3F8E8
source_language	148	E9766E3A3D7776499D613533C39FB773E2CA1B8D24B860C3D3599E79989920F0
source_language	149	0A18493D7A17313990B0405F1677C9193F62D63672D182CBC5747F2E53A28553
source_language	150	EB72972F928AE1618566AED43F1FA2FC44DB2AF542660E1559F826083AFB229C
source_language	151	83C880AFA0EA7E9945C5AAD2BC21FE94EA014F7CEE28F06343EBCBA70DB7077E
source_language	152	2CD37E83A0AA15A1A3B7A43CB40129FADE18337ECC01BE15AFDC9268A1012322
source_language	153	E97490C7396171B72320E1B12E37A540E4E1710243568F5267CD7DAAFE5F5314
source_language	154	C4D2678D9F65189461633232E850F11F8F744DE7CD9B05F352A40EF3F232A4F9
source_language	155	3E0DFDC6874E8948F33DD599B68960DD534D7D90E6A259FF8EF14B2078507E7F
source_language	156	1FAE990BAA2B69DD34AC59F8C0FCCC5CC20690213ACD1FC14EA6DAB5D4167A78
source_language	157	A531F50E81151A6AFD4A79E633DE1C1A190012E661EB41AC7A7D2C7CEFCF7566
source_language	158	65B8C9FD8A30BED865461E643E8BCFD0635D4FEBAE368BCEEC3817011DB36F8D
source_language	159	67E009F478B555399F70895CA993F1AC28D725D370568BD5AF41ECB5910EB6FE
source_language	160	AA6BAF8C2409C6428A2A88E46F0B0003D40B7CBEEFC934A72BA69F18892C93CC
source_language	161	A0E00E756E4D5EEFA7FBFF80C8F35D8F891B5C501799761A20C1CDC462855104
source_language	162	BDB932CECCD8448F1E72347C1FF57DFB64167B6C18C6C853E5F9832BA19D3BA1
source_language	163	298118FC51558DAB9CB0762896449734EFF8C23BEEAEF3781D2F7D398F686043
source_language	164	2849F07617D6873A86132A53CB8AF856260434F6170D178D1D9181CE379697A5
source_language	165	DCE84440737700E6CBE137A7605C5CF3C0D584E581BAB91B9CEC3A0140877A7D
source_language	166	AB74B84C5CF389600D0C85402738842545057D7713BE7190EA8E9E03DAD519EF
source_language	167	5E629D58A205D5DF992A5686657714A48AF8E0544C6DC78094D158B758D46527
source_language	168	C70313B3936240580494BCB27417F89A5E6C24FDE3E127E00CB5D071229F2973
source_language	169	195A0D8CE0AB36F130CD9ED70D7F75648AFADA9449537BC3BEF385A76DCA6D35
source_language	170	FD5A5F3C45687C325743A7F632D21168CC8CA934983F503E878C23482BF14432
source_language	171	0EFD39861BF119EC08CC1495CD0A218ED7376BA3F99F89AFC7BE28EB69AE2D13
source_language	172	987633E071DE86BAB5F2B51931D3E88D33048E73B53CE6229D7F9CBAFC45241A
source_language	173	0D39F5E9C6A292028A57B27983A9176BA9EAB3F098EACDFFEB6931103A34DAF4
source_language	174	8ADCB6B45058877A31A41738602CED3888261B8E961B0F51A0FD7E111AA1418E
english_standalone	1	82DC25305BB86DCAF8B9308A8E1846A80B838C2E38AC18FCA8B04581F5A5AFB8
english_standalone	2	626782CD8E3CFAB0873610103B0696351A3228129437459F475E03A572094F72
english_standalone	3	40E5E9A88EBD774860274BEEAB704C04D8EDAA23D75E884AB5566AB3C6B47491
english_standalone	4	6CC36A199F6E727E24FA93412CA792A0DC9E0F8BF62B78FA37B03F0A55C9EE2C
english_standalone	5	AADD5FE5F3E05DEA728B2A6E404BA60F1198BD618360E1F256F1BA0916C4F5CA
english_standalone	6	36822D2DD847E708154D6C8E66BF331E4D75AD7116C71CA3E82BFC09BE402F18
english_standalone	7	62D398EF1CFBB4FDDABF150B00E9DE502E1E6ECD93BC3E9284CD817B383B2699
english_standalone	8	16C2E6E4DD0F288FE8EE2A7B3CB0E0B11E1BEF72B13FA0578B38465A81CA6E52
english_standalone	9	FED16FED47903F728157DD0CB9E7F74C639E211F7FB964E971A43628D1E0FE2C
english_standalone	10	C52B72E9F74309ECC707001DEC4BC13E727A345C9E40FE743185213B22AA8CF5
english_standalone	11	CD8A112AEA1E452E1510663EA03FFB3B48A943A923F3B9FAC640E84C2AA73E67
english_standalone	12	A1904053343CE28A5174B53223684B0FC191FDC493BB4410542E0015386858A7
english_standalone	13	C5004C67BDE064FED73DF9E86D4F772A8E738FC8296A7CE3C805ED65307E4D5F
english_standalone	14	D3F419571E055C3E89B9AA9DD880DAA22C667AEC5F49D76D6657133BCC586A6C
english_standalone	15	549F9977377666EE81756B05AC8497AADCF5B422ADDC13B4B6D3AA05DBF9FA93
english_standalone	16	60AE70BDEBA35E5CAF743B067869967AEDB5D10D261CF59BE05565FF512D3B5C
english_standalone	17	7DC9EC8E6B14429DC2CE39E84EF514DC3AF3C5A89C02DB752E105AF62CA5324A
english_standalone	18	53F51F170014B1748056A8085E916106F70948671B3216DF074265FE1CC1D80F
english_standalone	19	C61437CA2463599E551F824A65170D5EA73783C0C7A6DA481C227F721B4AB610
english_standalone	20	B2DB46B78C6E0FFA234349D15DD8E2A4A6C2789F7A06470A66D5DFAF0B5BDEBA
english_standalone	21	A9355E4FDDB2CCDF0660C14AE935A545031E5D2B3D82E6D273AE1A54F60ED522
english_standalone	22	C581A3671797C2466B668101C5CB88AA9AD9E83C170D8EF63624DDFFDE93F700
english_standalone	23	AE8907CF7C12A73968D4AF81B9AAEFF0580C8E816462439BF388E10E4B7359AA
english_standalone	24	2EDF51D3896886D37F450E2832A65388AC96884B9AA813014572F320B54F096E
english_standalone	25	87735C2A4B11097305741EAF6C1F22DD243C78BC8E5C1D2E006494A528769DE8
english_standalone	26	277CD8AD918DA00160BE5AC6402E840A098F568AA65D1BE7F29BCFBA6F4A1471
english_standalone	27	019EAFC9FAEFD2013F95AFC73FC272E75FC1A85AC5BD02202D5780445C49B140
english_standalone	28	AA760447E546C4452FFC5C5EC4E347A58896EF1B0ACAD0F3403C92890AB66838
english_standalone	29	2BA70F370DEDC97F5A37F79AEC2D0656B4A1558B1A868ECC72EA1F1B74F10D69
english_standalone	30	0B70E9B939ABF934C3DA21F10B3AB3B8B4174538FA0BA04F777DEA6ED269F51E
english_standalone	31	B17BDD35F4990F91DBCF86420090D3BD379839726A3A8AB2D2A750AAF32B6085
english_standalone	32	7109F5DF50E5384ADBF72E731518BD5DAF586471301E48B8AA8D2FDAAB50420A
english_standalone	33	EA4A7AE08EF6573193A756AB469E5B5DFEC3B19A69027E0EF06028B23422EB06
english_standalone	34	44ACECA4687F99370205D61FBCF01B2141504EECECEFAE329A31F10B44589A83
english_standalone	35	236267C5B4A42328CA036481D9127320908744B6F2DBABDAF853037CCA903040
english_standalone	36	B3E27C8611D44765DDFC1C9F2356E1995363633196A41DBF3EF2165075E85DF2
english_standalone	37	483095C07D5697F8D5656941F33E9FCF859A067A729179CB0094E32DC2532781
english_standalone	38	D043357D65F45FBCE332FFA90132CD5DFF7866E9C64A29B6F68BB6936E44E7B4
english_standalone	39	6E8B6E74D478E313665D79CD6EFC19D0D0280CD4972804C68616583C0DAAD2AA
english_standalone	40	54DAD41BC2E4F17114EDBAF93BF6C2DB09535F6F282CFC30D12D950496B45639
english_standalone	41	5ADF09BC3F5301BE1516B181464E68C03CE592F096F6C3A64CDBDBD8375AD923
english_standalone	42	6944727506810E76C521C8A95C5C8B0FE9128FFE473918B772A2201494DF012E
english_standalone	43	AC7D23B9A5CD7724AEC3737C01272E5BC473AB51CBA5C392C3292969E3DFC89F
english_standalone	44	9E3A814C5715A0E9FE2717B939764ABA8D21692167B92568F8DB74450F4CE020
english_standalone	45	2CE59DBD85A99D8DA96F145881886C889E3A6F43793A56CDFA77A89D884F52FA
english_standalone	46	9959B5AF8FDBFDF344F5D81D50B027E35F30368D510F08D1F5F8CC972B776EB1
english_standalone	47	EB774EBF8559E87D935DFECB25A16CFB14979A7402AF69B77AA430B7665FA9C6
english_standalone	48	926AC36B593DA126B47917B59E0BFCDCA17B4898941888400FAC3361378EA419
english_standalone	49	32EC7D3D9FFF616416987AE5CB41E7CBD9C7EFBEFF9CCE11267E1281A95BC157
english_standalone	50	77DB3920A982FBB006C78E55C7DFA1BC91B9B4C06425F7D9B1F5933E376E9A25
english_standalone	51	F0AC83CC7FAFD810B728CC580633A3958CA830685CE7F2A0DE84F97A4C41A525
english_standalone	52	E85099CC52293FC03CB4E3536ED25E13CA43166D8B6C943FD1E9DAE1CA75CC44
english_standalone	53	AF4EAE89B9D8C3E26A68B21C1CB49CDCDC509DE3CE5E90D7DB3732B95981A0C6
english_standalone	54	4DEE0E1D7D27AF8F8BD939E94C106412686C38CB509F4D7BB54901506E6DE951
english_standalone	55	997D19F675B8FEA0B959DA0CC9CD5E407FE7F2A804DA2F442F1945270D94A198
english_standalone	56	AB9D39482BBD151348DB0CD2D3368138B9B2595ACA0CD9513570D7206CDDC054
english_standalone	57	F99295F71F4E382031551A481E01281833A7BF530EC0BE2BF367E7348456E94A
english_standalone	58	72ECDFC432E6FB4B1CA78A7AA3564CF6D8AB5F36A9F0C05182262EAD9882FE93
english_standalone	59	AEFC7ED169BBD81891BDAA1F7444F71FD4887AB971A8AF22A7450CB0975AC25C
english_standalone	60	23F8DC23130AE8F4310ADB919653667FC5A32ECF0E4CB88DD61131A8C9AFF281
english_standalone	61	ABA469788EEB7FA8B9AE1C4163C18F976CD15840EC57F8CA3E39B70D447AD0B8
english_standalone	62	2C4B57C6A3EAC36288D2845C55D7717E01E482315E82FE1B01BBAF320AD4B90A
english_standalone	63	B0ACE075424CF9A060C1708EE957863D75F245B62F913278EEF10B361E4F95ED
english_standalone	64	2B6402C57C8C2E4B77B9A32122FFBBB05D5F77EB2841C56A09080695E99D3173
english_standalone	65	676123BB4DE64EC54E60C746F52B60E3E69FA7F7DF7D306C98B118F12C908A6D
english_standalone	66	05E43460FE7919A2E097CAF77786D0CCBD5CC2D22B9E4D6C896A95309F6A8D12
english_standalone	67	0B0D3DF9AA8C839846ECFDE53D1864710333140A760B31804E8E7D1906D8A9CA
english_standalone	68	1C192B2F1CF406078D7EA31EF8218B8E905096E45F18C6EC7064877F7AF12432
english_standalone	69	DA4CA1FBA6E879D6E972A77A509B89E04EEAAC1C62D6E9A91855D8580BDA2211
english_standalone	70	F9C6F4F94D10AD66965718E1CB46B976620B903C1CA022422C34D8DAA96019FF
english_standalone	71	D35D4DB3DD6C2CBD3E950DF025B8CA452752F511F978A0B1C553342F921295E3
english_standalone	72	8EBA76376F4C7643DE493D967B9FD79611F7B62D908AAB061A89E98F0BC47FCD
english_standalone	73	EC010B74FF0C0D66C19E7B709F426444B2B92D2E03CAE7B266C3D5B742F5AF8E
english_standalone	74	28195E109F3878C38E98D3A552E7F6226DAB4A2B8780992DC24B813471A24F27
english_standalone	75	C00798DDBC443E5DBF8858CFAF7923651AA4B59F4EF17E9E5BBEA4C87D07B8B6
english_standalone	76	4E13C70B7CFF62FB39DF50CE2126EDEA27B6A90ED13F37B22F5BFDF98A725AE9
english_standalone	77	3B185C291E4C1BF459A274072907BD0F24D986794F31F6522D9FBE656C270C40
english_standalone	78	EAC5E4FD6DD9D35434521F3A373FE74795C0CF53BC879F11AFCD1CD4ACAFE27D
english_standalone	79	AF6635FC1CF92E957C4179A5CE440A672DE66746D8FAAB11723E7B80C96622E8
english_standalone	80	A6FE95D24CD5E960217F4A5E86C1302E8907446D45CCFB3AB4E978FD41926071
english_standalone	81	953B1673B5F7E6350D43A24FB3574CD50C4692921816151B6B7F6DF24FC37B83
english_standalone	82	63B3619C898860C6EF4AB6FC7CF66D5A40D9ECA1D395BD4EEACD72D5856B6EA8
english_standalone	83	8953AD95013A599CA6E61E3205980FB6D19BE3F0B0C91E41610E7A48988B8EA5
english_standalone	84	C1D0E69EC64AC544E9FBD3324953FA1493DF2F6157F7570A525B3F7AF682275D
english_standalone	85	A3F86075027686071F62278393C5F0E9B4504F2F8B440A44CF2A4A8DB9172B28
english_standalone	86	FFB3D3D26AF5E073E9D943A05782510B71FFDB8B91CDDE45E936B0D53B2A048D
english_standalone	87	F6F335EBEEC8560874B3550C38D75B14191B05434260138FBA0D74532AC09BE9
english_standalone	88	AE7A2D0964A03CA15C7593CE88D328C14AE9ADB891DADD38B1B9B0DBD5D8B2FB
english_standalone	89	93CE7C496F477E9423214D3A4510A1993A71DC8FBA6F8A198BBF38F1F3FF7AC5
english_standalone	90	4199A8DF849955F3677375DBB5721BD166367372B8CBBA277AA9757C9A2A0CA8
english_standalone	91	C3584CC988BB71E96CE5FFBAA76DD287F892C55BF99851FCC9957604E72B9B4B
english_standalone	92	F05254994C376AD82A773BEDCF099B46B1823AB3F6A265EF66C1D4119C857759
english_standalone	93	B4D7EEB24F62B89A180723D0927A4E835A3F78196F84EC38F6DE059C06594EBD
english_standalone	94	BC4F751323B0F0877CDED2ED959215E8EA20EECBECF3E069F33F31BD5CDBB789
english_standalone	95	48F302046346DAC55D39F6757E1F9C8893E4A875739185E8A668E93C9A6E7E5F
english_standalone	96	50374AB652BA72FF5AF871EB13DB0A1926CD80CB4B1316B6E0BCC26DCFC2C58F
english_standalone	97	7E91C561349DF0F369F8AFCB02EB9E364859797492323DF8D5C7A7FCF702BD69
