"status","r6_relevance","changes","deletions","additions","filename"
"added","r6_relevant_or_possible","77","0","77","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/branch-current/R6_1A1110EB_COMPARE_FILE_INDEX.csv"
"added","r6_relevant_or_possible","2","0","2","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/branch-current/R6_1A1110EB_CURRENT_HEAD_COMPARISON_NOTE.csv"
"added","r6_relevant_or_possible","10","0","10","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/carry-forward/R6_1A1110EB_PACKET_COUNTS.csv"
"added","r6_relevant_or_possible","12","0","12","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/carry-forward/R6_1A1110EB_PROBE_RESULTS_CARRY_FORWARD.csv"
"added","r6_relevant_or_possible","4","0","4","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/carry-forward/R6_1A1110EB_SCOPE_SUMMARY_CARRY_FORWARD.csv"
"added","r6_relevant_or_possible","12","0","12","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/fable/R6_1A1110EB_FABLE_ADVERSE_DO_NOT_USE_CARRY_FORWARD.csv"
"added","r6_relevant_or_possible","9","0","9","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/logs/LOGBOOK_EXCERPT_20260706.md"
"added","r6_relevant_or_possible","12","0","12","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/source-use/R6_1A1110EB_SOURCE_USE_DECISIONS_CARRY_FORWARD.csv"
"added","r6_relevant_or_possible","17","0","17","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/verification/INPUT_A2C_PACKET_SHA_VERIFICATION.csv"
"added","r6_relevant_or_possible","13","0","13","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/MANIFEST.csv"
"added","r6_relevant_or_possible","18","0","18","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/README.md"
"added","r6_relevant_or_possible","13","0","13","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/SHA256SUMS.txt"
"added","r6_relevant_or_possible","2","0","2","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/b3/B3_ROUTE.csv"
"added","r6_relevant_or_possible","12","0","12","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/blockers/R6_8BE81510_BLOCKERS_AND_NEXT_ACTIONS_CARRY_FORWARD.csv"
"added","r6_relevant_or_possible","13","0","13","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/carry-forward/R6_8BE81510_PACKET_COUNTS.csv"
"added","r6_relevant_or_possible","12","0","12","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/carry-forward/R6_8BE81510_PROBE_RESULTS_CARRY_FORWARD.csv"
"added","r6_relevant_or_possible","4","0","4","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/carry-forward/R6_8BE81510_SCOPE_SUMMARY_CARRY_FORWARD.csv"
"added","r6_relevant_or_possible","12","0","12","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/fable/R6_8BE81510_FABLE_ADVERSE_DO_NOT_USE_CARRY_FORWARD.csv"
"added","r6_relevant_or_possible","21","0","21","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/frontier-correction/R6_1A1110EB_TO_8BE81510_COMPARE_FILE_INDEX.csv"
"added","r6_relevant_or_possible","2","0","2","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/frontier-correction/R6_8BE81510_FRONTIER_CORRECTION_NOTE.csv"
"added","r6_relevant_or_possible","9","0","9","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/logs/LOGBOOK_EXCERPT_20260706.md"
"added","r6_relevant_or_possible","12","0","12","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/source-use/R6_8BE81510_SOURCE_USE_DECISIONS_CARRY_FORWARD.csv"
"added","r6_relevant_or_possible","14","0","14","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/verification/INPUT_1A_PACKET_SHA_VERIFICATION.csv"
