concept,lang,form,package,count,file_count,use_category_majority,first_file,first_window
center,es,centro,romance_es_fr,172,87,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Analisis Matematico/CALII/CALII.tex,a defn [Bola abierta] Definimos la bola abierta de centro _0 y radio al conjunto de los puntos que están a una distancia menor que de _0 . B_ ( _0) = ^N - _0 < defn defn [Conjunto abierto] Un conjunto A es abierto si y s
center,fr,centre,romance_es_fr,42,13,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"g (le corps de base est, pour moi, le corps des complexes). On note z le centralisateur de e (dans g ) , le normalisateur de z (dans g ) et le centre de z . Dans Pa , Panyushev d emontre : 4.4. (ii)~ Th eor eme ~:~ Sous"
coefficient,fa,ضریب,rtl_persian_arabic,137,59,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture04.tex,مشابه روش اعمال محدودیت‌های معادله سیاله در حل به روش توزیع اشیا قرار می‌گیریم. به عنوان مثال در مسئله‌ای که ضریب x^r مطلوب است، اگر بتوانیم x^k را فاکتور بگیریم، مشخصا تنها لازم است ضریب عبارت x^ r-k را در عبارت باقیما
coefficient,zh,系数,cjk_zh_ja,312,42,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter10.tex,"c^ -1 ，得到 a b m 。 乘法逆元源自于B ezout定理,求乘法逆元的算法本质上是扩展欧几里得算法。我们还声称，如果 (c, m) = 1 ，则 c 模 m 的乘法逆元存在且唯一。现在的问题是：B ezout系数是否唯一？如果不唯一，为什么乘法逆元会唯一？为此，我们需要重新审视B ezout系数的形式。 B ezout系数不唯一 回顾B ezout定理，并考察B ezout系数的形式。 theorem [B ezout定理]"
conversely,es,reciprocamente,romance_es_fr,17,14,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Estructuras Algebraicas/Ejercicios/ejercicios.tex,"os, demuestra que la función queda determinada por el valor f( 1 ) , que es un elemento de G cuyo orden divide a n . Recíprocamente, demuestra que si g∈G es un elemento cuyo orden divide a n , entonces existe un único ho"
conversely,fr,reciproquement,romance_es_fr,23,8,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1712.01958v3/1712_unpacked/Heit.tex,"naire. Si (L+bX)= (b, L) , on a évidemment b (L+bX) mais aussi a (L+bX) car a (b,L) . Réciproquement, si b (L+bX) , on a (L+bX)= (b, L) ; a fortiori, si a (L+bX) , on a b (L+bX) (puisque b (a) ), donc aussi (L+bX)= (b, L"
corollary,fa,نتیجه,rtl_persian_arabic,302,160,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persianate_bridge/paper01_cumulative_persianate_bridge_v001.tex,"ست که عبارت بالا معادل معادله سیاله داده شده است. با بسط تابع مولد نوشته شده، مشاهده می‌شود که ضریب x^ 12 و درنتیجه پاسخ مسئله برابر است با 4 . 0 z 2 y 8 w, r=46 پاسخ مسئله برابر است با ضریب x^ 46 در عبارت زیر: (x^ 16 +x"
corollary,zh,推论,cjk_zh_ja,572,66,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v1.tex,".25em,topsep=0.2em plain theorem 定理 [section] proposition [theorem] 命题 lemma [theorem] 引理 corollary [theorem] 推论 conjecture [theorem] 猜想 definition definition [theorem] 定义 example [theorem] 例 exercise [theorem] 习题 proble"
decomposition,es,descomposicion,romance_es_fr,393,65,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/4_Tma_ceros_Hilbert.tex,"que habré escrito X como unión de v.a.a. irreducibles. Afirmación: esta es la descomposición de X como unión finita (no reducible) de v.a.a. irreducibles. proof itemize si r=1 está claro, ya que (X)=p_1 X es irreducible"
decomposition,fa,تجزیه,rtl_persian_arabic,89,23,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/dari_afghan_persian/paper01_form_sequence_reducer_dari_review_v001.tex,"باشد، gcd(2^ 2^n + 1, 2^ 2^m + 1) را به‌دست آورید. راهنمایی: فرض کنید m < n باشد و در این صورت 2^ 2^n - 1 را تجزیه کنید."
decomposition,fr,decomposition,romance_es_fr,111,23,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0911.2903v2/0911.2903_unpacked/Exp.1014.B.Keller.tex,equation subsection theorem Theorem theorem section classification-theorem [theorem] Classification Theorem decomposition-theorem [theorem] Decomposition Theorem proposition-definition [theorem] Proposition-Definition p
definition,es,definicion,romance_es_fr,2231,276,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"ne al elemento identidad. Cogiendo a H y a H , entonces a a^ -1 H . Y a a^ -1 = e por definición. H contiene los elementos inversos: Sea a H y e H (que ya hemos visto que está), entonces e a^ -1 H . Y e a^ -1 =a^ -1 por"
definition,fa,تعریف,rtl_persian_arabic,492,159,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/dari_afghan_persian/paper01_form_sequence_reducer_dari_review_v001.tex,کنیم: -کل حالات: 40 8 - حالات مطلوب: 40 8 - 9 1 30 8 + 9 2 20 8 - 9 3 10 8 align* a_ 12 = 16 12 4 ^ 12 align* تعریف متغیر‌های A_i ضروری است، چون در غیر این صورت منظور از بقیه استدلال‌ها به هیج وجه مشخص نیست. اثبات و یا د
definition,fr,definition,romance_es_fr,743,77,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/art-djament-3.tex,Corollaire lm [theo] Lemme thdef [theo] Thorme et dfinition prdef [theo] Proposition et dfinition conj [theo] Conjecture definition defi [theo] Dfinition nota [theo] Notation hyp [theo] Hypothse conv [theo] Convention d
definition,zh,定义,cjk_zh_ja,5436,108,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"elegantbook cinta today=small 具体数论与代数 数论与代数的计算性导论 王立斌 华南师范大学 0.9999 自定义 AI封面版本 The purpose of computing is insight, not numbers. --- Richard Hamming scnu-logo.jpg cinta-cover-spri"
determinant,fa,دترمینان,rtl_persian_arabic,44,14,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture04.tex,به ازای B R_ >0 دترمینان n n زیر را که با D_n نشان داده می‌شود را در نظر بگیرید: center 9.png center رابطه‌ی بازگشتی برای D_n
determinant,zh,行列式,cjk_zh_ja,52,18,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter5.tex,实数集合上 n n 的可逆矩阵的集合在矩阵乘法下形成群，称为 一般线性群 （ general linear group ），记为 GL _n( R ) ； 一般线性群 general linear group 实数集合上行列式为 1 的 n n 可逆矩阵集合在矩阵乘法下形成群，称为 特殊线性群 （ special linear group ），记为 SL _n( R ) 。 特殊线性群 special linear group 这两个群
dimension,fa,بعد,rtl_persian_arabic,240,79,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture01.tex,بیر محدودیت حداقلی متغیر‌ها در معادله سیاله خطی با ضرایب واحد توجه کنید. مقایسه‌ی دو پاسخ ارائه شده برای سوال بعد، این موضوع را بهتر نشان می‌دهد. ./example3.tex
dimension,zh,维数,cjk_zh_ja,156,26,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter10.tex,"v) f(w v). 当 L|K 可分时, 由本原元素定理 prop:prim-element-separable 可直接设 L=K(u) , 代入定理 prop:valuation-tensor 并对同构 的两边计算维数可得 _ w v [L_w : K_v] = [L:K] . 断言的等式成立. 我们必须对一般的有限扩张 L|K 建立不等式 _ w v [L_w : K_v] [L:K] . 施递归于 [L:K] : 对于单扩张"
direct sum,zh,直和,cjk_zh_ja,400,40,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"H _2 = e 。 定义 H _1 H _2 为： H _1 H _2 = h_1 h_2: h_1 H _1, h_2 H _2 。 可立即验证 H _1 H _2 是一个群，并称之为 H _1 与 H _2 的 直和 （ direct sum ） 直和 direct sum 。 definition proposition eq_prod_sum 给定一个阿贝尔群 G ，设 H _1 和 H _2 是群 G 的任意两个子群，且"
division ring,es,cuerpo no conmutativo,romance_es_fr,1,1,language_family_witness_candidate,sources/es_galois_notes/Apuntes-Teoria-Galois-2651d2b49ca86b1ab40fbaacaa4c91ed232f608a/TeoriaGalois.tex,demostracin no es tan elemental. El teorema de Wedderbun afirma que todo anillo finito e ntegro es necesariamente conmutativo. Todo cuerpo no conmutativo es necesariamente infinito. ob Ideales y morfismos propo Un anillo
division ring,fr,corps gauche,romance_es_fr,10,1,language_family_witness_candidate,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/math_0507070v1/jlctbbki27juin.tex,"l corps gauche D est d etermin e, comme k -alg ebre, a isomorphisme non unique pr es. Le degr e de D sur k est appel e l' indice de A (sur k ). Il est not e _k(A)= _k(D) . Soit A une k -alg ebre simple centrale de degr e"
element,fa,عضو,rtl_persian_arabic,287,113,language_family_witness_candidate,sources/fa_advanced_math_problems/Advanced-Math-Problems-main/Question.tex,شیای ممکن را می‌دهیم؛ یعنی ۱۳ شی که دو تا بیشتر از تعداد اعضایی است که در اختیار داریم. حال از جعبه‌ها این دو عضو را کم می‌کنیم. درواقع ۳ جعبه داریم که می‌خواهیم از آن‌ها ۲ عضو برداریم که خود یک معادله سیاله جدید می‌شود.
equation,zh,方程,cjk_zh_ja,346,58,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,(s - e') = 1 请问，此时，我们判断 e 应该具有什么形式？ 要使得 e 中能分别抽取出 a 和 b ，难道不是 e 必然同时具有 a 和 b 这两个分量吗？即 e = kab ， k 是任意整数。把 e 带入方程 eq:init ，通过简单计算得： a r + kab + bs - kab = a(r +kb) + b(s - ka) = 1 也就是说，我们构造出了一系列的B ezout系数 r + kb 和 s -k a
example,fa,مثال,rtl_persian_arabic,314,123,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/README.md,یاله خطی به صورت کلی (بدون فرضی برای واحد بودن ضرایب) نیز در مجموعه اعداد حسابی ممکن است. این روش را با حل یک مثال نشان می‌دهیم. DEFINITION به هر معادله‌ی چندجمله‌ای حاصل جمع توان‌هایی از متغیر‌ها؛ در معادلات چندجمله‌ای،
exists,es,existe,romance_es_fr,2806,336,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"e = a . A este elemento neutro se le denomina como elemento identidad o 1_G . Elemento inverso: a G existe un elemento b G tal que a b = b a = e . Sea a G , a su elemento inverso se le denomina a^ -1 . enumerate defn def"
exists,fr,existe,romance_es_fr,2060,135,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"omme base, r etant l'entier v erifiant : r 1, e^r = 0, e^ r+1 = 0 . Soit h dans sl(n) tel que [h,e]= 2e ; alors [he^k, e] = 2e^ k+1 (ici he^k est le produit effectu e dans l'alg ebre associative des matrices), et [he^k,e"
factor,ar,عامل,rtl_persian_arabic,1,1,draft_or_review_packet_not_witness,sources/arabic_script_render_review/sources/urdu_hindustani/urdu_hindustani_basic_idea_render_probe.tex,یادی صورت مان کر، محدود اور معلوم ہو جائے، یا پھر کسی موڈول کو ایسی صورتوں تک کم کیا جا سکے جن میں لا متغیرات عاملوں کے طور پر آتے ہیں۔ نسبتاً مکمل نظام کو موڈول کے نظام کے ساتھ ترانسویکشن دینے سے، پہلی حالت میں مطلقاً م
factor,es,factor,romance_es_fr,393,94,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/AlgebraConmutativa_Ejs.tex,": Anillos, ideales problem El radical de un ideal. Sea I R un ideal y sea I su radical. Demuestra que I es un ideal que además contiene a I . Demuestra que todo ideal primo es radical. Describe todos los ideales de Z que"
factor,fa,عامل,rtl_persian_arabic,41,21,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persian_farsi/paper01_cumulative_persian_farsi_v001.tex,مسئله به تابع مولد، می‌دانیم که هر دسته حروف 4 حرفی، متناظر حاصل ضرب جملاتی از عوامل (هر پرانتز و محتویاتش یک عامل محسوب می‌شوند) بالاست. می‌توان این حاصل ضرب را به شکل زیر نشان داد که در آن، x^a جمله‌ی استفاده شده از عا
factor,fr,facteur,romance_es_fr,98,32,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,tshape 5mm D emonstration : L' equivalence de (1) et (2) a et e prouv ee. Soit dans g ^* telle que a + g ^ = a ^ . Alors ( a + g ^ )^ = ( a ^ )^ = a + g ^ . Donc a + g ^ est une polarisation en . Soit dans g ^* telle que
field,es,cuerpo,romance_es_fr,1474,94,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"efn [Unidades de R: (R) ] Al conjunto de todas las unidades (o elementos invertibles) de un anillo R se le denomina (R) . defn defn [Cuerpo] Sea (R,+, ) un anillo, diremos que es un cuerpo si R 0 = R^* es un grupo conmut"
field,fa,میدان,rtl_persian_arabic,12,5,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture04.tex,پلیس اول به 8 میدان می‌تواند فرستاده شود. پلیس دوم هم می‌تواند به 8 فرستاده شود و به این شکل تا آخر همه‌ی پلیس‌ها می‌توانند
field,fr,corps,romance_es_fr,2134,68,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,") ( g / a ) + 2 ind ( g , a ). 12mm L'indice du normalisateur d'un centralisateur 2.1. ~Soit e un el ement nilpotent d'une alg ebre de Lie simple g (le corps de base est, pour moi, le corps des complexes). On note z le c"
field,zh,域,cjk_zh_ja,2056,60,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Template-AJbook.tex,"umberstyle = , frame = single proposition [theorem] Proposition Q Z F N R Mathematics for Computer Science--环与域 Libin Wang School of Computer Science, South China Normal University document Table of contents Ring(环) sec:"
field,zh,体,cjk_zh_ja,1052,94,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"elegantbook cinta today=small 具体数论与代数 数论与代数的计算性导论 王立斌 华南师范大学 0.9999 自定义 AI封面版本 The purpose of computing is insight, not numbers. --- Richard"
finite,es,finito,romance_es_fr,1022,172,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"coeficientes en R en n variables: R[x_1, ,x_n] = _ i_1, ,i_n a_ i_1, ,i_n x^ i_1 x^ i_n a_ i_1, ,i_n R _6 es un anillo finito, mientras que _6[x] es infinito. itemize example Consideraremos que los contienen al 0. Para"
finite,fa,متناهی,rtl_persian_arabic,51,26,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persian_farsi/paper01_cumulative_persian_farsi_v001.tex,ثابت کنید تعداد اعداد اول، نامتناهی است.
finite,fr,fini,romance_es_fr,2250,82,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"ion 1 : Est-ce que `` ind ( , ) = 0 '' equivaut a `` ind ( ) = ind (z)- \ et : ind ( , z) = ind '' ? 7mm 2.4. ~On trouve dans Pa une liste de cas o u il est prouv e que la condition `` ind ( , ) = 0 '' est v erifi ee (y"
finite,zh,有限,cjk_zh_ja,2376,74,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter1.tex,"G 和其子集 H ，如何判断 H 是否 G 的子群？ itemize 验证四条群公理. 命题6.8：封闭性、有逆元. 命题6.9： H , and ab^ -1 H for all a, b H . 命题6.10：针对有限群，只需要验证封闭性. itemize exampleblock 子群判断. exampleblock 练习题. itemize 证明：任意群 G 的两个子群的交集也是群 G 的子群。 证明或证伪：任意群 G 的两个"
for all,es,para todo,romance_es_fr,1406,202,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/2_AnillosII.tex,"ode [below] (m-2-2) (m-2-2) edge node [right] g que conmuta el diagrama por la propiedad universal (m-1-3); tikzpicture Veamos que ese g es un isomorfismo: itemize g es sobreyectiva: Si, por 3) , todo elemento a B es de"
for all,fr,pour tout,romance_es_fr,1528,76,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"ab elien) et clairement : h ^ _1 = h ^ . - Il est imm ediat que : `` ^ = 0 '' ssi `` . _0 = ^* '', i.e. ssi `` ind ( , )=0 et _0 est un el ement r egulier de ^* ''. - Notons B : C la forme d efinie par : B(x,y) = < , [x"
form system,fa,دستگاه صورت‌ها,rtl_persian_arabic,8,4,draft_or_review_packet_not_witness,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persian_farsi/paper01_cumulative_persian_farsi_v001.tex,ساخت دستگاه‌های صورت‌های سه‌متغیره همان است که در حوزهٔ دوتایی می‌آید. از یک دستگاه نخستِ نسبتاً کامل — یعنی دستگاه صورت‌های گرفته‌شده از حالت دوتایی — آغاز می‌شود و بر پایهٔ قانونی معین به دستگاه‌هایی با مودول‌های بالا
function,fa,تابع,rtl_persian_arabic,655,136,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture03.tex,ION ./example2.tex به نحوه اعمال محدودیت‌ها در مثال‌های قبل توجه کنید. این کار با تغییر محدوده توان عبارات در تابع مولد انجام می‌شود. شاید متوجه شده باشید که با فاکتور گرفتن توان‌های مشترک، در مسیری مشابه روش اعمال محدود
ground form,fa,صورت پایه,rtl_persian_arabic,4,4,draft_or_review_packet_not_witness,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persian_farsi/paper01_cumulative_persian_farsi_v001.tex,هٔ قانونی معین به دستگاه‌هایی با مودول‌های بالاتر می‌رویم، تا یا دستگاهِ یک مودول، با گرفتن آن مودول به عنوان صورت پایه، متناهی و شناخته شود، یا بتوان مودولی را به صورت‌هایی فروکاست که ناورداها را به عنوان عامل دارند. از
group,es,grupo,romance_es_fr,1349,124,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"mucho con anillos. Recordemos conceptos básicos vistos en Estructuras Algebraicas apuntesEA . defn [Grupo] Un grupo es un conjunto, G, con una operación binaria ' ' , que compone dos elementos a b G para formar otro ele"
group,fa,گروه,rtl_persian_arabic,83,35,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture12.tex,ثر تعداد تکرار از یک نمره ۱۴ عدد است که در این صورت حداقل به ۵ نمره متفاوت نیاز است . در این صورت باز می‌توان گروهی ۱۰تایی را از دانش آموزان انتخاب کرد که حداکثر دو نفر نمره یکسان داشته باشند. پس فرض اولیه غلط بوده و مشخ
group,fr,groupe,romance_es_fr,2499,70,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,it aussi qu'il peut etre ``conceptuellement'' prouv e qu'il y a egalit e : ind ( b ) + ind ( n _+) = rg( g ) . On reprend les notations du paragraphe 2. On va voir que l' egalit e de Panyushev est r ealis ee lorsqu'on pr
group,zh,群,cjk_zh_ja,6796,90,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"ang Shool of Computer Science, South China Normal University document Table of contents Group 提醒. block 提醒. 以下群论内容不仅仅是开启了新的学习方向，而是对之前数论相关内容的重新审视和抽象，形成一次二重奏。而且，我们会从思考与抽象中得到更多的洞见，还有乐趣！ block Motivation. block 抽象. 抽象：发现已知的世"
homomorphism,es,homomorfismo,romance_es_fr,920,70,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"p Homomorfismos de anillos defn [Homomorfismo de anillos] def:Homomorfismo Sean R y S anillos y sea f R S una función. Diremos que F es un homomorfismo de anillos si: enumerate a,b R , f(a+b)=f(a)+f(b) . a,b R , f(ab)=f"
homomorphism,fr,homomorphisme,romance_es_fr,441,20,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre1.tex,"scindée s'il existe s _L(Z,Y) tel que g s = _Z . Un tel homomorphisme s est parfois appelé une section . Def Rem suitescindee Il y a quelques autres définitions équivalentes d'une suite exacte courte scindée dans ce cont"
homomorphism,zh,同态,cjk_zh_ja,2486,56,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,South China Normal University document Table of contents Isomorphisms 本章概览. exampleblock 学习思路. 本章有一条联系紧密的知识链：从同态、同构出发，经过Kernel、正规子群、商群等，最后到达同构定理。而这整条知识链围绕着一个核心目标：考察群结构。 exampleblock Isomorphisms(同构.) block Motivation. Ma
ideal,es,ideal,romance_es_fr,2291,75,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"mismo que los de _n , en el primer caso son números normales y corrientes, y en el segundo son i , 0 < i < n , y representan el resto de dividir i entre n . enumerate example defn [Ideal] def:Ideal Sea (R,+, ) un anillo"
