volume,relative_path,kind,start_line,bytes_removed,sha256,preview
sga2,parts/02_expose_II.tex,standalone_project_note,141,139,D10A54188A9E7C335BDB70308E05D6555C1539E01F55330F708603C3EBB52CDA,"\noindent\textit{Editorial note.} For the case $i\geq2$, the original edition cited EGA~III, 1.4.3.2; the corrected branch cites 1.4.3.1."
sga2,parts/02_expose_II.tex,standalone_project_note,158,253,C136F1155B62308FE0262DA620F8C3132CE7891546D78697DE1ABE8C7A69E6A3,\noindent\textit{Source note.} The corrected French source calls these arrows isomorphisms but displays plain right arrows in both $(*)$ and $(**)$. The arrows have been preserved
sga2,parts/02_expose_II.tex,standalone_project_note,208,314,FCA6C363884987F802C5B2211A1B669AE405F2B63C236183B0AD56DEF1FA1C0C,\noindent\textit{Source note.} The corrected source defines the sheaf-level morphism immediately above as $\underline{\varphi}$ but denotes it by the bold symbol $\boldsymbol{\varp
sga2,parts/02_expose_II.tex,standalone_project_note,234,190,7C08C39E415B5A2E7E8076DFF4CEF31A97F907374F7C46D0B98E2C69B7BF5FBF,"\noindent\textit{Editorial note.} In both abutments above, the original edition printed a superscript $m$; the corrected branch replaces it by the superscript $*$, which is preserv"
sga2,parts/02_expose_II.tex,standalone_project_note,275,237,6DC20263E9CCA7B6E0E866F48652933D791EC1B402003AE2B19D5EE1FA064087,\noindent\textit{Source note.} The corrected French text first uses $M$ in display~\hyperref[eq:II.7.3]{(7.3)} without introducing it. The affine correspondence with the previously
sga2,parts/02_expose_II.tex,standalone_project_note,314,605,439EA36527840FF4F9006C01A148639C3EEFFF9C99B88BF91AD3B7C0585D6329,\noindent\textit{Source note.} The corrected French sentence calls the comparison just used ``the composite of \hyperref[eq:II.7.3]{(7.3)} and \hyperref[eq:II.5.1]{(5.1)}.'' As the
sga2,parts/02_expose_II.tex,standalone_project_note,342,307,79053E20E93F30398E7F27442BA53735B01008F8C35AAA0F63C28861944D7615,"\noindent\textit{Source note.} \hyperref[II.9]{Lemma~9}(c), and later \hyperref[II.11]{Lemma~11}, print their systems with the index $n\in\ZZ$, whereas the proofs explicitly take $"
sga2,parts/02_expose_II.tex,standalone_project_note,372,191,3D0ADBAEA3AB73AC09B90F71D83F260C24A8315D49218DDBD720BC2DD53577CC,"\noindent\textit{Editorial note.} In the last implication, the original edition shortened the transition-map symbol to $t_{n'}$; the corrected branch restores $t_{n',n}$, as retain"
sga2,parts/03_expose_III.tex,project_footnote,190,307,A739AA0DAC6A503A49C7E1D46A522FE21BB7A1BF9DD35EFA7C5506FA1EF10AC9,"\footnote{\textit{Source correction.} The French authority prints $\mathrm{Ext}_A^{i-1}(N,M)=0$ for $i\le n-1$. The quotient module and the bound are both defective: applying the i"
sga2,parts/03_expose_III.tex,project_footnote,279,261,69CB4A5341FA307D1E807B69D10F139BDEAAE7C14B1A6A6358F6E88867276957,"\footnote{\textit{Source correction.} The French authority prints $i\le\prof_I M$. In the displayed exact sequence, vanishing of both adjacent terms is guaranteed for $i<\prof_I M$"
sga2,parts/03_expose_III.tex,project_footnote,569,161,85C4DD8AD4BE280D589EB8145159A1A619C65889AA4ADDCD91C7065B81E504C1,\footnote{Source correction: the French TeX says “an open neighborhood $V$ of $X$”; the quantified point $y$ and the local condition require “of $y$.\!”}
sga2,parts/03_expose_III.tex,standalone_project_note,586,269,A741A7149ADB2683CC8AC428051BC943E3C803DEB444A3D8DB954A4BE3A58506,"\noindent\textit{Source correction.} The corrected French branch prints $1\le i<n$ in (ii), omitting the first adjacent pair. Both the chain's indexing and the proof below require"
sga2,parts/03_expose_III.tex,standalone_project_note,708,427,41BF26B47BD8D34869E842F16C89AD5A8BCE9761222697E5B3F629BA560E92F1,\noindent\textit{Source correction.} The corrected French branch and its rendered PDF write a sheaf-local-cohomology term with support $X-Y$ in the middle of the displayed isomorph
sga2,parts/04_expose_IV.tex,project_footnote,802,360,333EBE398A498EA85169782062936C5FD934180FAB08709915EBC3310B5BA2BE,"\footnote{The printed French and the corrected TeX write $Y=\varprojlim_k X_k$. But the $X_k$ were introduced as an increasing direct system, whereas the immediately preceding disp"
sga2,parts/04_expose_IV.tex,project_footnote,951,277,5763755BE85EDDCE0EB210CA06817D2F268F123900062677EAC224C4501DE965,"\footnote{The printed French and the corrected TeX write $u_{r,r+s}$ in this display, immediately after defining the transition map as $t_{r,r+s}$. The target emends the isolated $"
sga2,parts/04_expose_IV.tex,standalone_project_note,112,232,C09FE036B5773FB3BD18FA910E06CC07C6335F44C6FB69D8AF56DFA5A9CE3626,"\noindent\textit{Source correction.} The proposition line prints $T:\Ccat_Y\to\Ab$, while its target, its restrictions, and the concluding category equivalence are contravariant. T"
sga2,parts/05_expose_V.tex,project_footnote,119,368,C11640B86C99108DC9B6ADFBAE9E62F22F98CD39DBDE6A316196AC2A231544F9,\footnote{\textit{Source note.} The corrected French TeX and the direct compiled source page both use resolution arguments in \emph{\hyperref[eq:V.9]{(9)}}: $R(M')$ and $R(N)$ in t
sga2,parts/07_expose_VII.tex,project_footnote,325,221,0BF1335AEEC414AD825A28A5A111D828C7A7B8B989D98947E91D833587222721,\footnote{The French TeX and printed page cite \hyperref[VII.1.3]{Lemma~1.3}. The coherence reduction used here is \hyperref[VII.1.5]{Lemma~1.5}; \hyperref[VII.1.3]{Lemma~1.3} is t
sga2,parts/07_expose_VII.tex,project_footnote,340,200,417EDE605EBD14666DDF88CC649D8627FDB2F0AA641E8ACEF329FB52625B5CE7,\footnote{The French TeX and printed stalk formula omit the superscript $i$ on the local $\Extop$ term. The preceding direct-limit formula and the following vanishing display both
sga2,parts/07_expose_VII.tex,project_footnote,373,210,AF20E232C594EC2B258ED1319E2C719A96F41653D39C4043E7FE7B297439E45E,"\footnote{The French TeX and printed witness read ``of $A$.'' The ambient prescheme introduced immediately before is $X$, and no object $A$ occurs in this argument. The reader ther"
sga2,parts/07_expose_VII.tex,project_footnote,387,364,FF94DA31576EAD1A7EC350F59673C5E943FADFFE2B36FE9EFA13B14A1A2709F2,"\footnote{The French TeX and printed witness introduce the numerical endpoints as ``$a$ and $B$'' and then print the interval $[p,q]$, although $p$ and $q$ are points of $P$. The r"
sga2,parts/07_expose_VII.tex,project_footnote,412,349,1E2AE17B4AB5E1C0A5F480C6443EE3B5D0C1B3354B3215B51F3A3428F8B1491C,"\footnote{The French TeX and printed statement omit the closure and read $P=Y\cap\Supp F\cap(X-Y)$, which is empty literally. \hyperref[VII.2]{Section~2} defines $S'=\overline{\Sup"
sga2,parts/07_expose_VII.tex,standalone_project_note,126,475,F1EB3D1A658D5C636129A64BDDB18CC72542812F29C319112E77EDD2939A4AA1,"\noindent\textit{Source note.} The quantified subset in the preceding sentence is $Z'$, but both the corrected French TeX and the direct compiled page print $Z$ in the first term o"
sga2,parts/07_expose_VII.tex,standalone_project_note,191,308,54E92C2275F5F9DA6B4B6791B2540A61EE12455672AD9C407611315216AC16FC,\noindent\textit{Source note.} The corrected French TeX and direct PDF print $M$ in the finite-type parenthetical. Since the displayed formula involves $P$ and no $M$ is introduced
sga2,parts/08_expose_VIII.tex,project_marked_footnote,657,270,F6336390E670B981940B6635714C196CAB58D197F953FE2376B40653E58ACD7F,"\markedfootnote{[S]}{\textit{Source note.} Taken literally for arbitrary integers, this sentence is false. In context it must be read as concerning the terms that can contribute, i"
sga2,parts/08_expose_VIII.tex,standalone_project_note,294,451,33D81EC5781C544265B793C27B27923A0FF387E0055AD1BEF35B4BE77850A358,"\noindent\emph{Source note.} The French TeX and printed display have $H^q({L'}^\bullet)$ in the last formula. The preceding displayed isomorphism, the statement of \hyperref[VIII.1"
sga2,parts/08_expose_VIII.tex,standalone_project_note,485,551,98A04EC9F12F416ACE5EBD76B1F00C97C1C9A270168A5F454AC28CA07B052185,"\noindent\emph{Source note.} After choosing only $f$, French line 2729 and the compiled page print $M_{f'}$, whereas the displayed resolution ends in $M_f$. Moreover, the corrected"
sga2,parts/09_expose_IX.tex,project_footnote,202,276,58665500640EE74128CA1A78F9C6DC3334A25CE889BE0473CC509A92B3FED9F6,"\footnote{The corrected French TeX and same-edition PDF print $U=X'$ here. In the construction preceding~\hyperref[eq:IX.1.11]{(1.11)}, however, $U=f^{-1}(U')$; specializing the af"
sga2,parts/09_expose_IX.tex,project_source_box,371,539,0F79D03BD6E6F77404E8EA8523920E386E6A6460BF425C137B6D46BFAAAB1A25,"\noindent{\footnotesize\emph{Source-numbering note (SGA2-IX-EQ130-RENDERDEF-001).} The corrected French TeX labels this diagram \texttt{eq:\hyperref[eq:IX.1.30]{IX.1.30}}, the foll"
sga2,parts/09_expose_IX.tex,project_source_box,407,438,74FBF9AD5A3D7822FBA4B01EE44D93C1156A301FF8EC4022EF03B07178F11396,\noindent{\footnotesize\emph{Source-defect note (SGA2-IX-L3156-PUNCT-SRCDEF-001; SGA2-IX-L3157-FALTINGS-TITLE-SRCDEF-001).} The French TeX and its same-edition PDF omit the sentenc
sga2,parts/09_expose_IX.tex,project_source_box,422,469,8130A695DB1FEE1CFD225881F71CEB58271B190167F3BA75EA1DA9899BC1F9DF,\noindent{\footnotesize\emph{Source-numbering note (SGA2-IX-EQ130-RENDERDEF-001).} The corrected French TeX cites its label \texttt{eq:\hyperref[eq:IX.1.30]{IX.1.30}}; the next num
sga2,parts/09_expose_IX.tex,project_source_box,460,673,1A461E9BF1D06A24FD38020D64D354B86942784B1281FBB0474F0FF479D68789,\noindent{\footnotesize\emph{Source-notation and numbering note (SGA2-IX-L3177-CLOSURE-BRACING-SRCDEF-001; SGA2-IX-EQ130-RENDERDEF-001).} In \hyperref[eq:IX.1.33]{(1.33)} the Frenc
sga2,parts/09_expose_IX.tex,project_source_box,503,538,06A97DE232A2B6C44B2A87D621B343440C8D29E4A26135455606FD36C87E5B5B,"\noindent{\footnotesize\emph{Source-cross-reference note (SGA2-IX-EXAMPLE15-SRCDEF-001).} French lines 3196 and 3202 use the key \texttt{eq:\hyperref[eq:IX.1.4]{IX.1.4}}, which for"
sga2,parts/09_expose_IX.tex,project_source_box,607,383,8FE49426F4DBC447DD7CFDE3B5516F3BE40CEB1EA7591F3879A63837E760EE61,\noindent{\normalfont\footnotesize\color{notegray} \textbf{Source-render note [SGA2-IX-T22-EQ28-COUNTER-SRCDEF-001].} The admitted French counter order renders this display as~\hyp
sga2,parts/09_expose_IX.tex,project_source_box,627,1614,ED61E616BFF6A86E0A6B99FB8BBC91ADDBAF0F2F7F3C5878CC962FF1064ED5E7,"\noindent\colorbox{softgray}{\parbox{0.95\linewidth}{\small \color{notegray}\textbf{Editor's note (3).} Numerous algebraization statements have been obtained since, without mention"
sga2,parts/09_expose_IX.tex,project_source_box,671,544,2F46E9ED17882A670FE57CA2550D6B46A15445A8C6B17A1B2FA243B5AA47433F,\noindent\colorbox{softgray}{\parbox{0.95\linewidth}{\footnotesize \color{notegray}\textbf{Source-defect note [SGA2-IX-L3280-PUSHFORWARD-BASE-SRCDEF-001].} The French TeX and the s
sga2,parts/09_expose_IX.tex,project_source_box,697,429,855F214FD2B22D02740696D2D7465F23F7F0935C1FE090D67A4168754F5EA9B0,\noindent\colorbox{softgray}{\parbox{0.95\linewidth}{\footnotesize \color{notegray}\textbf{Source-notation observation [SGA2-IX-L3283-PLAIN-ARROW-OBS-001].} The corrected TeX and i
sga2,parts/09_expose_IX.tex,project_source_box,732,739,2B3A00B0B0052B0D9E889F79989577DC60735ED6C6769AFD17DD3DFFC13B8CE8,\noindent\colorbox{softgray}{\parbox{0.95\linewidth}{\footnotesize \color{notegray}\textbf{Source-structure note (SGA2-IX-L3304-ENUM-STRUCTURE-SRCDEF-001).} The French TeX closes i
sga2,parts/10_expose_X.tex,source_oddity_box,221,293,CB923A103BFEAB2D4A372709D019E5A6422DE8219AB3AC0589EF4284B7C258C1,\sourceoddity{SGA2-X-L3384-PUSHFORWARD-BASE-SRCDEF-001}{The French authority prints $\mathcal O_{\widehat X}$ as the coefficient ring of the pushforward. Because $\widehat f\colon\
sga2,parts/10_expose_X.tex,source_oddity_box,238,215,676A0E950E18EE08A957569A773144F4CEFC809D4F2EC3D7F39E335507BBF097,"\sourceoddity{SGA2-X-L3386-Y0-VS-Y-SRCDEF-001}{The French authority prints $\mathcal O_{Y_0,y}$, but $Y_0$ is undefined in this argument. Since $Y=V(t)\cap X$, the regular-element"
sga2,parts/10_expose_X.tex,source_oddity_box,279,250,6688FE8127A34C6F1DCA03B0484A67C492470DAF20F0AD5BF834FF347D3D5C83,"\sourceoddity{SGA2-X-L3402-OS-VS-OX-SRCDEF-001}{The French authority prints $\mathcal O_X$ in both coefficient-ring positions. Since $S$ is arbitrary and $r\colon R\to S$, the dire"
sga2,parts/10_expose_X.tex,source_oddity_box,298,173,5FCD6D5C58BB00408888DE8C4334CEF33829FB3E7F96115A5DE0DDE49DA33E3D,\sourceoddity{SGA2-X-L3408-DUPLICATE-HOM-SRCDEF-001}{The French authority prints the preceding sentence twice consecutively. The target states the identical assertion once.}
sga2,parts/10_expose_X.tex,source_oddity_box,316,335,DC50B90946922EB8A454DC13FF285F6F2D6EFF4B81B787BF6B4D27E1CED10384,\sourceoddity{SGA2-X-L3412-BIJECTION-MISSING-FIRST-SIDE-SRCDEF-001}{The French authority introduces a bijective correspondence but prints only its $\mathcal O_{\widehat X}$ side. T
sga2,parts/10_expose_X.tex,source_oddity_box,660,287,7864D4B23F16984403EA1889606F0C301433C54AC1D133FD50991EF6E6B232D9,"\sourceoddity{SGA2-X-L3551-MISSING-EST-SRCDEF-001}{The French authority prints \emph{si $A_{\mathfrak p}$ pur lorsque $t\notin\mathfrak p$}, omitting the finite copula \emph{est}."
sga2,parts/10_expose_X.tex,project_source_box,143,425,341A2074578C20C266B600F8D36CC9C6B36D8360E68BD4D10E3A3FA9C4673218,"\noindent\colorbox{noteblue}{\parbox{0.95\linewidth}{\footnotesize \textbf{Source oddity SGA2-X-L3357-U-VS-X-SRCDEF-001.} The French authority prints $\mathfrak p\in U=X'-\{x\}$, a"
sga2,parts/10_expose_X.tex,project_source_box,443,321,DDC94616E439CEEA6920C10BF56A639430D6EE6E52CA26AAD3EE5DC0C3862012,\noindent{\footnotesize\emph{Accepted source-normalization note (SGA2-X-L3456-AU-DESSUS-NORMALIZATION-001@1).} The corrected French control selects \textup{au-dessus} from \texttt{
sga2,parts/10_expose_X.tex,project_source_box,468,353,42955BEEBFE450823C9F437F7AE683B81B02FC59D3F6540C497334A64040B761,\noindent{\footnotesize\emph{Accepted source-normalization note (SGA2-X-L3464-MAPSTO-NORMALIZATION-001@1).} The corrected French control selects \texttt{\string\mto} from \texttt{\
sga2,parts/10_expose_X.tex,project_source_box,494,367,ACCE9CAE36BBB23A18AB993C12252F3AABB961DC2902A0937866AD997F736A66,\noindent{\footnotesize\color{notebluetext}\emph{Source-defect note (SGA2-X-L3477-FERME-VS-FERMEE-SRCDEF-001).} French line~3477 reads \emph{une partie ferm\'e de $X$}; the masculi
sga2,parts/11_expose_XI.tex,source_oddity_box,54,219,882158A55F05671E557E82C8510D16D39E2A99644DCF25AF8D6DC175D779EFB5,"\sourceoddity{SGA2-XI-L3609-PIC-YN-VS-XN-SRCDEF-001}{The French prints $Y_n$. Expos\'e~XI locally defines and uses $X_n$, while Expos\'e~X used $Y_n$ for the same infinitesimal thi"
sga2,sga2_reader_macros.tex,source_page_margin,25,70,4F98B43B90C171AC846C85AA8B577B72DC8B1A2AECB9791F391B7454887664AC,\marginpar{\raggedright\scriptsize\color{gray}French source PDF p.~#1}
