"source_artifact","file_kind","path","relative_path","sha256","bytes","indexed_utc"
"r3_source_canon_witness_layer","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_github_sirejeff_source_zip.zip","fetched\fa_github_sirejeff_source_zip.zip","EEEE28E88CA465F0A125AFE056F6203B84C138EB44114867D8E49F3C3344252C","2007400","20260704T204214Z"
"r3_source_canon_witness_layer","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_pdf_iut_matrix_linear_algebra_course_plan.pdf","fetched\fa_pdf_iut_matrix_linear_algebra_course_plan.pdf","BD3F261FA03400860538814FE06CFF23F2107C11CDE04F971F32EBB6DAEBBDA6","139249","20260704T204214Z"
"r3_source_canon_witness_layer","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_pdf_ui_bool_family_invariant_theory_mention.pdf","fetched\fa_pdf_ui_bool_family_invariant_theory_mention.pdf","45FD7BD2BE2BD599366C6976FDE67EAD723205578B252EE42DA1E74EA0B846B4","2963624","20260704T204214Z"
"r3_source_canon_witness_layer","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_invariant_theory_raw.wiki.txt","fetched\fa_wikipedia_invariant_theory_raw.wiki.txt","DF288DE95947706B819F9F78026E1F9AA6104E95EEBC27ED2CDD9157A5B8E0B6","1282","20260704T204214Z"
"r3_source_canon_witness_layer","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_linear_algebra_raw.wiki.txt","fetched\fa_wikipedia_linear_algebra_raw.wiki.txt","DF9405B192998944DC6007C6E286117CD60B3DD626A43943FD00406B90638D2A","6942","20260704T204214Z"
"r3_source_canon_witness_layer","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\fa_wikipedia_spectral_graph_theory_raw.wiki.txt","fetched\fa_wikipedia_spectral_graph_theory_raw.wiki.txt","04F1885129C0618BDB6136E989C1F9A4BAE88553A2A2F4D54FE6CF5F30D2124B","4371","20260704T204214Z"
"r3_source_canon_witness_layer","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\tg_wikipedia_linear_algebra_raw.wiki.txt","fetched\tg_wikipedia_linear_algebra_raw.wiki.txt","FBF1074CC8AFEAA2681E5D548AB4CACEACED30A85D34F5072F4AF8F690C355A3","4330","20260704T204214Z"
"r3_source_canon_witness_layer","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\fetched\tg_wikipedia_linear_dependence_raw.wiki.txt","fetched\tg_wikipedia_linear_dependence_raw.wiki.txt","995CFD1334B1657A5B3995A61E22C59096ABA839B2F159534C4A98AF738648DA","1766","20260704T204214Z"
"r3_source_canon_witness_layer","manifest_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\manifest_20260704T164132Z.json","manifest_20260704T164132Z.json","4B35126A8FD31CF149A28E9B7A638A5E9CC598DA5D012EDF5C3413B20A73DCAE","8777","20260704T204214Z"
"r3_source_canon_witness_layer","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\R3_SOURCE_CANON_WITNESS_HANDOFF_20260704T164132Z.md","R3_SOURCE_CANON_WITNESS_HANDOFF_20260704T164132Z.md","608C634C09A8D9EF74DF2F9264D3340824DFFE2EC46968DADC9324C738733B2E","1495","20260704T204214Z"
"r3_source_canon_witness_layer","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\R3_SOURCE_CANON_WITNESS_LEDGER_20260704T164132Z.csv","R3_SOURCE_CANON_WITNESS_LEDGER_20260704T164132Z.csv","96C35093D97C49ACE5A2363ED854BD261F608E244ABB2CFD56ABFD388C1CD938","20259","20260704T204214Z"
"r3_source_canon_witness_layer","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\R3_SOURCE_CANON_WITNESS_LEDGER_20260704T164132Z.json","R3_SOURCE_CANON_WITNESS_LEDGER_20260704T164132Z.json","2AA58F586C387396AE4EF39C4EAE8EEF78C336B4E28585DEB5EF11911E3CB7AF","29317","20260704T204214Z"
"r3_source_canon_witness_layer","validation_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_WITNESS_LAYER_20260704T164132Z\R3_SOURCE_CANON_WITNESS_VALIDATION_20260704T164132Z.json","R3_SOURCE_CANON_WITNESS_VALIDATION_20260704T164132Z.json","F5F118176D2A15A220BF436D7B5F64ABCC0160EC3C1D76826BB90CBC0CB45924","1702","20260704T204214Z"
"r3_source_canon_program_alignment","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\AGENTS_20260704T201707Z.md","AGENTS_20260704T201707Z.md","6FD4D660C40D0A17FBA6B65736CF8493DD99B96ACD8E23FC3EB077D1F183EB7B","6730","20260704T204214Z"
"r3_source_canon_program_alignment","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\copilot-instructions_20260704T201707Z.md","copilot-instructions_20260704T201707Z.md","9EABDB65018E81E9E367BCCD81A3F3F0ABC6599CE4993AB31926A6F506F88DDC","2368","20260704T204214Z"
"r3_source_canon_program_alignment","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_CROSS_LANE_RECHECK_20260704T201707Z.csv","R3_SOURCE_CANON_CROSS_LANE_RECHECK_20260704T201707Z.csv","DE08374EAC1F24F2F4C5599D9D024354E7CC8CC15AC9728B23C2F0F7F5A1E606","5481","20260704T204214Z"
"r3_source_canon_program_alignment","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_CROSS_LANE_RECHECK_20260704T201707Z.json","R3_SOURCE_CANON_CROSS_LANE_RECHECK_20260704T201707Z.json","1D9DCF4FACB1B742859B519B510D6767F7D2DE352A5D806E0B057237BABFC56D","7217","20260704T204214Z"
"r3_source_canon_program_alignment","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_EXTERNAL_LANE_WITNESS_POINTERS_20260704T201707Z.csv","R3_SOURCE_CANON_EXTERNAL_LANE_WITNESS_POINTERS_20260704T201707Z.csv","27948410A22AA4DACCB7CFECEE91CB5ABAA11CA4A14BA8ACE0CCD40220D1FF45","30532","20260704T204214Z"
"r3_source_canon_program_alignment","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_EXTERNAL_LANE_WITNESS_POINTERS_20260704T201707Z.json","R3_SOURCE_CANON_EXTERNAL_LANE_WITNESS_POINTERS_20260704T201707Z.json","33212C2FFC5E01EC67A35240C50A4A3682EA0E80E3FD561AE5138723E09F60DB","45149","20260704T204214Z"
"r3_source_canon_program_alignment","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_HANDOFF_20260704T201707Z.md","R3_SOURCE_CANON_PROGRAM_ALIGNMENT_HANDOFF_20260704T201707Z.md","19930886DC4CCA3358FB89CBD9929DB031C6CDFDE6D40330F7EFF1620D8D5B45","4549","20260704T204214Z"
"r3_source_canon_program_alignment","manifest_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_MANIFEST_20260704T201707Z.json","R3_SOURCE_CANON_PROGRAM_ALIGNMENT_MANIFEST_20260704T201707Z.json","EF54C7FED3ADE2829C67BCD7309B83F157278C041EC5E7E809167E18E5262FCB","6467","20260704T204214Z"
"r3_source_canon_program_alignment","validation_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_VALIDATION_20260704T201707Z.json","R3_SOURCE_CANON_PROGRAM_ALIGNMENT_VALIDATION_20260704T201707Z.json","84C9A1688FA99DB13695CE267EF84378DF58AA6AA475868EAD5C74E88C1B2B5B","7144","20260704T204214Z"
"r3_source_canon_program_alignment","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.csv","114B1D95AD9143E0D70064BD03A587E5C909C7786A3E1334759E99BE34D0E564","36868","20260704T204214Z"
"r3_source_canon_program_alignment","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201707Z\R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.json","R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201707Z.json","FDA80D6315C6C448AD92369C6752A59AD72071532CD8263332194318F3FF98F5","52889","20260704T204214Z"
"r3_source_canon_gap_refresh","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\fetched\ar_damascus_cayley_hamilton_noetherian_matrix_pdf.pdf","fetched\ar_damascus_cayley_hamilton_noetherian_matrix_pdf.pdf","01E37F125A62322451388F068E71BBF7E28F0448F1A112F62252E821E65EC6D4","619610","20260704T204214Z"
"r3_source_canon_gap_refresh","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\fetched\ar_damascus_prufer_arithmetical_ring_noetherian_pdf.pdf","fetched\ar_damascus_prufer_arithmetical_ring_noetherian_pdf.pdf","8957E428CACBADA148C65E9894FCF73C0931BDA5722C8CC8A842F23150BE69C4","433859","20260704T204214Z"
"r3_source_canon_gap_refresh","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\fetched\ar_fezzan_kronecker_hadamard_noetherian_matrix_ring_pdf.pdf","fetched\ar_fezzan_kronecker_hadamard_noetherian_matrix_ring_pdf.pdf","971692613BFD9312B364BD0740F8401BB6372635CF3BF092F7B3DCBE601D2A15","536609","20260704T204214Z"
"r3_source_canon_gap_refresh","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\fetched\ar_shamra_invariance_system_theory_secondary_html.html","fetched\ar_shamra_invariance_system_theory_secondary_html.html","1C96766B86AD1336829B8A387B1E1E2626298E59B7A6B3AA8F2C17C45ABB0C2F","237597","20260704T204214Z"
"r3_source_canon_gap_refresh","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\fetched\prs_af_ecampus_algebra_abdullah_momand_pdf.pdf","fetched\prs_af_ecampus_algebra_abdullah_momand_pdf.pdf","5145F1EFA0AB4275AD3CBF03C0016A3362D5D7A6EDE3444FDE512719E813D8F4","7993810","20260704T204214Z"
"r3_source_canon_gap_refresh","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\fetched\ps_af_ecampus_linear_algebra_abdullah_momand_pdf_adjacent.pdf","fetched\ps_af_ecampus_linear_algebra_abdullah_momand_pdf_adjacent.pdf","743773B7AE7ED7D44BF8537D7281E6572C3239C7681268305FD668152567168A","6020046","20260704T204214Z"
"r3_source_canon_gap_refresh","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\fetched\tg_bgu_vestnik_2022_higher_algebra_bibliographic_pdf.pdf","fetched\tg_bgu_vestnik_2022_higher_algebra_bibliographic_pdf.pdf","02CD5D8A47F7A273B67DD6A445911332AD948C26CB88A65778B18D92E9B457A9","3851845","20260704T204214Z"
"r3_source_canon_gap_refresh","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\fetched\tg_zarowadk_asos_matemat_oli_2_linear_algebra_pdf.pdf","fetched\tg_zarowadk_asos_matemat_oli_2_linear_algebra_pdf.pdf","E6EB2E8D9B1E493667E3C9851EBCBFC115503ED2D0917634B7D2BC5CAD6E33F8","11122231","20260704T204214Z"
"r3_source_canon_gap_refresh","checksum_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\R3_SOURCE_CANON_GAP_REFRESH_CHECKSUMS_20260704T202708Z.sha256","R3_SOURCE_CANON_GAP_REFRESH_CHECKSUMS_20260704T202708Z.sha256","79EDD4F95E51B075C21B11DE882114CADABE457D7F08209C99DDBD8A2E63831F","1938","20260704T204214Z"
"r3_source_canon_gap_refresh","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\R3_SOURCE_CANON_GAP_REFRESH_HANDOFF_20260704T202708Z.md","R3_SOURCE_CANON_GAP_REFRESH_HANDOFF_20260704T202708Z.md","F938B6922EFF06D095D1BDA8FECC6DB5DEF9DD101D8BAB79FB3765CC9A03AEDA","3126","20260704T204214Z"
"r3_source_canon_gap_refresh","manifest_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\R3_SOURCE_CANON_GAP_REFRESH_MANIFEST_20260704T202708Z.json","R3_SOURCE_CANON_GAP_REFRESH_MANIFEST_20260704T202708Z.json","1A643B94C2528D19A409F5720971EF634241ABC3511A6B254C11D9AB084DA573","7363","20260704T204214Z"
"r3_source_canon_gap_refresh","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\R3_SOURCE_CANON_GAP_REFRESH_REQUIRED_SHAPE_20260704T202708Z.csv","R3_SOURCE_CANON_GAP_REFRESH_REQUIRED_SHAPE_20260704T202708Z.csv","8239C25B3B440CE862F8E9C15950C51155D077DD5050E8003EBBAF9B712D1AA6","19885","20260704T204214Z"
"r3_source_canon_gap_refresh","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\R3_SOURCE_CANON_GAP_REFRESH_REQUIRED_SHAPE_20260704T202708Z.json","R3_SOURCE_CANON_GAP_REFRESH_REQUIRED_SHAPE_20260704T202708Z.json","D4027619B92625DC372664A18860A177FB56285681C488AF6BE45AFD077B7250","27929","20260704T204214Z"
"r3_source_canon_gap_refresh","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\R3_SOURCE_CANON_GAP_REFRESH_SEARCH_LOG_20260704T202708Z.csv","R3_SOURCE_CANON_GAP_REFRESH_SEARCH_LOG_20260704T202708Z.csv","F948593FA4C5A0BD4DE2D5D90B005B565D9AE76F3947202472650281FC9B65FA","2199","20260704T204214Z"
"r3_source_canon_gap_refresh","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\R3_SOURCE_CANON_GAP_REFRESH_SEARCH_LOG_20260704T202708Z.json","R3_SOURCE_CANON_GAP_REFRESH_SEARCH_LOG_20260704T202708Z.json","FFE0EB69C1408C7ECC4C07C9A1CAB3365E76D8E5454E5A25E8AB16028A204B84","2650","20260704T204214Z"
"r3_source_canon_gap_refresh","validation_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GAP_REFRESH_20260704T202708Z\R3_SOURCE_CANON_GAP_REFRESH_VALIDATION_20260704T202708Z.json","R3_SOURCE_CANON_GAP_REFRESH_VALIDATION_20260704T202708Z.json","368D33052082B89000E901441D194CC81E8CD96AFFF64C640170483309FBF051","4896","20260704T204214Z"
"r3_source_canon_github_archive_probe","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_20260704T203912Z\fetched\ar_github_mohamed1984_arabicmath_zip.zip","fetched\ar_github_mohamed1984_arabicmath_zip.zip","A803C69A82D5F9AC4C884B278761CE5C9BAB821DD3119BE92FB9CAD8D7CD00F4","86828566","20260704T204214Z"
"r3_source_canon_github_archive_probe","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_20260704T203912Z\fetched\ar_github_omaritthawi_arabic_mathjax_zip.zip","fetched\ar_github_omaritthawi_arabic_mathjax_zip.zip","EBFC433392C879D1283CCDF122024DA625990347E4AA39AE0BEFD7F4FC7E87C2","89854","20260704T204214Z"
"r3_source_canon_github_archive_probe","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_20260704T203912Z\fetched\ar_latex3_babel_lua_arabic_sample_tex.tex","fetched\ar_latex3_babel_lua_arabic_sample_tex.tex","DBB194BF186C76242EBCD9082E592107F5DC326CA45AB4DCCDF06BF6C78228DE","17264","20260704T204214Z"
"r3_source_canon_github_archive_probe","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_20260704T203912Z\fetched\fa_github_persiantex_xepersian_zip.zip","fetched\fa_github_persiantex_xepersian_zip.zip","21F4EC54F3AB18B299CB650F6D2CDE099656B3F2BF25C17047DF6D4892F3AD0E","203058","20260704T204214Z"
"r3_source_canon_github_archive_probe","captured_source_payload","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_20260704T203912Z\fetched\fa_latex3_babel_harf_farsi_malayalam_sample_tex.tex","fetched\fa_latex3_babel_harf_farsi_malayalam_sample_tex.tex","636B8FDD3D592CA88369B90B606F5923E175E58189AFCFC96410E1B069DE3F1D","2105","20260704T204214Z"
"r3_source_canon_github_archive_probe","checksum_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_20260704T203912Z\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_CHECKSUMS_20260704T203912Z.sha256","R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_CHECKSUMS_20260704T203912Z.sha256","67DD8008A713E24DA33C99797655907E4F7149744DB15DB3F42C073CDE9334DF","1550","20260704T204214Z"
"r3_source_canon_github_archive_probe","artifact_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_20260704T203912Z\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_HANDOFF_20260704T203912Z.md","R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_HANDOFF_20260704T203912Z.md","F2A9CF7EBEA75E8F20A8EB37A50C1398F3369FC8227E6CDE4DC1A063986F81A3","3205","20260704T204214Z"
"r3_source_canon_github_archive_probe","manifest_sidecar","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_20260704T203912Z\R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_MANIFEST_20260704T203912Z.json","R3_SOURCE_CANON_GITHUB_ARCHIVE_PROBE_MANIFEST_20260704T203912Z.json","C65C387D5A4134775CC0330B8378DF39DE29A5F3B5860885F3EF01151FC34536","8048","20260704T204214Z"
