record_id,record_type,parent_id,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,source_locator,authority_role,authority_sha256,source_reading,target_reading,decision,status,confidence,evidence_path,evidence_bytes,evidence_sha256,raw_cursor,substantive_cursor,release_state,revisit_condition
SGA2-X-L39P-IR-LOGIC-II@1,logic_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,part ii,3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,"a,c equivalences; b fully faithful then essentially surjective",same implication,preserve proof direction,logic_pass,high,INDEPENDENT_TARGET_EXTRACTED_TEXT.txt,3141,14F424754538CC6C3595C67FBC6DE83DFAE3F0D38F103B3436C3B4EDDC74E65C,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-REFS@1,reference_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,references,3557-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,X.1.1; X.2.1; X.2.3(i)/(ii); X.3.3,Proposition1.1; Example2.1; Proposition2.3(i)/(ii); Proposition3.3,preserve reference targets,reference_pass,high,INDEPENDENT_INPUT_TEX.tex,3200,4FE4267291317D5A419587F9CA915A241210B879CA9B874B523D7165A27AA4A9,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-SOURCE104@1,source_render_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,source physical104,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,running96 and printed121 marker,proof opening and diagram,inspect source page,visual_pass,high,INDEPENDENT_SOURCE_PHYSICAL_104_200DPI.png,392630,0CBF631AC8F698115683A90439E57C357549A2AC7F76CD3BC3AAA7CFEC0165EE,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-SOURCE105@1,source_render_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,source physical105,3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,running97 continuation,proof conclusion,inspect page overflow,visual_pass,high,INDEPENDENT_SOURCE_PHYSICAL_105_200DPI.png,493953,F02CECCC0744EF15A848483CB9F64333536ED81F1B31190A777CB51372B42D51,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-TARGET-RENDER@1,target_render_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,target render,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one bounded proof,one unclipped A4 page,inspect target render,visual_pass,high,INDEPENDENT_TARGET_PAGE_001_200DPI.png,315030,625192D85474BE268CC5B59C1E2086DE4F4EB2AE457F5BF4718ABE45682902DD,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-BUILD1@1,build_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,build pass 1,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,standalone target TeX,byte-identical producer PDF,rebuild independently,build_pass,high,INDEPENDENT_BUILD_PASS1.pdf,207370,8A442F61B2134159093094517BEB9388B078B465980073E3262DE99D3B46D37D,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-BUILD2@1,build_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,build pass 2,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,standalone target TeX,byte-identical producer PDF,rebuild independently,build_pass,high,INDEPENDENT_BUILD_PASS2.pdf,207370,8A442F61B2134159093094517BEB9388B078B465980073E3262DE99D3B46D37D,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-BUILD3@1,build_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,build pass 3,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,standalone target TeX,byte-identical producer PDF,rebuild independently,build_pass,high,INDEPENDENT_BUILD_PASS3.pdf,207370,8A442F61B2134159093094517BEB9388B078B465980073E3262DE99D3B46D37D,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-REPLAY@1,reproducibility_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,deterministic replay,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,fixed source date epoch,four identical PDF identities,bind reproducibility,replay_pass,high,INDEPENDENT_DETERMINISTIC_REPLAY_VALIDATION.json,860,74012FC60FA8380CEB18F553CE66DC77A39BF154DF758F189FF784A6BB5C02B4,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-PRODUCER-CSV@1,machine_validation,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,producer CSV,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,35x26 machine ledger,rectangular/formula-safe,independently parse ledger,machine_pass,high,INDEPENDENT_FINAL_AUDIT.md,2698,C07B84088B595A42C6C57557A0C309B10BDDC61AAF29AB85D9A1BFB73A8CC7AF,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-PRODUCER-JSONL@1,machine_validation,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,producer JSONL,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,35 structured records,parse/schema/reference/revision closure,independently validate JSONL,machine_pass,high,INDEPENDENT_FINAL_AUDIT.md,2698,C07B84088B595A42C6C57557A0C309B10BDDC61AAF29AB85D9A1BFB73A8CC7AF,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-PRODUCER-MANIFEST@1,manifest_validation,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,producer manifest,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,70-row recursive manifest,70/70 exact rehash,independently rehash producer files,manifest_pass,high,INDEPENDENT_FINAL_AUDIT.md,2698,C07B84088B595A42C6C57557A0C309B10BDDC61AAF29AB85D9A1BFB73A8CC7AF,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-ARTIFACT@1,artifact_tool_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,Artifact Tool panels,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,35x26 ledger and five panels,all panels inspected and exact,validate Artifact Tool evidence,artifact_tool_pass,high,producer_artifact_tool_evidence/ARTIFACT_TOOL_RECEIPT.json,1745,49ABEEF3AC1B7D1ED971C5731DEE1B31F5D85DAC7F9ADD6C63BD18CC2747A808,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-NODEFECT@1,source_defect_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,source defect audit,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,no confirmed textual defect,no emendation,retain source unchanged,source_audit_pass,high,INDEPENDENT_FINAL_AUDIT.md,2698,C07B84088B595A42C6C57557A0C309B10BDDC61AAF29AB85D9A1BFB73A8CC7AF,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
SGA2-X-L39P-IR-RIGHTS@1,rights_control,SGA2-X-L3555-L3566-L39P-INDEPENDENT-SEAL@1,1,,,,SGA2,X,rights gate,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,underlying French rights retained,internal bounded translation review,keep public release gated,rights_gate_pass,high,INDEPENDENT_FINAL_AUDIT.md,2698,C07B84088B595A42C6C57557A0C309B10BDDC61AAF29AB85D9A1BFB73A8CC7AF,3567,3568,internal_archive_eligible_pending_custody_handoff,archive_custody_and_rights_gate
