"decision_id","source_locator","exact_german_phrase","concept_scope","zh_hans_cn_choice","sense_window","excluded_senses","alternatives_considered","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_form","controlled_hant_status","independent_check_status","producer_note"
"P43-ZH-T011","segment A introduction; segment B §4; segment C §5.2","direkte Summenzerlegung","direct-sum decomposition into ideal or component summands","直和分解","The internal decomposition of the extension ring or its ideals into mutually complementary summands.","direct product decomposition; an arbitrary sum; decomposition of a number; a merely external Cartesian construction","直接和分解; 直和式; 直和表示","modern Sino-xenic coinage/calque","High: 直和分解 follows the Mandarin-Simplified algebra shelf; regional preferred phrasing has not been researched.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","直和分解","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Used for the structural decomposition, not the direct-product construction."
"P43-ZH-T012","segment A introduction; segment B §4; segment C §5.2 and §5.4; segment D §6.2","Komponente der Einheit","idempotent component of the unit element","单位元分量","An idempotent summand e^(i) in the direct-sum decomposition of the ring's identity element.","the identity component of a topological group; a coordinate numerically equal to one; a unit's scalar coefficient","恒等元分量; 单位分量; 幺元分量","modern Sino-xenic coinage/calque","High: 单位元 is the Mandarin-Simplified lexical base; 幺元 and regional conventions were not investigated.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","單位元分量","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Shared segment baseline fixed 单位元分量."
"P43-ZH-T013","segment C §5.3","konjugierte Elemente","elements conjugate under the relevant field isomorphisms","共轭元素","Elements or component values carried into one another by the conjugate embeddings or Galois automorphisms used in the construction.","complex conjugation only; grammatical conjugation; similar matrices without the stated field action","共轭元; 互为共轭的元素; 相伴元素","modern Sino-xenic coinage/calque","High: 共轭元素 is standard on the Mandarin-Simplified shelf, but cross-regional form and historical register remain untested.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","共軛元素","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The sense includes all conjugate embeddings, not only complex conjugation."
"P43-ZH-T014","segment C §5.4; segment D §6.3","komplementäre Basis","complementary basis paired through unit components and trace relations","互补基","The basis paired with a given basis via coefficients of the unit components, with reciprocal matrices and trace coefficient formulas.","a basis of a direct-complement subspace; a basis completing a partial basis; set-theoretic complement","对偶基; 补基; 余基","modern Sino-xenic coinage/calque","High: 互补基 is the Mandarin-Simplified producer choice; possible preference for 对偶基 or another regional term was not researched.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","互補基","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Shared production baseline fixed Komplementärbasis = 互补基."
"P43-ZH-T015","segment A introduction; segment C §5.4 note; segment D §6.3","Komplementärmodul","complementary module paired by trace conditions","互补模","The module associated with complementary bases and characterized in the order setting by trace-integrality conditions.","an arbitrary direct-complement submodule; quotient module; module completing another module in a direct sum without the trace pairing","对偶模; 补模; 余模","modern Sino-xenic coinage/calque","High: 互补模 follows the Mandarin-Simplified shelf; its relation to trace-dual terminology and regional convention is untested.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","互補模","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Shared production baseline fixed Komplementärmodul = 互补模."
"P43-ZH-T016","segment A introduction and §1.3; segment C §5.5; segment D §6.4","definierende Gleichung; Fundamentalgleichung","defining equation and distinguished fundamental equation","定义方程；基本方程","A polynomial equation defining the ring in the monogenic or quotient presentation, with Fundamentalgleichung reserved for the distinguished equation used in the order and ramification discussion.","a general equation appearing in a definition; a physical fundamental equation; an arbitrary polynomial identity","规定方程/本原方程; 定义等式/基本等式","modern Sino-xenic coinage/calque","High: 定义方程 and 基本方程 are Mandarin-Simplified calques with potentially broad ordinary meanings; regional mathematical preferences are untested.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","定義方程；基本方程","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Producer maintained the German lexical distinction rather than collapsing both phrases."
"P43-ZH-T017","segment A introduction; segment C §5.5","Lagrangesche Interpolationsformel","Lagrange polynomial interpolation formula","拉格朗日插值公式","The named interpolation formula invoked for the one-variable polynomial residue-ring specialization.","Lagrange multiplier method; Lagrangian mechanics; a generic interpolation algorithm without the named formula","Lagrange 插值公式; 拉格朗日内插公式; 拉格朗日插值法","mixed/contested","Medium: the personal-name transliteration plus 插值公式 follows the Mandarin-Simplified shelf; Taiwan/Hong Kong/Macao preferences such as 内插 were not researched.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","拉格朗日插值公式","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Shared segment baseline fixed this form."
"P43-ZH-T018","segment A introduction; segment B §3; segment D §6 throughout","Ordnung","algebraic order in a number or function field","阶","A distinguished subring that is a finite module over the coefficient order and has the ambient field as fraction field.","numerical order; sequence ordering; group order; ordinal number; command","整环; 序; 序环","mixed/contested","High: bare 阶 is highly polysemous in Mandarin-Simplified mathematics and its regional use for algebraic orders has not been established here.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","階","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Sense must be inferred from algebraic-order context, not from ordinary order meanings."
"P43-ZH-T019","segment A introduction; segment D §6 note and §7 title","Hauptordnung mod p^t","principal or distinguished full order modulo p^t","主阶模 $p^t$","The distinguished main order, especially its residue-class ring modulo the power p^t in the ramification section.","principal ideal; maximal numerical order; main term; the module p^t itself","极大阶模 p^t; 主整环模 p^t; 最大阶模 p^t","modern Sino-xenic coinage/calque","High: 主阶 is the required Mandarin-Simplified baseline but may obscure the historical maximal/full-order sense; regional convention is untested.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","主階模 $p^t$","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Kept distinct from 极大阶 used in other Noether papers."
"P43-ZH-T020","segment A opening and introduction; segment D §6.4 and §7","Verzweigungstheorie","arithmetic ramification theory","分歧理论","The theory of prime-ideal ramification and exponents in orders and residue-class rings modulo p^t.","branching-process theory; graph branching; topological bifurcation; syntactic ambiguity","分支理论; 岔化理论; 分枝理论","modern Sino-xenic coinage/calque","High: 分歧 is the Mandarin-Simplified number-theory term but also has a strong ordinary disagreement sense; regional terminology is untested.","producer editorial choice recorded in Hans segments A-D plus inherited Simplified-Chinese drafting witness; independent checking absent","分歧理論","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Technical number-theory sense only."
