"adverse_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_choice","trap_or_adverse_reading","contextual_reason_for_exclusion","alternative_held_for_independent_review","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_status","review_state"
"P43-ZH-A011","P43-ZH-T011","segment A introduction; segment B §4; segment C §5.2","direkte Summenzerlegung","直和分解","direct-product decomposition or an arbitrary additive partition","The summands are the internal ideal or idempotent components of the stated structural decomposition.","直接和分解; 直和表示","modern Sino-xenic coinage/calque","High: 直和分解 follows Mainland algebra usage; regional phrasing is untested.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A012","P43-ZH-T012","segment A introduction; segment B §4; segment C §5.2 and §5.4; segment D §6.2","Komponente der Einheit","单位元分量","identity component of a topological group or a coordinate equal to one","The source denotes idempotent summands e^(i) whose sum is the ring identity.","幺元分量; 单位分量","modern Sino-xenic coinage/calque","High: 单位元 is the Mainland lexical base; competing 幺元 usage and regional convention were not investigated.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A013","P43-ZH-T013","segment C §5.3","konjugierte Elemente","共轭元素","complex conjugates only or similar elements in a different algebraic sense","The elements correspond under the full set of conjugate embeddings and Galois automorphisms used in the construction.","共轭元; 相伴元素","modern Sino-xenic coinage/calque","High: 共轭元素 is Mainland mathematical wording; regional and historical-register evidence is absent.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A014","P43-ZH-T014","segment C §5.4; segment D §6.3","komplementäre Basis","互补基","a basis of a direct-complement subspace or a basis merely completing a partial basis","The paired bases are defined through unit-component coefficients, reciprocal matrices, and trace formulas.","对偶基; 补基","modern Sino-xenic coinage/calque","High: 互补基 is the supplied Mainland baseline; possible 对偶基 terminology and regional convention remain untested.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A015","P43-ZH-T015","segment A introduction; segment C §5.4 note; segment D §6.3","Komplementärmodul","互补模","an arbitrary direct-complement module","The source's module is tied to complementary bases and trace-integrality conditions.","对偶模; 补模","modern Sino-xenic coinage/calque","High: 互补模 is the supplied Mainland baseline; its relation to trace-dual terminology and regional usage is untested.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A016","P43-ZH-T016","segment A introduction and §1.3; segment C §5.5; segment D §6.4","definierende Gleichung; Fundamentalgleichung","定义方程；基本方程","two interchangeable generic equations or a physical fundamental law","The producer preserves the distinction between a defining polynomial relation and the distinguished fundamental equation in the order discussion.","规定方程/本原方程","modern Sino-xenic coinage/calque","High: both Chinese forms are broad Mainland calques; their regional mathematical scope is untested.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; lexical distinction pending"
"P43-ZH-A017","P43-ZH-T017","segment A introduction; segment C §5.5","Lagrangesche Interpolationsformel","拉格朗日插值公式","Lagrange multipliers, a Lagrangian, or generic unnamed interpolation","The source explicitly names the one-variable polynomial interpolation formula.","拉格朗日内插公式; Lagrange 插值公式","mixed/contested","Medium: name transliteration and 插值 follow Mainland usage; regional preference such as 内插 is untested.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A018","P43-ZH-T018","segment A introduction; segment B §3; segment D §6 throughout","Ordnung","阶","numerical order, group order, an ordering relation, or sequence position","The source denotes an algebraic order: a finite-module subring with the ambient fraction field.","整环; 序; 序环","mixed/contested","High: bare 阶 is polysemous in Mainland mathematics and regional algebra usage has not been established.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; high-priority sense trap"
"P43-ZH-A019","P43-ZH-T019","segment A introduction; segment D §6 note and §7 title","Hauptordnung mod p^t","主阶模 $p^t$","principal ideal modulo p^t, maximal numerical order, or the module p^t","The locus concerns the residue-class ring of the distinguished full order modulo a prime power.","极大阶模 p^t; 主整环模 p^t","modern Sino-xenic coinage/calque","High: 主阶 is the required Mainland baseline but may conceal the historical full/maximal-order sense; regional evidence is absent.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A020","P43-ZH-T020","segment A opening and introduction; segment D §6.4 and §7","Verzweigungstheorie","分歧理论","ordinary disagreement, graph branching, or topological bifurcation theory","The paper studies arithmetic ramification of prime ideals and exponent behavior in orders modulo p^t.","分枝理论; 岔化理论","modern Sino-xenic coinage/calque","High: 分歧 is the Mainland number-theory term but has a strong ordinary-language attractor; regional evidence is absent.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
